,Unnamed: 0,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code,Commune
5959,6269,6269,21001A83-,PETERBOS,6269,16,0,male,parent,3160,2,couple_no_child,6,Worker,21001A83-,Anderlecht
5961,6281,6281,21001A83-,PETERBOS,6281,16,0,male,parent,3166,2,couple_no_child,6,Worker,21001A83-,Anderlecht
5963,6289,6289,21001A83-,PETERBOS,6289,16,0,male,parent,3170,2,couple_no_child,6,Worker,21001A83-,Anderlecht
5965,6291,6291,21001A83-,PETERBOS,6291,16,0,male,parent,3171,2,couple_no_child,6,Worker,21001A83-,Anderlecht
5971,6299,6299,21001A83-,PETERBOS,6299,16,0,male,parent,3177,1,couple_with_child,6,Worker,21001A83-,Anderlecht
5982,6356,6356,21001A83-,PETERBOS,6356,17,1,female,parent,3208,1,couple_with_child,6,Worker,21001A83-,Anderlecht
5984,6358,6358,21001A83-,PETERBOS,6358,17,1,female,parent,3209,2,couple_no_child,6,Worker,21001A83-,Anderlecht
5986,6410,6410,21001A83-,PETERBOS,6410,17,1,female,parent,3235,4,single_with_child,6,Worker,21001A83-,Anderlecht
5987,6411,6411,21001A83-,PETERBOS,6411,17,1,female,parent,3236,4,single_with_child,6,Worker,21001A83-,Anderlecht
5988,6412,6412,21001A83-,PETERBOS,6412,17,1,female,parent,3237,4,single_with_child,6,Worker,21001A83-,Anderlecht
5989,6413,6413,21001A83-,PETERBOS,6413,17,1,female,parent,3238,4,single_with_child,6,Worker,21001A83-,Anderlecht
5990,6414,6414,21001A83-,PETERBOS,6414,16,1,female,parent,3239,1,couple_with_child,6,Worker,21001A83-,Anderlecht
5992,6424,6424,21001A83-,PETERBOS,6424,16,1,female,parent,3244,2,couple_no_child,6,Worker,21001A83-,Anderlecht
5994,6454,6454,21001A83-,PETERBOS,6454,16,1,female,parent,3259,2,couple_no_child,6,Worker,21001A83-,Anderlecht
5996,6468,6468,21001A83-,PETERBOS,6468,16,1,female,parent,3266,4,single_with_child,6,Worker,21001A83-,Anderlecht
5997,6469,6469,21001A83-,PETERBOS,6469,16,1,female,parent,3267,4,single_with_child,6,Worker,21001A83-,Anderlecht
5998,6470,6470,21001A83-,PETERBOS,6470,16,1,female,parent,3268,4,single_with_child,6,Worker,21001A83-,Anderlecht
5999,6471,6471,21001A83-,PETERBOS,6471,16,1,female,parent,3269,4,single_with_child,6,Worker,21001A83-,Anderlecht
8128,8699,8702,21001A503,VIVES,8702,17,1,female,parent,4727,1,couple_with_child,6,Worker,21001A503,Anderlecht
8130,8723,8726,21001A503,VIVES,8726,17,1,female,parent,4739,2,couple_no_child,6,Worker,21001A503,Anderlecht
8132,8759,8762,21001A503,VIVES,8762,17,1,female,parent,4757,2,couple_no_child,6,Worker,21001A503,Anderlecht
8134,8761,8764,21001A503,VIVES,8764,17,1,female,parent,4758,4,single_with_child,6,Worker,21001A503,Anderlecht
8135,8762,8765,21001A503,VIVES,8765,17,1,female,parent,4759,4,single_with_child,6,Worker,21001A503,Anderlecht
8136,8763,8766,21001A503,VIVES,8766,16,1,female,parent,4760,1,couple_with_child,6,Worker,21001A503,Anderlecht
8138,8765,8768,21001A503,VIVES,8768,16,1,female,parent,4761,2,couple_no_child,6,Worker,21001A503,Anderlecht
8140,8769,8772,21001A503,VIVES,8772,16,1,female,parent,4763,2,couple_no_child,6,Worker,21001A503,Anderlecht
8142,8789,8792,21001A503,VIVES,8792,16,1,female,parent,4773,2,couple_no_child,6,Worker,21001A503,Anderlecht
8144,8811,8814,21001A503,VIVES,8814,16,1,female,parent,4784,2,couple_no_child,6,Worker,21001A503,Anderlecht
8146,8821,8824,21001A503,VIVES,8824,16,1,female,parent,4789,2,couple_no_child,6,Worker,21001A503,Anderlecht
8148,8823,8826,21001A503,VIVES,8826,16,1,female,parent,4790,2,couple_no_child,6,Worker,21001A503,Anderlecht
8150,8825,8828,21001A503,VIVES,8828,16,1,female,parent,4791,4,single_with_child,6,Worker,21001A503,Anderlecht
8151,8826,8829,21001A503,VIVES,8829,16,1,female,parent,4792,4,single_with_child,6,Worker,21001A503,Anderlecht
9423,10130,10133,21001A332,ROUE,10133,17,0,male,parent,5523,2,couple_no_child,6,Worker,21001A332,Anderlecht
9425,10134,10137,21001A332,ROUE,10137,17,1,female,parent,5526,1,couple_with_child,6,Worker,21001A332,Anderlecht
9427,10136,10139,21001A332,ROUE,10139,17,1,female,parent,5527,1,couple_with_child,6,Worker,21001A332,Anderlecht
9429,10140,10143,21001A332,ROUE,10143,17,1,female,parent,5529,2,couple_no_child,6,Worker,21001A332,Anderlecht
9431,10148,10151,21001A332,ROUE,10151,17,1,female,parent,5533,2,couple_no_child,6,Worker,21001A332,Anderlecht
9433,10158,10161,21001A332,ROUE,10161,17,1,female,parent,5538,4,single_with_child,6,Worker,21001A332,Anderlecht
9434,10159,10162,21001A332,ROUE,10162,16,1,female,parent,5539,1,couple_with_child,6,Worker,21001A332,Anderlecht
9435,10160,10163,21001A332,ROUE,10163,16,0,male,parent,5539,1,couple_with_child,6,Worker,21001A332,Anderlecht
9436,10161,10164,21001A332,ROUE,10164,16,1,female,parent,5540,1,couple_with_child,6,Worker,21001A332,Anderlecht
9437,10162,10165,21001A332,ROUE,10165,16,0,male,parent,5540,1,couple_with_child,6,Worker,21001A332,Anderlecht
9438,10165,10168,21001A332,ROUE,10168,16,1,female,parent,5542,2,couple_no_child,6,Worker,21001A332,Anderlecht
9439,10166,10169,21001A332,ROUE,10169,16,0,male,parent,5542,2,couple_no_child,6,Worker,21001A332,Anderlecht
9440,10183,10186,21001A332,ROUE,10186,16,1,female,parent,5551,4,single_with_child,6,Worker,21001A332,Anderlecht
9572,10315,10318,21001A332,ROUE,10318,17,0,male,parent,5675,4,single_with_child,6,Worker,21001A332,Anderlecht
9771,10514,10517,21001A332,ROUE,10517,17,0,male,parent,5270,1,couple_with_child,6,Worker,21001A332,Anderlecht
9772,10515,10518,21001A332,ROUE,10518,17,0,male,parent,5484,1,couple_with_child,6,Worker,21001A332,Anderlecht
10850,11611,11614,21001A43-,VAN BEETHOVEN,11614,17,0,male,parent,6373,2,couple_no_child,6,Worker,21001A43-,Anderlecht
10856,11631,11634,21001A43-,VAN BEETHOVEN,11634,16,0,male,parent,6384,1,couple_with_child,6,Worker,21001A43-,Anderlecht
10859,11634,11637,21001A43-,VAN BEETHOVEN,11637,16,0,male,parent,6385,1,couple_with_child,6,Worker,21001A43-,Anderlecht
10865,11674,11677,21001A43-,VAN BEETHOVEN,11677,17,1,female,parent,6407,1,couple_with_child,6,Worker,21001A43-,Anderlecht
10867,11676,11679,21001A43-,VAN BEETHOVEN,11679,17,1,female,parent,6408,1,couple_with_child,6,Worker,21001A43-,Anderlecht
10869,11704,11707,21001A43-,VAN BEETHOVEN,11707,17,1,female,parent,6422,2,couple_no_child,6,Worker,21001A43-,Anderlecht
10871,11708,11711,21001A43-,VAN BEETHOVEN,11711,17,1,female,parent,6424,2,couple_no_child,6,Worker,21001A43-,Anderlecht
10873,11714,11717,21001A43-,VAN BEETHOVEN,11717,17,1,female,parent,6427,4,single_with_child,6,Worker,21001A43-,Anderlecht
10874,11715,11718,21001A43-,VAN BEETHOVEN,11718,16,1,female,parent,6428,1,couple_with_child,6,Worker,21001A43-,Anderlecht
10876,11717,11720,21001A43-,VAN BEETHOVEN,11720,16,1,female,parent,6429,1,couple_with_child,6,Worker,21001A43-,Anderlecht
10878,11731,11734,21001A43-,VAN BEETHOVEN,11734,16,1,female,parent,6436,2,couple_no_child,6,Worker,21001A43-,Anderlecht
10880,11737,11740,21001A43-,VAN BEETHOVEN,11740,16,1,female,parent,6439,2,couple_no_child,6,Worker,21001A43-,Anderlecht
10882,11755,11758,21001A43-,VAN BEETHOVEN,11758,16,1,female,parent,6448,4,single_with_child,6,Worker,21001A43-,Anderlecht
11853,12736,12739,21001A401,ARBORETUM,12739,16,0,male,parent,7054,2,couple_no_child,6,Worker,21001A401,Anderlecht
11864,12781,12784,21001A401,ARBORETUM,12784,17,1,female,parent,7078,1,couple_with_child,6,Worker,21001A401,Anderlecht
11866,12789,12792,21001A401,ARBORETUM,12792,17,1,female,parent,7082,2,couple_no_child,6,Worker,21001A401,Anderlecht
11868,12811,12814,21001A401,ARBORETUM,12814,16,1,female,parent,7093,1,couple_with_child,6,Worker,21001A401,Anderlecht
15228,16251,16254,21001A32-,AURORE,16254,17,0,male,parent,8796,2,couple_no_child,6,Worker,21001A32-,Anderlecht
15267,16464,16467,21001A32-,AURORE,16467,17,1,female,parent,8910,1,couple_with_child,6,Worker,21001A32-,Anderlecht
15269,16466,16469,21001A32-,AURORE,16469,17,1,female,parent,8911,1,couple_with_child,6,Worker,21001A32-,Anderlecht
15271,16512,16515,21001A32-,AURORE,16515,17,1,female,parent,8934,2,couple_no_child,6,Worker,21001A32-,Anderlecht
15273,16552,16555,21001A32-,AURORE,16555,17,1,female,parent,8954,2,couple_no_child,6,Worker,21001A32-,Anderlecht
15275,16574,16577,21001A32-,AURORE,16577,17,1,female,parent,8965,2,couple_no_child,6,Worker,21001A32-,Anderlecht
15277,16580,16583,21001A32-,AURORE,16583,17,1,female,parent,8968,2,couple_no_child,6,Worker,21001A32-,Anderlecht
15279,16592,16595,21001A32-,AURORE,16595,17,1,female,parent,8974,4,single_with_child,6,Worker,21001A32-,Anderlecht
15280,16593,16596,21001A32-,AURORE,16596,17,1,female,parent,8975,4,single_with_child,6,Worker,21001A32-,Anderlecht
15281,16594,16597,21001A32-,AURORE,16597,17,1,female,parent,8976,4,single_with_child,6,Worker,21001A32-,Anderlecht
15282,16595,16598,21001A32-,AURORE,16598,17,1,female,parent,8977,4,single_with_child,6,Worker,21001A32-,Anderlecht
15283,16596,16599,21001A32-,AURORE,16599,16,1,female,parent,8978,1,couple_with_child,6,Worker,21001A32-,Anderlecht
15285,16598,16601,21001A32-,AURORE,16601,16,1,female,parent,8979,1,couple_with_child,6,Worker,21001A32-,Anderlecht
15287,16620,16623,21001A32-,AURORE,16623,16,1,female,parent,8990,2,couple_no_child,6,Worker,21001A32-,Anderlecht
15289,16622,16625,21001A32-,AURORE,16625,16,1,female,parent,8991,2,couple_no_child,6,Worker,21001A32-,Anderlecht
15291,16624,16627,21001A32-,AURORE,16627,16,1,female,parent,8992,2,couple_no_child,6,Worker,21001A32-,Anderlecht
15293,16700,16703,21001A32-,AURORE,16703,16,1,female,parent,9030,2,couple_no_child,6,Worker,21001A32-,Anderlecht
15295,16702,16705,21001A32-,AURORE,16705,16,1,female,parent,9031,2,couple_no_child,6,Worker,21001A32-,Anderlecht
15297,16724,16727,21001A32-,AURORE,16727,16,1,female,parent,9042,4,single_with_child,6,Worker,21001A32-,Anderlecht
15298,16725,16728,21001A32-,AURORE,16728,16,1,female,parent,9043,4,single_with_child,6,Worker,21001A32-,Anderlecht
15299,16726,16729,21001A32-,AURORE,16729,16,1,female,parent,9044,4,single_with_child,6,Worker,21001A32-,Anderlecht
15300,16727,16730,21001A32-,AURORE,16730,16,1,female,parent,9045,4,single_with_child,6,Worker,21001A32-,Anderlecht
16599,18054,18057,21001A53-,NELLIE MELBA,18057,16,0,male,parent,10042,2,couple_no_child,6,Worker,21001A53-,Anderlecht
16600,18063,18066,21001A53-,NELLIE MELBA,18066,17,1,female,parent,10047,1,couple_with_child,6,Worker,21001A53-,Anderlecht
16602,18085,18088,21001A53-,NELLIE MELBA,18088,16,1,female,parent,10058,1,couple_with_child,6,Worker,21001A53-,Anderlecht
18555,20192,20195,21001A41-,ROMAIN ROLLAND,20195,17,1,female,parent,11158,1,couple_with_child,6,Worker,21001A41-,Anderlecht
18557,20198,20201,21001A41-,ROMAIN ROLLAND,20201,17,1,female,parent,11161,2,couple_no_child,6,Worker,21001A41-,Anderlecht
18559,20216,20219,21001A41-,ROMAIN ROLLAND,20219,17,1,female,parent,11170,2,couple_no_child,6,Worker,21001A41-,Anderlecht
18561,20246,20249,21001A41-,ROMAIN ROLLAND,20249,17,1,female,parent,11185,2,couple_no_child,6,Worker,21001A41-,Anderlecht
18563,20270,20273,21001A41-,ROMAIN ROLLAND,20273,17,1,female,parent,11197,4,single_with_child,6,Worker,21001A41-,Anderlecht
18564,20271,20274,21001A41-,ROMAIN ROLLAND,20274,17,1,female,parent,11198,4,single_with_child,6,Worker,21001A41-,Anderlecht
18565,20272,20275,21001A41-,ROMAIN ROLLAND,20275,16,1,female,parent,11199,1,couple_with_child,6,Worker,21001A41-,Anderlecht
18567,20274,20277,21001A41-,ROMAIN ROLLAND,20277,16,1,female,parent,11200,2,couple_no_child,6,Worker,21001A41-,Anderlecht
18569,20276,20279,21001A41-,ROMAIN ROLLAND,20279,16,1,female,parent,11201,2,couple_no_child,6,Worker,21001A41-,Anderlecht
18571,20288,20291,21001A41-,ROMAIN ROLLAND,20291,16,1,female,parent,11207,2,couple_no_child,6,Worker,21001A41-,Anderlecht
18573,20290,20293,21001A41-,ROMAIN ROLLAND,20293,16,1,female,parent,11208,2,couple_no_child,6,Worker,21001A41-,Anderlecht
18575,20298,20301,21001A41-,ROMAIN ROLLAND,20301,16,1,female,parent,11212,2,couple_no_child,6,Worker,21001A41-,Anderlecht
18577,20304,20307,21001A41-,ROMAIN ROLLAND,20307,16,1,female,parent,11215,2,couple_no_child,6,Worker,21001A41-,Anderlecht
18579,20340,20343,21001A41-,ROMAIN ROLLAND,20343,16,1,female,parent,11233,2,couple_no_child,6,Worker,21001A41-,Anderlecht
18581,20350,20353,21001A41-,ROMAIN ROLLAND,20353,16,1,female,parent,11238,4,single_with_child,6,Worker,21001A41-,Anderlecht
18582,20351,20354,21001A41-,ROMAIN ROLLAND,20354,16,1,female,parent,11239,4,single_with_child,6,Worker,21001A41-,Anderlecht
19832,21621,21624,21001A85-,AUBADE,21624,17,1,female,parent,12067,1,couple_with_child,6,Worker,21001A85-,Anderlecht
19834,21623,21626,21001A85-,AUBADE,21626,17,1,female,parent,12068,2,couple_no_child,6,Worker,21001A85-,Anderlecht
19835,21624,21627,21001A85-,AUBADE,21627,17,0,male,parent,12068,2,couple_no_child,6,Worker,21001A85-,Anderlecht
19836,21633,21636,21001A85-,AUBADE,21636,16,1,female,parent,12073,1,couple_with_child,6,Worker,21001A85-,Anderlecht
21130,22937,22940,21001A51-,SCHERDEMAEL,22940,17,0,male,parent,12761,1,couple_with_child,6,Worker,21001A51-,Anderlecht
21163,23092,23095,21001A51-,SCHERDEMAEL,23095,17,1,female,parent,12843,1,couple_with_child,6,Worker,21001A51-,Anderlecht
21165,23094,23097,21001A51-,SCHERDEMAEL,23097,17,1,female,parent,12844,1,couple_with_child,6,Worker,21001A51-,Anderlecht
21167,23102,23105,21001A51-,SCHERDEMAEL,23105,17,1,female,parent,12848,2,couple_no_child,6,Worker,21001A51-,Anderlecht
21169,23104,23107,21001A51-,SCHERDEMAEL,23107,17,1,female,parent,12849,2,couple_no_child,6,Worker,21001A51-,Anderlecht
21171,23108,23111,21001A51-,SCHERDEMAEL,23111,17,1,female,parent,12851,2,couple_no_child,6,Worker,21001A51-,Anderlecht
21173,23126,23129,21001A51-,SCHERDEMAEL,23129,17,1,female,parent,12860,2,couple_no_child,6,Worker,21001A51-,Anderlecht
21175,23164,23167,21001A51-,SCHERDEMAEL,23167,17,1,female,parent,12879,4,single_with_child,6,Worker,21001A51-,Anderlecht
21176,23165,23168,21001A51-,SCHERDEMAEL,23168,17,1,female,parent,12880,4,single_with_child,6,Worker,21001A51-,Anderlecht
21177,23166,23169,21001A51-,SCHERDEMAEL,23169,16,1,female,parent,12881,1,couple_with_child,6,Worker,21001A51-,Anderlecht
21179,23168,23171,21001A51-,SCHERDEMAEL,23171,16,1,female,parent,12882,1,couple_with_child,6,Worker,21001A51-,Anderlecht
21181,23194,23197,21001A51-,SCHERDEMAEL,23197,16,1,female,parent,12895,2,couple_no_child,6,Worker,21001A51-,Anderlecht
21183,23238,23241,21001A51-,SCHERDEMAEL,23241,16,1,female,parent,12917,4,single_with_child,6,Worker,21001A51-,Anderlecht
21184,23239,23242,21001A51-,SCHERDEMAEL,23242,16,1,female,parent,12918,4,single_with_child,6,Worker,21001A51-,Anderlecht
22018,24109,24112,21001A42-,KAT,24112,17,1,female,parent,13519,1,couple_with_child,6,Worker,21001A42-,Anderlecht
22020,24125,24128,21001A42-,KAT,24128,17,1,female,parent,13527,2,couple_no_child,6,Worker,21001A42-,Anderlecht
22022,24127,24130,21001A42-,KAT,24130,17,1,female,parent,13528,2,couple_no_child,6,Worker,21001A42-,Anderlecht
22024,24131,24134,21001A42-,KAT,24134,16,1,female,parent,13530,1,couple_with_child,6,Worker,21001A42-,Anderlecht
22478,24625,24628,21001A52-,SCHERDEMAEL-NORD,24628,16,0,male,parent,13817,2,couple_no_child,6,Worker,21001A52-,Anderlecht
22479,24642,24645,21001A52-,SCHERDEMAEL-NORD,24645,17,1,female,parent,13826,1,couple_with_child,6,Worker,21001A52-,Anderlecht
22481,24644,24647,21001A52-,SCHERDEMAEL-NORD,24647,17,1,female,parent,13827,2,couple_no_child,6,Worker,21001A52-,Anderlecht
22483,24664,24667,21001A52-,SCHERDEMAEL-NORD,24667,16,1,female,parent,13837,1,couple_with_child,6,Worker,21001A52-,Anderlecht
22890,25101,25104,21001C70-,BON AIR - CENTRE,25104,17,1,female,parent,14111,2,couple_no_child,6,Worker,21001C70-,Anderlecht
24795,27124,27127,21001A552,TREFLE,27127,17,0,male,parent,14986,2,couple_no_child,6,Worker,21001A552,Anderlecht
24802,27135,27138,21001A552,TREFLE,27138,17,1,female,parent,14995,1,couple_with_child,6,Worker,21001A552,Anderlecht
24804,27165,27168,21001A552,TREFLE,27168,17,1,female,parent,15010,2,couple_no_child,6,Worker,21001A552,Anderlecht
24805,27166,27169,21001A552,TREFLE,27169,16,0,male,parent,15010,2,couple_no_child,6,Worker,21001A552,Anderlecht
24806,27197,27200,21001A552,TREFLE,27200,17,1,female,parent,15026,2,couple_no_child,6,Worker,21001A552,Anderlecht
24808,27199,27202,21001A552,TREFLE,27202,17,1,female,parent,15027,4,single_with_child,6,Worker,21001A552,Anderlecht
24809,27200,27203,21001A552,TREFLE,27203,17,1,female,parent,15028,4,single_with_child,6,Worker,21001A552,Anderlecht
24810,27201,27204,21001A552,TREFLE,27204,16,1,female,parent,15029,1,couple_with_child,6,Worker,21001A552,Anderlecht
24812,27237,27240,21001A552,TREFLE,27240,16,1,female,parent,15047,2,couple_no_child,6,Worker,21001A552,Anderlecht
24814,27261,27264,21001A552,TREFLE,27264,16,1,female,parent,15059,2,couple_no_child,6,Worker,21001A552,Anderlecht
24816,27265,27268,21001A552,TREFLE,27268,16,1,female,parent,15061,4,single_with_child,6,Worker,21001A552,Anderlecht
24817,27266,27269,21001A552,TREFLE,27269,16,1,female,parent,15062,4,single_with_child,6,Worker,21001A552,Anderlecht
26442,28937,28940,21001A84-,POESIE,28940,17,1,female,parent,16069,1,couple_with_child,6,Worker,21001A84-,Anderlecht
26445,28940,28943,21001A84-,POESIE,28943,17,1,female,parent,16070,1,couple_with_child,6,Worker,21001A84-,Anderlecht
26448,28943,28946,21001A84-,POESIE,28946,17,1,female,parent,16071,2,couple_no_child,6,Worker,21001A84-,Anderlecht
26450,28967,28970,21001A84-,POESIE,28970,17,1,female,parent,16083,4,single_with_child,6,Worker,21001A84-,Anderlecht
26456,28973,28976,21001A84-,POESIE,28976,16,1,female,parent,16084,1,couple_with_child,6,Worker,21001A84-,Anderlecht
26458,28975,28978,21001A84-,POESIE,28978,16,1,female,parent,16085,1,couple_with_child,6,Worker,21001A84-,Anderlecht
26460,29001,29004,21001A84-,POESIE,29004,16,1,female,parent,16098,4,single_with_child,6,Worker,21001A84-,Anderlecht
28384,31005,31008,21001A34-,ROUE - CITE JARDIN,31008,17,0,male,parent,17028,2,couple_no_child,6,Worker,21001A34-,Anderlecht
28388,31019,31022,21001A34-,ROUE - CITE JARDIN,31022,17,1,female,parent,17037,1,couple_with_child,6,Worker,21001A34-,Anderlecht
28390,31021,31024,21001A34-,ROUE - CITE JARDIN,31024,17,1,female,parent,17038,2,couple_no_child,6,Worker,21001A34-,Anderlecht
28392,31045,31048,21001A34-,ROUE - CITE JARDIN,31048,17,1,female,parent,17050,2,couple_no_child,6,Worker,21001A34-,Anderlecht
28394,31063,31066,21001A34-,ROUE - CITE JARDIN,31066,17,1,female,parent,17059,2,couple_no_child,6,Worker,21001A34-,Anderlecht
28395,31064,31067,21001A34-,ROUE - CITE JARDIN,31067,16,0,male,parent,17059,2,couple_no_child,6,Worker,21001A34-,Anderlecht
28396,31069,31072,21001A34-,ROUE - CITE JARDIN,31072,17,1,female,parent,17062,4,single_with_child,6,Worker,21001A34-,Anderlecht
28397,31070,31073,21001A34-,ROUE - CITE JARDIN,31073,17,1,female,parent,17063,4,single_with_child,6,Worker,21001A34-,Anderlecht
28398,31071,31074,21001A34-,ROUE - CITE JARDIN,31074,17,1,female,parent,17064,4,single_with_child,6,Worker,21001A34-,Anderlecht
28399,31072,31075,21001A34-,ROUE - CITE JARDIN,31075,16,1,female,parent,17065,1,couple_with_child,6,Worker,21001A34-,Anderlecht
28401,31076,31079,21001A34-,ROUE - CITE JARDIN,31079,16,1,female,parent,17067,2,couple_no_child,6,Worker,21001A34-,Anderlecht
28403,31108,31111,21001A34-,ROUE - CITE JARDIN,31111,16,1,female,parent,17083,2,couple_no_child,6,Worker,21001A34-,Anderlecht
28405,31122,31125,21001A34-,ROUE - CITE JARDIN,31125,16,1,female,parent,17090,4,single_with_child,6,Worker,21001A34-,Anderlecht
28406,31123,31126,21001A34-,ROUE - CITE JARDIN,31126,16,1,female,parent,17091,4,single_with_child,6,Worker,21001A34-,Anderlecht
28407,31124,31127,21001A34-,ROUE - CITE JARDIN,31127,16,1,female,parent,17092,4,single_with_child,6,Worker,21001A34-,Anderlecht
29817,32581,32585,21001A350,CERIA - ZONE D'HABITAT,32585,17,0,male,parent,17919,2,couple_no_child,6,Worker,21001A350,Anderlecht
29821,32595,32599,21001A350,CERIA - ZONE D'HABITAT,32599,17,1,female,parent,17928,1,couple_with_child,6,Worker,21001A350,Anderlecht
29823,32597,32601,21001A350,CERIA - ZONE D'HABITAT,32601,17,1,female,parent,17929,1,couple_with_child,6,Worker,21001A350,Anderlecht
29825,32619,32623,21001A350,CERIA - ZONE D'HABITAT,32623,17,1,female,parent,17940,2,couple_no_child,6,Worker,21001A350,Anderlecht
29827,32625,32629,21001A350,CERIA - ZONE D'HABITAT,32629,17,1,female,parent,17943,2,couple_no_child,6,Worker,21001A350,Anderlecht
29829,32631,32635,21001A350,CERIA - ZONE D'HABITAT,32635,17,1,female,parent,17946,4,single_with_child,6,Worker,21001A350,Anderlecht
29830,32632,32636,21001A350,CERIA - ZONE D'HABITAT,32636,16,1,female,parent,17947,1,couple_with_child,6,Worker,21001A350,Anderlecht
29832,32634,32638,21001A350,CERIA - ZONE D'HABITAT,32638,16,1,female,parent,17948,1,couple_with_child,6,Worker,21001A350,Anderlecht
29834,32636,32640,21001A350,CERIA - ZONE D'HABITAT,32640,16,1,female,parent,17949,2,couple_no_child,6,Worker,21001A350,Anderlecht
29836,32640,32644,21001A350,CERIA - ZONE D'HABITAT,32644,16,1,female,parent,17951,2,couple_no_child,6,Worker,21001A350,Anderlecht
29838,32664,32668,21001A350,CERIA - ZONE D'HABITAT,32668,16,1,female,parent,17963,2,couple_no_child,6,Worker,21001A350,Anderlecht
29840,32668,32672,21001A350,CERIA - ZONE D'HABITAT,32672,16,1,female,parent,17965,4,single_with_child,6,Worker,21001A350,Anderlecht
31900,34789,34794,21001A441,DOCTEUR ROUX,34794,17,0,male,parent,19082,2,couple_no_child,6,Worker,21001A441,Anderlecht
31907,34818,34823,21001A441,DOCTEUR ROUX,34823,17,1,female,parent,19099,1,couple_with_child,6,Worker,21001A441,Anderlecht
31909,34836,34841,21001A441,DOCTEUR ROUX,34841,17,1,female,parent,19108,2,couple_no_child,6,Worker,21001A441,Anderlecht
31911,34866,34871,21001A441,DOCTEUR ROUX,34871,17,1,female,parent,19123,2,couple_no_child,6,Worker,21001A441,Anderlecht
31913,34870,34875,21001A441,DOCTEUR ROUX,34875,17,1,female,parent,19125,4,single_with_child,6,Worker,21001A441,Anderlecht
31914,34871,34876,21001A441,DOCTEUR ROUX,34876,16,1,female,parent,19126,1,couple_with_child,6,Worker,21001A441,Anderlecht
