,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code_x,Commune_x,Code_y,Name,Commune_y,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName
43,1199943,21017A12-,LE LOGIS-NORD,1199943,19,0,male,parent,666783,2,couple_no_child,,,21017A12-,Watermael-Boitsfort,21017A12-,LE LOGIS-NORD,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
44,1199954,21017A12-,LE LOGIS-NORD,1199954,19,0,male,parent,666790,1,couple_with_child,,,21017A12-,Watermael-Boitsfort,21017A12-,LE LOGIS-NORD,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
45,397797,21005A042,PH. BAUCQ (RUE),397797,19,0,male,parent,220835,3,single,,,21005A042,Etterbeek,21005A042,PH. BAUCQ (RUE),Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
46,401212,21005A02-,CHAMP DU ROI (RUE),401212,19,0,male,parent,222944,3,single,,,21005A02-,Etterbeek,21005A02-,CHAMP DU ROI (RUE),Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
47,1278826,21019A12-,ESCRIME (AVENUE DE L'),1278826,19,0,male,child,711870,1,couple_with_child,,,21019A12-,Woluwe Saint-Pierre,21019A12-,ESCRIME (AVENUE DE L'),Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
48,176869,21003A02-,LAURE - BASILIQUE,176869,19,0,male,parent,95375,3,single,,,21003A02-,Berchem Sainte-Agathe,21003A02-,LAURE - BASILIQUE,Berchem Sainte-Agathe,5,Unif off campus,21017A09-,FORET DE SOIGNES
49,935999,21014A04-,HAECHT (CHAUSSEE DE),935999,19,0,male,parent,524205,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,5,Unif off campus,21002A190,FORET DE SOIGNES
50,425413,21005A051,RINSDELLE,425413,19,0,male,parent,237104,3,single,,,21005A051,Etterbeek,21005A051,RINSDELLE,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
51,406542,21005A14-,ARMEE (AVENUE DE L'),406542,19,0,male,parent,226111,3,single,,,21005A14-,Etterbeek,21005A14-,ARMEE (AVENUE DE L'),Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
52,1303348,21019A20-,SAINT-PAUL,1303348,19,0,male,parent,725119,1,couple_with_child,,,21019A20-,Woluwe Saint-Pierre,21019A20-,SAINT-PAUL,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
53,173467,21003A0AJ,HUNDERENVELD,173467,19,0,male,parent,93587,1,couple_with_child,,,21003A0AJ,Berchem Sainte-Agathe,21003A0AJ,HUNDERENVELD,Berchem Sainte-Agathe,5,Unif off campus,21017A09-,FORET DE SOIGNES
54,1319449,21019A41-,CITE JOLI-BOIS,1319449,19,0,male,parent,734232,1,couple_with_child,,,21019A41-,Woluwe Saint-Pierre,21019A41-,CITE JOLI-BOIS,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
55,890477,21013A02-,CAPOUILLET (RUE),890477,19,0,male,parent,498003,3,single,,,21013A02-,Saint-Gilles,21013A02-,CAPOUILLET (RUE),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
56,397804,21005A042,PH. BAUCQ (RUE),397804,19,0,male,parent,220842,3,single,,,21005A042,Etterbeek,21005A042,PH. BAUCQ (RUE),Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
57,422336,21005A051,RINSDELLE,422336,19,0,male,child,235335,1,couple_with_child,,,21005A051,Etterbeek,21005A051,RINSDELLE,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
58,1260970,21018A01-,SAINT-LAMBERT,1260970,19,0,male,child,701744,1,couple_with_child,,,21018A01-,Woluwe Saint-Lambert,21018A01-,SAINT-LAMBERT,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
59,917143,21014A00-,PLACE SAINT-JOSSE,917143,19,0,male,child,513957,4,single_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
60,430380,21005A00-,HOTEL COMMUNAL,430380,19,0,male,child,240064,1,couple_with_child,,,21005A00-,Etterbeek,21005A00-,HOTEL COMMUNAL,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
61,1189634,21017A41-,AVENUE DE VISE,1189634,19,0,male,child,660848,1,couple_with_child,,,21017A41-,Watermael-Boitsfort,21017A41-,AVENUE DE VISE,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
62,129529,21002A20-,SAINT-JULIEN,129529,19,0,male,parent,69762,3,single,,,21002A20-,Auderghem,21002A20-,SAINT-JULIEN,Auderghem,5,Unif off campus,21004E800,DIVIN JESUS
63,890474,21013A02-,CAPOUILLET (RUE),890474,19,0,male,parent,498000,3,single,,,21013A02-,Saint-Gilles,21013A02-,CAPOUILLET (RUE),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
64,1199971,21017A12-,LE LOGIS-NORD,1199971,19,0,male,parent,666800,1,couple_with_child,,,21017A12-,Watermael-Boitsfort,21017A12-,LE LOGIS-NORD,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
65,166762,21003A312,POTAARDE  VLAK,166762,19,0,male,child,90034,1,couple_with_child,,,21003A312,Berchem Sainte-Agathe,21003A312,POTAARDE  VLAK,Berchem Sainte-Agathe,5,Unif off campus,21019A43-,CORNICHE VERTE
66,1211348,21018A20-,GEORGES HENRI (AVENUE),1211348,19,0,male,parent,673343,3,single,,,21018A20-,Woluwe Saint-Lambert,21018A20-,GEORGES HENRI (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
67,469138,21006A001,VIEIL EVERE,469138,19,0,male,child,261998,1,couple_with_child,,,21006A001,Evere,21006A001,VIEIL EVERE,Evere,5,Unif off campus,21001C5PA,MEERVELD
68,1190585,21017A41-,AVENUE DE VISE,1190585,19,0,male,parent,661366,3,single,,,21017A41-,Watermael-Boitsfort,21017A41-,AVENUE DE VISE,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
69,921256,21014A02-,CHARITE,921256,19,0,male,parent,516180,1,couple_with_child,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
70,471453,21006A001,VIEIL EVERE,471453,19,0,male,parent,263126,3,single,,,21006A001,Evere,21006A001,VIEIL EVERE,Evere,5,Unif off campus,21001C5PA,MEERVELD
71,883305,21013A201,ANGLETERRE (RUE D'),883305,19,0,male,parent,493747,3,single,,,21013A201,Saint-Gilles,21013A201,ANGLETERRE (RUE D'),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
72,1277121,21019A131,KONKEL,1277121,19,0,male,child,710976,1,couple_with_child,,,21019A131,Woluwe Saint-Pierre,21019A131,KONKEL,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
73,397794,21005A042,PH. BAUCQ (RUE),397794,19,0,male,parent,220832,3,single,,,21005A042,Etterbeek,21005A042,PH. BAUCQ (RUE),Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
74,1269518,21018A3MJ,GULLEDELLE,1269518,19,0,male,child,706762,1,couple_with_child,,,21018A3MJ,Woluwe Saint-Lambert,21018A3MJ,GULLEDELLE,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
75,1301145,21019A35-,HORIZON (AVENUE),1301145,19,0,male,child,724004,1,couple_with_child,,,21019A35-,Woluwe Saint-Pierre,21019A35-,HORIZON (AVENUE),Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
76,139958,21002A45-,VAL DUC,139958,19,0,male,child,75529,1,couple_with_child,,,21002A45-,Auderghem,21002A45-,VAL DUC,Auderghem,5,Unif off campus,21010A4MJ,VUB
77,923864,21014A41-,BOSSUET,923864,19,0,male,child,517894,4,single_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
78,938201,21014A05-,HOUWAERT,938201,19,0,male,child,525386,1,couple_with_child,,,21014A05-,Saint-Josse-ten-Noode,21014A05-,HOUWAERT,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
79,425414,21005A051,RINSDELLE,425414,19,0,male,parent,237105,3,single,,,21005A051,Etterbeek,21005A051,RINSDELLE,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
80,919426,21014A00-,PLACE SAINT-JOSSE,919426,19,0,male,parent,515212,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
81,1260632,21018A42-,VERVLOESEM,1260632,19,0,male,parent,701522,3,single,,,21018A42-,Woluwe Saint-Lambert,21018A42-,VERVLOESEM,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
82,402108,21005A33-,CARDINAL LAVIGERIE (RUE),402108,19,0,male,child,223537,1,couple_with_child,,,21005A33-,Etterbeek,21005A33-,CARDINAL LAVIGERIE (RUE),Etterbeek,5,Unif off campus,21001C6PB,ZONE RURALE
83,1199948,21017A12-,LE LOGIS-NORD,1199948,19,0,male,parent,666787,1,couple_with_child,,,21017A12-,Watermael-Boitsfort,21017A12-,LE LOGIS-NORD,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
84,1227441,21018A22-,DE BROQUEVILLE (AVENUE)-SUD,1227441,19,0,male,parent,682779,1,couple_with_child,,,21018A22-,Woluwe Saint-Lambert,21018A22-,DE BROQUEVILLE (AVENUE)-SUD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
85,430521,21005A00-,HOTEL COMMUNAL,430521,19,0,male,child,240130,1,couple_with_child,,,21005A00-,Etterbeek,21005A00-,HOTEL COMMUNAL,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
86,878139,21013A01-,ESPAGNE (RUE D'),878139,19,0,male,parent,490648,2,couple_no_child,,,21013A01-,Saint-Gilles,21013A01-,ESPAGNE (RUE D'),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
87,463527,21006A312,J. BORDET (AVENUE DE),463527,19,0,male,parent,259038,3,single,,,21006A312,Evere,21006A312,J. BORDET (AVENUE DE),Evere,5,Unif off campus,21016A533,MOENSBERG
88,163283,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,163283,19,0,male,parent,88206,1,couple_with_child,,,21002A43-,Auderghem,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,Auderghem,5,Unif off campus,21001C6PB,ZONE RURALE
89,899395,21013A052,FAIDER (RUE),899395,19,0,male,parent,503197,3,single,,,21013A052,Saint-Gilles,21013A052,FAIDER (RUE),Saint-Gilles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
90,1209423,21018A20-,GEORGES HENRI (AVENUE),1209423,19,0,male,child,672239,4,single_with_child,,,21018A20-,Woluwe Saint-Lambert,21018A20-,GEORGES HENRI (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
91,476117,21006A171,ANCIEN COMBATTANTS (AVENUE),476117,19,0,male,parent,265780,3,single,,,21006A171,Evere,21006A171,ANCIEN COMBATTANTS (AVENUE),Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
92,455501,21006A474,COMMUNAUTES,455501,19,0,male,parent,254523,3,single,,,21006A474,Evere,21006A474,COMMUNAUTES,Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
93,1233842,21018A04-,BEETEPUT,1233842,19,0,male,parent,686368,3,single,,,21018A04-,Woluwe Saint-Lambert,21018A04-,BEETEPUT,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
94,430800,21005A00-,HOTEL COMMUNAL,430800,19,0,male,child,240256,4,single_with_child,,,21005A00-,Etterbeek,21005A00-,HOTEL COMMUNAL,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
95,156512,21002A11-,SACRE-COEUR,156512,19,0,male,parent,84655,2,couple_no_child,,,21002A11-,Auderghem,21002A11-,SACRE-COEUR,Auderghem,5,Unif off campus,21010A4MJ,VUB
96,875384,21013A11-,PARME (RUE DE),875384,19,0,male,parent,489261,3,single,,,21013A11-,Saint-Gilles,21013A11-,PARME (RUE DE),Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
97,1256310,21018A43-,ROODEBEEK,1256310,19,0,male,child,699050,1,couple_with_child,,,21018A43-,Woluwe Saint-Lambert,21018A43-,ROODEBEEK,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
98,139953,21002A45-,VAL DUC,139953,19,0,male,child,75526,1,couple_with_child,,,21002A45-,Auderghem,21002A45-,VAL DUC,Auderghem,5,Unif off campus,21010A4MJ,VUB
99,1211349,21018A20-,GEORGES HENRI (AVENUE),1211349,19,0,male,parent,673344,3,single,,,21018A20-,Woluwe Saint-Lambert,21018A20-,GEORGES HENRI (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
100,479304,21006A22-,SAINT-EXUPERY,479304,19,0,male,parent,267584,2,couple_no_child,,,21006A22-,Evere,21006A22-,SAINT-EXUPERY,Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
101,919423,21014A00-,PLACE SAINT-JOSSE,919423,19,0,male,parent,515209,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
102,878956,21013A01-,ESPAGNE (RUE D'),878956,19,0,male,parent,491338,3,single,,,21013A01-,Saint-Gilles,21013A01-,ESPAGNE (RUE D'),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
103,1268241,21018A87-,SAINT-LUC,1268241,19,0,male,parent,706052,3,single,,,21018A87-,Woluwe Saint-Lambert,21018A87-,SAINT-LUC,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
104,883301,21013A201,ANGLETERRE (RUE D'),883301,19,0,male,parent,493743,3,single,,,21013A201,Saint-Gilles,21013A201,ANGLETERRE (RUE D'),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
105,867834,21013A13-,DETHY (RUE),867834,19,0,male,child,485056,1,couple_with_child,,,21013A13-,Saint-Gilles,21013A13-,DETHY (RUE),Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
106,394775,21005A042,PH. BAUCQ (RUE),394775,19,0,male,child,219065,1,couple_with_child,,,21005A042,Etterbeek,21005A042,PH. BAUCQ (RUE),Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
107,1203574,21017A212,AVENUE DE LA TENDERIE,1203574,19,0,male,parent,668849,1,couple_with_child,,,21017A212,Watermael-Boitsfort,21017A212,AVENUE DE LA TENDERIE,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
108,1277033,21019A131,KONKEL,1277033,19,0,male,child,710944,4,single_with_child,,,21019A131,Woluwe Saint-Pierre,21019A131,KONKEL,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
109,1225482,21018A33-,NEERVELD,1225482,19,0,male,parent,681618,3,single,,,21018A33-,Woluwe Saint-Lambert,21018A33-,NEERVELD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
110,1268237,21018A87-,SAINT-LUC,1268237,19,0,male,parent,706048,3,single,,,21018A87-,Woluwe Saint-Lambert,21018A87-,SAINT-LUC,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
111,1211347,21018A20-,GEORGES HENRI (AVENUE),1211347,19,0,male,parent,673342,3,single,,,21018A20-,Woluwe Saint-Lambert,21018A20-,GEORGES HENRI (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
112,929495,21014A10-,SAINT-FRANCOIS,929495,19,0,male,parent,520647,3,single,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
113,865001,21013A101,PARVIS,865001,19,0,male,child,483507,4,single_with_child,,,21013A101,Saint-Gilles,21013A101,PARVIS,Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
114,410297,21005A01-,SAINTE-GERTRUDE,410297,19,0,male,child,228243,1,couple_with_child,,,21005A01-,Etterbeek,21005A01-,SAINTE-GERTRUDE,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
115,458830,21006A21-,HOME FAMILIAL BRABANT,458830,19,0,male,child,256305,4,single_with_child,,,21006A21-,Evere,21006A21-,HOME FAMILIAL BRABANT,Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
116,440403,21005A12-,SAINT-ANTOINE,440403,19,0,male,parent,246072,3,single,,,21005A12-,Etterbeek,21005A12-,SAINT-ANTOINE,Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
