,Unnamed: 0,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code,Commune
189545,204324,204395,21004F94-,VAL MARIA,204395,17,0,male,parent,110348,5,colloc,6,Worker,21004F94-,Bruxelles
189546,204325,204396,21004F94-,VAL MARIA,204396,17,0,male,parent,110348,5,colloc,6,Worker,21004F94-,Bruxelles
189547,204326,204397,21004F94-,VAL MARIA,204397,17,0,male,parent,110348,5,colloc,6,Worker,21004F94-,Bruxelles
189548,204327,204398,21004F94-,VAL MARIA,204398,17,0,male,parent,110348,5,colloc,6,Worker,21004F94-,Bruxelles
189549,204328,204399,21004F94-,VAL MARIA,204399,17,0,male,parent,110348,5,colloc,6,Worker,21004F94-,Bruxelles
189550,204329,204400,21004F94-,VAL MARIA,204400,17,0,male,parent,110348,5,colloc,6,Worker,21004F94-,Bruxelles
189551,204330,204401,21004F94-,VAL MARIA,204401,16,0,male,parent,110348,5,colloc,6,Worker,21004F94-,Bruxelles
242241,260472,260557,21004A70-,BLAES (RUE)-SUD,260557,17,0,male,parent,142446,5,colloc,6,Worker,21004A70-,Bruxelles
242242,260473,260558,21004A70-,BLAES (RUE)-SUD,260558,17,0,male,parent,142446,5,colloc,6,Worker,21004A70-,Bruxelles
242243,260474,260559,21004A70-,BLAES (RUE)-SUD,260559,17,0,male,parent,142446,5,colloc,6,Worker,21004A70-,Bruxelles
242244,260475,260560,21004A70-,BLAES (RUE)-SUD,260560,17,0,male,parent,142446,5,colloc,6,Worker,21004A70-,Bruxelles
242245,260476,260561,21004A70-,BLAES (RUE)-SUD,260561,17,0,male,parent,142446,5,colloc,6,Worker,21004A70-,Bruxelles
242246,260477,260562,21004A70-,BLAES (RUE)-SUD,260562,17,0,male,parent,142447,5,colloc,6,Worker,21004A70-,Bruxelles
242247,260478,260563,21004A70-,BLAES (RUE)-SUD,260563,17,0,male,parent,142447,5,colloc,6,Worker,21004A70-,Bruxelles
262626,281695,281790,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,281790,17,0,male,parent,156449,5,colloc,6,Worker,21004A16-,Bruxelles
262627,281696,281791,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,281791,17,0,male,parent,156449,5,colloc,6,Worker,21004A16-,Bruxelles
262628,281697,281792,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,281792,17,0,male,parent,156449,5,colloc,6,Worker,21004A16-,Bruxelles
262629,281698,281793,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,281793,17,0,male,parent,156449,5,colloc,6,Worker,21004A16-,Bruxelles
262630,281699,281794,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,281794,17,0,male,parent,156449,5,colloc,6,Worker,21004A16-,Bruxelles
262631,281700,281795,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,281795,17,0,male,parent,156449,5,colloc,6,Worker,21004A16-,Bruxelles
262632,281701,281796,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,281796,17,0,male,parent,156449,5,colloc,6,Worker,21004A16-,Bruxelles
262633,281702,281797,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,281797,17,0,male,parent,156449,5,colloc,6,Worker,21004A16-,Bruxelles
283732,303964,304060,21004A21-,ANNEESSENS (PLACE),304060,17,0,male,parent,170436,5,colloc,6,Worker,21004A21-,Bruxelles
283733,303965,304061,21004A21-,ANNEESSENS (PLACE),304061,17,0,male,parent,170436,5,colloc,6,Worker,21004A21-,Bruxelles
283734,303966,304062,21004A21-,ANNEESSENS (PLACE),304062,17,0,male,parent,170436,5,colloc,6,Worker,21004A21-,Bruxelles
283735,303967,304063,21004A21-,ANNEESSENS (PLACE),304063,17,0,male,parent,170436,5,colloc,6,Worker,21004A21-,Bruxelles
283736,303968,304064,21004A21-,ANNEESSENS (PLACE),304064,17,0,male,parent,170436,5,colloc,6,Worker,21004A21-,Bruxelles
283737,303969,304065,21004A21-,ANNEESSENS (PLACE),304065,17,0,male,parent,170436,5,colloc,6,Worker,21004A21-,Bruxelles
283738,303970,304066,21004A21-,ANNEESSENS (PLACE),304066,17,0,male,parent,170436,5,colloc,6,Worker,21004A21-,Bruxelles
283739,303971,304067,21004A21-,ANNEESSENS (PLACE),304067,17,0,male,parent,170436,5,colloc,6,Worker,21004A21-,Bruxelles
283741,303973,304069,21004A21-,ANNEESSENS (PLACE),304069,17,0,male,parent,170437,5,colloc,6,Worker,21004A21-,Bruxelles
283742,303974,304070,21004A21-,ANNEESSENS (PLACE),304070,17,0,male,parent,170437,5,colloc,6,Worker,21004A21-,Bruxelles
283743,303975,304071,21004A21-,ANNEESSENS (PLACE),304071,17,0,male,parent,170437,5,colloc,6,Worker,21004A21-,Bruxelles
283744,303976,304072,21004A21-,ANNEESSENS (PLACE),304072,17,0,male,parent,170437,5,colloc,6,Worker,21004A21-,Bruxelles
283745,303977,304073,21004A21-,ANNEESSENS (PLACE),304073,17,0,male,parent,170437,5,colloc,6,Worker,21004A21-,Bruxelles
283746,303978,304074,21004A21-,ANNEESSENS (PLACE),304074,17,0,male,parent,170437,5,colloc,6,Worker,21004A21-,Bruxelles
283747,303979,304075,21004A21-,ANNEESSENS (PLACE),304075,17,0,male,parent,170437,5,colloc,6,Worker,21004A21-,Bruxelles
290652,311177,311274,21004E70-,MARIE-CHRISTINE (RUE),311274,17,0,male,parent,174323,5,colloc,6,Worker,21004E70-,Bruxelles
290653,311178,311275,21004E70-,MARIE-CHRISTINE (RUE),311275,17,0,male,parent,174323,5,colloc,6,Worker,21004E70-,Bruxelles
290654,311179,311276,21004E70-,MARIE-CHRISTINE (RUE),311276,17,0,male,parent,174323,5,colloc,6,Worker,21004E70-,Bruxelles
290655,311180,311277,21004E70-,MARIE-CHRISTINE (RUE),311277,17,0,male,parent,174323,5,colloc,6,Worker,21004E70-,Bruxelles
290656,311181,311278,21004E70-,MARIE-CHRISTINE (RUE),311278,17,0,male,parent,174323,5,colloc,6,Worker,21004E70-,Bruxelles
290657,311182,311279,21004E70-,MARIE-CHRISTINE (RUE),311279,17,0,male,parent,174323,5,colloc,6,Worker,21004E70-,Bruxelles
290658,311183,311280,21004E70-,MARIE-CHRISTINE (RUE),311280,17,0,male,parent,174323,5,colloc,6,Worker,21004E70-,Bruxelles
290659,311184,311281,21004E70-,MARIE-CHRISTINE (RUE),311281,17,0,male,parent,174323,5,colloc,6,Worker,21004E70-,Bruxelles
324642,346987,347100,21004E72-,MAISON ROUGE (PLACE)-SUD,347100,17,0,male,parent,192538,5,colloc,6,Worker,21004E72-,Bruxelles
324643,346988,347101,21004E72-,MAISON ROUGE (PLACE)-SUD,347101,17,0,male,parent,192538,5,colloc,6,Worker,21004E72-,Bruxelles
324644,346989,347102,21004E72-,MAISON ROUGE (PLACE)-SUD,347102,17,0,male,parent,192538,5,colloc,6,Worker,21004E72-,Bruxelles
324645,346990,347103,21004E72-,MAISON ROUGE (PLACE)-SUD,347103,17,0,male,parent,192538,5,colloc,6,Worker,21004E72-,Bruxelles
330212,352773,352894,21004D62-,ANVERS (CHAUSSEE D')-NORD,352894,17,0,male,parent,195662,5,colloc,6,Worker,21004D62-,Bruxelles
330213,352774,352895,21004D62-,ANVERS (CHAUSSEE D')-NORD,352895,17,0,male,parent,195662,5,colloc,6,Worker,21004D62-,Bruxelles
330214,352775,352896,21004D62-,ANVERS (CHAUSSEE D')-NORD,352896,17,0,male,parent,195662,5,colloc,6,Worker,21004D62-,Bruxelles
330215,352776,352897,21004D62-,ANVERS (CHAUSSEE D')-NORD,352897,17,0,male,parent,195662,5,colloc,6,Worker,21004D62-,Bruxelles
330216,352777,352898,21004D62-,ANVERS (CHAUSSEE D')-NORD,352898,17,0,male,parent,195662,5,colloc,6,Worker,21004D62-,Bruxelles
423659,451967,452111,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,452111,16,0,male,parent,252757,5,colloc,6,Worker,21006A24-,Evere
707478,755111,755320,21011A00-,VANHUFFEL,755320,16,0,male,parent,425234,5,colloc,6,Worker,21011A00-,Koekelberg
707479,755112,755321,21011A00-,VANHUFFEL,755321,16,0,male,parent,425234,5,colloc,6,Worker,21011A00-,Koekelberg
707480,755113,755322,21011A00-,VANHUFFEL,755322,16,0,male,parent,425234,5,colloc,6,Worker,21011A00-,Koekelberg
707491,755124,755333,21011A00-,VANHUFFEL,755333,17,0,male,parent,425236,5,colloc,6,Worker,21011A00-,Koekelberg
707492,755125,755334,21011A00-,VANHUFFEL,755334,17,0,male,parent,425236,5,colloc,6,Worker,21011A00-,Koekelberg
737021,787117,787343,21012A12-,BIRMINGHAM-SUD,787343,17,0,male,parent,442656,5,colloc,6,Worker,21012A12-,Molenbeek Saint-Jean
737022,787118,787344,21012A12-,BIRMINGHAM-SUD,787344,17,0,male,parent,442656,5,colloc,6,Worker,21012A12-,Molenbeek Saint-Jean
739448,789611,789838,21012A672,ULENS,789838,17,0,male,parent,443835,5,colloc,6,Worker,21012A672,Molenbeek Saint-Jean
739449,789612,789839,21012A672,ULENS,789839,17,0,male,parent,443835,5,colloc,6,Worker,21012A672,Molenbeek Saint-Jean
739450,789613,789840,21012A672,ULENS,789840,17,0,male,parent,443835,5,colloc,6,Worker,21012A672,Molenbeek Saint-Jean
739451,789614,789841,21012A672,ULENS,789841,17,0,male,parent,443835,5,colloc,6,Worker,21012A672,Molenbeek Saint-Jean
802747,856238,856519,21012A03-,RANSFORT,856519,17,0,male,parent,478827,5,colloc,6,Worker,21012A03-,Molenbeek Saint-Jean
802748,856239,856520,21012A03-,RANSFORT,856520,17,0,male,parent,478827,5,colloc,6,Worker,21012A03-,Molenbeek Saint-Jean
802749,856240,856521,21012A03-,RANSFORT,856521,17,0,male,parent,478827,5,colloc,6,Worker,21012A03-,Molenbeek Saint-Jean
802750,856241,856522,21012A03-,RANSFORT,856522,17,0,male,parent,478827,5,colloc,6,Worker,21012A03-,Molenbeek Saint-Jean
802751,856242,856523,21012A03-,RANSFORT,856523,17,0,male,parent,478827,5,colloc,6,Worker,21012A03-,Molenbeek Saint-Jean
802752,856243,856524,21012A03-,RANSFORT,856524,17,0,male,parent,478827,5,colloc,6,Worker,21012A03-,Molenbeek Saint-Jean
802753,856244,856525,21012A03-,RANSFORT,856525,17,0,male,parent,478827,5,colloc,6,Worker,21012A03-,Molenbeek Saint-Jean
802754,856245,856526,21012A03-,RANSFORT,856526,17,0,male,parent,478827,5,colloc,6,Worker,21012A03-,Molenbeek Saint-Jean
802755,856246,856527,21012A03-,RANSFORT,856527,17,0,male,parent,478827,5,colloc,6,Worker,21012A03-,Molenbeek Saint-Jean
805307,858899,859185,21012A02-,BRUNFAUT (QUARTIER),859185,16,1,female,parent,480434,5,colloc,6,Worker,21012A02-,Molenbeek Saint-Jean
830448,885284,885574,21013A252,DANEMARK (RUE DE),885574,17,0,male,parent,494872,5,colloc,6,Worker,21013A252,Saint-Gilles
830449,885285,885575,21013A252,DANEMARK (RUE DE),885575,17,0,male,parent,494872,5,colloc,6,Worker,21013A252,Saint-Gilles
830450,885286,885576,21013A252,DANEMARK (RUE DE),885576,17,0,male,parent,494872,5,colloc,6,Worker,21013A252,Saint-Gilles
830451,885287,885577,21013A252,DANEMARK (RUE DE),885577,17,0,male,parent,494872,5,colloc,6,Worker,21013A252,Saint-Gilles
830452,885288,885578,21013A252,DANEMARK (RUE DE),885578,17,0,male,parent,494872,5,colloc,6,Worker,21013A252,Saint-Gilles
830453,885289,885579,21013A252,DANEMARK (RUE DE),885579,17,0,male,parent,494872,5,colloc,6,Worker,21013A252,Saint-Gilles
866258,922839,923138,21014A14-,PRAIRIE,923138,17,0,male,parent,517411,5,colloc,6,Worker,21014A14-,Saint-Josse-ten-Noode
866259,922840,923139,21014A14-,PRAIRIE,923139,17,0,male,parent,517411,5,colloc,6,Worker,21014A14-,Saint-Josse-ten-Noode
866260,922841,923140,21014A14-,PRAIRIE,923140,17,0,male,parent,517411,5,colloc,6,Worker,21014A14-,Saint-Josse-ten-Noode
866261,922842,923141,21014A14-,PRAIRIE,923141,17,0,male,parent,517411,5,colloc,6,Worker,21014A14-,Saint-Josse-ten-Noode
869946,926715,927014,21014A41-,BOSSUET,927014,16,0,male,parent,519292,5,colloc,6,Worker,21014A41-,Saint-Josse-ten-Noode
869986,926755,927054,21014A41-,BOSSUET,927054,16,0,male,parent,519299,5,colloc,6,Worker,21014A41-,Saint-Josse-ten-Noode
872470,929350,929654,21014A10-,SAINT-FRANCOIS,929654,16,0,male,parent,520687,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
872471,929351,929655,21014A10-,SAINT-FRANCOIS,929655,16,0,male,parent,520687,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
872472,929352,929656,21014A10-,SAINT-FRANCOIS,929656,16,0,male,parent,520687,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
872473,929353,929657,21014A10-,SAINT-FRANCOIS,929657,16,0,male,parent,520687,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
872482,929362,929666,21014A10-,SAINT-FRANCOIS,929666,16,0,male,parent,520689,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
872483,929363,929667,21014A10-,SAINT-FRANCOIS,929667,16,0,male,parent,520689,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
872484,929364,929668,21014A10-,SAINT-FRANCOIS,929668,16,0,male,parent,520689,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
872485,929365,929669,21014A10-,SAINT-FRANCOIS,929669,16,0,male,parent,520689,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
872486,929366,929670,21014A10-,SAINT-FRANCOIS,929670,16,0,male,parent,520689,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
872487,929367,929671,21014A10-,SAINT-FRANCOIS,929671,16,0,male,parent,520689,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
872488,929368,929672,21014A10-,SAINT-FRANCOIS,929672,16,0,male,parent,520689,5,colloc,6,Worker,21014A10-,Saint-Josse-ten-Noode
979225,1042017,1042361,21015A40-,BRABANT (RUE DE),1042361,17,0,male,parent,580485,5,colloc,6,Worker,21015A40-,Schaerbeek
979227,1042019,1042363,21015A40-,BRABANT (RUE DE),1042363,17,0,male,parent,580485,5,colloc,6,Worker,21015A40-,Schaerbeek
979228,1042020,1042364,21015A40-,BRABANT (RUE DE),1042364,17,0,male,parent,580485,5,colloc,6,Worker,21015A40-,Schaerbeek
979229,1042021,1042365,21015A40-,BRABANT (RUE DE),1042365,17,0,male,parent,580485,5,colloc,6,Worker,21015A40-,Schaerbeek
979230,1042022,1042366,21015A40-,BRABANT (RUE DE),1042366,17,0,male,parent,580485,5,colloc,6,Worker,21015A40-,Schaerbeek
979231,1042023,1042367,21015A40-,BRABANT (RUE DE),1042367,17,0,male,parent,580485,5,colloc,6,Worker,21015A40-,Schaerbeek
979232,1042024,1042368,21015A40-,BRABANT (RUE DE),1042368,17,0,male,parent,580485,5,colloc,6,Worker,21015A40-,Schaerbeek
979233,1042025,1042369,21015A40-,BRABANT (RUE DE),1042369,17,0,male,parent,580485,5,colloc,6,Worker,21015A40-,Schaerbeek
1007816,1071873,1072230,21015A13-,PORTAELS (RUE),1072230,17,0,male,parent,595247,5,colloc,6,Worker,21015A13-,Schaerbeek
1007817,1071874,1072231,21015A13-,PORTAELS (RUE),1072231,17,0,male,parent,595247,5,colloc,6,Worker,21015A13-,Schaerbeek
1007818,1071875,1072232,21015A13-,PORTAELS (RUE),1072232,17,0,male,parent,595248,5,colloc,6,Worker,21015A13-,Schaerbeek
1007819,1071876,1072233,21015A13-,PORTAELS (RUE),1072233,17,0,male,parent,595248,5,colloc,6,Worker,21015A13-,Schaerbeek
1007820,1071877,1072234,21015A13-,PORTAELS (RUE),1072234,17,0,male,parent,595248,5,colloc,6,Worker,21015A13-,Schaerbeek
1007821,1071878,1072235,21015A13-,PORTAELS (RUE),1072235,17,0,male,parent,595248,5,colloc,6,Worker,21015A13-,Schaerbeek
1011118,1075353,1075712,21015A22-,MARBOTIN A. (RUE),1075712,17,0,male,parent,596913,5,colloc,6,Worker,21015A22-,Schaerbeek
1011119,1075354,1075713,21015A22-,MARBOTIN A. (RUE),1075713,17,0,male,parent,596913,5,colloc,6,Worker,21015A22-,Schaerbeek
1011120,1075355,1075714,21015A22-,MARBOTIN A. (RUE),1075714,17,0,male,parent,596913,5,colloc,6,Worker,21015A22-,Schaerbeek
1011121,1075356,1075715,21015A22-,MARBOTIN A. (RUE),1075715,17,0,male,parent,596913,5,colloc,6,Worker,21015A22-,Schaerbeek
1011122,1075357,1075716,21015A22-,MARBOTIN A. (RUE),1075716,17,0,male,parent,596913,5,colloc,6,Worker,21015A22-,Schaerbeek
1011123,1075358,1075717,21015A22-,MARBOTIN A. (RUE),1075717,17,0,male,parent,596913,5,colloc,6,Worker,21015A22-,Schaerbeek
1011124,1075359,1075718,21015A22-,MARBOTIN A. (RUE),1075718,17,0,male,parent,596913,5,colloc,6,Worker,21015A22-,Schaerbeek
