,Unnamed: 0,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code,Commune,WorkerID,WorkerType
13,17459,17462,21001A32-,AURORE,17462,81,1,female,parent,9609,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
14,27730,27733,21001A552,TREFLE,27733,65,1,female,parent,15422,6,collectif,,,21001A552,Anderlecht,8,Nursing Home
15,31634,31638,21001A34-,ROUE - CITE JARDIN,31638,73,0,male,parent,17520,6,collectif,,,21001A34-,Anderlecht,8,Nursing Home
16,9244,9247,21001A503,VIVES,9247,84,0,male,parent,5147,6,collectif,,,21001A503,Anderlecht,8,Nursing Home
17,52211,52221,21001A81-,BROECK,52221,83,0,male,parent,29265,6,collectif,,,21001A81-,Anderlecht,8,Nursing Home
18,111549,111597,21001A95-,BUFFON,111597,85,0,male,parent,60105,6,collectif,,,21001A95-,Anderlecht,8,Nursing Home
19,115491,115542,21001B332,GOUJONS,115542,71,1,female,parent,62277,6,collectif,,,21001B332,Anderlecht,8,Nursing Home
20,107882,107929,21001A00-,RESISTANCE,107929,78,1,female,parent,58218,6,collectif,,,21001A00-,Anderlecht,8,Nursing Home
21,58390,58401,21001B321,ALBERT I- QUARTIER,58401,77,1,female,parent,32417,6,collectif,,,21001B321,Anderlecht,8,Nursing Home
22,79838,79864,21001B25-,REVISION-NORD,79864,75,1,female,parent,43648,6,collectif,,,21001B25-,Anderlecht,8,Nursing Home
23,68759,68782,21001A051,LINDE-EST,68782,78,0,male,parent,37962,6,collectif,,,21001A051,Anderlecht,8,Nursing Home
24,104838,104885,21001A92-,JAKOB SMITS,104885,73,1,female,parent,56545,6,collectif,,,21001A92-,Anderlecht,8,Nursing Home
25,73864,73888,21001A90-,SCHEUTKAPEL,73888,76,1,female,parent,40693,6,collectif,,,21001A90-,Anderlecht,8,Nursing Home
26,90060,90099,21001A712,SCHEUT - DE SMET,90099,78,0,male,parent,49218,6,collectif,,,21001A712,Anderlecht,8,Nursing Home
27,52106,52116,21001A81-,BROECK,52116,82,1,female,parent,29160,6,collectif,,,21001A81-,Anderlecht,8,Nursing Home
28,40870,40877,21001A82-,MOORTEBEEK,40877,70,1,female,parent,22728,6,collectif,,,21001A82-,Anderlecht,8,Nursing Home
29,58385,58396,21001B321,ALBERT I- QUARTIER,58396,79,1,female,parent,32412,6,collectif,,,21001B321,Anderlecht,8,Nursing Home
30,128197,128256,21001A112,BIESTEBROEK,128256,74,0,male,parent,69029,6,collectif,,,21001A112,Anderlecht,8,Nursing Home
31,80041,80069,21001B25-,REVISION-NORD,80069,82,0,male,parent,43853,6,collectif,,,21001B25-,Anderlecht,8,Nursing Home
32,49700,49708,21001A80-,SILLON,49708,78,1,female,parent,27692,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
33,41604,41611,21001C611,SOETKIN,41611,80,1,female,parent,23212,6,collectif,,,21001C611,Anderlecht,8,Nursing Home
34,17567,17570,21001A32-,AURORE,17570,71,1,female,parent,9717,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
35,17466,17469,21001A32-,AURORE,17469,80,1,female,parent,9616,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
36,87932,87966,21001A011,KLEINMOLEN,87966,71,0,male,parent,48162,6,collectif,,,21001A011,Anderlecht,8,Nursing Home
37,2816,2816,21001A041,VEEWEYDE-SUD,2816,73,0,male,parent,1399,6,collectif,,,21001A041,Anderlecht,8,Nursing Home
38,63707,63721,21001B20-,CONSEIL-NORD,63721,82,1,female,parent,34895,6,collectif,,,21001B20-,Anderlecht,8,Nursing Home
39,75191,75216,21001A132,RAUTER-NORD,75216,67,0,male,parent,41447,6,collectif,,,21001A132,Anderlecht,8,Nursing Home
40,17759,17762,21001A32-,AURORE,17762,74,0,male,parent,9909,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
41,35512,35517,21001A441,DOCTEUR ROUX,35517,73,0,male,parent,19643,6,collectif,,,21001A441,Anderlecht,8,Nursing Home
42,35349,35354,21001A441,DOCTEUR ROUX,35354,78,1,female,parent,19480,6,collectif,,,21001A441,Anderlecht,8,Nursing Home
43,71241,71264,21001A941,CROCUS,71264,76,1,female,parent,39189,6,collectif,,,21001A941,Anderlecht,8,Nursing Home
44,23679,23682,21001A51-,SCHERDEMAEL,23682,80,0,male,parent,13298,6,collectif,,,21001A51-,Anderlecht,8,Nursing Home
45,52260,52270,21001A81-,BROECK,52270,74,0,male,parent,29314,6,collectif,,,21001A81-,Anderlecht,8,Nursing Home
46,17432,17435,21001A32-,AURORE,17435,83,1,female,parent,9582,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
47,37221,37226,21001C512,CHANTS D'OISEAUX,37226,77,1,female,parent,20690,6,collectif,,,21001C512,Anderlecht,8,Nursing Home
48,17708,17711,21001A32-,AURORE,17711,80,0,male,parent,9858,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
49,33064,33069,21001A350,CERIA - ZONE D'HABITAT,33069,76,0,male,parent,18310,6,collectif,,,21001A350,Anderlecht,8,Nursing Home
50,111571,111619,21001A95-,BUFFON,111619,78,0,male,parent,60127,6,collectif,,,21001A95-,Anderlecht,8,Nursing Home
51,12962,12965,21001A401,ARBORETUM,12965,75,1,female,parent,7199,6,collectif,,,21001A401,Anderlecht,8,Nursing Home
52,90061,90100,21001A712,SCHEUT - DE SMET,90100,77,0,male,parent,49219,6,collectif,,,21001A712,Anderlecht,8,Nursing Home
53,122511,122567,21001A120,MINIMES,122567,66,0,male,parent,65982,6,collectif,,,21001A120,Anderlecht,8,Nursing Home
54,114266,114314,21001B10-,ROSEE-EST,114314,76,0,male,parent,61530,6,collectif,,,21001B10-,Anderlecht,8,Nursing Home
55,49940,49950,21001A80-,SILLON,49950,81,0,male,parent,27934,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
56,27849,27852,21001A552,TREFLE,27852,79,0,male,parent,15541,6,collectif,,,21001A552,Anderlecht,8,Nursing Home
57,73940,73964,21001A90-,SCHEUTKAPEL,73964,85,0,male,parent,40769,6,collectif,,,21001A90-,Anderlecht,8,Nursing Home
58,115582,115634,21001B332,GOUJONS,115634,76,0,male,parent,62369,6,collectif,,,21001B332,Anderlecht,8,Nursing Home
59,115472,115523,21001B332,GOUJONS,115523,76,1,female,parent,62258,6,collectif,,,21001B332,Anderlecht,8,Nursing Home
60,115585,115637,21001B332,GOUJONS,115637,75,0,male,parent,62372,6,collectif,,,21001B332,Anderlecht,8,Nursing Home
61,24264,24267,21001A42-,KAT,24267,69,1,female,parent,13619,6,collectif,,,21001A42-,Anderlecht,8,Nursing Home
62,27686,27689,21001A552,TREFLE,27689,71,1,female,parent,15378,6,collectif,,,21001A552,Anderlecht,8,Nursing Home
63,65732,65754,21001B23-,CONSEIL-SUD,65754,80,1,female,parent,36271,6,collectif,,,21001B23-,Anderlecht,8,Nursing Home
64,79863,79889,21001B25-,REVISION-NORD,79889,66,1,female,parent,43673,6,collectif,,,21001B25-,Anderlecht,8,Nursing Home
65,105087,105134,21001A92-,JAKOB SMITS,105134,68,0,male,parent,56794,6,collectif,,,21001A92-,Anderlecht,8,Nursing Home
66,27629,27632,21001A552,TREFLE,27632,81,1,female,parent,15321,6,collectif,,,21001A552,Anderlecht,8,Nursing Home
67,49902,49912,21001A80-,SILLON,49912,88,0,male,parent,27896,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
68,52122,52132,21001A81-,BROECK,52132,79,1,female,parent,29176,6,collectif,,,21001A81-,Anderlecht,8,Nursing Home
69,35374,35379,21001A441,DOCTEUR ROUX,35379,72,1,female,parent,19505,6,collectif,,,21001A441,Anderlecht,8,Nursing Home
70,17688,17691,21001A32-,AURORE,17691,82,0,male,parent,9838,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
71,52275,52285,21001A81-,BROECK,52285,69,0,male,parent,29329,6,collectif,,,21001A81-,Anderlecht,8,Nursing Home
72,6882,6882,21001A83-,PETERBOS,6882,88,1,female,parent,3572,6,collectif,,,21001A83-,Anderlecht,8,Nursing Home
73,31379,31382,21001A34-,ROUE - CITE JARDIN,31382,87,1,female,parent,17264,6,collectif,,,21001A34-,Anderlecht,8,Nursing Home
74,73793,73817,21001A90-,SCHEUTKAPEL,73817,88,1,female,parent,40622,6,collectif,,,21001A90-,Anderlecht,8,Nursing Home
75,55043,55053,21001A031,RAUTER-SUD,55053,75,1,female,parent,30691,6,collectif,,,21001A031,Anderlecht,8,Nursing Home
76,20970,20973,21001A41-,ROMAIN ROLLAND,20973,75,0,male,parent,11769,6,collectif,,,21001A41-,Anderlecht,8,Nursing Home
77,128215,128274,21001A112,BIESTEBROEK,128274,66,0,male,parent,69047,6,collectif,,,21001A112,Anderlecht,8,Nursing Home
78,111618,111666,21001A95-,BUFFON,111666,68,0,male,parent,60174,6,collectif,,,21001A95-,Anderlecht,8,Nursing Home
79,27693,27696,21001A552,TREFLE,27696,70,1,female,parent,15385,6,collectif,,,21001A552,Anderlecht,8,Nursing Home
80,27679,27682,21001A552,TREFLE,27682,72,1,female,parent,15371,6,collectif,,,21001A552,Anderlecht,8,Nursing Home
81,38694,38700,21001C71-,BON AIR - CITE JARDIN,38700,79,1,female,parent,21464,6,collectif,,,21001C71-,Anderlecht,8,Nursing Home
82,52104,52114,21001A81-,BROECK,52114,82,1,female,parent,29158,6,collectif,,,21001A81-,Anderlecht,8,Nursing Home
83,17660,17663,21001A32-,AURORE,17663,86,0,male,parent,9810,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
84,68641,68664,21001A051,LINDE-EST,68664,76,1,female,parent,37844,6,collectif,,,21001A051,Anderlecht,8,Nursing Home
85,41029,41036,21001A82-,MOORTEBEEK,41036,65,0,male,parent,22887,6,collectif,,,21001A82-,Anderlecht,8,Nursing Home
86,56358,56368,21001B22-,BROGNIEZ-SUD,56368,71,1,female,parent,31415,6,collectif,,,21001B22-,Anderlecht,8,Nursing Home
87,84306,84336,21001A72-,OSSEGEM,84336,76,1,female,parent,46088,6,collectif,,,21001A72-,Anderlecht,8,Nursing Home
88,23692,23695,21001A51-,SCHERDEMAEL,23695,77,0,male,parent,13311,6,collectif,,,21001A51-,Anderlecht,8,Nursing Home
89,100883,100926,21001A74-,SCHEUT-OUEST,100926,72,1,female,parent,54592,6,collectif,,,21001A74-,Anderlecht,8,Nursing Home
90,71229,71252,21001A941,CROCUS,71252,78,1,female,parent,39177,6,collectif,,,21001A941,Anderlecht,8,Nursing Home
91,73792,73816,21001A90-,SCHEUTKAPEL,73816,89,1,female,parent,40621,6,collectif,,,21001A90-,Anderlecht,8,Nursing Home
92,63711,63725,21001B20-,CONSEIL-NORD,63725,82,1,female,parent,34899,6,collectif,,,21001B20-,Anderlecht,8,Nursing Home
93,71197,71220,21001A941,CROCUS,71220,88,1,female,parent,39145,6,collectif,,,21001A941,Anderlecht,8,Nursing Home
94,68644,68667,21001A051,LINDE-EST,68667,74,1,female,parent,37847,6,collectif,,,21001A051,Anderlecht,8,Nursing Home
95,20978,20981,21001A41-,ROMAIN ROLLAND,20981,74,0,male,parent,11777,6,collectif,,,21001A41-,Anderlecht,8,Nursing Home
96,87953,87987,21001A011,KLEINMOLEN,87987,68,0,male,parent,48183,6,collectif,,,21001A011,Anderlecht,8,Nursing Home
97,17596,17599,21001A32-,AURORE,17599,66,1,female,parent,9746,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
98,93717,93757,21001B21-,BROGNIEZ-NORD,93757,81,1,female,parent,50936,6,collectif,,,21001B21-,Anderlecht,8,Nursing Home
99,17449,17452,21001A32-,AURORE,17452,82,1,female,parent,9599,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
100,65855,65878,21001B23-,CONSEIL-SUD,65878,68,0,male,parent,36395,6,collectif,,,21001B23-,Anderlecht,8,Nursing Home
101,3773,3773,21001A472,STADE COMMUNAL - INDUSTRIE,3773,81,1,female,parent,1919,6,collectif,,,21001A472,Anderlecht,8,Nursing Home
102,49717,49725,21001A80-,SILLON,49725,76,1,female,parent,27709,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
103,6946,6946,21001A83-,PETERBOS,6946,74,1,female,parent,3636,6,collectif,,,21001A83-,Anderlecht,8,Nursing Home
104,98052,98094,21001A931,AGRAFE-NORBERT GILLE,98094,77,1,female,parent,53141,6,collectif,,,21001A931,Anderlecht,8,Nursing Home
105,7142,7144,21001A83-,PETERBOS,7144,76,0,male,parent,3834,6,collectif,,,21001A83-,Anderlecht,8,Nursing Home
106,52173,52183,21001A81-,BROECK,52183,72,1,female,parent,29227,6,collectif,,,21001A81-,Anderlecht,8,Nursing Home
107,17785,17788,21001A32-,AURORE,17788,69,0,male,parent,9935,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
108,2809,2809,21001A041,VEEWEYDE-SUD,2809,75,0,male,parent,1392,6,collectif,,,21001A041,Anderlecht,8,Nursing Home
109,37393,37399,21001C512,CHANTS D'OISEAUX,37399,67,0,male,parent,20863,6,collectif,,,21001C512,Anderlecht,8,Nursing Home
110,3828,3828,21001A472,STADE COMMUNAL - INDUSTRIE,3828,75,0,male,parent,1974,6,collectif,,,21001A472,Anderlecht,8,Nursing Home
111,17591,17594,21001A32-,AURORE,17594,66,1,female,parent,9741,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
112,65848,65871,21001B23-,CONSEIL-SUD,65871,72,0,male,parent,36388,6,collectif,,,21001B23-,Anderlecht,8,Nursing Home
113,114286,114334,21001B10-,ROSEE-EST,114334,68,0,male,parent,61550,6,collectif,,,21001B10-,Anderlecht,8,Nursing Home
114,18159,18162,21001A53-,NELLIE MELBA,18162,87,1,female,parent,10092,6,collectif,,,21001A53-,Anderlecht,8,Nursing Home
115,68635,68658,21001A051,LINDE-EST,68658,79,1,female,parent,37838,6,collectif,,,21001A051,Anderlecht,8,Nursing Home
116,104833,104880,21001A92-,JAKOB SMITS,104880,73,1,female,parent,56540,6,collectif,,,21001A92-,Anderlecht,8,Nursing Home
117,20940,20943,21001A41-,ROMAIN ROLLAND,20943,81,0,male,parent,11739,6,collectif,,,21001A41-,Anderlecht,8,Nursing Home
118,108058,108105,21001A00-,RESISTANCE,108105,67,0,male,parent,58394,6,collectif,,,21001A00-,Anderlecht,8,Nursing Home
119,84322,84352,21001A72-,OSSEGEM,84352,73,1,female,parent,46104,6,collectif,,,21001A72-,Anderlecht,8,Nursing Home
120,96387,96429,21001A911,SCHEUT-EST,96429,71,0,male,parent,52422,6,collectif,,,21001A911,Anderlecht,8,Nursing Home
121,87934,87968,21001A011,KLEINMOLEN,87968,71,0,male,parent,48164,6,collectif,,,21001A011,Anderlecht,8,Nursing Home
122,27650,27653,21001A552,TREFLE,27653,76,1,female,parent,15342,6,collectif,,,21001A552,Anderlecht,8,Nursing Home
123,71316,71340,21001A941,CROCUS,71340,89,0,male,parent,39265,6,collectif,,,21001A941,Anderlecht,8,Nursing Home
124,90438,90477,21001A07-,BIRMINGHAM,90477,71,0,male,parent,49435,6,collectif,,,21001A07-,Anderlecht,8,Nursing Home
125,74006,74030,21001A90-,SCHEUTKAPEL,74030,69,0,male,parent,40835,6,collectif,,,21001A90-,Anderlecht,8,Nursing Home
126,67182,67205,21001A142,VEEWEYDE-NORD,67205,87,0,male,parent,37136,6,collectif,,,21001A142,Anderlecht,8,Nursing Home
127,52101,52111,21001A81-,BROECK,52111,83,1,female,parent,29155,6,collectif,,,21001A81-,Anderlecht,8,Nursing Home
128,40856,40863,21001A82-,MOORTEBEEK,40863,72,1,female,parent,22714,6,collectif,,,21001A82-,Anderlecht,8,Nursing Home
129,41011,41018,21001A82-,MOORTEBEEK,41018,70,0,male,parent,22869,6,collectif,,,21001A82-,Anderlecht,8,Nursing Home
130,37139,37144,21001C512,CHANTS D'OISEAUX,37144,86,1,female,parent,20608,6,collectif,,,21001C512,Anderlecht,8,Nursing Home
131,105036,105083,21001A92-,JAKOB SMITS,105083,76,0,male,parent,56743,6,collectif,,,21001A92-,Anderlecht,8,Nursing Home
132,41906,41913,21001C522,HOPITAL U.L.B.,41913,86,1,female,parent,23503,6,collectif,,,21001C522,Anderlecht,8,Nursing Home
133,96258,96300,21001A911,SCHEUT-EST,96300,72,1,female,parent,52293,6,collectif,,,21001A911,Anderlecht,8,Nursing Home
134,68656,68679,21001A051,LINDE-EST,68679,71,1,female,parent,37859,6,collectif,,,21001A051,Anderlecht,8,Nursing Home
135,17528,17531,21001A32-,AURORE,17531,75,1,female,parent,9678,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
136,71226,71249,21001A941,CROCUS,71249,79,1,female,parent,39174,6,collectif,,,21001A941,Anderlecht,8,Nursing Home
137,27875,27878,21001A552,TREFLE,27878,74,0,male,parent,15567,6,collectif,,,21001A552,Anderlecht,8,Nursing Home
138,49935,49945,21001A80-,SILLON,49945,82,0,male,parent,27929,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
139,52070,52080,21001A81-,BROECK,52080,92,1,female,parent,29124,6,collectif,,,21001A81-,Anderlecht,8,Nursing Home
140,111352,111400,21001A95-,BUFFON,111400,84,1,female,parent,59908,6,collectif,,,21001A95-,Anderlecht,8,Nursing Home
141,37303,37309,21001C512,CHANTS D'OISEAUX,37309,88,0,male,parent,20773,6,collectif,,,21001C512,Anderlecht,8,Nursing Home
142,43552,43559,21001A451,VENIZELOS,43559,78,1,female,parent,24343,6,collectif,,,21001A451,Anderlecht,8,Nursing Home
143,49698,49706,21001A80-,SILLON,49706,79,1,female,parent,27690,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
144,20728,20731,21001A41-,ROMAIN ROLLAND,20731,86,1,female,parent,11527,6,collectif,,,21001A41-,Anderlecht,8,Nursing Home
145,37136,37141,21001C512,CHANTS D'OISEAUX,37141,86,1,female,parent,20605,6,collectif,,,21001C512,Anderlecht,8,Nursing Home
146,98074,98116,21001A931,AGRAFE-NORBERT GILLE,98116,66,1,female,parent,53163,6,collectif,,,21001A931,Anderlecht,8,Nursing Home
147,49627,49635,21001A80-,SILLON,49635,86,1,female,parent,27619,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
148,89087,89126,21001B17-,ABATTOIR,89126,74,0,male,parent,48756,6,collectif,,,21001B17-,Anderlecht,8,Nursing Home
149,20706,20709,21001A41-,ROMAIN ROLLAND,20709,88,1,female,parent,11505,6,collectif,,,21001A41-,Anderlecht,8,Nursing Home
150,31412,31415,21001A34-,ROUE - CITE JARDIN,31415,79,1,female,parent,17297,6,collectif,,,21001A34-,Anderlecht,8,Nursing Home
151,111560,111608,21001A95-,BUFFON,111608,81,0,male,parent,60116,6,collectif,,,21001A95-,Anderlecht,8,Nursing Home
152,56451,56461,21001B22-,BROGNIEZ-SUD,56461,66,0,male,parent,31508,6,collectif,,,21001B22-,Anderlecht,8,Nursing Home
153,101149,101195,21001A74-,SCHEUT-OUEST,101195,87,0,male,parent,54861,6,collectif,,,21001A74-,Anderlecht,8,Nursing Home
154,98297,98339,21001A931,AGRAFE-NORBERT GILLE,98339,83,0,male,parent,53386,6,collectif,,,21001A931,Anderlecht,8,Nursing Home
155,105069,105116,21001A92-,JAKOB SMITS,105116,70,0,male,parent,56776,6,collectif,,,21001A92-,Anderlecht,8,Nursing Home
156,105028,105075,21001A92-,JAKOB SMITS,105075,78,0,male,parent,56735,6,collectif,,,21001A92-,Anderlecht,8,Nursing Home
157,41019,41026,21001A82-,MOORTEBEEK,41026,68,0,male,parent,22877,6,collectif,,,21001A82-,Anderlecht,8,Nursing Home
158,68633,68656,21001A051,LINDE-EST,68656,80,1,female,parent,37836,6,collectif,,,21001A051,Anderlecht,8,Nursing Home
159,80039,80067,21001B25-,REVISION-NORD,80067,83,0,male,parent,43851,6,collectif,,,21001B25-,Anderlecht,8,Nursing Home
160,105109,105156,21001A92-,JAKOB SMITS,105156,65,0,male,parent,56816,6,collectif,,,21001A92-,Anderlecht,8,Nursing Home
161,27618,27621,21001A552,TREFLE,27621,88,1,female,parent,15310,6,collectif,,,21001A552,Anderlecht,8,Nursing Home
162,90006,90045,21001A712,SCHEUT - DE SMET,90045,72,1,female,parent,49164,6,collectif,,,21001A712,Anderlecht,8,Nursing Home
163,49991,50001,21001A80-,SILLON,50001,74,0,male,parent,27985,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
164,25166,25169,21001C70-,BON AIR - CENTRE,25169,78,1,female,parent,14145,6,collectif,,,21001C70-,Anderlecht,8,Nursing Home
165,101206,101252,21001A74-,SCHEUT-OUEST,101252,66,0,male,parent,54918,6,collectif,,,21001A74-,Anderlecht,8,Nursing Home
166,49623,49631,21001A80-,SILLON,49631,86,1,female,parent,27615,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
167,73770,73794,21001A90-,SCHEUTKAPEL,73794,92,1,female,parent,40599,6,collectif,,,21001A90-,Anderlecht,8,Nursing Home
168,20911,20914,21001A41-,ROMAIN ROLLAND,20914,89,0,male,parent,11710,6,collectif,,,21001A41-,Anderlecht,8,Nursing Home
169,105046,105093,21001A92-,JAKOB SMITS,105093,74,0,male,parent,56753,6,collectif,,,21001A92-,Anderlecht,8,Nursing Home
170,122489,122545,21001A120,MINIMES,122545,69,0,male,parent,65960,6,collectif,,,21001A120,Anderlecht,8,Nursing Home
171,31407,31410,21001A34-,ROUE - CITE JARDIN,31410,80,1,female,parent,17292,6,collectif,,,21001A34-,Anderlecht,8,Nursing Home
172,96393,96435,21001A911,SCHEUT-EST,96435,66,0,male,parent,52428,6,collectif,,,21001A911,Anderlecht,8,Nursing Home
173,73953,73977,21001A90-,SCHEUTKAPEL,73977,82,0,male,parent,40782,6,collectif,,,21001A90-,Anderlecht,8,Nursing Home
174,79819,79845,21001B25-,REVISION-NORD,79845,82,1,female,parent,43629,6,collectif,,,21001B25-,Anderlecht,8,Nursing Home
175,37177,37182,21001C512,CHANTS D'OISEAUX,37182,82,1,female,parent,20646,6,collectif,,,21001C512,Anderlecht,8,Nursing Home
176,46245,46252,21001A30-,BIZET,46252,83,1,female,parent,25590,6,collectif,,,21001A30-,Anderlecht,8,Nursing Home
177,9142,9145,21001A503,VIVES,9145,86,1,female,parent,5045,6,collectif,,,21001A503,Anderlecht,8,Nursing Home
178,96277,96319,21001A911,SCHEUT-EST,96319,65,1,female,parent,52312,6,collectif,,,21001A911,Anderlecht,8,Nursing Home
179,67150,67173,21001A142,VEEWEYDE-NORD,67173,74,1,female,parent,37104,6,collectif,,,21001A142,Anderlecht,8,Nursing Home
180,29286,29289,21001A84-,POESIE,29289,74,0,male,parent,16344,6,collectif,,,21001A84-,Anderlecht,8,Nursing Home
181,40838,40845,21001A82-,MOORTEBEEK,40845,74,1,female,parent,22696,6,collectif,,,21001A82-,Anderlecht,8,Nursing Home
182,23548,23551,21001A51-,SCHERDEMAEL,23551,84,1,female,parent,13167,6,collectif,,,21001A51-,Anderlecht,8,Nursing Home
183,49927,49937,21001A80-,SILLON,49937,83,0,male,parent,27921,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
184,40848,40855,21001A82-,MOORTEBEEK,40855,73,1,female,parent,22706,6,collectif,,,21001A82-,Anderlecht,8,Nursing Home
185,105051,105098,21001A92-,JAKOB SMITS,105098,73,0,male,parent,56758,6,collectif,,,21001A92-,Anderlecht,8,Nursing Home
186,49917,49927,21001A80-,SILLON,49927,85,0,male,parent,27911,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
187,63736,63750,21001B20-,CONSEIL-NORD,63750,78,1,female,parent,34924,6,collectif,,,21001B20-,Anderlecht,8,Nursing Home
188,27640,27643,21001A552,TREFLE,27643,78,1,female,parent,15332,6,collectif,,,21001A552,Anderlecht,8,Nursing Home
189,93927,93969,21001B21-,BROGNIEZ-NORD,93969,75,0,male,parent,51148,6,collectif,,,21001B21-,Anderlecht,8,Nursing Home
190,111541,111589,21001A95-,BUFFON,111589,89,0,male,parent,60097,6,collectif,,,21001A95-,Anderlecht,8,Nursing Home
191,68634,68657,21001A051,LINDE-EST,68657,79,1,female,parent,37837,6,collectif,,,21001A051,Anderlecht,8,Nursing Home
192,49725,49733,21001A80-,SILLON,49733,76,1,female,parent,27717,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
193,49713,49721,21001A80-,SILLON,49721,77,1,female,parent,27705,6,collectif,,,21001A80-,Anderlecht,8,Nursing Home
194,3787,3787,21001A472,STADE COMMUNAL - INDUSTRIE,3787,72,1,female,parent,1933,6,collectif,,,21001A472,Anderlecht,8,Nursing Home
195,98313,98355,21001A931,AGRAFE-NORBERT GILLE,98355,74,0,male,parent,53402,6,collectif,,,21001A931,Anderlecht,8,Nursing Home
196,20955,20958,21001A41-,ROMAIN ROLLAND,20958,78,0,male,parent,11754,6,collectif,,,21001A41-,Anderlecht,8,Nursing Home
197,7154,7156,21001A83-,PETERBOS,7156,74,0,male,parent,3846,6,collectif,,,21001A83-,Anderlecht,8,Nursing Home
198,67161,67184,21001A142,VEEWEYDE-NORD,67184,69,1,female,parent,37115,6,collectif,,,21001A142,Anderlecht,8,Nursing Home
199,73844,73868,21001A90-,SCHEUTKAPEL,73868,80,1,female,parent,40673,6,collectif,,,21001A90-,Anderlecht,8,Nursing Home
200,17737,17740,21001A32-,AURORE,17740,77,0,male,parent,9887,6,collectif,,,21001A32-,Anderlecht,8,Nursing Home
201,105100,105147,21001A92-,JAKOB SMITS,105147,66,0,male,parent,56807,6,collectif,,,21001A92-,Anderlecht,8,Nursing Home
202,107893,107940,21001A00-,RESISTANCE,107940,74,1,female,parent,58229,6,collectif,,,21001A00-,Anderlecht,8,Nursing Home
