,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName
83,21001A041,VEEWEYDE-SUD,83,3,1,female
84,21001A041,VEEWEYDE-SUD,84,4,1,female
85,21001A041,VEEWEYDE-SUD,85,4,1,female
86,21001A041,VEEWEYDE-SUD,86,4,1,female
87,21001A041,VEEWEYDE-SUD,87,4,1,female
88,21001A041,VEEWEYDE-SUD,88,4,1,female
89,21001A041,VEEWEYDE-SUD,89,4,1,female
90,21001A041,VEEWEYDE-SUD,90,4,1,female
91,21001A041,VEEWEYDE-SUD,91,4,1,female
92,21001A041,VEEWEYDE-SUD,92,4,1,female
93,21001A041,VEEWEYDE-SUD,93,4,1,female
94,21001A041,VEEWEYDE-SUD,94,4,1,female
95,21001A041,VEEWEYDE-SUD,95,4,1,female
96,21001A041,VEEWEYDE-SUD,96,4,1,female
97,21001A041,VEEWEYDE-SUD,97,4,1,female
98,21001A041,VEEWEYDE-SUD,98,4,1,female
99,21001A041,VEEWEYDE-SUD,99,4,1,female
100,21001A041,VEEWEYDE-SUD,100,4,1,female
101,21001A041,VEEWEYDE-SUD,101,4,1,female
102,21001A041,VEEWEYDE-SUD,102,4,1,female
103,21001A041,VEEWEYDE-SUD,103,4,1,female
104,21001A041,VEEWEYDE-SUD,104,4,1,female
105,21001A041,VEEWEYDE-SUD,105,5,1,female
106,21001A041,VEEWEYDE-SUD,106,5,1,female
107,21001A041,VEEWEYDE-SUD,107,5,1,female
108,21001A041,VEEWEYDE-SUD,108,5,1,female
109,21001A041,VEEWEYDE-SUD,109,5,1,female
110,21001A041,VEEWEYDE-SUD,110,5,1,female
111,21001A041,VEEWEYDE-SUD,111,5,1,female
112,21001A041,VEEWEYDE-SUD,112,5,1,female
113,21001A041,VEEWEYDE-SUD,113,5,1,female
114,21001A041,VEEWEYDE-SUD,114,5,1,female
115,21001A041,VEEWEYDE-SUD,115,5,1,female
116,21001A041,VEEWEYDE-SUD,116,5,1,female
117,21001A041,VEEWEYDE-SUD,117,5,1,female
118,21001A041,VEEWEYDE-SUD,118,5,1,female
119,21001A041,VEEWEYDE-SUD,119,5,1,female
120,21001A041,VEEWEYDE-SUD,120,5,1,female
121,21001A041,VEEWEYDE-SUD,121,5,1,female
122,21001A041,VEEWEYDE-SUD,122,5,1,female
123,21001A041,VEEWEYDE-SUD,123,5,1,female
124,21001A041,VEEWEYDE-SUD,124,5,1,female
125,21001A041,VEEWEYDE-SUD,125,6,1,female
126,21001A041,VEEWEYDE-SUD,126,6,1,female
127,21001A041,VEEWEYDE-SUD,127,6,1,female
128,21001A041,VEEWEYDE-SUD,128,6,1,female
129,21001A041,VEEWEYDE-SUD,129,6,1,female
130,21001A041,VEEWEYDE-SUD,130,6,1,female
131,21001A041,VEEWEYDE-SUD,131,6,1,female
132,21001A041,VEEWEYDE-SUD,132,6,1,female
133,21001A041,VEEWEYDE-SUD,133,6,1,female
134,21001A041,VEEWEYDE-SUD,134,6,1,female
135,21001A041,VEEWEYDE-SUD,135,6,1,female
136,21001A041,VEEWEYDE-SUD,136,6,1,female
137,21001A041,VEEWEYDE-SUD,137,6,1,female
138,21001A041,VEEWEYDE-SUD,138,6,1,female
139,21001A041,VEEWEYDE-SUD,139,6,1,female
140,21001A041,VEEWEYDE-SUD,140,6,1,female
141,21001A041,VEEWEYDE-SUD,141,6,1,female
142,21001A041,VEEWEYDE-SUD,142,6,1,female
143,21001A041,VEEWEYDE-SUD,143,6,1,female
144,21001A041,VEEWEYDE-SUD,144,6,1,female
145,21001A041,VEEWEYDE-SUD,145,7,1,female
146,21001A041,VEEWEYDE-SUD,146,7,1,female
147,21001A041,VEEWEYDE-SUD,147,7,1,female
148,21001A041,VEEWEYDE-SUD,148,7,1,female
149,21001A041,VEEWEYDE-SUD,149,7,1,female
150,21001A041,VEEWEYDE-SUD,150,7,1,female
151,21001A041,VEEWEYDE-SUD,151,7,1,female
152,21001A041,VEEWEYDE-SUD,152,7,1,female
153,21001A041,VEEWEYDE-SUD,153,7,1,female
154,21001A041,VEEWEYDE-SUD,154,7,1,female
155,21001A041,VEEWEYDE-SUD,155,7,1,female
156,21001A041,VEEWEYDE-SUD,156,7,1,female
157,21001A041,VEEWEYDE-SUD,157,7,1,female
158,21001A041,VEEWEYDE-SUD,158,7,1,female
159,21001A041,VEEWEYDE-SUD,159,7,1,female
160,21001A041,VEEWEYDE-SUD,160,7,1,female
161,21001A041,VEEWEYDE-SUD,161,7,1,female
162,21001A041,VEEWEYDE-SUD,162,7,1,female
163,21001A041,VEEWEYDE-SUD,163,7,1,female
164,21001A041,VEEWEYDE-SUD,164,7,1,female
165,21001A041,VEEWEYDE-SUD,165,8,1,female
166,21001A041,VEEWEYDE-SUD,166,8,1,female
167,21001A041,VEEWEYDE-SUD,167,8,1,female
168,21001A041,VEEWEYDE-SUD,168,8,1,female
169,21001A041,VEEWEYDE-SUD,169,8,1,female
170,21001A041,VEEWEYDE-SUD,170,8,1,female
171,21001A041,VEEWEYDE-SUD,171,8,1,female
172,21001A041,VEEWEYDE-SUD,172,8,1,female
173,21001A041,VEEWEYDE-SUD,173,8,1,female
174,21001A041,VEEWEYDE-SUD,174,8,1,female
175,21001A041,VEEWEYDE-SUD,175,8,1,female
176,21001A041,VEEWEYDE-SUD,176,8,1,female
177,21001A041,VEEWEYDE-SUD,177,8,1,female
178,21001A041,VEEWEYDE-SUD,178,8,1,female
179,21001A041,VEEWEYDE-SUD,179,8,1,female
180,21001A041,VEEWEYDE-SUD,180,8,1,female
181,21001A041,VEEWEYDE-SUD,181,8,1,female
182,21001A041,VEEWEYDE-SUD,182,8,1,female
183,21001A041,VEEWEYDE-SUD,183,8,1,female
184,21001A041,VEEWEYDE-SUD,184,8,1,female
185,21001A041,VEEWEYDE-SUD,185,9,1,female
186,21001A041,VEEWEYDE-SUD,186,9,1,female
187,21001A041,VEEWEYDE-SUD,187,9,1,female
188,21001A041,VEEWEYDE-SUD,188,9,1,female
189,21001A041,VEEWEYDE-SUD,189,9,1,female
190,21001A041,VEEWEYDE-SUD,190,9,1,female
191,21001A041,VEEWEYDE-SUD,191,9,1,female
192,21001A041,VEEWEYDE-SUD,192,9,1,female
193,21001A041,VEEWEYDE-SUD,193,9,1,female
194,21001A041,VEEWEYDE-SUD,194,9,1,female
195,21001A041,VEEWEYDE-SUD,195,9,1,female
196,21001A041,VEEWEYDE-SUD,196,9,1,female
197,21001A041,VEEWEYDE-SUD,197,9,1,female
198,21001A041,VEEWEYDE-SUD,198,9,1,female
199,21001A041,VEEWEYDE-SUD,199,9,1,female
200,21001A041,VEEWEYDE-SUD,200,9,1,female
201,21001A041,VEEWEYDE-SUD,201,9,1,female
202,21001A041,VEEWEYDE-SUD,202,9,1,female
203,21001A041,VEEWEYDE-SUD,203,9,1,female
204,21001A041,VEEWEYDE-SUD,204,9,1,female
205,21001A041,VEEWEYDE-SUD,205,10,1,female
206,21001A041,VEEWEYDE-SUD,206,10,1,female
207,21001A041,VEEWEYDE-SUD,207,10,1,female
208,21001A041,VEEWEYDE-SUD,208,10,1,female
209,21001A041,VEEWEYDE-SUD,209,10,1,female
210,21001A041,VEEWEYDE-SUD,210,10,1,female
211,21001A041,VEEWEYDE-SUD,211,10,1,female
212,21001A041,VEEWEYDE-SUD,212,10,1,female
213,21001A041,VEEWEYDE-SUD,213,10,1,female
214,21001A041,VEEWEYDE-SUD,214,10,1,female
215,21001A041,VEEWEYDE-SUD,215,10,1,female
216,21001A041,VEEWEYDE-SUD,216,10,1,female
217,21001A041,VEEWEYDE-SUD,217,10,1,female
218,21001A041,VEEWEYDE-SUD,218,10,1,female
219,21001A041,VEEWEYDE-SUD,219,11,1,female
220,21001A041,VEEWEYDE-SUD,220,11,1,female
221,21001A041,VEEWEYDE-SUD,221,11,1,female
222,21001A041,VEEWEYDE-SUD,222,11,1,female
223,21001A041,VEEWEYDE-SUD,223,11,1,female
224,21001A041,VEEWEYDE-SUD,224,11,1,female
225,21001A041,VEEWEYDE-SUD,225,11,1,female
226,21001A041,VEEWEYDE-SUD,226,11,1,female
227,21001A041,VEEWEYDE-SUD,227,11,1,female
228,21001A041,VEEWEYDE-SUD,228,11,1,female
229,21001A041,VEEWEYDE-SUD,229,11,1,female
230,21001A041,VEEWEYDE-SUD,230,11,1,female
231,21001A041,VEEWEYDE-SUD,231,11,1,female
232,21001A041,VEEWEYDE-SUD,232,11,1,female
233,21001A041,VEEWEYDE-SUD,233,12,1,female
234,21001A041,VEEWEYDE-SUD,234,12,1,female
235,21001A041,VEEWEYDE-SUD,235,12,1,female
236,21001A041,VEEWEYDE-SUD,236,12,1,female
237,21001A041,VEEWEYDE-SUD,237,12,1,female
238,21001A041,VEEWEYDE-SUD,238,12,1,female
239,21001A041,VEEWEYDE-SUD,239,12,1,female
240,21001A041,VEEWEYDE-SUD,240,12,1,female
241,21001A041,VEEWEYDE-SUD,241,12,1,female
242,21001A041,VEEWEYDE-SUD,242,12,1,female
243,21001A041,VEEWEYDE-SUD,243,12,1,female
244,21001A041,VEEWEYDE-SUD,244,12,1,female
245,21001A041,VEEWEYDE-SUD,245,12,1,female
246,21001A041,VEEWEYDE-SUD,246,12,1,female
247,21001A041,VEEWEYDE-SUD,247,13,1,female
248,21001A041,VEEWEYDE-SUD,248,13,1,female
249,21001A041,VEEWEYDE-SUD,249,13,1,female
250,21001A041,VEEWEYDE-SUD,250,13,1,female
251,21001A041,VEEWEYDE-SUD,251,13,1,female
252,21001A041,VEEWEYDE-SUD,252,13,1,female
253,21001A041,VEEWEYDE-SUD,253,13,1,female
254,21001A041,VEEWEYDE-SUD,254,13,1,female
255,21001A041,VEEWEYDE-SUD,255,13,1,female
256,21001A041,VEEWEYDE-SUD,256,13,1,female
257,21001A041,VEEWEYDE-SUD,257,13,1,female
258,21001A041,VEEWEYDE-SUD,258,13,1,female
259,21001A041,VEEWEYDE-SUD,259,13,1,female
260,21001A041,VEEWEYDE-SUD,260,13,1,female
261,21001A041,VEEWEYDE-SUD,261,14,1,female
262,21001A041,VEEWEYDE-SUD,262,14,1,female
263,21001A041,VEEWEYDE-SUD,263,14,1,female
264,21001A041,VEEWEYDE-SUD,264,14,1,female
265,21001A041,VEEWEYDE-SUD,265,14,1,female
266,21001A041,VEEWEYDE-SUD,266,14,1,female
267,21001A041,VEEWEYDE-SUD,267,14,1,female
268,21001A041,VEEWEYDE-SUD,268,14,1,female
269,21001A041,VEEWEYDE-SUD,269,14,1,female
270,21001A041,VEEWEYDE-SUD,270,14,1,female
271,21001A041,VEEWEYDE-SUD,271,14,1,female
272,21001A041,VEEWEYDE-SUD,272,14,1,female
273,21001A041,VEEWEYDE-SUD,273,14,1,female
274,21001A041,VEEWEYDE-SUD,274,14,1,female
275,21001A041,VEEWEYDE-SUD,275,15,1,female
276,21001A041,VEEWEYDE-SUD,276,15,1,female
277,21001A041,VEEWEYDE-SUD,277,15,1,female
278,21001A041,VEEWEYDE-SUD,278,15,1,female
279,21001A041,VEEWEYDE-SUD,279,15,1,female
280,21001A041,VEEWEYDE-SUD,280,15,1,female
281,21001A041,VEEWEYDE-SUD,281,15,1,female
282,21001A041,VEEWEYDE-SUD,282,15,1,female
283,21001A041,VEEWEYDE-SUD,283,15,1,female
284,21001A041,VEEWEYDE-SUD,284,15,1,female
285,21001A041,VEEWEYDE-SUD,285,15,1,female
286,21001A041,VEEWEYDE-SUD,286,15,1,female
287,21001A041,VEEWEYDE-SUD,287,15,1,female
288,21001A041,VEEWEYDE-SUD,288,15,1,female
289,21001A041,VEEWEYDE-SUD,289,15,1,female
290,21001A041,VEEWEYDE-SUD,290,16,1,female
291,21001A041,VEEWEYDE-SUD,291,16,1,female
292,21001A041,VEEWEYDE-SUD,292,16,1,female
293,21001A041,VEEWEYDE-SUD,293,16,1,female
294,21001A041,VEEWEYDE-SUD,294,16,1,female
295,21001A041,VEEWEYDE-SUD,295,16,1,female
296,21001A041,VEEWEYDE-SUD,296,16,1,female
297,21001A041,VEEWEYDE-SUD,297,16,1,female
298,21001A041,VEEWEYDE-SUD,298,16,1,female
299,21001A041,VEEWEYDE-SUD,299,16,1,female
300,21001A041,VEEWEYDE-SUD,300,16,1,female
301,21001A041,VEEWEYDE-SUD,301,16,1,female
302,21001A041,VEEWEYDE-SUD,302,16,1,female
303,21001A041,VEEWEYDE-SUD,303,16,1,female
304,21001A041,VEEWEYDE-SUD,304,16,1,female
305,21001A041,VEEWEYDE-SUD,305,17,1,female
306,21001A041,VEEWEYDE-SUD,306,17,1,female
307,21001A041,VEEWEYDE-SUD,307,17,1,female
308,21001A041,VEEWEYDE-SUD,308,17,1,female
309,21001A041,VEEWEYDE-SUD,309,17,1,female
310,21001A041,VEEWEYDE-SUD,310,17,1,female
311,21001A041,VEEWEYDE-SUD,311,17,1,female
312,21001A041,VEEWEYDE-SUD,312,17,1,female
313,21001A041,VEEWEYDE-SUD,313,17,1,female
314,21001A041,VEEWEYDE-SUD,314,17,1,female
315,21001A041,VEEWEYDE-SUD,315,17,1,female
316,21001A041,VEEWEYDE-SUD,316,17,1,female
317,21001A041,VEEWEYDE-SUD,317,17,1,female
318,21001A041,VEEWEYDE-SUD,318,17,1,female
319,21001A041,VEEWEYDE-SUD,319,17,1,female
320,21001A041,VEEWEYDE-SUD,320,18,1,female
321,21001A041,VEEWEYDE-SUD,321,18,1,female
322,21001A041,VEEWEYDE-SUD,322,18,1,female
323,21001A041,VEEWEYDE-SUD,323,18,1,female
324,21001A041,VEEWEYDE-SUD,324,18,1,female
325,21001A041,VEEWEYDE-SUD,325,18,1,female
326,21001A041,VEEWEYDE-SUD,326,18,1,female
327,21001A041,VEEWEYDE-SUD,327,18,1,female
328,21001A041,VEEWEYDE-SUD,328,18,1,female
329,21001A041,VEEWEYDE-SUD,329,18,1,female
330,21001A041,VEEWEYDE-SUD,330,18,1,female
331,21001A041,VEEWEYDE-SUD,331,18,1,female
332,21001A041,VEEWEYDE-SUD,332,18,1,female
333,21001A041,VEEWEYDE-SUD,333,18,1,female
334,21001A041,VEEWEYDE-SUD,334,18,1,female
335,21001A041,VEEWEYDE-SUD,335,19,1,female
336,21001A041,VEEWEYDE-SUD,336,19,1,female
337,21001A041,VEEWEYDE-SUD,337,19,1,female
338,21001A041,VEEWEYDE-SUD,338,19,1,female
339,21001A041,VEEWEYDE-SUD,339,19,1,female
340,21001A041,VEEWEYDE-SUD,340,19,1,female
341,21001A041,VEEWEYDE-SUD,341,19,1,female
342,21001A041,VEEWEYDE-SUD,342,19,1,female
343,21001A041,VEEWEYDE-SUD,343,19,1,female
344,21001A041,VEEWEYDE-SUD,344,19,1,female
345,21001A041,VEEWEYDE-SUD,345,19,1,female
346,21001A041,VEEWEYDE-SUD,346,19,1,female
347,21001A041,VEEWEYDE-SUD,347,19,1,female
348,21001A041,VEEWEYDE-SUD,348,19,1,female
349,21001A041,VEEWEYDE-SUD,349,19,1,female
350,21001A041,VEEWEYDE-SUD,350,20,1,female
351,21001A041,VEEWEYDE-SUD,351,20,1,female
352,21001A041,VEEWEYDE-SUD,352,20,1,female
353,21001A041,VEEWEYDE-SUD,353,20,1,female
354,21001A041,VEEWEYDE-SUD,354,20,1,female
355,21001A041,VEEWEYDE-SUD,355,20,1,female
356,21001A041,VEEWEYDE-SUD,356,20,1,female
357,21001A041,VEEWEYDE-SUD,357,20,1,female
358,21001A041,VEEWEYDE-SUD,358,20,1,female
359,21001A041,VEEWEYDE-SUD,359,20,1,female
360,21001A041,VEEWEYDE-SUD,360,20,1,female
361,21001A041,VEEWEYDE-SUD,361,20,1,female
362,21001A041,VEEWEYDE-SUD,362,20,1,female
363,21001A041,VEEWEYDE-SUD,363,20,1,female
364,21001A041,VEEWEYDE-SUD,364,20,1,female
365,21001A041,VEEWEYDE-SUD,365,21,1,female
366,21001A041,VEEWEYDE-SUD,366,21,1,female
367,21001A041,VEEWEYDE-SUD,367,21,1,female
368,21001A041,VEEWEYDE-SUD,368,21,1,female
369,21001A041,VEEWEYDE-SUD,369,21,1,female
370,21001A041,VEEWEYDE-SUD,370,21,1,female
371,21001A041,VEEWEYDE-SUD,371,21,1,female
372,21001A041,VEEWEYDE-SUD,372,21,1,female
373,21001A041,VEEWEYDE-SUD,373,21,1,female
374,21001A041,VEEWEYDE-SUD,374,21,1,female
375,21001A041,VEEWEYDE-SUD,375,21,1,female
376,21001A041,VEEWEYDE-SUD,376,21,1,female
377,21001A041,VEEWEYDE-SUD,377,21,1,female
378,21001A041,VEEWEYDE-SUD,378,21,1,female
379,21001A041,VEEWEYDE-SUD,379,21,1,female
380,21001A041,VEEWEYDE-SUD,380,22,1,female
381,21001A041,VEEWEYDE-SUD,381,22,1,female
382,21001A041,VEEWEYDE-SUD,382,22,1,female
383,21001A041,VEEWEYDE-SUD,383,22,1,female
384,21001A041,VEEWEYDE-SUD,384,22,1,female
385,21001A041,VEEWEYDE-SUD,385,22,1,female
386,21001A041,VEEWEYDE-SUD,386,22,1,female
387,21001A041,VEEWEYDE-SUD,387,22,1,female
388,21001A041,VEEWEYDE-SUD,388,22,1,female
389,21001A041,VEEWEYDE-SUD,389,22,1,female
390,21001A041,VEEWEYDE-SUD,390,22,1,female
391,21001A041,VEEWEYDE-SUD,391,22,1,female
392,21001A041,VEEWEYDE-SUD,392,22,1,female
393,21001A041,VEEWEYDE-SUD,393,22,1,female
394,21001A041,VEEWEYDE-SUD,394,22,1,female
395,21001A041,VEEWEYDE-SUD,395,23,1,female
396,21001A041,VEEWEYDE-SUD,396,23,1,female
397,21001A041,VEEWEYDE-SUD,397,23,1,female
398,21001A041,VEEWEYDE-SUD,398,23,1,female
399,21001A041,VEEWEYDE-SUD,399,23,1,female
400,21001A041,VEEWEYDE-SUD,400,23,1,female
401,21001A041,VEEWEYDE-SUD,401,23,1,female
402,21001A041,VEEWEYDE-SUD,402,23,1,female
403,21001A041,VEEWEYDE-SUD,403,23,1,female
404,21001A041,VEEWEYDE-SUD,404,23,1,female
405,21001A041,VEEWEYDE-SUD,405,23,1,female
406,21001A041,VEEWEYDE-SUD,406,23,1,female
407,21001A041,VEEWEYDE-SUD,407,23,1,female
408,21001A041,VEEWEYDE-SUD,408,23,1,female
409,21001A041,VEEWEYDE-SUD,409,23,1,female
410,21001A041,VEEWEYDE-SUD,410,24,1,female
411,21001A041,VEEWEYDE-SUD,411,24,1,female
412,21001A041,VEEWEYDE-SUD,412,24,1,female
413,21001A041,VEEWEYDE-SUD,413,24,1,female
414,21001A041,VEEWEYDE-SUD,414,24,1,female
415,21001A041,VEEWEYDE-SUD,415,24,1,female
416,21001A041,VEEWEYDE-SUD,416,24,1,female
417,21001A041,VEEWEYDE-SUD,417,24,1,female
418,21001A041,VEEWEYDE-SUD,418,24,1,female
419,21001A041,VEEWEYDE-SUD,419,24,1,female
420,21001A041,VEEWEYDE-SUD,420,24,1,female
421,21001A041,VEEWEYDE-SUD,421,24,1,female
422,21001A041,VEEWEYDE-SUD,422,24,1,female
423,21001A041,VEEWEYDE-SUD,423,24,1,female
424,21001A041,VEEWEYDE-SUD,424,24,1,female
425,21001A041,VEEWEYDE-SUD,425,25,1,female
426,21001A041,VEEWEYDE-SUD,426,25,1,female
427,21001A041,VEEWEYDE-SUD,427,25,1,female
428,21001A041,VEEWEYDE-SUD,428,25,1,female
429,21001A041,VEEWEYDE-SUD,429,25,1,female
430,21001A041,VEEWEYDE-SUD,430,25,1,female
431,21001A041,VEEWEYDE-SUD,431,25,1,female
432,21001A041,VEEWEYDE-SUD,432,25,1,female
433,21001A041,VEEWEYDE-SUD,433,25,1,female
434,21001A041,VEEWEYDE-SUD,434,25,1,female
435,21001A041,VEEWEYDE-SUD,435,25,1,female
436,21001A041,VEEWEYDE-SUD,436,25,1,female
437,21001A041,VEEWEYDE-SUD,437,25,1,female
438,21001A041,VEEWEYDE-SUD,438,25,1,female
439,21001A041,VEEWEYDE-SUD,439,25,1,female
440,21001A041,VEEWEYDE-SUD,440,25,1,female
441,21001A041,VEEWEYDE-SUD,441,25,1,female
442,21001A041,VEEWEYDE-SUD,442,25,1,female
443,21001A041,VEEWEYDE-SUD,443,25,1,female
444,21001A041,VEEWEYDE-SUD,444,25,1,female
445,21001A041,VEEWEYDE-SUD,445,25,1,female
446,21001A041,VEEWEYDE-SUD,446,25,1,female
447,21001A041,VEEWEYDE-SUD,447,25,1,female
448,21001A041,VEEWEYDE-SUD,448,26,1,female
449,21001A041,VEEWEYDE-SUD,449,26,1,female
450,21001A041,VEEWEYDE-SUD,450,26,1,female
451,21001A041,VEEWEYDE-SUD,451,26,1,female
452,21001A041,VEEWEYDE-SUD,452,26,1,female
453,21001A041,VEEWEYDE-SUD,453,26,1,female
454,21001A041,VEEWEYDE-SUD,454,26,1,female
455,21001A041,VEEWEYDE-SUD,455,26,1,female
456,21001A041,VEEWEYDE-SUD,456,26,1,female
457,21001A041,VEEWEYDE-SUD,457,26,1,female
458,21001A041,VEEWEYDE-SUD,458,26,1,female
459,21001A041,VEEWEYDE-SUD,459,26,1,female
460,21001A041,VEEWEYDE-SUD,460,26,1,female
461,21001A041,VEEWEYDE-SUD,461,26,1,female
462,21001A041,VEEWEYDE-SUD,462,26,1,female
463,21001A041,VEEWEYDE-SUD,463,26,1,female
464,21001A041,VEEWEYDE-SUD,464,26,1,female
465,21001A041,VEEWEYDE-SUD,465,26,1,female
466,21001A041,VEEWEYDE-SUD,466,26,1,female
467,21001A041,VEEWEYDE-SUD,467,26,1,female
468,21001A041,VEEWEYDE-SUD,468,26,1,female
469,21001A041,VEEWEYDE-SUD,469,26,1,female
470,21001A041,VEEWEYDE-SUD,470,26,1,female
471,21001A041,VEEWEYDE-SUD,471,27,1,female
472,21001A041,VEEWEYDE-SUD,472,27,1,female
473,21001A041,VEEWEYDE-SUD,473,27,1,female
474,21001A041,VEEWEYDE-SUD,474,27,1,female
475,21001A041,VEEWEYDE-SUD,475,27,1,female
476,21001A041,VEEWEYDE-SUD,476,27,1,female
477,21001A041,VEEWEYDE-SUD,477,27,1,female
478,21001A041,VEEWEYDE-SUD,478,27,1,female
479,21001A041,VEEWEYDE-SUD,479,27,1,female
480,21001A041,VEEWEYDE-SUD,480,27,1,female
481,21001A041,VEEWEYDE-SUD,481,27,1,female
482,21001A041,VEEWEYDE-SUD,482,27,1,female
483,21001A041,VEEWEYDE-SUD,483,27,1,female
484,21001A041,VEEWEYDE-SUD,484,27,1,female
485,21001A041,VEEWEYDE-SUD,485,27,1,female
486,21001A041,VEEWEYDE-SUD,486,27,1,female
487,21001A041,VEEWEYDE-SUD,487,27,1,female
488,21001A041,VEEWEYDE-SUD,488,27,1,female
489,21001A041,VEEWEYDE-SUD,489,27,1,female
490,21001A041,VEEWEYDE-SUD,490,27,1,female
491,21001A041,VEEWEYDE-SUD,491,27,1,female
492,21001A041,VEEWEYDE-SUD,492,27,1,female
493,21001A041,VEEWEYDE-SUD,493,27,1,female
494,21001A041,VEEWEYDE-SUD,494,28,1,female
495,21001A041,VEEWEYDE-SUD,495,28,1,female
496,21001A041,VEEWEYDE-SUD,496,28,1,female
