,Unnamed: 0,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseHorldTypeName
44,44,21001A041,VEEWEYDE-SUD,44,93,1,female,parent,33,2,couple_no_child
45,45,21001A041,VEEWEYDE-SUD,45,86,0,male,parent,33,2,couple_no_child
46,46,21001A041,VEEWEYDE-SUD,46,93,1,female,parent,34,3,single
47,47,21001A041,VEEWEYDE-SUD,47,93,1,female,parent,35,3,single
48,48,21001A041,VEEWEYDE-SUD,48,92,1,female,parent,36,2,couple_no_child
49,49,21001A041,VEEWEYDE-SUD,49,85,0,male,parent,36,2,couple_no_child
50,50,21001A041,VEEWEYDE-SUD,50,92,1,female,parent,37,3,single
51,51,21001A041,VEEWEYDE-SUD,51,92,1,female,parent,38,3,single
52,52,21001A041,VEEWEYDE-SUD,52,91,1,female,parent,39,2,couple_no_child
53,53,21001A041,VEEWEYDE-SUD,53,86,0,male,parent,39,2,couple_no_child
54,54,21001A041,VEEWEYDE-SUD,54,91,1,female,parent,40,3,single
55,55,21001A041,VEEWEYDE-SUD,55,91,1,female,parent,41,3,single
56,56,21001A041,VEEWEYDE-SUD,56,90,1,female,parent,42,2,couple_no_child
57,57,21001A041,VEEWEYDE-SUD,57,83,0,male,parent,42,2,couple_no_child
58,58,21001A041,VEEWEYDE-SUD,58,90,1,female,parent,43,3,single
59,59,21001A041,VEEWEYDE-SUD,59,90,1,female,parent,44,3,single
60,60,21001A041,VEEWEYDE-SUD,60,89,1,female,parent,45,2,couple_no_child
61,61,21001A041,VEEWEYDE-SUD,61,85,0,male,parent,45,2,couple_no_child
62,62,21001A041,VEEWEYDE-SUD,62,89,1,female,parent,46,3,single
63,63,21001A041,VEEWEYDE-SUD,63,89,1,female,parent,47,3,single
64,64,21001A041,VEEWEYDE-SUD,64,88,1,female,parent,48,2,couple_no_child
65,65,21001A041,VEEWEYDE-SUD,65,83,0,male,parent,48,2,couple_no_child
66,66,21001A041,VEEWEYDE-SUD,66,88,1,female,parent,49,3,single
67,67,21001A041,VEEWEYDE-SUD,67,88,1,female,parent,50,3,single
68,68,21001A041,VEEWEYDE-SUD,68,87,1,female,parent,51,2,couple_no_child
69,69,21001A041,VEEWEYDE-SUD,69,82,0,male,parent,51,2,couple_no_child
70,70,21001A041,VEEWEYDE-SUD,70,87,1,female,parent,52,3,single
71,71,21001A041,VEEWEYDE-SUD,71,87,1,female,parent,53,3,single
72,72,21001A041,VEEWEYDE-SUD,72,86,1,female,parent,54,2,couple_no_child
73,73,21001A041,VEEWEYDE-SUD,73,79,0,male,parent,54,2,couple_no_child
74,74,21001A041,VEEWEYDE-SUD,74,86,1,female,parent,55,3,single
75,75,21001A041,VEEWEYDE-SUD,75,86,1,female,parent,56,3,single
76,76,21001A041,VEEWEYDE-SUD,76,85,1,female,parent,57,2,couple_no_child
77,77,21001A041,VEEWEYDE-SUD,77,80,0,male,parent,57,2,couple_no_child
78,78,21001A041,VEEWEYDE-SUD,78,85,1,female,parent,58,3,single
79,79,21001A041,VEEWEYDE-SUD,79,85,1,female,parent,59,3,single
80,80,21001A041,VEEWEYDE-SUD,80,84,1,female,parent,60,2,couple_no_child
81,81,21001A041,VEEWEYDE-SUD,81,82,0,male,parent,60,2,couple_no_child
82,82,21001A041,VEEWEYDE-SUD,82,84,1,female,parent,61,3,single
83,83,21001A041,VEEWEYDE-SUD,83,84,1,female,parent,62,3,single
84,84,21001A041,VEEWEYDE-SUD,84,83,1,female,parent,63,2,couple_no_child
85,85,21001A041,VEEWEYDE-SUD,85,76,0,male,parent,63,2,couple_no_child
86,86,21001A041,VEEWEYDE-SUD,86,83,1,female,parent,64,3,single
87,87,21001A041,VEEWEYDE-SUD,87,83,1,female,parent,65,3,single
88,88,21001A041,VEEWEYDE-SUD,88,82,1,female,parent,66,2,couple_no_child
89,89,21001A041,VEEWEYDE-SUD,89,84,0,male,parent,66,2,couple_no_child
90,90,21001A041,VEEWEYDE-SUD,90,82,1,female,parent,67,3,single
91,91,21001A041,VEEWEYDE-SUD,91,82,1,female,parent,68,3,single
92,92,21001A041,VEEWEYDE-SUD,92,81,1,female,parent,69,2,couple_no_child
93,93,21001A041,VEEWEYDE-SUD,93,79,0,male,parent,69,2,couple_no_child
94,94,21001A041,VEEWEYDE-SUD,94,81,1,female,parent,70,3,single
95,95,21001A041,VEEWEYDE-SUD,95,81,1,female,parent,71,3,single
96,96,21001A041,VEEWEYDE-SUD,96,80,1,female,parent,72,2,couple_no_child
97,97,21001A041,VEEWEYDE-SUD,97,74,0,male,parent,72,2,couple_no_child
98,98,21001A041,VEEWEYDE-SUD,98,80,1,female,parent,73,3,single
99,99,21001A041,VEEWEYDE-SUD,99,80,1,female,parent,74,3,single
100,100,21001A041,VEEWEYDE-SUD,100,79,1,female,parent,75,2,couple_no_child
101,101,21001A041,VEEWEYDE-SUD,101,77,0,male,parent,75,2,couple_no_child
102,102,21001A041,VEEWEYDE-SUD,102,79,1,female,parent,76,3,single
103,103,21001A041,VEEWEYDE-SUD,103,79,1,female,parent,77,3,single
104,104,21001A041,VEEWEYDE-SUD,104,78,1,female,parent,78,2,couple_no_child
105,105,21001A041,VEEWEYDE-SUD,105,73,0,male,parent,78,2,couple_no_child
106,106,21001A041,VEEWEYDE-SUD,106,78,1,female,parent,79,3,single
107,107,21001A041,VEEWEYDE-SUD,107,78,1,female,parent,80,3,single
108,108,21001A041,VEEWEYDE-SUD,108,77,1,female,parent,81,2,couple_no_child
109,109,21001A041,VEEWEYDE-SUD,109,76,0,male,parent,81,2,couple_no_child
110,110,21001A041,VEEWEYDE-SUD,110,77,1,female,parent,82,3,single
111,111,21001A041,VEEWEYDE-SUD,111,77,1,female,parent,83,3,single
112,112,21001A041,VEEWEYDE-SUD,112,76,1,female,parent,84,2,couple_no_child
113,113,21001A041,VEEWEYDE-SUD,113,73,0,male,parent,84,2,couple_no_child
114,114,21001A041,VEEWEYDE-SUD,114,76,1,female,parent,85,3,single
115,115,21001A041,VEEWEYDE-SUD,115,76,1,female,parent,86,3,single
116,116,21001A041,VEEWEYDE-SUD,116,75,1,female,parent,87,2,couple_no_child
117,117,21001A041,VEEWEYDE-SUD,117,80,0,male,parent,87,2,couple_no_child
118,118,21001A041,VEEWEYDE-SUD,118,75,1,female,parent,88,3,single
119,119,21001A041,VEEWEYDE-SUD,119,75,1,female,parent,89,3,single
120,120,21001A041,VEEWEYDE-SUD,120,74,1,female,parent,90,2,couple_no_child
121,121,21001A041,VEEWEYDE-SUD,121,74,0,male,parent,90,2,couple_no_child
122,122,21001A041,VEEWEYDE-SUD,122,74,1,female,parent,91,3,single
123,123,21001A041,VEEWEYDE-SUD,123,74,1,female,parent,92,3,single
124,124,21001A041,VEEWEYDE-SUD,124,73,1,female,parent,93,2,couple_no_child
125,125,21001A041,VEEWEYDE-SUD,125,72,0,male,parent,93,2,couple_no_child
126,126,21001A041,VEEWEYDE-SUD,126,73,1,female,parent,94,3,single
127,127,21001A041,VEEWEYDE-SUD,127,73,1,female,parent,95,3,single
128,128,21001A041,VEEWEYDE-SUD,128,72,1,female,parent,96,2,couple_no_child
129,129,21001A041,VEEWEYDE-SUD,129,69,0,male,parent,96,2,couple_no_child
130,130,21001A041,VEEWEYDE-SUD,130,72,1,female,parent,97,3,single
131,131,21001A041,VEEWEYDE-SUD,131,72,1,female,parent,98,3,single
132,132,21001A041,VEEWEYDE-SUD,132,71,1,female,parent,99,2,couple_no_child
133,133,21001A041,VEEWEYDE-SUD,133,64,0,male,parent,99,2,couple_no_child
134,134,21001A041,VEEWEYDE-SUD,134,71,1,female,parent,100,3,single
135,135,21001A041,VEEWEYDE-SUD,135,71,1,female,parent,101,3,single
136,136,21001A041,VEEWEYDE-SUD,136,70,1,female,parent,102,1,couple_with_child
137,137,21001A041,VEEWEYDE-SUD,137,72,0,male,parent,102,1,couple_with_child
138,138,21001A041,VEEWEYDE-SUD,138,34,0,male,child,102,1,couple_with_child
139,139,21001A041,VEEWEYDE-SUD,139,46,1,female,child,102,1,couple_with_child
140,140,21001A041,VEEWEYDE-SUD,140,36,0,male,child,102,1,couple_with_child
141,141,21001A041,VEEWEYDE-SUD,141,70,1,female,parent,103,2,couple_no_child
142,142,21001A041,VEEWEYDE-SUD,142,67,0,male,parent,103,2,couple_no_child
143,143,21001A041,VEEWEYDE-SUD,143,70,1,female,parent,104,3,single
144,144,21001A041,VEEWEYDE-SUD,144,70,1,female,parent,105,3,single
145,145,21001A041,VEEWEYDE-SUD,145,70,1,female,parent,106,4,single_with_child
146,146,21001A041,VEEWEYDE-SUD,146,30,1,female,child,106,4,single_with_child
147,147,21001A041,VEEWEYDE-SUD,147,35,0,male,child,106,4,single_with_child
148,148,21001A041,VEEWEYDE-SUD,148,70,1,female,parent,107,4,single_with_child
149,149,21001A041,VEEWEYDE-SUD,149,54,0,male,child,107,4,single_with_child
150,150,21001A041,VEEWEYDE-SUD,150,54,0,male,child,107,4,single_with_child
151,151,21001A041,VEEWEYDE-SUD,151,54,0,male,child,107,4,single_with_child
152,152,21001A041,VEEWEYDE-SUD,152,69,1,female,parent,108,1,couple_with_child
153,153,21001A041,VEEWEYDE-SUD,153,75,0,male,parent,108,1,couple_with_child
154,154,21001A041,VEEWEYDE-SUD,154,39,0,male,child,108,1,couple_with_child
155,155,21001A041,VEEWEYDE-SUD,155,21,1,female,child,108,1,couple_with_child
156,156,21001A041,VEEWEYDE-SUD,156,69,1,female,parent,109,2,couple_no_child
157,157,21001A041,VEEWEYDE-SUD,157,62,0,male,parent,109,2,couple_no_child
158,158,21001A041,VEEWEYDE-SUD,158,69,1,female,parent,110,3,single
159,159,21001A041,VEEWEYDE-SUD,159,69,1,female,parent,111,3,single
160,160,21001A041,VEEWEYDE-SUD,160,69,1,female,parent,112,4,single_with_child
161,161,21001A041,VEEWEYDE-SUD,161,20,1,female,child,112,4,single_with_child
162,162,21001A041,VEEWEYDE-SUD,162,69,1,female,parent,113,4,single_with_child
163,163,21001A041,VEEWEYDE-SUD,163,36,1,female,child,113,4,single_with_child
164,164,21001A041,VEEWEYDE-SUD,164,33,1,female,child,113,4,single_with_child
165,165,21001A041,VEEWEYDE-SUD,165,36,1,female,child,113,4,single_with_child
166,166,21001A041,VEEWEYDE-SUD,166,68,1,female,parent,114,1,couple_with_child
167,167,21001A041,VEEWEYDE-SUD,167,67,0,male,parent,114,1,couple_with_child
168,168,21001A041,VEEWEYDE-SUD,168,45,1,female,child,114,1,couple_with_child
169,169,21001A041,VEEWEYDE-SUD,169,47,1,female,child,114,1,couple_with_child
170,170,21001A041,VEEWEYDE-SUD,170,45,1,female,child,114,1,couple_with_child
171,171,21001A041,VEEWEYDE-SUD,171,68,1,female,parent,115,2,couple_no_child
172,172,21001A041,VEEWEYDE-SUD,172,61,0,male,parent,115,2,couple_no_child
173,173,21001A041,VEEWEYDE-SUD,173,68,1,female,parent,116,3,single
174,174,21001A041,VEEWEYDE-SUD,174,68,1,female,parent,117,3,single
175,175,21001A041,VEEWEYDE-SUD,175,68,1,female,parent,118,4,single_with_child
176,176,21001A041,VEEWEYDE-SUD,176,18,1,female,child,118,4,single_with_child
177,177,21001A041,VEEWEYDE-SUD,177,18,1,female,child,118,4,single_with_child
178,178,21001A041,VEEWEYDE-SUD,178,68,1,female,parent,119,4,single_with_child
179,179,21001A041,VEEWEYDE-SUD,179,46,0,male,child,119,4,single_with_child
180,180,21001A041,VEEWEYDE-SUD,180,67,1,female,parent,120,1,couple_with_child
181,181,21001A041,VEEWEYDE-SUD,181,65,0,male,parent,120,1,couple_with_child
182,182,21001A041,VEEWEYDE-SUD,182,19,1,female,child,120,1,couple_with_child
183,183,21001A041,VEEWEYDE-SUD,183,39,1,female,child,120,1,couple_with_child
184,184,21001A041,VEEWEYDE-SUD,184,34,1,female,child,120,1,couple_with_child
185,185,21001A041,VEEWEYDE-SUD,185,67,1,female,parent,121,2,couple_no_child
186,186,21001A041,VEEWEYDE-SUD,186,70,0,male,parent,121,2,couple_no_child
187,187,21001A041,VEEWEYDE-SUD,187,67,1,female,parent,122,3,single
188,188,21001A041,VEEWEYDE-SUD,188,67,1,female,parent,123,3,single
189,189,21001A041,VEEWEYDE-SUD,189,67,1,female,parent,124,4,single_with_child
190,190,21001A041,VEEWEYDE-SUD,190,26,1,female,child,124,4,single_with_child
191,191,21001A041,VEEWEYDE-SUD,191,51,1,female,child,124,4,single_with_child
192,192,21001A041,VEEWEYDE-SUD,192,67,1,female,parent,125,4,single_with_child
193,193,21001A041,VEEWEYDE-SUD,193,17,0,male,child,125,4,single_with_child
194,194,21001A041,VEEWEYDE-SUD,194,66,1,female,parent,126,1,couple_with_child
195,195,21001A041,VEEWEYDE-SUD,195,67,0,male,parent,126,1,couple_with_child
196,196,21001A041,VEEWEYDE-SUD,196,33,0,male,child,126,1,couple_with_child
197,197,21001A041,VEEWEYDE-SUD,197,47,0,male,child,126,1,couple_with_child
198,198,21001A041,VEEWEYDE-SUD,198,46,0,male,child,126,1,couple_with_child
199,199,21001A041,VEEWEYDE-SUD,199,66,1,female,parent,127,2,couple_no_child
200,200,21001A041,VEEWEYDE-SUD,200,59,0,male,parent,127,2,couple_no_child
201,201,21001A041,VEEWEYDE-SUD,201,66,1,female,parent,128,3,single
202,202,21001A041,VEEWEYDE-SUD,202,66,1,female,parent,129,3,single
203,203,21001A041,VEEWEYDE-SUD,203,66,1,female,parent,130,4,single_with_child
204,204,21001A041,VEEWEYDE-SUD,204,41,0,male,child,130,4,single_with_child
205,205,21001A041,VEEWEYDE-SUD,205,66,1,female,parent,131,4,single_with_child
206,206,21001A041,VEEWEYDE-SUD,206,39,1,female,child,131,4,single_with_child
207,207,21001A041,VEEWEYDE-SUD,207,65,1,female,parent,132,1,couple_with_child
208,208,21001A041,VEEWEYDE-SUD,208,62,0,male,parent,132,1,couple_with_child
209,209,21001A041,VEEWEYDE-SUD,209,45,1,female,child,132,1,couple_with_child
210,210,21001A041,VEEWEYDE-SUD,210,65,1,female,parent,133,2,couple_no_child
211,211,21001A041,VEEWEYDE-SUD,211,69,0,male,parent,133,2,couple_no_child
212,212,21001A041,VEEWEYDE-SUD,212,65,1,female,parent,134,3,single
213,213,21001A041,VEEWEYDE-SUD,213,65,1,female,parent,135,3,single
214,214,21001A041,VEEWEYDE-SUD,214,65,1,female,parent,136,4,single_with_child
215,215,21001A041,VEEWEYDE-SUD,215,15,1,female,child,136,4,single_with_child
216,216,21001A041,VEEWEYDE-SUD,216,65,1,female,parent,137,4,single_with_child
217,217,21001A041,VEEWEYDE-SUD,217,36,1,female,child,137,4,single_with_child
218,218,21001A041,VEEWEYDE-SUD,218,40,1,female,child,137,4,single_with_child
219,219,21001A041,VEEWEYDE-SUD,219,23,1,female,child,137,4,single_with_child
220,220,21001A041,VEEWEYDE-SUD,220,64,1,female,parent,138,1,couple_with_child
221,221,21001A041,VEEWEYDE-SUD,221,63,0,male,parent,138,1,couple_with_child
222,222,21001A041,VEEWEYDE-SUD,222,26,0,male,child,138,1,couple_with_child
223,223,21001A041,VEEWEYDE-SUD,223,64,1,female,parent,139,2,couple_no_child
224,224,21001A041,VEEWEYDE-SUD,224,71,0,male,parent,139,2,couple_no_child
225,225,21001A041,VEEWEYDE-SUD,225,64,1,female,parent,140,3,single
226,226,21001A041,VEEWEYDE-SUD,226,64,1,female,parent,141,3,single
227,227,21001A041,VEEWEYDE-SUD,227,64,1,female,parent,142,3,single
228,228,21001A041,VEEWEYDE-SUD,228,64,1,female,parent,143,3,single
229,229,21001A041,VEEWEYDE-SUD,229,64,1,female,parent,144,3,single
230,230,21001A041,VEEWEYDE-SUD,230,64,1,female,parent,145,3,single
231,231,21001A041,VEEWEYDE-SUD,231,64,1,female,parent,146,4,single_with_child
232,232,21001A041,VEEWEYDE-SUD,232,24,0,male,child,146,4,single_with_child
233,233,21001A041,VEEWEYDE-SUD,233,26,1,female,child,146,4,single_with_child
234,234,21001A041,VEEWEYDE-SUD,234,64,1,female,parent,147,4,single_with_child
235,235,21001A041,VEEWEYDE-SUD,235,35,1,female,child,147,4,single_with_child
236,236,21001A041,VEEWEYDE-SUD,236,63,1,female,parent,148,1,couple_with_child
237,237,21001A041,VEEWEYDE-SUD,237,66,0,male,parent,148,1,couple_with_child
238,238,21001A041,VEEWEYDE-SUD,238,47,0,male,child,148,1,couple_with_child
239,239,21001A041,VEEWEYDE-SUD,239,26,0,male,child,148,1,couple_with_child
240,240,21001A041,VEEWEYDE-SUD,240,19,1,female,child,148,1,couple_with_child
241,241,21001A041,VEEWEYDE-SUD,241,63,1,female,parent,149,2,couple_no_child
242,242,21001A041,VEEWEYDE-SUD,242,56,0,male,parent,149,2,couple_no_child
243,243,21001A041,VEEWEYDE-SUD,243,63,1,female,parent,150,3,single
244,244,21001A041,VEEWEYDE-SUD,244,63,1,female,parent,151,3,single
245,245,21001A041,VEEWEYDE-SUD,245,63,1,female,parent,152,3,single
246,246,21001A041,VEEWEYDE-SUD,246,63,1,female,parent,153,3,single
247,247,21001A041,VEEWEYDE-SUD,247,63,1,female,parent,154,3,single
248,248,21001A041,VEEWEYDE-SUD,248,63,1,female,parent,155,3,single
249,249,21001A041,VEEWEYDE-SUD,249,63,1,female,parent,156,4,single_with_child
250,250,21001A041,VEEWEYDE-SUD,250,41,1,female,child,156,4,single_with_child
251,251,21001A041,VEEWEYDE-SUD,251,15,0,male,child,156,4,single_with_child
252,252,21001A041,VEEWEYDE-SUD,252,63,1,female,parent,157,4,single_with_child
253,253,21001A041,VEEWEYDE-SUD,253,24,1,female,child,157,4,single_with_child
254,254,21001A041,VEEWEYDE-SUD,254,38,1,female,child,157,4,single_with_child
255,255,21001A041,VEEWEYDE-SUD,255,42,1,female,child,157,4,single_with_child
256,256,21001A041,VEEWEYDE-SUD,256,62,1,female,parent,158,1,couple_with_child
257,257,21001A041,VEEWEYDE-SUD,257,55,0,male,parent,158,1,couple_with_child
258,258,21001A041,VEEWEYDE-SUD,258,39,1,female,child,158,1,couple_with_child
259,259,21001A041,VEEWEYDE-SUD,259,62,1,female,parent,159,2,couple_no_child
260,260,21001A041,VEEWEYDE-SUD,260,58,0,male,parent,159,2,couple_no_child
261,261,21001A041,VEEWEYDE-SUD,261,62,1,female,parent,160,3,single
262,262,21001A041,VEEWEYDE-SUD,262,62,1,female,parent,161,3,single
263,263,21001A041,VEEWEYDE-SUD,263,62,1,female,parent,162,3,single
264,264,21001A041,VEEWEYDE-SUD,264,62,1,female,parent,163,3,single
265,265,21001A041,VEEWEYDE-SUD,265,62,1,female,parent,164,3,single
266,266,21001A041,VEEWEYDE-SUD,266,62,1,female,parent,165,3,single
267,267,21001A041,VEEWEYDE-SUD,267,62,1,female,parent,166,4,single_with_child
268,268,21001A041,VEEWEYDE-SUD,268,26,0,male,child,166,4,single_with_child
269,269,21001A041,VEEWEYDE-SUD,269,35,0,male,child,166,4,single_with_child
270,270,21001A041,VEEWEYDE-SUD,270,62,1,female,parent,167,4,single_with_child
271,271,21001A041,VEEWEYDE-SUD,271,32,1,female,child,167,4,single_with_child
272,272,21001A041,VEEWEYDE-SUD,272,31,1,female,child,167,4,single_with_child
273,273,21001A041,VEEWEYDE-SUD,273,30,1,female,child,167,4,single_with_child
274,274,21001A041,VEEWEYDE-SUD,274,61,1,female,parent,168,1,couple_with_child
275,275,21001A041,VEEWEYDE-SUD,275,67,0,male,parent,168,1,couple_with_child
276,276,21001A041,VEEWEYDE-SUD,276,39,0,male,child,168,1,couple_with_child
277,277,21001A041,VEEWEYDE-SUD,277,44,0,male,child,168,1,couple_with_child
278,278,21001A041,VEEWEYDE-SUD,278,61,1,female,parent,169,2,couple_no_child
279,279,21001A041,VEEWEYDE-SUD,279,60,0,male,parent,169,2,couple_no_child
280,280,21001A041,VEEWEYDE-SUD,280,61,1,female,parent,170,3,single
281,281,21001A041,VEEWEYDE-SUD,281,61,1,female,parent,171,3,single
282,282,21001A041,VEEWEYDE-SUD,282,61,1,female,parent,172,3,single
283,283,21001A041,VEEWEYDE-SUD,283,61,1,female,parent,173,3,single
284,284,21001A041,VEEWEYDE-SUD,284,61,1,female,parent,174,3,single
285,285,21001A041,VEEWEYDE-SUD,285,61,1,female,parent,175,3,single
286,286,21001A041,VEEWEYDE-SUD,286,61,1,female,parent,176,4,single_with_child
287,287,21001A041,VEEWEYDE-SUD,287,43,1,female,child,176,4,single_with_child
288,288,21001A041,VEEWEYDE-SUD,288,61,1,female,parent,177,4,single_with_child
289,289,21001A041,VEEWEYDE-SUD,289,23,0,male,child,177,4,single_with_child
290,290,21001A041,VEEWEYDE-SUD,290,60,1,female,parent,178,1,couple_with_child
291,291,21001A041,VEEWEYDE-SUD,291,58,0,male,parent,178,1,couple_with_child
292,292,21001A041,VEEWEYDE-SUD,292,21,0,male,child,178,1,couple_with_child
293,293,21001A041,VEEWEYDE-SUD,293,37,1,female,child,178,1,couple_with_child
294,294,21001A041,VEEWEYDE-SUD,294,60,1,female,parent,179,2,couple_no_child
295,295,21001A041,VEEWEYDE-SUD,295,63,0,male,parent,179,2,couple_no_child
296,296,21001A041,VEEWEYDE-SUD,296,60,1,female,parent,180,3,single
297,297,21001A041,VEEWEYDE-SUD,297,60,1,female,parent,181,3,single
298,298,21001A041,VEEWEYDE-SUD,298,60,1,female,parent,182,3,single
299,299,21001A041,VEEWEYDE-SUD,299,60,1,female,parent,183,3,single
300,300,21001A041,VEEWEYDE-SUD,300,60,1,female,parent,184,3,single
301,301,21001A041,VEEWEYDE-SUD,301,60,1,female,parent,185,3,single
302,302,21001A041,VEEWEYDE-SUD,302,60,1,female,parent,186,4,single_with_child
303,303,21001A041,VEEWEYDE-SUD,303,36,1,female,child,186,4,single_with_child
304,304,21001A041,VEEWEYDE-SUD,304,32,0,male,child,186,4,single_with_child
305,305,21001A041,VEEWEYDE-SUD,305,60,1,female,parent,187,4,single_with_child
306,306,21001A041,VEEWEYDE-SUD,306,13,1,female,child,187,4,single_with_child
307,307,21001A041,VEEWEYDE-SUD,307,59,1,female,parent,188,1,couple_with_child
308,308,21001A041,VEEWEYDE-SUD,308,52,0,male,parent,188,1,couple_with_child
309,309,21001A041,VEEWEYDE-SUD,309,27,0,male,child,188,1,couple_with_child
310,310,21001A041,VEEWEYDE-SUD,310,29,0,male,child,188,1,couple_with_child
311,311,21001A041,VEEWEYDE-SUD,311,59,1,female,parent,189,1,couple_with_child
312,312,21001A041,VEEWEYDE-SUD,312,57,0,male,parent,189,1,couple_with_child
313,313,21001A041,VEEWEYDE-SUD,313,27,0,male,child,189,1,couple_with_child
314,314,21001A041,VEEWEYDE-SUD,314,28,1,female,child,189,1,couple_with_child
315,315,21001A041,VEEWEYDE-SUD,315,59,1,female,parent,190,1,couple_with_child
316,316,21001A041,VEEWEYDE-SUD,316,63,0,male,parent,190,1,couple_with_child
317,317,21001A041,VEEWEYDE-SUD,317,37,0,male,child,190,1,couple_with_child
318,318,21001A041,VEEWEYDE-SUD,318,25,1,female,child,190,1,couple_with_child
319,319,21001A041,VEEWEYDE-SUD,319,13,0,male,child,190,1,couple_with_child
320,320,21001A041,VEEWEYDE-SUD,320,59,1,female,parent,191,1,couple_with_child
321,321,21001A041,VEEWEYDE-SUD,321,62,0,male,parent,191,1,couple_with_child
322,322,21001A041,VEEWEYDE-SUD,322,32,0,male,child,191,1,couple_with_child
323,323,21001A041,VEEWEYDE-SUD,323,15,1,female,child,191,1,couple_with_child
324,324,21001A041,VEEWEYDE-SUD,324,59,1,female,parent,192,1,couple_with_child
325,325,21001A041,VEEWEYDE-SUD,325,62,0,male,parent,192,1,couple_with_child
326,326,21001A041,VEEWEYDE-SUD,326,30,1,female,child,192,1,couple_with_child
327,327,21001A041,VEEWEYDE-SUD,327,59,1,female,parent,193,1,couple_with_child
328,328,21001A041,VEEWEYDE-SUD,328,54,0,male,parent,193,1,couple_with_child
329,329,21001A041,VEEWEYDE-SUD,329,42,1,female,child,193,1,couple_with_child
