,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code_x,Commune_x,Code_y,Name,Commune_y,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName
29,21015A111,MAETERLINCK,938447,18,1,female,child,510930,1,couple_with_child,21015A111,Schaerbeek,21015A111,MAETERLINCK,Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
30,21004E70-,MARIE-CHRISTINE (RUE),301401,18,1,female,child,166963,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
31,21015A31-,PATRIE,868286,18,1,female,child,475109,1,couple_with_child,21015A31-,Schaerbeek,21015A31-,PATRIE,Schaerbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
32,21018A72-,ROGATIONS,1118959,18,1,female,child,607312,1,couple_with_child,21018A72-,Woluwe Saint-Lambert,21018A72-,ROGATIONS,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
33,21015A021,HOUFFALIZE (PLACE),891386,18,1,female,child,487075,4,single_with_child,21015A021,Schaerbeek,21015A021,HOUFFALIZE (PLACE),Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
34,21005A33-,CARDINAL LAVIGERIE (RUE),395262,18,1,female,child,215504,1,couple_with_child,21005A33-,Etterbeek,21005A33-,CARDINAL LAVIGERIE (RUE),Etterbeek,5,Unif off campus,21001C6PB,ZONE RURALE
35,21004C61-,U.L.B.,241349,18,1,female,parent,129272,2,couple_no_child,21004C61-,Bruxelles,21004C61-,U.L.B.,Bruxelles,5,Unif off campus,21004F970,MARLY-NORD
36,21015A13-,PORTAELS (RUE),981725,18,1,female,child,531911,4,single_with_child,21015A13-,Schaerbeek,21015A13-,PORTAELS (RUE),Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
37,21016A05-,LE CHAT,1046949,18,1,female,child,567286,1,couple_with_child,21016A05-,Uccle,21016A05-,LE CHAT,Uccle,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
38,21003A11-,CITE MODERNE,181796,18,1,female,child,95986,1,couple_with_child,21003A11-,Berchem Sainte-Agathe,21003A11-,CITE MODERNE,Berchem Sainte-Agathe,5,Unif off campus,21017A09-,FORET DE SOIGNES
39,21015A52-,LINTHOUT (RUE),921076,18,1,female,parent,502226,2,couple_no_child,21015A52-,Schaerbeek,21015A52-,LINTHOUT (RUE),Schaerbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
40,21018A3MJ,GULLEDELLE,1176550,18,1,female,parent,640029,2,couple_no_child,21018A3MJ,Woluwe Saint-Lambert,21018A3MJ,GULLEDELLE,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
41,21015A24-,WAELHEM (RUE),979242,18,1,female,child,530591,1,couple_with_child,21015A24-,Schaerbeek,21015A24-,WAELHEM (RUE),Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
42,21003A02-,LAURE - BASILIQUE,171342,18,1,female,child,90846,1,couple_with_child,21003A02-,Berchem Sainte-Agathe,21003A02-,LAURE - BASILIQUE,Berchem Sainte-Agathe,5,Unif off campus,21017A09-,FORET DE SOIGNES
43,21015A45-,STEPHENSON (PLACE),968639,18,1,female,parent,525572,1,couple_with_child,21015A45-,Schaerbeek,21015A45-,STEPHENSON (PLACE),Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
44,21016A111,VERT CHASSEUR,1014100,18,1,female,child,548870,1,couple_with_child,21016A111,Uccle,21016A111,VERT CHASSEUR,Uccle,5,Unif off campus,21004F970,MARLY-NORD
45,21003A00-,CENTRE,178646,18,1,female,child,94519,1,couple_with_child,21003A00-,Berchem Sainte-Agathe,21003A00-,CENTRE,Berchem Sainte-Agathe,5,Unif off campus,21017A09-,FORET DE SOIGNES
46,21002A10-,TRANSVAAL,155199,18,1,female,child,82260,4,single_with_child,21002A10-,Auderghem,21002A10-,TRANSVAAL,Auderghem,5,Unif off campus,21010A4MJ,VUB
47,21001A142,VEEWEYDE-NORD,65203,18,1,female,parent,35356,3,single,21001A142,Anderlecht,21001A142,VEEWEYDE-NORD,Anderlecht,5,Unif off campus,21002A190,FORET DE SOIGNES
48,21005A20-,PORTE DE TERVUEREN - TONGRES,409313,18,1,female,parent,223545,2,couple_no_child,21005A20-,Etterbeek,21005A20-,PORTE DE TERVUEREN - TONGRES,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
49,21013A151,METAL (RUE DU),813546,18,1,female,parent,444365,1,couple_with_child,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
50,21016A701,MERLO,1033768,18,1,female,parent,559915,2,couple_no_child,21016A701,Uccle,21016A701,MERLO,Uccle,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
51,21004B44-,AMBIORIX-SUD (SQUARE),216048,18,1,female,parent,114895,3,single,21004B44-,Bruxelles,21004B44-,AMBIORIX-SUD (SQUARE),Bruxelles,5,Unif off campus,21001C522,HOPITAL U.L.B.
52,21017A240,SOUVERAIN-OUEST,1093158,18,1,female,parent,592328,1,couple_with_child,21017A240,Watermael-Boitsfort,21017A240,SOUVERAIN-OUEST,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
53,21005A10-,GENERAL HENRI (RUE),383455,18,1,female,child,208799,1,couple_with_child,21005A10-,Etterbeek,21005A10-,GENERAL HENRI (RUE),Etterbeek,5,Unif off campus,21001C6PB,ZONE RURALE
54,21018A02-,SLEGERS (AVENUE),1140278,18,1,female,child,619405,1,couple_with_child,21018A02-,Woluwe Saint-Lambert,21018A02-,SLEGERS (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
55,21009A40-,MELEZES,536385,18,1,female,parent,294206,2,couple_no_child,21009A40-,Ixelles,21009A40-,MELEZES,Ixelles,5,Unif off campus,21004F970,MARLY-NORD
56,21016A429,CARLOO,1076026,18,1,female,child,583102,1,couple_with_child,21016A429,Uccle,21016A429,CARLOO,Uccle,5,Unif off campus,21004F970,MARLY-NORD
57,21018A21-,DE BROQUEVILLE (AVENUE)-NORD,1122346,18,1,female,child,609380,1,couple_with_child,21018A21-,Woluwe Saint-Lambert,21018A21-,DE BROQUEVILLE (AVENUE)-NORD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
58,21013A51-,TOISON D'OR (AVENUE),828186,18,1,female,parent,453328,3,single,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
59,21007A00-,CENTRE SAINT-DENIS,508252,18,1,female,parent,277634,3,single,21007A00-,Forest,21007A00-,CENTRE SAINT-DENIS,Forest,5,Unif off campus,21004F970,MARLY-NORD
60,21009A151,A. DELPORTE-NORD,586912,18,1,female,parent,326183,3,single,21009A151,Ixelles,21009A151,A. DELPORTE-NORD,Ixelles,5,Unif off campus,21004E800,DIVIN JESUS
61,21009A33-,SAINT-ADRIEN,542269,18,1,female,parent,297588,2,couple_no_child,21009A33-,Ixelles,21009A33-,SAINT-ADRIEN,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
62,21012A54-,DELHAIZE,728407,18,1,female,child,398515,4,single_with_child,21012A54-,Molenbeek Saint-Jean,21012A54-,DELHAIZE,Molenbeek Saint-Jean,5,Unif off campus,21017A09-,FORET DE SOIGNES
63,21015A32-,CONSOLATION (RUE DE LA),899080,18,1,female,child,490913,1,couple_with_child,21015A32-,Schaerbeek,21015A32-,CONSOLATION (RUE DE LA),Schaerbeek,5,Unif off campus,21016A533,MOENSBERG
64,21005A00-,HOTEL COMMUNAL,425325,18,1,female,parent,232639,2,couple_no_child,21005A00-,Etterbeek,21005A00-,HOTEL COMMUNAL,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
65,21004E74-,EM. DELVA (RUE),312465,18,1,female,parent,171554,2,couple_no_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
66,21018A63-,CONSTELLATIONS,1142819,18,1,female,child,620796,1,couple_with_child,21018A63-,Woluwe Saint-Lambert,21018A63-,CONSTELLATIONS,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
67,21001C512,CHANTS D'OISEAUX,35713,18,1,female,parent,19433,1,couple_with_child,21001C512,Anderlecht,21001C512,CHANTS D'OISEAUX,Anderlecht,5,Unif off campus,21019A43-,CORNICHE VERTE
68,21010A00-,CENTRE,626495,18,1,female,child,347133,1,couple_with_child,21010A00-,Jette,21010A00-,CENTRE,Jette,5,Unif off campus,21017A09-,FORET DE SOIGNES
69,21009A03-,ERMITAGE,524814,18,1,female,parent,286907,3,single,21009A03-,Ixelles,21009A03-,ERMITAGE,Ixelles,5,Unif off campus,21004F970,MARLY-NORD
70,21015A831,LATINIS (AVENUE G.),884475,18,1,female,parent,483638,3,single,21015A831,Schaerbeek,21015A831,LATINIS (AVENUE G.),Schaerbeek,5,Unif off campus,21016A533,MOENSBERG
71,21004E72-,MAISON ROUGE (PLACE)-SUD,335530,18,1,female,child,183442,1,couple_with_child,21004E72-,Bruxelles,21004E72-,MAISON ROUGE (PLACE)-SUD,Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
72,21006A23-,DU BONHEUR,454505,18,1,female,parent,249245,2,couple_no_child,21006A23-,Evere,21006A23-,DU BONHEUR,Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
73,21005A14-,ARMEE (AVENUE DE L'),398807,18,1,female,parent,217402,1,couple_with_child,21005A14-,Etterbeek,21005A14-,ARMEE (AVENUE DE L'),Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
74,21015A31-,PATRIE,869458,18,1,female,parent,475587,2,couple_no_child,21015A31-,Schaerbeek,21015A31-,PATRIE,Schaerbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
75,21009A52-,GRAY (RUE),556333,18,1,female,parent,306100,2,couple_no_child,21009A52-,Ixelles,21009A52-,GRAY (RUE),Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
76,21012A11-,INDUSTRIE,770634,18,1,female,parent,420222,1,couple_with_child,21012A11-,Molenbeek Saint-Jean,21012A11-,INDUSTRIE,Molenbeek Saint-Jean,5,Unif off campus,21019A43-,CORNICHE VERTE
77,21018A61-,HEYDENBERG-EST,1146093,18,1,female,child,622474,1,couple_with_child,21018A61-,Woluwe Saint-Lambert,21018A61-,HEYDENBERG-EST,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
78,21004E74-,EM. DELVA (RUE),309153,18,1,female,child,170450,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
79,21009A53-,LONDRES (PLACE DE),579916,18,1,female,child,321511,1,couple_with_child,21009A53-,Ixelles,21009A53-,LONDRES (PLACE DE),Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
80,21004A21-,ANNEESSENS (PLACE),292913,18,1,female,child,162370,4,single_with_child,21004A21-,Bruxelles,21004A21-,ANNEESSENS (PLACE),Bruxelles,5,Unif off campus,21019A43-,CORNICHE VERTE
81,21001C522,HOPITAL U.L.B.,40452,18,1,female,parent,22293,3,single,21001C522,Anderlecht,21001C522,HOPITAL U.L.B.,Anderlecht,5,Unif off campus,21019A43-,CORNICHE VERTE
82,21015A34-,PAQUERETTES (RUE),877113,18,1,female,parent,479810,3,single,21015A34-,Schaerbeek,21015A34-,PAQUERETTES (RUE),Schaerbeek,5,Unif off campus,21016A533,MOENSBERG
83,21009A73-,BERCKENDAEL,588870,18,1,female,child,327461,1,couple_with_child,21009A73-,Ixelles,21009A73-,BERCKENDAEL,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
84,21002A12-,AVENUE SCHALLER,158197,18,1,female,parent,83772,3,single,21002A12-,Auderghem,21002A12-,AVENUE SCHALLER,Auderghem,5,Unif off campus,21010A4MJ,VUB
85,21007A239,NEPTUNE (AVENUE) I,519213,18,1,female,child,283744,1,couple_with_child,21007A239,Forest,21007A239,NEPTUNE (AVENUE) I,Forest,5,Unif off campus,21004F970,MARLY-NORD
86,21013A121,GUILLAUME TELL-SUD,783092,18,1,female,parent,427050,3,single,21013A121,Saint-Gilles,21013A121,GUILLAUME TELL-SUD,Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
87,21002A030,LAMMERENDRIES,152139,18,1,female,parent,80520,3,single,21002A030,Auderghem,21002A030,LAMMERENDRIES,Auderghem,5,Unif off campus,21010A4MJ,VUB
88,21002A441,CHANT D'OISEAUX,138201,18,1,female,child,72956,1,couple_with_child,21002A441,Auderghem,21002A441,CHANT D'OISEAUX,Auderghem,5,Unif off campus,21001C6PB,ZONE RURALE
89,21012A20-,BAECK,720892,18,1,female,child,394815,1,couple_with_child,21012A20-,Molenbeek Saint-Jean,21012A20-,BAECK,Molenbeek Saint-Jean,5,Unif off campus,21019A43-,CORNICHE VERTE
90,21004C54-,LOUISE (AVENUE)-SUD-EST,243119,18,1,female,parent,130307,3,single,21004C54-,Bruxelles,21004C54-,LOUISE (AVENUE)-SUD-EST,Bruxelles,5,Unif off campus,21004F970,MARLY-NORD
91,21007A541,LYCEE,498406,18,1,female,child,272723,1,couple_with_child,21007A541,Forest,21007A541,LYCEE,Forest,5,Unif off campus,21004F970,MARLY-NORD
92,21019A242,VENELLES,1179000,18,1,female,child,641585,1,couple_with_child,21019A242,Woluwe Saint-Pierre,21019A242,VENELLES,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
93,21004E83-,STIENON (AVENUE),322024,18,1,female,child,176813,1,couple_with_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
94,21002A030,LAMMERENDRIES,152136,18,1,female,parent,80518,2,couple_no_child,21002A030,Auderghem,21002A030,LAMMERENDRIES,Auderghem,5,Unif off campus,21010A4MJ,VUB
95,21009A01-,BLYCKAERTS,572958,18,1,female,parent,317050,3,single,21009A01-,Ixelles,21009A01-,BLYCKAERTS,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
96,21015A32-,CONSOLATION (RUE DE LA),900867,18,1,female,parent,491598,1,couple_with_child,21015A32-,Schaerbeek,21015A32-,CONSOLATION (RUE DE LA),Schaerbeek,5,Unif off campus,21016A533,MOENSBERG
97,21018A13-,GROOTVELD,1168685,18,1,female,child,635554,1,couple_with_child,21018A13-,Woluwe Saint-Lambert,21018A13-,GROOTVELD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
98,21014A01-,STEURS,844827,18,1,female,child,462422,1,couple_with_child,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
99,21017A240,SOUVERAIN-OUEST,1092887,18,1,female,child,592211,1,couple_with_child,21017A240,Watermael-Boitsfort,21017A240,SOUVERAIN-OUEST,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
100,21012A60-,LAEKENVELD,707703,18,1,female,parent,387836,1,couple_with_child,21012A60-,Molenbeek Saint-Jean,21012A60-,LAEKENVELD,Molenbeek Saint-Jean,5,Unif off campus,21017A09-,FORET DE SOIGNES
101,21015A51-,CERISIERS (AVENUE DES),923310,18,1,female,parent,503529,3,single,21015A51-,Schaerbeek,21015A51-,CERISIERS (AVENUE DES),Schaerbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
102,21009A63-,MACAU,530628,18,1,female,parent,290612,3,single,21009A63-,Ixelles,21009A63-,MACAU,Ixelles,5,Unif off campus,21004F970,MARLY-NORD
103,21018A21-,DE BROQUEVILLE (AVENUE)-NORD,1123763,18,1,female,parent,610038,1,couple_with_child,21018A21-,Woluwe Saint-Lambert,21018A21-,DE BROQUEVILLE (AVENUE)-NORD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
104,21013A422,CRICKX (RUE),784642,18,1,female,child,427901,4,single_with_child,21013A422,Saint-Gilles,21013A422,CRICKX (RUE),Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
105,21015A612,BRICHAUT (RUE DE),966100,18,1,female,parent,524128,3,single,21015A612,Schaerbeek,21015A612,BRICHAUT (RUE DE),Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
106,21004F531,RUE DES FAINES,232409,18,1,female,parent,124613,1,couple_with_child,21004F531,Bruxelles,21004F531,RUE DES FAINES,Bruxelles,5,Unif off campus,21016A521,VERREWINKEL
107,21015A30-,GRANDE RUE AU BOIS,897569,18,1,female,parent,489844,1,couple_with_child,21015A30-,Schaerbeek,21015A30-,GRANDE RUE AU BOIS,Schaerbeek,5,Unif off campus,21016A533,MOENSBERG
108,21010A1AJ,ARBRE BALLON,610710,18,1,female,child,339219,1,couple_with_child,21010A1AJ,Jette,21010A1AJ,ARBRE BALLON,Jette,5,Unif off campus,21017A09-,FORET DE SOIGNES
109,21004A03-,BON SECOURS - PALAIS DU MIDI,256457,18,1,female,child,138148,1,couple_with_child,21004A03-,Bruxelles,21004A03-,BON SECOURS - PALAIS DU MIDI,Bruxelles,5,Unif off campus,21019A43-,CORNICHE VERTE
110,21009A101,FLAGEY (PLACE),522673,18,1,female,parent,285553,1,couple_with_child,21009A101,Ixelles,21009A101,FLAGEY (PLACE),Ixelles,5,Unif off campus,21004F970,MARLY-NORD
111,21009A21-,ETE,546261,18,1,female,parent,300122,3,single,21009A21-,Ixelles,21009A21-,ETE,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
112,21011A12-,BASILIQUE,671905,18,1,female,parent,369741,2,couple_no_child,21011A12-,Koekelberg,21011A12-,BASILIQUE,Koekelberg,5,Unif off campus,21017A09-,FORET DE SOIGNES
113,21001A120,MINIMES,117706,18,1,female,child,62177,1,couple_with_child,21001A120,Anderlecht,21001A120,MINIMES,Anderlecht,5,Unif off campus,21019A43-,CORNICHE VERTE
114,21017A01-,COIN DU BALAI,1104612,18,1,female,child,599097,1,couple_with_child,21017A01-,Watermael-Boitsfort,21017A01-,COIN DU BALAI,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
115,21002A21-,LEBON,146635,18,1,female,parent,77464,2,couple_no_child,21002A21-,Auderghem,21002A21-,LEBON,Auderghem,5,Unif off campus,21010A4MJ,VUB
116,21013A51-,TOISON D'OR (AVENUE),828192,18,1,female,parent,453334,3,single,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
117,21018A031,ABELOOS,1137570,18,1,female,parent,617848,1,couple_with_child,21018A031,Woluwe Saint-Lambert,21018A031,ABELOOS,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
118,21010A141,BRUGMANN,631662,18,1,female,child,349973,1,couple_with_child,21010A141,Jette,21010A141,BRUGMANN,Jette,5,Unif off campus,21017A09-,FORET DE SOIGNES
119,21017A635,PRINCES BRABANCONS,1090498,18,1,female,child,590922,1,couple_with_child,21017A635,Watermael-Boitsfort,21017A635,PRINCES BRABANCONS,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
120,21005A12-,SAINT-ANTOINE,431776,18,1,female,parent,236261,3,single,21005A12-,Etterbeek,21005A12-,SAINT-ANTOINE,Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
121,21019A131,KONKEL,1181559,18,1,female,child,643104,4,single_with_child,21019A131,Woluwe Saint-Pierre,21019A131,KONKEL,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
122,21007A61-,MONTENEGRO (RUE),503025,18,1,female,parent,274697,3,single,21007A61-,Forest,21007A61-,MONTENEGRO (RUE),Forest,5,Unif off campus,21004F970,MARLY-NORD
123,21019A03-,CAPITAINE PIRET (AVENUE),1189920,18,1,female,child,647637,1,couple_with_child,21019A03-,Woluwe Saint-Pierre,21019A03-,CAPITAINE PIRET (AVENUE),Woluwe Saint-Pierre,5,Unif off campus,21001C522,HOPITAL U.L.B.
124,21009A22-,UNIVERSITE,574401,18,1,female,child,318231,4,single_with_child,21009A22-,Ixelles,21009A22-,UNIVERSITE,Ixelles,5,Unif off campus,21004E800,DIVIN JESUS
125,21009A33-,SAINT-ADRIEN,542273,18,1,female,parent,297590,3,single,21009A33-,Ixelles,21009A33-,SAINT-ADRIEN,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
126,21007A50-,BERANGER,494710,18,1,female,child,270790,4,single_with_child,21007A50-,Forest,21007A50-,BERANGER,Forest,5,Unif off campus,21004F970,MARLY-NORD
127,21009A03-,ERMITAGE,524360,18,1,female,child,286671,1,couple_with_child,21009A03-,Ixelles,21009A03-,ERMITAGE,Ixelles,5,Unif off campus,21004F970,MARLY-NORD
128,21004A13-,PETIT SABLON,299574,18,1,female,parent,166053,2,couple_no_child,21004A13-,Bruxelles,21004A13-,PETIT SABLON,Bruxelles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
