,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName
29,21001A041,VEEWEYDE-SUD,2010,0,1,female,child,805,1,couple_with_child,0,Creche,21001A041,VEEWEYDE-SUD
30,21001A041,VEEWEYDE-SUD,2053,0,1,female,child,818,1,couple_with_child,0,Creche,21001A041,VEEWEYDE-SUD
31,21001A041,VEEWEYDE-SUD,2054,0,1,female,child,818,1,couple_with_child,0,Creche,21001A041,VEEWEYDE-SUD
32,21001A041,VEEWEYDE-SUD,2074,0,1,female,child,826,1,couple_with_child,0,Creche,21001A041,VEEWEYDE-SUD
33,21001A041,VEEWEYDE-SUD,2090,0,1,female,child,830,1,couple_with_child,0,Creche,21001A041,VEEWEYDE-SUD
34,21001A041,VEEWEYDE-SUD,2113,0,1,female,child,839,4,single_with_child,0,Creche,21001A041,VEEWEYDE-SUD
35,21001A041,VEEWEYDE-SUD,2122,0,0,male,child,842,1,couple_with_child,0,Creche,21001A041,VEEWEYDE-SUD
36,21001A472,STADE COMMUNAL - INDUSTRIE,3241,0,1,female,child,1600,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
37,21001A472,STADE COMMUNAL - INDUSTRIE,3249,0,0,male,child,1604,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
38,21001A472,STADE COMMUNAL - INDUSTRIE,3273,0,1,female,child,1614,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
39,21001A472,STADE COMMUNAL - INDUSTRIE,3321,0,0,male,child,1634,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
40,21001A472,STADE COMMUNAL - INDUSTRIE,3359,0,1,female,child,1649,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
41,21001A472,STADE COMMUNAL - INDUSTRIE,3383,0,1,female,child,1659,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
42,21001A472,STADE COMMUNAL - INDUSTRIE,3384,0,1,female,child,1659,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
43,21001A472,STADE COMMUNAL - INDUSTRIE,3410,0,0,male,child,1670,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
44,21001A472,STADE COMMUNAL - INDUSTRIE,3467,0,0,male,child,1694,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
45,21001A472,STADE COMMUNAL - INDUSTRIE,3471,0,0,male,child,1695,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
46,21001A472,STADE COMMUNAL - INDUSTRIE,3482,0,1,female,child,1700,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
47,21001A472,STADE COMMUNAL - INDUSTRIE,3490,0,0,male,child,1704,1,couple_with_child,0,Creche,21001A472,STADE COMMUNAL - INDUSTRIE
48,21001A83-,PETERBOS,4880,0,1,female,child,2578,1,couple_with_child,0,Creche,21001A83-,PETERBOS
49,21001A83-,PETERBOS,4884,0,0,male,child,2579,1,couple_with_child,0,Creche,21001A83-,PETERBOS
50,21001A83-,PETERBOS,5005,0,0,male,child,2638,4,single_with_child,0,Creche,21001A83-,PETERBOS
51,21001A83-,PETERBOS,5012,0,1,female,child,2640,1,couple_with_child,0,Creche,21001A83-,PETERBOS
52,21001A83-,PETERBOS,5211,0,1,female,child,2726,4,single_with_child,0,Creche,21001A83-,PETERBOS
53,21001A83-,PETERBOS,5304,0,1,female,child,2767,4,single_with_child,0,Creche,21001A83-,PETERBOS
54,21001A83-,PETERBOS,5360,0,1,female,child,2789,4,single_with_child,0,Creche,21001A83-,PETERBOS
55,21001A83-,PETERBOS,5568,0,0,male,child,2879,4,single_with_child,0,Creche,21001A83-,PETERBOS
56,21001A83-,PETERBOS,5569,0,0,male,child,2879,4,single_with_child,0,Creche,21001A83-,PETERBOS
57,21001A83-,PETERBOS,5571,0,1,female,child,2880,4,single_with_child,0,Creche,21001A83-,PETERBOS
58,21001A83-,PETERBOS,5590,0,1,female,child,2884,1,couple_with_child,0,Creche,21001A83-,PETERBOS
59,21001A83-,PETERBOS,5730,0,0,male,child,2948,1,couple_with_child,0,Creche,21001A83-,PETERBOS
60,21001A83-,PETERBOS,5790,0,0,male,child,2972,1,couple_with_child,0,Creche,21001A83-,PETERBOS
61,21001A83-,PETERBOS,5870,0,0,male,child,3010,4,single_with_child,0,Creche,21001A83-,PETERBOS
62,21001A83-,PETERBOS,5927,0,0,male,child,3033,4,single_with_child,0,Creche,21001A83-,PETERBOS
63,21001A83-,PETERBOS,6008,0,1,female,child,3054,4,single_with_child,0,Creche,21001A83-,PETERBOS
64,21001A83-,PETERBOS,6052,0,1,female,child,3066,4,single_with_child,0,Creche,21001A83-,PETERBOS
65,21001A83-,PETERBOS,6116,0,1,female,child,3085,1,couple_with_child,0,Creche,21001A83-,PETERBOS
66,21001A83-,PETERBOS,6120,0,1,female,child,3087,4,single_with_child,0,Creche,21001A83-,PETERBOS
67,21001A83-,PETERBOS,6126,0,1,female,child,3089,4,single_with_child,0,Creche,21001A83-,PETERBOS
68,21001A83-,PETERBOS,6145,0,0,male,child,3093,1,couple_with_child,0,Creche,21001A83-,PETERBOS
69,21001A83-,PETERBOS,6163,0,1,female,child,3099,4,single_with_child,0,Creche,21001A83-,PETERBOS
70,21001A83-,PETERBOS,6182,0,1,female,child,3105,1,couple_with_child,0,Creche,21001A83-,PETERBOS
71,21001A83-,PETERBOS,6183,0,1,female,child,3105,1,couple_with_child,0,Creche,21001A83-,PETERBOS
72,21001A83-,PETERBOS,6197,0,0,male,child,3109,4,single_with_child,0,Creche,21001A83-,PETERBOS
73,21001A83-,PETERBOS,6204,0,1,female,child,3112,1,couple_with_child,0,Creche,21001A83-,PETERBOS
74,21001A83-,PETERBOS,6216,0,0,male,child,3115,1,couple_with_child,0,Creche,21001A83-,PETERBOS
75,21001A83-,PETERBOS,6217,0,0,male,child,3115,1,couple_with_child,0,Creche,21001A83-,PETERBOS
76,21001A83-,PETERBOS,6244,0,1,female,child,3123,1,couple_with_child,0,Creche,21001A83-,PETERBOS
77,21001A83-,PETERBOS,6249,0,1,female,child,3124,1,couple_with_child,0,Creche,21001A83-,PETERBOS
78,21001A83-,PETERBOS,6260,0,0,male,child,3127,1,couple_with_child,0,Creche,21001A83-,PETERBOS
79,21001A83-,PETERBOS,6270,0,0,male,child,3130,4,single_with_child,0,Creche,21001A83-,PETERBOS
80,21001A83-,PETERBOS,6273,0,0,male,child,3131,4,single_with_child,0,Creche,21001A83-,PETERBOS
81,21001A83-,PETERBOS,6277,0,0,male,child,3133,4,single_with_child,0,Creche,21001A83-,PETERBOS
82,21001A83-,PETERBOS,6278,0,0,male,child,3133,4,single_with_child,0,Creche,21001A83-,PETERBOS
83,21001A83-,PETERBOS,6296,0,0,male,child,3137,1,couple_with_child,0,Creche,21001A83-,PETERBOS
84,21001A83-,PETERBOS,6300,0,0,male,child,3138,1,couple_with_child,0,Creche,21001A83-,PETERBOS
85,21001A83-,PETERBOS,6301,0,0,male,child,3138,1,couple_with_child,0,Creche,21001A83-,PETERBOS
86,21001A83-,PETERBOS,6309,0,0,male,child,3140,1,couple_with_child,0,Creche,21001A83-,PETERBOS
87,21001A401,ARBORETUM,12428,0,1,female,child,6800,1,couple_with_child,0,Creche,21001A401,ARBORETUM
88,21001A401,ARBORETUM,12435,0,1,female,child,6803,1,couple_with_child,0,Creche,21001A401,ARBORETUM
89,21001A401,ARBORETUM,12464,0,0,male,child,6812,1,couple_with_child,0,Creche,21001A401,ARBORETUM
90,21001A401,ARBORETUM,12488,0,0,male,child,6821,1,couple_with_child,0,Creche,21001A401,ARBORETUM
91,21001A401,ARBORETUM,12490,0,1,female,child,6821,1,couple_with_child,0,Creche,21001A401,ARBORETUM
92,21001A401,ARBORETUM,12493,0,0,male,child,6822,1,couple_with_child,0,Creche,21001A401,ARBORETUM
93,21001A401,ARBORETUM,12494,0,0,male,child,6822,1,couple_with_child,0,Creche,21001A401,ARBORETUM
94,21001A401,ARBORETUM,12499,0,1,female,child,6824,1,couple_with_child,0,Creche,21001A401,ARBORETUM
95,21001A401,ARBORETUM,12511,0,0,male,child,6830,1,couple_with_child,0,Creche,21001A401,ARBORETUM
96,21001A401,ARBORETUM,12512,0,1,female,child,6830,1,couple_with_child,0,Creche,21001A401,ARBORETUM
97,21001A401,ARBORETUM,12517,0,0,male,child,6832,1,couple_with_child,0,Creche,21001A401,ARBORETUM
98,21001C70-,BON AIR - CENTRE,24157,0,1,female,child,13373,1,couple_with_child,0,Creche,21001C70-,BON AIR - CENTRE
99,21001C70-,BON AIR - CENTRE,24210,0,0,male,child,13393,1,couple_with_child,0,Creche,21001C70-,BON AIR - CENTRE
100,21001C70-,BON AIR - CENTRE,24225,0,0,male,child,13397,1,couple_with_child,0,Creche,21001C70-,BON AIR - CENTRE
101,21001A34-,ROUE - CITE JARDIN,29078,0,0,male,child,15863,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
102,21001A34-,ROUE - CITE JARDIN,29109,0,0,male,child,15874,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
103,21001A34-,ROUE - CITE JARDIN,29141,0,1,female,child,15885,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
104,21001A34-,ROUE - CITE JARDIN,29319,0,0,male,child,15945,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
105,21001A34-,ROUE - CITE JARDIN,29332,0,0,male,child,15948,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
106,21001A34-,ROUE - CITE JARDIN,29390,0,0,male,child,15968,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
107,21001A34-,ROUE - CITE JARDIN,29398,0,1,female,child,15970,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
108,21001A34-,ROUE - CITE JARDIN,29602,0,0,male,child,16041,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
109,21001A34-,ROUE - CITE JARDIN,29630,0,0,male,child,16052,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
110,21001A34-,ROUE - CITE JARDIN,29694,0,0,male,child,16074,4,single_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
111,21001A34-,ROUE - CITE JARDIN,29725,0,1,female,child,16081,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
112,21001A34-,ROUE - CITE JARDIN,29743,0,0,male,child,16089,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
113,21001A34-,ROUE - CITE JARDIN,29760,0,1,female,child,16093,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
114,21001A34-,ROUE - CITE JARDIN,29769,0,1,female,child,16098,4,single_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
115,21001A34-,ROUE - CITE JARDIN,29821,0,1,female,child,16113,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
116,21001A34-,ROUE - CITE JARDIN,29852,0,0,male,child,16122,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
117,21001A34-,ROUE - CITE JARDIN,29901,0,1,female,child,16134,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
118,21001A34-,ROUE - CITE JARDIN,29920,0,1,female,child,16140,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
119,21001A34-,ROUE - CITE JARDIN,29927,0,1,female,child,16142,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
120,21001A34-,ROUE - CITE JARDIN,29940,0,0,male,child,16146,4,single_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
121,21001A34-,ROUE - CITE JARDIN,29954,0,0,male,child,16149,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
122,21001A34-,ROUE - CITE JARDIN,29962,0,1,female,child,16151,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
123,21001A34-,ROUE - CITE JARDIN,29970,0,1,female,child,16153,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
124,21001A34-,ROUE - CITE JARDIN,29985,0,1,female,child,16157,1,couple_with_child,0,Creche,21001A34-,ROUE - CITE JARDIN
125,21001A441,DOCTEUR ROUX,32816,0,1,female,child,17831,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
126,21001A441,DOCTEUR ROUX,32934,0,1,female,child,17880,4,single_with_child,0,Creche,21001A441,DOCTEUR ROUX
127,21001A441,DOCTEUR ROUX,32970,0,1,female,child,17893,4,single_with_child,0,Creche,21001A441,DOCTEUR ROUX
128,21001A441,DOCTEUR ROUX,33082,0,1,female,child,17936,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
129,21001A441,DOCTEUR ROUX,33133,0,0,male,child,17958,4,single_with_child,0,Creche,21001A441,DOCTEUR ROUX
130,21001A441,DOCTEUR ROUX,33248,0,1,female,child,18000,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
131,21001A441,DOCTEUR ROUX,33257,0,1,female,child,18003,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
132,21001A441,DOCTEUR ROUX,33319,0,1,female,child,18027,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
133,21001A441,DOCTEUR ROUX,33328,0,0,male,child,18029,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
134,21001A441,DOCTEUR ROUX,33342,0,1,female,child,18037,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
135,21001A441,DOCTEUR ROUX,33345,0,0,male,child,18038,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
136,21001A441,DOCTEUR ROUX,33388,0,1,female,child,18053,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
137,21001A441,DOCTEUR ROUX,33394,0,0,male,child,18054,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
138,21001A441,DOCTEUR ROUX,33482,0,0,male,child,18090,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
139,21001A441,DOCTEUR ROUX,33485,0,1,female,child,18091,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
140,21001A441,DOCTEUR ROUX,33541,0,0,male,child,18111,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
141,21001A441,DOCTEUR ROUX,33554,0,1,female,child,18114,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
142,21001A441,DOCTEUR ROUX,33555,0,0,male,child,18114,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
143,21001A441,DOCTEUR ROUX,33573,0,0,male,child,18121,4,single_with_child,0,Creche,21001A441,DOCTEUR ROUX
144,21001A441,DOCTEUR ROUX,33586,0,1,female,child,18124,1,couple_with_child,0,Creche,21001A441,DOCTEUR ROUX
145,21001C512,CHANTS D'OISEAUX,35216,0,0,male,child,19219,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
146,21001C512,CHANTS D'OISEAUX,35238,0,0,male,child,19229,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
147,21001C512,CHANTS D'OISEAUX,35273,0,1,female,child,19246,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
148,21001C512,CHANTS D'OISEAUX,35393,0,0,male,child,19308,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
149,21001C512,CHANTS D'OISEAUX,35398,0,0,male,child,19309,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
150,21001C512,CHANTS D'OISEAUX,35598,0,1,female,child,19403,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
151,21001C512,CHANTS D'OISEAUX,35626,0,1,female,child,19410,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
152,21001C512,CHANTS D'OISEAUX,35629,0,0,male,child,19411,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
153,21001C512,CHANTS D'OISEAUX,35634,0,0,male,child,19412,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
154,21001C512,CHANTS D'OISEAUX,35667,0,0,male,child,19420,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
155,21001C512,CHANTS D'OISEAUX,35670,0,0,male,child,19421,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
156,21001C512,CHANTS D'OISEAUX,35698,0,1,female,child,19428,1,couple_with_child,0,Creche,21001C512,CHANTS D'OISEAUX
157,21001C71-,BON AIR - CITE JARDIN,36759,0,0,male,child,20104,4,single_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
158,21001C71-,BON AIR - CITE JARDIN,36767,0,1,female,child,20106,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
159,21001C71-,BON AIR - CITE JARDIN,36926,0,0,male,child,20169,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
160,21001C71-,BON AIR - CITE JARDIN,37014,0,0,male,child,20205,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
161,21001C71-,BON AIR - CITE JARDIN,37159,0,1,female,child,20258,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
162,21001C71-,BON AIR - CITE JARDIN,37169,0,1,female,child,20261,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
163,21001C71-,BON AIR - CITE JARDIN,37174,0,1,female,child,20262,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
164,21001C71-,BON AIR - CITE JARDIN,37189,0,1,female,child,20266,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
165,21001C71-,BON AIR - CITE JARDIN,37203,0,0,male,child,20270,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
166,21001C71-,BON AIR - CITE JARDIN,37207,0,0,male,child,20271,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
167,21001C71-,BON AIR - CITE JARDIN,37227,0,0,male,child,20277,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
168,21001C71-,BON AIR - CITE JARDIN,37232,0,0,male,child,20278,1,couple_with_child,0,Creche,21001C71-,BON AIR - CITE JARDIN
169,21001C611,SOETKIN,40063,0,0,male,child,21998,1,couple_with_child,0,Creche,21001C611,SOETKIN
170,21001C611,SOETKIN,40104,0,1,female,child,22016,1,couple_with_child,0,Creche,21001C611,SOETKIN
171,21001C611,SOETKIN,40163,0,0,male,child,22039,1,couple_with_child,0,Creche,21001C611,SOETKIN
172,21001C611,SOETKIN,40166,0,0,male,child,22040,1,couple_with_child,0,Creche,21001C611,SOETKIN
173,21001C611,SOETKIN,40169,0,1,female,child,22041,1,couple_with_child,0,Creche,21001C611,SOETKIN
174,21001C611,SOETKIN,40170,0,0,male,child,22041,1,couple_with_child,0,Creche,21001C611,SOETKIN
175,21001C611,SOETKIN,40184,0,1,female,child,22045,1,couple_with_child,0,Creche,21001C611,SOETKIN
176,21001B321,ALBERT I- QUARTIER,55545,0,1,female,child,30429,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
177,21001B321,ALBERT I- QUARTIER,55605,0,1,female,child,30449,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
178,21001B321,ALBERT I- QUARTIER,55661,0,1,female,child,30467,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
179,21001B321,ALBERT I- QUARTIER,55691,0,1,female,child,30476,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
180,21001B321,ALBERT I- QUARTIER,55862,0,0,male,child,30536,4,single_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
181,21001B321,ALBERT I- QUARTIER,55881,0,1,female,child,30541,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
182,21001B321,ALBERT I- QUARTIER,55891,0,1,female,child,30546,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
183,21001B321,ALBERT I- QUARTIER,55932,0,1,female,child,30558,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
184,21001B321,ALBERT I- QUARTIER,55948,0,0,male,child,30564,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
185,21001B321,ALBERT I- QUARTIER,56018,0,0,male,child,30586,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
186,21001B321,ALBERT I- QUARTIER,56039,0,1,female,child,30594,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
187,21001B321,ALBERT I- QUARTIER,56068,0,0,male,child,30603,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
188,21001B321,ALBERT I- QUARTIER,56071,0,0,male,child,30604,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
189,21001B321,ALBERT I- QUARTIER,56084,0,1,female,child,30610,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
190,21001B321,ALBERT I- QUARTIER,56092,0,1,female,child,30612,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
191,21001B321,ALBERT I- QUARTIER,56104,0,0,male,child,30617,4,single_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
192,21001B321,ALBERT I- QUARTIER,56118,0,0,male,child,30620,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
193,21001B321,ALBERT I- QUARTIER,56169,0,1,female,child,30638,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
194,21001B321,ALBERT I- QUARTIER,56172,0,1,female,child,30639,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
195,21001B321,ALBERT I- QUARTIER,56189,0,1,female,child,30645,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
196,21001B321,ALBERT I- QUARTIER,56191,0,0,male,child,30645,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
197,21001B321,ALBERT I- QUARTIER,56200,0,1,female,child,30647,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
198,21001B321,ALBERT I- QUARTIER,56236,0,0,male,child,30658,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
199,21001B321,ALBERT I- QUARTIER,56237,0,0,male,child,30658,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
200,21001B321,ALBERT I- QUARTIER,56249,0,1,female,child,30663,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
201,21001B321,ALBERT I- QUARTIER,56250,0,0,male,child,30663,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
202,21001B321,ALBERT I- QUARTIER,56263,0,1,female,child,30669,4,single_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
203,21001B321,ALBERT I- QUARTIER,56264,0,0,male,child,30669,4,single_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
204,21001B321,ALBERT I- QUARTIER,56266,0,0,male,child,30670,4,single_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
205,21001B321,ALBERT I- QUARTIER,56267,0,0,male,child,30670,4,single_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
206,21001B321,ALBERT I- QUARTIER,56272,0,0,male,child,30671,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
207,21001B321,ALBERT I- QUARTIER,56276,0,0,male,child,30672,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
208,21001B321,ALBERT I- QUARTIER,56280,0,0,male,child,30673,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
209,21001B321,ALBERT I- QUARTIER,56282,0,1,female,child,30673,1,couple_with_child,0,Creche,21001B321,ALBERT I- QUARTIER
