,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType
68,21015A21-,GUIDO GEZELLE (RUE),997311,8,1,female,parent,539247,6,collectif,10,Hospital
69,21012A21-,MARIE-JOSE BLOCS,740582,8,0,male,parent,404878,6,collectif,10,Hospital
70,21007A61-,MONTENEGRO (RUE),504494,7,0,male,parent,275870,6,collectif,10,Hospital
71,21004F930,COIN DES CERISES,207819,14,0,male,parent,110007,6,collectif,10,Hospital
72,21016A731,ROETAERT,1031481,11,1,female,parent,558815,6,collectif,10,Hospital
73,21003A00-,CENTRE,181039,14,0,male,parent,95633,6,collectif,10,Hospital
74,21013A422,CRICKX (RUE),786500,6,1,female,parent,428940,6,collectif,10,Hospital
75,21007A61-,MONTENEGRO (RUE),504185,15,1,female,parent,275561,6,collectif,10,Hospital
76,21009A812,SCHOOLGAT,538848,12,0,male,parent,295819,6,collectif,10,Hospital
77,21006A03-,BLOCS SAINT-VINCENT,442526,8,1,female,parent,243064,6,collectif,10,Hospital
78,21001A83-,PETERBOS,6857,14,1,female,parent,3561,6,collectif,10,Hospital
79,21004E12-,PRINCE LEOPOLD (SQUARE),353917,12,0,male,parent,192447,6,collectif,10,Hospital
80,21015A152,PR. ELISABETH-NORD,934561,8,1,female,parent,509071,6,collectif,10,Hospital
81,21012A00-,CENTRE,694615,10,0,male,parent,381834,6,collectif,10,Hospital
82,21014A14-,PRAIRIE,835694,9,1,female,parent,457738,6,collectif,10,Hospital
83,21012A672,ULENS,704004,1,0,male,parent,386563,6,collectif,10,Hospital
84,21015A50-,OPALE,862957,13,1,female,parent,471926,6,collectif,10,Hospital
85,21017A624,PECHERIES,1101567,9,0,male,parent,597497,6,collectif,10,Hospital
86,21001A72-,OSSEGEM,82563,7,1,female,parent,44432,6,collectif,10,Hospital
87,21001B21-,BROGNIEZ-NORD,91824,13,1,female,parent,49224,6,collectif,10,Hospital
88,21004A70-,BLAES (RUE)-SUD,255361,12,1,female,parent,137402,6,collectif,10,Hospital
89,21001A732,SCHEUTVELD,69931,10,0,male,parent,37830,6,collectif,10,Hospital
90,21011A02-,JACQUET (RUE DE),667806,8,0,male,parent,367675,6,collectif,10,Hospital
91,21016A521,VERREWINKEL,1082808,17,1,female,parent,586797,6,collectif,10,Hospital
92,21012A041,QUATRE VENTS,689390,5,0,male,parent,379238,6,collectif,10,Hospital
93,21001A83-,PETERBOS,6941,9,1,female,parent,3645,6,collectif,10,Hospital
94,21010A04-,NOTRE-DAME DE LOURDES,598111,8,0,male,parent,332718,6,collectif,10,Hospital
95,21001B17-,ABATTOIR,87114,14,0,male,parent,46917,6,collectif,10,Hospital
96,21005A031,MAELBEEK,413861,12,0,male,parent,226307,6,collectif,10,Hospital
97,21015A64-,DUPLOYE SQUARE,904830,6,0,male,parent,493793,6,collectif,10,Hospital
98,21012A141,INDEPENDANCE,767553,13,1,female,parent,418668,6,collectif,10,Hospital
99,21019A40-,SAINTE-ALIX,1217234,10,1,female,parent,662156,6,collectif,10,Hospital
100,21004E82-,CITE MODELE,373536,8,0,male,parent,203164,6,collectif,10,Hospital
101,21007A03-,FOYER FORESTOIS - FAMILLE,482509,10,0,male,parent,264048,6,collectif,10,Hospital
102,21012A54-,DELHAIZE,730774,14,1,female,parent,399542,6,collectif,10,Hospital
103,21012A152,ETANGS NOIRS,746595,10,0,male,parent,407992,6,collectif,10,Hospital
104,21001A503,VIVES,9008,7,1,female,parent,4984,6,collectif,10,Hospital
105,21012A62-,LIBERATEURS,717177,8,0,male,parent,393055,6,collectif,10,Hospital
106,21004A23-,NOUVEAU MARCHE AU GRAIN,261439,14,0,male,parent,141446,6,collectif,10,Hospital
107,21006A171,ANCIEN COMBATTANTS (AVENUE),468177,11,0,male,parent,256709,6,collectif,10,Hospital
108,21011A02-,JACQUET (RUE DE),667760,14,0,male,parent,367629,6,collectif,10,Hospital
109,21015A45-,STEPHENSON (PLACE),969091,7,0,male,parent,525940,6,collectif,10,Hospital
110,21012A672,ULENS,703738,6,1,female,parent,386297,6,collectif,10,Hospital
111,21015A22-,MARBOTIN A. (RUE),987059,13,0,male,parent,534512,6,collectif,10,Hospital
112,21001B321,ALBERT I- QUARTIER,56838,8,0,male,parent,31133,6,collectif,10,Hospital
113,21018A13-,GROOTVELD,1169129,10,0,male,parent,635865,6,collectif,10,Hospital
114,21004E70-,MARIE-CHRISTINE (RUE),305374,11,1,female,parent,168683,6,collectif,10,Hospital
115,21004E12-,PRINCE LEOPOLD (SQUARE),353669,12,1,female,parent,192199,6,collectif,10,Hospital
116,21003A323,SEPT ETOILES,165956,8,0,male,parent,87971,6,collectif,10,Hospital
117,21007A252,MESSIDOR II,482791,2,0,male,parent,264261,6,collectif,10,Hospital
118,21017A12-,LE LOGIS-NORD,1107710,15,1,female,parent,600830,6,collectif,10,Hospital
119,21012A41-,MOORTEBEEK,758817,15,0,male,parent,414375,6,collectif,10,Hospital
120,21010A01-,ESSEGHEM,640427,11,0,male,parent,354256,6,collectif,10,Hospital
121,21017A41-,AVENUE DE VISE,1098233,12,0,male,parent,595329,6,collectif,10,Hospital
122,21016A01-,DIEWEG,1058485,12,1,female,parent,573404,6,collectif,10,Hospital
123,21001A52-,SCHERDEMAEL-NORD,24024,10,0,male,parent,13311,6,collectif,10,Hospital
124,21019A31-,BEMEL,1201553,8,0,male,parent,653969,6,collectif,10,Hospital
125,21012A822,KORENBEEK,763765,6,1,female,parent,416712,6,collectif,10,Hospital
126,21016A639,HOMBORCH,1081810,13,0,male,parent,586249,6,collectif,10,Hospital
127,21015A21-,GUIDO GEZELLE (RUE),997448,8,0,male,parent,539384,6,collectif,10,Hospital
128,21004E12-,PRINCE LEOPOLD (SQUARE),353712,10,1,female,parent,192242,6,collectif,10,Hospital
129,21012A60-,LAEKENVELD,708957,14,0,male,parent,388861,6,collectif,10,Hospital
130,21012A62-,LIBERATEURS,716705,13,1,female,parent,392583,6,collectif,10,Hospital
131,21012A71-,PIERS,738484,15,0,male,parent,403636,6,collectif,10,Hospital
132,21009A73-,BERCKENDAEL,590521,15,0,male,parent,328443,6,collectif,10,Hospital
133,21001A52-,SCHERDEMAEL-NORD,24023,10,0,male,parent,13310,6,collectif,10,Hospital
134,21012A21-,MARIE-JOSE BLOCS,740314,14,1,female,parent,404610,6,collectif,10,Hospital
135,21004A04-,NOTRE-DAME DE LA CHAPELLE,273529,14,1,female,parent,149331,6,collectif,10,Hospital
136,21004A03-,BON SECOURS - PALAIS DU MIDI,257822,14,1,female,parent,139150,6,collectif,10,Hospital
137,21004E72-,MAISON ROUGE (PLACE)-SUD,340845,14,1,female,parent,185701,6,collectif,10,Hospital
138,21015A24-,WAELHEM (RUE),980909,15,0,male,parent,531531,6,collectif,10,Hospital
139,21014A10-,SAINT-FRANCOIS,842451,14,1,female,parent,461083,6,collectif,10,Hospital
140,21006A323,GERMINAL II,481276,12,0,male,parent,263453,6,collectif,10,Hospital
141,21012A172,GARE OUEST,687153,13,0,male,parent,378067,6,collectif,10,Hospital
142,21017A01-,COIN DU BALAI,1105302,14,1,female,parent,599493,6,collectif,10,Hospital
143,21007A252,MESSIDOR II,482721,12,1,female,parent,264191,6,collectif,10,Hospital
144,21018A82-,MARIE LA MISERABLE,1171171,16,0,male,parent,637020,6,collectif,10,Hospital
145,21001C6PB,ZONE RURALE,1223927,11,0,male,parent,666132,6,collectif,10,Hospital
146,21004G321,HAREN-EST,209076,8,0,male,parent,110634,6,collectif,10,Hospital
147,21004F511,AVENUE DES PAGODES,196946,9,1,female,parent,104412,6,collectif,10,Hospital
148,21015A04-,L'OLIVIER (RUE),947550,9,1,female,parent,515279,6,collectif,10,Hospital
149,21004A72-,SAINT-THOMAS (INSTITUT),268329,12,0,male,parent,145710,6,collectif,10,Hospital
150,21004E70-,MARIE-CHRISTINE (RUE),305445,6,1,female,parent,168754,6,collectif,10,Hospital
151,21012A21-,MARIE-JOSE BLOCS,740498,14,0,male,parent,404794,6,collectif,10,Hospital
152,21012A12-,BIRMINGHAM-SUD,701080,9,1,female,parent,385066,6,collectif,10,Hospital
153,21019A20-,SAINT-PAUL,1207574,15,1,female,parent,657020,6,collectif,10,Hospital
154,21003A10-,HOPITAL FRANCAIS,189045,8,1,female,parent,99819,6,collectif,10,Hospital
155,21001C71-,BON AIR - CITE JARDIN,37746,10,0,male,parent,20696,6,collectif,10,Hospital
156,21012A011,CANAL-SUD,773455,11,0,male,parent,421955,6,collectif,10,Hospital
157,21019A131,KONKEL,1183281,6,0,male,parent,643930,6,collectif,10,Hospital
158,21015A021,HOUFFALIZE (PLACE),894324,17,1,female,parent,488315,6,collectif,10,Hospital
159,21012A672,ULENS,703904,14,0,male,parent,386463,6,collectif,10,Hospital
160,21012A152,ETANGS NOIRS,746603,9,0,male,parent,408000,6,collectif,10,Hospital
161,21015A101,GARE,936684,4,1,female,parent,510179,6,collectif,10,Hospital
162,21004A22-,SENNE (RUE DE LA),265810,8,1,female,parent,144047,6,collectif,10,Hospital
163,21017A12-,LE LOGIS-NORD,1107707,15,1,female,parent,600827,6,collectif,10,Hospital
164,21012A60-,LAEKENVELD,709114,5,0,male,parent,389018,6,collectif,10,Hospital
165,21015A612,BRICHAUT (RUE DE),967402,3,0,male,parent,525183,6,collectif,10,Hospital
166,21013A23-,ROI (AVENUE DU),800284,9,0,male,parent,436528,6,collectif,10,Hospital
167,21012A60-,LAEKENVELD,709006,12,0,male,parent,388910,6,collectif,10,Hospital
168,21015A24-,WAELHEM (RUE),980956,9,0,male,parent,531578,6,collectif,10,Hospital
169,21012A60-,LAEKENVELD,708663,12,1,female,parent,388567,6,collectif,10,Hospital
170,21009A83-,L. ERNOTTE (RUE),553548,8,1,female,parent,304818,6,collectif,10,Hospital
171,21013A51-,TOISON D'OR (AVENUE),828830,15,1,female,parent,453846,6,collectif,10,Hospital
172,21012A63-,DUBRUCQ-NORD,711570,14,0,male,parent,390057,6,collectif,10,Hospital
173,21007A53-,WIELEMANS CEUPPENS,493696,10,0,male,parent,270331,6,collectif,10,Hospital
174,21002A041,VIGNETTE,161077,14,1,female,parent,85404,6,collectif,10,Hospital
175,21010A04-,NOTRE-DAME DE LOURDES,598083,13,0,male,parent,332690,6,collectif,10,Hospital
176,21001A031,RAUTER-SUD,53520,6,0,male,parent,29442,6,collectif,10,Hospital
177,21015A00-,COLIGNON (PLACE),976453,6,1,female,parent,529102,6,collectif,10,Hospital
178,21007A242,GLOBE,486941,8,0,male,parent,266708,6,collectif,10,Hospital
179,21004E82-,CITE MODELE,373458,13,0,male,parent,203086,6,collectif,10,Hospital
180,21006A001,VIEIL EVERE,463986,11,0,male,parent,254407,6,collectif,10,Hospital
181,21014A05-,HOUWAERT,857021,13,0,male,parent,468618,6,collectif,10,Hospital
182,21015A40-,BRABANT (RUE DE),953942,4,0,male,parent,518802,6,collectif,10,Hospital
183,21001A401,ARBORETUM,12611,16,1,female,parent,6898,6,collectif,10,Hospital
184,21018A63-,CONSTELLATIONS,1143645,13,0,male,parent,621268,6,collectif,10,Hospital
185,21006A171,ANCIEN COMBATTANTS (AVENUE),468107,5,1,female,parent,256639,6,collectif,10,Hospital
186,21019A22-,PUTDAAL,1221292,15,0,male,parent,664673,6,collectif,10,Hospital
187,21015A00-,COLIGNON (PLACE),976458,6,1,female,parent,529107,6,collectif,10,Hospital
188,21003A11-,CITE MODERNE,182144,12,1,female,parent,96162,6,collectif,10,Hospital
189,21001B20-,CONSEIL-NORD,62438,14,0,male,parent,33819,6,collectif,10,Hospital
190,21012A60-,LAEKENVELD,709130,4,0,male,parent,389034,6,collectif,10,Hospital
191,21015A101,GARE,936678,5,1,female,parent,510173,6,collectif,10,Hospital
192,21004E82-,CITE MODELE,373257,14,1,female,parent,202885,6,collectif,10,Hospital
193,21019A34-,EUROPE (QUARTIER DE L'),1195147,12,1,female,parent,650438,6,collectif,10,Hospital
194,21001B11-,ROSEE-OUEST,79179,9,0,male,parent,42769,6,collectif,10,Hospital
195,21004E74-,EM. DELVA (RUE),314375,13,0,male,parent,173018,6,collectif,10,Hospital
196,21006A312,J. BORDET (AVENUE DE),455770,7,1,female,parent,250262,6,collectif,10,Hospital
197,21019A252,MONTGOLFIER,1181157,5,1,female,parent,642808,6,collectif,10,Hospital
198,21015A021,HOUFFALIZE (PLACE),894625,8,0,male,parent,488616,6,collectif,10,Hospital
199,21004E70-,MARIE-CHRISTINE (RUE),305337,14,1,female,parent,168646,6,collectif,10,Hospital
200,21019A32-,CHANT D'OISEAU,1204645,12,0,male,parent,655556,6,collectif,10,Hospital
201,21004D610,ANVERS (CHAUSSEE D')-SUD,382333,10,1,female,parent,208046,6,collectif,10,Hospital
202,21001A83-,PETERBOS,6946,9,1,female,parent,3650,6,collectif,10,Hospital
203,21004A72-,SAINT-THOMAS (INSTITUT),268341,10,0,male,parent,145722,6,collectif,10,Hospital
204,21015A612,BRICHAUT (RUE DE),967358,10,0,male,parent,525139,6,collectif,10,Hospital
205,21004E70-,MARIE-CHRISTINE (RUE),305767,8,0,male,parent,169076,6,collectif,10,Hospital
206,21012A41-,MOORTEBEEK,758771,3,1,female,parent,414329,6,collectif,10,Hospital
207,21007A41-,PONT DE LUTTRE-OUEST,489118,8,1,female,parent,267847,6,collectif,10,Hospital
208,21015A50-,OPALE,862944,14,1,female,parent,471913,6,collectif,10,Hospital
209,21004A72-,SAINT-THOMAS (INSTITUT),268201,14,1,female,parent,145582,6,collectif,10,Hospital
210,21014A04-,HAECHT (CHAUSSEE DE),848814,7,1,female,parent,464413,6,collectif,10,Hospital
211,21009A712,CHATELAIN (PLACE DU)-OUEST,561707,11,1,female,parent,310159,6,collectif,10,Hospital
212,21001C512,CHANTS D'OISEAUX,36110,14,1,female,parent,19753,6,collectif,10,Hospital
213,21004E101,PARVIS NOTRE DAME,359603,13,0,male,parent,195678,6,collectif,10,Hospital
214,21004F922,RUE CHATEAU BEYAERD,239713,11,1,female,parent,128301,6,collectif,10,Hospital
215,21018A32-,CLOS DES PEUPLIERS,1127310,14,0,male,parent,612066,6,collectif,10,Hospital
216,21004G30-,SAINTE-ELISABETH,205504,11,1,female,parent,108630,6,collectif,10,Hospital
217,21001A72-,OSSEGEM,82743,7,0,male,parent,44612,6,collectif,10,Hospital
218,21018A22-,DE BROQUEVILLE (AVENUE)-SUD,1134356,12,0,male,parent,616180,6,collectif,10,Hospital
219,21010A141,BRUGMANN,635021,8,1,female,parent,351560,6,collectif,10,Hospital
220,21001A00-,RESISTANCE,105752,12,1,female,parent,56119,6,collectif,10,Hospital
221,21009A63-,MACAU,531623,13,0,male,parent,291432,6,collectif,10,Hospital
222,21004E72-,MAISON ROUGE (PLACE)-SUD,340966,5,1,female,parent,185822,6,collectif,10,Hospital
223,21012A72-,LAVALLEE,725168,14,1,female,parent,396760,6,collectif,10,Hospital
224,21016A311,FORT JACO,1088080,17,0,male,parent,589537,6,collectif,10,Hospital
225,21003A0AJ,HUNDERENVELD,169855,15,1,female,parent,90048,6,collectif,10,Hospital
226,21012A62-,LIBERATEURS,716701,13,1,female,parent,392579,6,collectif,10,Hospital
227,21004F901,PLACE PETER BENOIT,202088,15,1,female,parent,107138,6,collectif,10,Hospital
228,21004A21-,ANNEESSENS (PLACE),298355,11,1,female,parent,165078,6,collectif,10,Hospital
229,21007A53-,WIELEMANS CEUPPENS,493703,8,0,male,parent,270338,6,collectif,10,Hospital
230,21016A311,FORT JACO,1088108,12,0,male,parent,589565,6,collectif,10,Hospital
231,21015A43-,GARE DU NORD,955677,3,1,female,parent,519612,6,collectif,10,Hospital
232,21012A25-,BEEKKANT,686025,5,0,male,parent,377529,6,collectif,10,Hospital
233,21003A04-,L. DE SMET,168882,4,0,male,parent,89558,6,collectif,10,Hospital
234,21012A672,ULENS,703964,7,0,male,parent,386523,6,collectif,10,Hospital
235,21001A82-,MOORTEBEEK,39625,7,1,female,parent,21700,6,collectif,10,Hospital
236,21015A63-,DESCHANEL P. (AVENUE),879137,6,1,female,parent,480887,6,collectif,10,Hospital
237,21015A12-,HUART HAMOIR (AVENUE),930940,12,1,female,parent,507455,6,collectif,10,Hospital
238,21004E12-,PRINCE LEOPOLD (SQUARE),353672,12,1,female,parent,192202,6,collectif,10,Hospital
239,21015A101,GARE,936672,5,1,female,parent,510167,6,collectif,10,Hospital
240,21015A24-,WAELHEM (RUE),980970,7,0,male,parent,531592,6,collectif,10,Hospital
241,21004B2MJ,SCHUMAN (ROND-POINT),213727,7,1,female,parent,113657,6,collectif,10,Hospital
242,21015A00-,COLIGNON (PLACE),976312,15,1,female,parent,528961,6,collectif,10,Hospital
243,21015A73-,H. EVENEPOEL (RUE),866999,12,1,female,parent,474386,6,collectif,10,Hospital
244,21004E211,RUE DE WAND,347571,10,0,male,parent,189311,6,collectif,10,Hospital
245,21018A60-,ROODEBEEK PARC,1158019,9,1,female,parent,629267,6,collectif,10,Hospital
246,21001B25-,REVISION-NORD,78126,6,1,female,parent,42045,6,collectif,10,Hospital
247,21003A331,ALLEE VERTE,167683,3,0,male,parent,88914,6,collectif,10,Hospital
248,21012A02-,BRUNFAUT (QUARTIER),772007,15,1,female,parent,421129,6,collectif,10,Hospital
249,21004A70-,BLAES (RUE)-SUD,255737,9,0,male,parent,137778,6,collectif,10,Hospital
250,21018A62-,HEYDENBERG-OUEST,1150907,11,1,female,parent,625081,6,collectif,10,Hospital
251,21004E12-,PRINCE LEOPOLD (SQUARE),353972,8,0,male,parent,192502,6,collectif,10,Hospital
252,21018A20-,GEORGES HENRI (AVENUE),1118422,8,1,female,parent,606969,6,collectif,10,Hospital
253,21001B20-,CONSEIL-NORD,62561,7,0,male,parent,33942,6,collectif,10,Hospital
254,21013A242,BETHLEEM (PLACE DE),776727,7,1,female,parent,423600,6,collectif,10,Hospital
255,21012A03-,RANSFORT,769493,11,1,female,parent,419668,6,collectif,10,Hospital
256,21015A13-,PORTAELS (RUE),983340,6,0,male,parent,532688,6,collectif,10,Hospital
257,21004E12-,PRINCE LEOPOLD (SQUARE),353868,14,0,male,parent,192398,6,collectif,10,Hospital
258,21001A051,LINDE-EST,67117,4,0,male,parent,36447,6,collectif,10,Hospital
259,21004A20-,BOURSE-NORD-OUEST,279157,13,1,female,parent,153058,6,collectif,10,Hospital
260,21004E82-,CITE MODELE,373324,9,1,female,parent,202952,6,collectif,10,Hospital
261,21018A34-,HOF TEN BERG-SUD,1126785,15,1,female,parent,611765,6,collectif,10,Hospital
262,21003A10-,HOPITAL FRANCAIS,189033,10,1,female,parent,99807,6,collectif,10,Hospital
263,21004G30-,SAINTE-ELISABETH,205690,12,0,male,parent,108816,6,collectif,10,Hospital
264,21016A410,ALPHONSE XIII,1078595,5,0,male,parent,584499,6,collectif,10,Hospital
265,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334594,13,1,female,parent,182817,6,collectif,10,Hospital
266,21010A03-,MIROIR,601473,15,1,female,parent,334263,6,collectif,10,Hospital
267,21004A24-,MARCHE AU PORCS,226512,15,1,female,parent,121276,6,collectif,10,Hospital
268,21011A20-,PLATEAU,657868,5,1,female,parent,362861,6,collectif,10,Hospital
269,21016A639,HOMBORCH,1081656,12,1,female,parent,586095,6,collectif,10,Hospital
270,21001A732,SCHEUTVELD,69925,13,0,male,parent,37824,6,collectif,10,Hospital
271,21004F91-,CROIX DE GUERRE (AVENUE DES),236488,7,1,female,parent,126822,6,collectif,10,Hospital
272,21006A171,ANCIEN COMBATTANTS (AVENUE),468181,9,0,male,parent,256713,6,collectif,10,Hospital
273,21015A04-,L'OLIVIER (RUE),947505,16,1,female,parent,515234,6,collectif,10,Hospital
274,21004A25-,BEGUINAGE (PLACE DU),213120,13,0,male,parent,113277,6,collectif,10,Hospital
275,21004E70-,MARIE-CHRISTINE (RUE),305364,12,1,female,parent,168673,6,collectif,10,Hospital
276,21012A011,CANAL-SUD,773445,12,0,male,parent,421945,6,collectif,10,Hospital
277,21015A00-,COLIGNON (PLACE),976343,14,1,female,parent,528992,6,collectif,10,Hospital
278,21004E82-,CITE MODELE,373345,7,1,female,parent,202973,6,collectif,10,Hospital
279,21007A00-,CENTRE SAINT-DENIS,509265,11,0,male,parent,278440,6,collectif,10,Hospital
280,21006A13-,MAISON COMMUNALE,440831,10,0,male,parent,242098,6,collectif,10,Hospital
281,21010A01-,ESSEGHEM,640137,12,1,female,parent,353966,6,collectif,10,Hospital
282,21019A01-,BOULEVARD DE LA WOLUWE,1198968,7,1,female,parent,652536,6,collectif,10,Hospital
283,21012A60-,LAEKENVELD,709061,9,0,male,parent,388965,6,collectif,10,Hospital
284,21001A031,RAUTER-SUD,53371,13,1,female,parent,29293,6,collectif,10,Hospital
285,21018A61-,HEYDENBERG-EST,1147134,4,1,female,parent,622990,6,collectif,10,Hospital
286,21010A01-,ESSEGHEM,640387,13,0,male,parent,354216,6,collectif,10,Hospital
287,21014A12-,SAINT-LAZARE,844393,9,1,female,parent,462254,6,collectif,10,Hospital
288,21001A441,DOCTEUR ROUX,34347,17,1,female,parent,18634,6,collectif,10,Hospital
289,21004F901,PLACE PETER BENOIT,202208,15,0,male,parent,107258,6,collectif,10,Hospital
