,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType
114,21002A23-,TH. BALIS (PLACE),132572,12,0,male,child,69942,1,couple_with_child,2,Primaires
115,21002A25-,WATERMAEL (CHAUSSEE DE),137101,12,0,male,parent,71946,1,couple_with_child,2,Primaires
116,21002A21-,LEBON,144964,12,0,male,child,76704,1,couple_with_child,2,Primaires
117,21002A030,LAMMERENDRIES,152632,12,0,male,parent,80251,1,couple_with_child,2,Primaires
118,21002A10-,TRANSVAAL,155547,12,0,male,child,82404,4,single_with_child,2,Primaires
119,21002A12-,AVENUE SCHALLER,157724,12,0,male,child,83598,1,couple_with_child,2,Primaires
120,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,159167,12,0,male,child,84373,1,couple_with_child,2,Primaires
121,21003A312,POTAARDE  VLAK,163958,12,0,male,child,86686,1,couple_with_child,2,Primaires
122,21003A312,POTAARDE  VLAK,164932,12,0,male,parent,86663,1,couple_with_child,2,Primaires
123,21003A323,SEPT ETOILES,165494,12,0,male,child,87608,1,couple_with_child,2,Primaires
124,21003A342,HOGENBOS,166902,12,0,male,parent,88111,1,couple_with_child,2,Primaires
125,21003A331,ALLEE VERTE,167029,12,0,male,child,88564,4,single_with_child,2,Primaires
126,21003A04-,L. DE SMET,168848,12,0,male,parent,89039,1,couple_with_child,2,Primaires
127,21003A0AJ,HUNDERENVELD,170001,12,0,male,parent,89916,4,single_with_child,2,Primaires
128,21003A02-,LAURE - BASILIQUE,171967,12,0,male,child,91083,1,couple_with_child,2,Primaires
129,21003A02-,LAURE - BASILIQUE,173392,12,0,male,parent,90659,1,couple_with_child,2,Primaires
130,21003A02-,LAURE - BASILIQUE,171640,12,0,male,child,90961,1,couple_with_child,2,Primaires
131,21003A03-,HAUT-CHAMP,174352,12,0,male,child,92260,4,single_with_child,2,Primaires
132,21003A03-,HAUT-CHAMP,173798,12,0,male,child,92103,1,couple_with_child,2,Primaires
133,21003A011,MOLENBERG,177078,12,0,male,parent,93138,1,couple_with_child,2,Primaires
134,21003A212,CLOS DU ZAVELENBERG,177456,12,0,male,child,93929,1,couple_with_child,2,Primaires
135,21003A00-,CENTRE,178457,12,0,male,child,94454,4,single_with_child,2,Primaires
136,21003A00-,CENTRE,179875,12,0,male,child,94957,1,couple_with_child,2,Primaires
137,21003A11-,CITE MODERNE,181855,12,0,male,child,96005,1,couple_with_child,2,Primaires
138,21003A05-,DE SELLIERS DE MORANVILLE,182777,12,0,male,child,96492,1,couple_with_child,2,Primaires
139,21003A05-,DE SELLIERS DE MORANVILLE,184309,12,0,male,parent,96711,1,couple_with_child,2,Primaires
140,21003A41-,MONNET,184872,12,0,male,child,97616,1,couple_with_child,2,Primaires
141,21003A10-,HOPITAL FRANCAIS,186375,12,0,male,child,98512,1,couple_with_child,2,Primaires
142,21003A10-,HOPITAL FRANCAIS,187525,12,0,male,child,98974,1,couple_with_child,2,Primaires
143,21003A10-,HOPITAL FRANCAIS,187505,12,0,male,child,98969,4,single_with_child,2,Primaires
144,21004B421,MARIE-LOUISE (SQUARE),190726,12,0,male,child,100725,1,couple_with_child,2,Primaires
145,21004B421,MARIE-LOUISE (SQUARE),189752,12,0,male,child,100285,1,couple_with_child,2,Primaires
146,21004B421,MARIE-LOUISE (SQUARE),191183,12,0,male,child,100930,4,single_with_child,2,Primaires
147,21004B411,DEUX EGLISES (RUE DES),194298,12,0,male,child,102929,4,single_with_child,2,Primaires
148,21004F511,AVENUE DES PAGODES,196086,12,0,male,child,103995,1,couple_with_child,2,Primaires
149,21004F511,AVENUE DES PAGODES,195930,12,0,male,child,103937,1,couple_with_child,2,Primaires
150,21004C62-,BOENDAAL-OUEST,197320,12,0,male,child,104655,1,couple_with_child,2,Primaires
151,21004G310,HAREN-SUD-OUEST,199219,12,0,male,parent,105242,1,couple_with_child,2,Primaires
152,21004F94-,VAL MARIA,200099,12,0,male,parent,105754,1,couple_with_child,2,Primaires
153,21004F901,PLACE PETER BENOIT,200571,12,0,male,child,106458,4,single_with_child,2,Primaires
154,21004F901,PLACE PETER BENOIT,201405,12,0,male,child,106788,4,single_with_child,2,Primaires
155,21004G30-,SAINTE-ELISABETH,205689,12,0,male,parent,107641,4,single_with_child,2,Primaires
156,21004G30-,SAINTE-ELISABETH,202683,12,0,male,child,107500,1,couple_with_child,2,Primaires
157,21004G30-,SAINTE-ELISABETH,205688,12,0,male,parent,108054,1,couple_with_child,2,Primaires
158,21004F930,COIN DES CERISES,206535,12,0,male,child,109266,1,couple_with_child,2,Primaires
159,21004F930,COIN DES CERISES,207846,12,0,male,parent,109417,4,single_with_child,2,Primaires
160,21004G321,HAREN-EST,209063,12,0,male,parent,110179,1,couple_with_child,2,Primaires
161,21004B45-,ECOLE MILITAIRE,209733,12,0,male,child,111012,1,couple_with_child,2,Primaires
162,21004A25-,BEGUINAGE (PLACE DU),212038,12,0,male,child,112442,1,couple_with_child,2,Primaires
163,21004A25-,BEGUINAGE (PLACE DU),213121,12,0,male,parent,112464,1,couple_with_child,2,Primaires
164,21004B2MJ,SCHUMAN (ROND-POINT),213319,12,0,male,child,113371,1,couple_with_child,2,Primaires
165,21004B44-,AMBIORIX-SUD (SQUARE),215111,12,0,male,child,114434,1,couple_with_child,2,Primaires
166,21004B44-,AMBIORIX-SUD (SQUARE),215148,12,0,male,child,114454,1,couple_with_child,2,Primaires
167,21004B43-,AMBIORIX-NORD (SQUARE),223028,12,0,male,parent,116802,4,single_with_child,2,Primaires
168,21004B43-,AMBIORIX-NORD (SQUARE),220235,12,0,male,child,117212,1,couple_with_child,2,Primaires
169,21004B43-,AMBIORIX-NORD (SQUARE),223024,12,0,male,parent,116888,1,couple_with_child,2,Primaires
170,21004B43-,AMBIORIX-NORD (SQUARE),223026,12,0,male,parent,115990,1,couple_with_child,2,Primaires
171,21004B43-,AMBIORIX-NORD (SQUARE),220425,12,0,male,child,117294,1,couple_with_child,2,Primaires
172,21004A24-,MARCHE AU PORCS,226179,12,0,male,child,121070,4,single_with_child,2,Primaires
173,21004A24-,MARCHE AU PORCS,224198,12,0,male,child,119771,1,couple_with_child,2,Primaires
174,21004A24-,MARCHE AU PORCS,224572,12,0,male,child,119939,1,couple_with_child,2,Primaires
175,21004A35-,AD. MAX (BOULEVARD),227057,12,0,male,child,121678,1,couple_with_child,2,Primaires
176,21004A83-,E. JACQMAIN (BOULEVARD)-OUEST,228830,12,0,male,child,122799,1,couple_with_child,2,Primaires
177,21004A83-,E. JACQMAIN (BOULEVARD)-OUEST,228535,12,0,male,child,122674,1,couple_with_child,2,Primaires
178,21004F531,RUE DES FAINES,231048,12,0,male,child,124140,4,single_with_child,2,Primaires
179,21004F531,RUE DES FAINES,231894,12,0,male,child,124446,1,couple_with_child,2,Primaires
180,21004F531,RUE DES FAINES,232036,12,0,male,child,124492,4,single_with_child,2,Primaires
181,21004F91-,CROIX DE GUERRE (AVENUE DES),234033,12,0,male,child,125696,4,single_with_child,2,Primaires
182,21004F91-,CROIX DE GUERRE (AVENUE DES),234636,12,0,male,child,125924,4,single_with_child,2,Primaires
183,21004F922,RUE CHATEAU BEYAERD,239837,12,0,male,parent,127285,4,single_with_child,2,Primaires
184,21004F922,RUE CHATEAU BEYAERD,239437,12,0,male,child,128165,4,single_with_child,2,Primaires
185,21004F922,RUE CHATEAU BEYAERD,237740,12,0,male,child,127403,1,couple_with_child,2,Primaires
186,21004C61-,U.L.B.,240842,12,0,male,child,129018,1,couple_with_child,2,Primaires
187,21004C54-,LOUISE (AVENUE)-SUD-EST,242777,12,0,male,child,130122,1,couple_with_child,2,Primaires
188,21004C63-,NATIONS (SQUARE DES),244547,12,0,male,child,131189,1,couple_with_child,2,Primaires
189,21004F953,RUE DU WIMPELBERG,246624,12,0,male,child,132552,1,couple_with_child,2,Primaires
190,21004F9MJ,NEDER-HEEMBEEK-NORD,248993,12,0,male,parent,133155,1,couple_with_child,2,Primaires
191,21004A02-,SAINT-FRANCOIS XAVIER,249634,12,0,male,child,134063,1,couple_with_child,2,Primaires
192,21004A02-,SAINT-FRANCOIS XAVIER,249537,12,0,male,child,134016,1,couple_with_child,2,Primaires
193,21004A70-,BLAES (RUE)-SUD,253285,12,0,male,child,136109,1,couple_with_child,2,Primaires
194,21004A70-,BLAES (RUE)-SUD,252002,12,0,male,child,135601,1,couple_with_child,2,Primaires
195,21004A70-,BLAES (RUE)-SUD,255685,12,0,male,parent,135190,1,couple_with_child,2,Primaires
196,21004A70-,BLAES (RUE)-SUD,253033,12,0,male,child,136014,4,single_with_child,2,Primaires
197,21004A03-,BON SECOURS - PALAIS DU MIDI,256583,12,0,male,child,138203,1,couple_with_child,2,Primaires
198,21004A03-,BON SECOURS - PALAIS DU MIDI,256151,12,0,male,child,138007,1,couple_with_child,2,Primaires
199,21004A23-,NOUVEAU MARCHE AU GRAIN,261466,12,0,male,parent,140105,1,couple_with_child,2,Primaires
200,21004A23-,NOUVEAU MARCHE AU GRAIN,261470,12,0,male,parent,139761,1,couple_with_child,2,Primaires
201,21004A23-,NOUVEAU MARCHE AU GRAIN,259453,12,0,male,child,140028,1,couple_with_child,2,Primaires
202,21004A01-,VIEILLE HALLE AUX BLES,262472,12,0,male,parent,141608,1,couple_with_child,2,Primaires
203,21004A22-,SENNE (RUE DE LA),263060,12,0,male,child,142502,1,couple_with_child,2,Primaires
204,21004A22-,SENNE (RUE DE LA),263686,12,0,male,child,142685,1,couple_with_child,2,Primaires
205,21004A22-,SENNE (RUE DE LA),264113,12,0,male,child,142819,4,single_with_child,2,Primaires
206,21004A72-,SAINT-THOMAS (INSTITUT),267250,12,0,male,child,144994,1,couple_with_child,2,Primaires
207,21004A72-,SAINT-THOMAS (INSTITUT),267303,12,0,male,child,145017,1,couple_with_child,2,Primaires
208,21004A71-,BLAES (RUE)-CENTRE,270133,12,0,male,parent,145838,1,couple_with_child,2,Primaires
209,21004A71-,BLAES (RUE)-CENTRE,270135,12,0,male,parent,146090,1,couple_with_child,2,Primaires
210,21004A002,BOURSE,270318,12,0,male,child,147081,1,couple_with_child,2,Primaires
211,21004A34-,MONNAIE,271790,12,0,male,parent,147532,1,couple_with_child,2,Primaires
212,21004A15-,JACOBS (PLACE),272416,12,0,male,parent,148459,1,couple_with_child,2,Primaires
213,21004A04-,NOTRE-DAME DE LA CHAPELLE,272941,12,0,male,child,148962,1,couple_with_child,2,Primaires
214,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,274773,12,0,male,child,149987,1,couple_with_child,2,Primaires
215,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,276484,12,0,male,parent,149805,1,couple_with_child,2,Primaires
216,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,276480,12,0,male,parent,149734,1,couple_with_child,2,Primaires
217,21004A20-,BOURSE-NORD-OUEST,277433,12,0,male,child,151912,1,couple_with_child,2,Primaires
218,21004A20-,BOURSE-NORD-OUEST,278890,12,0,male,child,152916,4,single_with_child,2,Primaires
219,21004A14-,GRAND SABLON,279618,12,0,male,child,153378,4,single_with_child,2,Primaires
220,21004A14-,GRAND SABLON,279513,12,0,male,child,153319,1,couple_with_child,2,Primaires
221,21004A001,GRAND-PLACE,282230,12,0,male,parent,154815,1,couple_with_child,2,Primaires
222,21004A32-,CONGRES - GARE,282505,12,0,male,child,155508,1,couple_with_child,2,Primaires
223,21004C52-,LOUISE (AVENUE)-NORD-OUEST,284138,12,0,male,child,156585,1,couple_with_child,2,Primaires
224,21004C552,LOUISE (AVENUE)-SUD,285201,12,0,male,child,157339,1,couple_with_child,2,Primaires
225,21004C51-,LOUISE (AVENUE)-NORD-EST,288010,12,0,male,parent,158421,1,couple_with_child,2,Primaires
226,21004A33-,LIBERTE (PLACE DE LA),289032,12,0,male,child,159691,1,couple_with_child,2,Primaires
227,21004A33-,LIBERTE (PLACE DE LA),288578,12,0,male,child,159468,1,couple_with_child,2,Primaires
228,21004C53-,LOUISE (AVENUE)-SUD-OUEST,290905,12,0,male,child,161080,1,couple_with_child,2,Primaires
229,21004A21-,ANNEESSENS (PLACE),298809,12,0,male,parent,162915,1,couple_with_child,2,Primaires
230,21004A21-,ANNEESSENS (PLACE),295708,12,0,male,child,163350,1,couple_with_child,2,Primaires
231,21004A21-,ANNEESSENS (PLACE),295082,12,0,male,child,163132,4,single_with_child,2,Primaires
232,21004A21-,ANNEESSENS (PLACE),297775,12,0,male,child,164770,4,single_with_child,2,Primaires
233,21004A21-,ANNEESSENS (PLACE),298808,12,0,male,parent,162188,1,couple_with_child,2,Primaires
234,21004A21-,ANNEESSENS (PLACE),295043,12,0,male,child,163113,1,couple_with_child,2,Primaires
235,21004A13-,PETIT SABLON,299165,12,0,male,child,165816,1,couple_with_child,2,Primaires
236,21004E70-,MARIE-CHRISTINE (RUE),305716,12,0,male,parent,167677,1,couple_with_child,2,Primaires
237,21004E70-,MARIE-CHRISTINE (RUE),302008,12,0,male,child,167153,1,couple_with_child,2,Primaires
238,21004E70-,MARIE-CHRISTINE (RUE),305721,12,0,male,parent,166885,1,couple_with_child,2,Primaires
239,21004E70-,MARIE-CHRISTINE (RUE),301108,12,0,male,child,166870,1,couple_with_child,2,Primaires
240,21004E70-,MARIE-CHRISTINE (RUE),303416,12,0,male,child,167614,1,couple_with_child,2,Primaires
241,21004E74-,EM. DELVA (RUE),310433,12,0,male,child,170887,1,couple_with_child,2,Primaires
242,21004E74-,EM. DELVA (RUE),310879,12,0,male,child,171038,1,couple_with_child,2,Primaires
243,21004E74-,EM. DELVA (RUE),311012,12,0,male,child,171085,1,couple_with_child,2,Primaires
244,21004E74-,EM. DELVA (RUE),306636,12,0,male,child,169584,4,single_with_child,2,Primaires
245,21004E74-,EM. DELVA (RUE),314421,12,0,male,parent,169863,1,couple_with_child,2,Primaires
246,21004E74-,EM. DELVA (RUE),314420,12,0,male,parent,170599,1,couple_with_child,2,Primaires
247,21004E74-,EM. DELVA (RUE),308095,12,0,male,child,170073,1,couple_with_child,2,Primaires
248,21004E74-,EM. DELVA (RUE),310606,12,0,male,child,170942,1,couple_with_child,2,Primaires
249,21004E201,AVENUE JEAN DE BOLOGNE,316862,12,0,male,child,174312,1,couple_with_child,2,Primaires
250,21004E201,AVENUE JEAN DE BOLOGNE,316589,12,0,male,child,174205,1,couple_with_child,2,Primaires
251,21004E201,AVENUE JEAN DE BOLOGNE,318140,12,0,male,child,174801,1,couple_with_child,2,Primaires
252,21004E201,AVENUE JEAN DE BOLOGNE,318153,12,0,male,child,174804,1,couple_with_child,2,Primaires
253,21004E201,AVENUE JEAN DE BOLOGNE,320428,12,0,male,parent,174973,1,couple_with_child,2,Primaires
254,21004E83-,STIENON (AVENUE),325174,12,0,male,parent,177472,1,couple_with_child,2,Primaires
255,21004E83-,STIENON (AVENUE),323292,12,0,male,child,177322,1,couple_with_child,2,Primaires
256,21004E83-,STIENON (AVENUE),323364,12,0,male,child,177351,1,couple_with_child,2,Primaires
257,21004E83-,STIENON (AVENUE),325176,12,0,male,parent,176984,1,couple_with_child,2,Primaires
258,21004E130,SACRE-COEUR,330732,12,0,male,parent,179129,1,couple_with_child,2,Primaires
259,21004E130,SACRE-COEUR,327107,12,0,male,child,179111,1,couple_with_child,2,Primaires
260,21004E130,SACRE-COEUR,327716,12,0,male,child,179289,1,couple_with_child,2,Primaires
261,21004E130,SACRE-COEUR,326558,12,0,male,child,178950,1,couple_with_child,2,Primaires
262,21004E130,SACRE-COEUR,330731,12,0,male,parent,179594,1,couple_with_child,2,Primaires
263,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,332978,12,0,male,child,181950,1,couple_with_child,2,Primaires
264,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334827,12,0,male,parent,181420,1,couple_with_child,2,Primaires
265,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334828,12,0,male,parent,182156,1,couple_with_child,2,Primaires
266,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334826,12,0,male,parent,181665,1,couple_with_child,2,Primaires
267,21004E72-,MAISON ROUGE (PLACE)-SUD,336624,12,0,male,child,183799,1,couple_with_child,2,Primaires
268,21004E72-,MAISON ROUGE (PLACE)-SUD,335557,12,0,male,child,183449,1,couple_with_child,2,Primaires
269,21004E72-,MAISON ROUGE (PLACE)-SUD,335711,12,0,male,child,183504,1,couple_with_child,2,Primaires
270,21004E72-,MAISON ROUGE (PLACE)-SUD,341174,12,0,male,parent,184556,1,couple_with_child,2,Primaires
271,21004E72-,MAISON ROUGE (PLACE)-SUD,337801,12,0,male,child,184176,1,couple_with_child,2,Primaires
272,21004E72-,MAISON ROUGE (PLACE)-SUD,335889,12,0,male,child,183561,4,single_with_child,2,Primaires
