,Unnamed: 0,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune,WorkerID,WorkerType
24,72154,21001A90-,SCHEUTKAPEL,72154,84,0,male,parent,39053,6,collectif,21001A90-,Anderlecht,8,Nursing Home
25,48407,21001A80-,SILLON,48407,66,0,male,parent,26623,6,collectif,21001A80-,Anderlecht,8,Nursing Home
26,69492,21001A941,CROCUS,69492,79,1,female,parent,37515,6,collectif,21001A941,Anderlecht,8,Nursing Home
27,35959,21001C512,CHANTS D'OISEAUX,35959,89,1,female,parent,19602,6,collectif,21001C512,Anderlecht,8,Nursing Home
28,51424,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,51424,77,0,male,parent,28310,6,collectif,21001A31-,Anderlecht,8,Nursing Home
29,22799,21001A51-,SCHERDEMAEL,22799,76,1,female,parent,12548,6,collectif,21001A51-,Anderlecht,8,Nursing Home
30,122811,21001A02-,WAYEZ,122811,78,0,male,parent,64802,6,collectif,21001A02-,Anderlecht,8,Nursing Home
31,72082,21001A90-,SCHEUTKAPEL,72082,73,1,female,parent,38981,6,collectif,21001A90-,Anderlecht,8,Nursing Home
32,105687,21001A00-,RESISTANCE,105687,65,1,female,parent,56054,6,collectif,21001A00-,Anderlecht,8,Nursing Home
33,61999,21001B20-,CONSEIL-NORD,61999,79,1,female,parent,33380,6,collectif,21001B20-,Anderlecht,8,Nursing Home
34,36048,21001C512,CHANTS D'OISEAUX,36048,78,1,female,parent,19691,6,collectif,21001C512,Anderlecht,8,Nursing Home
35,20076,21001A41-,ROMAIN ROLLAND,20076,86,1,female,parent,10886,6,collectif,21001A41-,Anderlecht,8,Nursing Home
36,30609,21001A34-,ROUE - CITE JARDIN,30609,79,0,male,parent,16619,6,collectif,21001A34-,Anderlecht,8,Nursing Home
37,36162,21001C512,CHANTS D'OISEAUX,36162,71,0,male,parent,19805,6,collectif,21001C512,Anderlecht,8,Nursing Home
38,17155,21001A32-,AURORE,17155,76,1,female,parent,9298,6,collectif,21001A32-,Anderlecht,8,Nursing Home
39,48201,21001A80-,SILLON,48201,78,1,female,parent,26417,6,collectif,21001A80-,Anderlecht,8,Nursing Home
40,50430,21001A81-,BROECK,50430,71,1,female,parent,27740,6,collectif,21001A81-,Anderlecht,8,Nursing Home
41,50364,21001A81-,BROECK,50364,82,1,female,parent,27674,6,collectif,21001A81-,Anderlecht,8,Nursing Home
42,17157,21001A32-,AURORE,17157,76,1,female,parent,9300,6,collectif,21001A32-,Anderlecht,8,Nursing Home
43,34259,21001A441,DOCTEUR ROUX,34259,75,1,female,parent,18546,6,collectif,21001A441,Anderlecht,8,Nursing Home
44,125620,21001A112,BIESTEBROEK,125620,81,1,female,parent,66154,6,collectif,21001A112,Anderlecht,8,Nursing Home
45,36042,21001C512,CHANTS D'OISEAUX,36042,78,1,female,parent,19685,6,collectif,21001C512,Anderlecht,8,Nursing Home
46,85768,21001A011,KLEINMOLEN,85768,73,1,female,parent,46078,6,collectif,21001A011,Anderlecht,8,Nursing Home
47,22849,21001A51-,SCHERDEMAEL,22849,79,0,male,parent,12598,6,collectif,21001A51-,Anderlecht,8,Nursing Home
48,53401,21001A031,RAUTER-SUD,53401,68,0,male,parent,29323,6,collectif,21001A031,Anderlecht,8,Nursing Home
49,120036,21001A120,MINIMES,120036,66,1,female,parent,63282,6,collectif,21001A120,Anderlecht,8,Nursing Home
50,54728,21001B22-,BROGNIEZ-SUD,54728,81,0,male,parent,30050,6,collectif,21001B22-,Anderlecht,8,Nursing Home
51,10197,21001A332,ROUE,10197,74,1,female,parent,5545,6,collectif,21001A332,Anderlecht,8,Nursing Home
52,31971,21001A350,CERIA - ZONE D'HABITAT,31971,74,1,female,parent,17317,6,collectif,21001A350,Anderlecht,8,Nursing Home
53,11731,21001A43-,VAN BEETHOVEN,11731,79,1,female,parent,6385,6,collectif,21001A43-,Anderlecht,8,Nursing Home
54,72168,21001A90-,SCHEUTKAPEL,72168,78,0,male,parent,39067,6,collectif,21001A90-,Anderlecht,8,Nursing Home
55,88074,21001A712,SCHEUT - DE SMET,88074,70,0,male,parent,47371,6,collectif,21001A712,Anderlecht,8,Nursing Home
56,105791,21001A00-,RESISTANCE,105791,72,0,male,parent,56158,6,collectif,21001A00-,Anderlecht,8,Nursing Home
57,48215,21001A80-,SILLON,48215,75,1,female,parent,26431,6,collectif,21001A80-,Anderlecht,8,Nursing Home
58,24305,21001C70-,BON AIR - CENTRE,24305,73,0,male,parent,13458,6,collectif,21001C70-,Anderlecht,8,Nursing Home
59,69824,21001A732,SCHEUTVELD,69824,93,1,female,parent,37723,6,collectif,21001A732,Anderlecht,8,Nursing Home
60,69469,21001A941,CROCUS,69469,88,1,female,parent,37492,6,collectif,21001A941,Anderlecht,8,Nursing Home
61,72095,21001A90-,SCHEUTKAPEL,72095,71,1,female,parent,38994,6,collectif,21001A90-,Anderlecht,8,Nursing Home
62,28261,21001A84-,POESIE,28261,84,1,female,parent,15426,6,collectif,21001A84-,Anderlecht,8,Nursing Home
63,42290,21001A451,VENIZELOS,42290,79,0,male,parent,23295,6,collectif,21001A451,Anderlecht,8,Nursing Home
64,36083,21001C512,CHANTS D'OISEAUX,36083,72,1,female,parent,19726,6,collectif,21001C512,Anderlecht,8,Nursing Home
65,17129,21001A32-,AURORE,17129,79,1,female,parent,9272,6,collectif,21001A32-,Anderlecht,8,Nursing Home
66,20182,21001A41-,ROMAIN ROLLAND,20182,67,1,female,parent,10992,6,collectif,21001A41-,Anderlecht,8,Nursing Home
67,20861,21001A85-,AUBADE,20861,77,1,female,parent,11349,6,collectif,21001A85-,Anderlecht,8,Nursing Home
68,67023,21001A051,LINDE-EST,67023,79,0,male,parent,36353,6,collectif,21001A051,Anderlecht,8,Nursing Home
69,20147,21001A41-,ROMAIN ROLLAND,20147,76,1,female,parent,10957,6,collectif,21001A41-,Anderlecht,8,Nursing Home
70,45133,21001A30-,BIZET,45133,72,0,male,parent,24712,6,collectif,21001A30-,Anderlecht,8,Nursing Home
71,72088,21001A90-,SCHEUTKAPEL,72088,72,1,female,parent,38987,6,collectif,21001A90-,Anderlecht,8,Nursing Home
72,26823,21001A552,TREFLE,26823,74,1,female,parent,14636,6,collectif,21001A552,Anderlecht,8,Nursing Home
73,26971,21001A552,TREFLE,26971,79,0,male,parent,14784,6,collectif,21001A552,Anderlecht,8,Nursing Home
74,71976,21001A90-,SCHEUTKAPEL,71976,92,1,female,parent,38875,6,collectif,21001A90-,Anderlecht,8,Nursing Home
75,48150,21001A80-,SILLON,48150,84,1,female,parent,26366,6,collectif,21001A80-,Anderlecht,8,Nursing Home
76,87984,21001A712,SCHEUT - DE SMET,87984,82,1,female,parent,47281,6,collectif,21001A712,Anderlecht,8,Nursing Home
77,39535,21001A82-,MOORTEBEEK,39535,71,1,female,parent,21610,6,collectif,21001A82-,Anderlecht,8,Nursing Home
78,8919,21001A503,VIVES,8919,84,1,female,parent,4895,6,collectif,21001A503,Anderlecht,8,Nursing Home
79,82620,21001A72-,OSSEGEM,82620,69,0,male,parent,44489,6,collectif,21001A72-,Anderlecht,8,Nursing Home
80,109188,21001A95-,BUFFON,109188,71,1,female,parent,57688,6,collectif,21001A95-,Anderlecht,8,Nursing Home
81,77966,21001B25-,REVISION-NORD,77966,75,1,female,parent,41885,6,collectif,21001B25-,Anderlecht,8,Nursing Home
82,96320,21001A931,AGRAFE-NORBERT GILLE,96320,72,0,male,parent,51492,6,collectif,21001A931,Anderlecht,8,Nursing Home
83,122733,21001A02-,WAYEZ,122733,94,1,female,parent,64724,6,collectif,21001A02-,Anderlecht,8,Nursing Home
84,102862,21001A92-,JAKOB SMITS,102862,66,0,male,parent,54614,6,collectif,21001A92-,Anderlecht,8,Nursing Home
85,35967,21001C512,CHANTS D'OISEAUX,35967,88,1,female,parent,19610,6,collectif,21001C512,Anderlecht,8,Nursing Home
86,20041,21001A41-,ROMAIN ROLLAND,20041,89,1,female,parent,10851,6,collectif,21001A41-,Anderlecht,8,Nursing Home
87,82609,21001A72-,OSSEGEM,82609,71,0,male,parent,44478,6,collectif,21001A72-,Anderlecht,8,Nursing Home
88,69584,21001A941,CROCUS,69584,83,0,male,parent,37607,6,collectif,21001A941,Anderlecht,8,Nursing Home
89,42231,21001A451,VENIZELOS,42231,74,1,female,parent,23236,6,collectif,21001A451,Anderlecht,8,Nursing Home
90,74105,21001B31-,ALBERT I- IMMEUBLES,74105,83,1,female,parent,40085,6,collectif,21001B31-,Anderlecht,8,Nursing Home
91,50380,21001A81-,BROECK,50380,78,1,female,parent,27690,6,collectif,21001A81-,Anderlecht,8,Nursing Home
92,2654,21001A041,VEEWEYDE-SUD,2654,73,1,female,parent,1224,6,collectif,21001A041,Anderlecht,8,Nursing Home
93,48151,21001A80-,SILLON,48151,84,1,female,parent,26367,6,collectif,21001A80-,Anderlecht,8,Nursing Home
94,36077,21001C512,CHANTS D'OISEAUX,36077,73,1,female,parent,19720,6,collectif,21001C512,Anderlecht,8,Nursing Home
95,77965,21001B25-,REVISION-NORD,77965,75,1,female,parent,41884,6,collectif,21001B25-,Anderlecht,8,Nursing Home
96,74097,21001B31-,ALBERT I- IMMEUBLES,74097,88,1,female,parent,40077,6,collectif,21001B31-,Anderlecht,8,Nursing Home
97,34280,21001A441,DOCTEUR ROUX,34280,67,1,female,parent,18567,6,collectif,21001A441,Anderlecht,8,Nursing Home
98,30396,21001A34-,ROUE - CITE JARDIN,30396,82,1,female,parent,16406,6,collectif,21001A34-,Anderlecht,8,Nursing Home
99,11742,21001A43-,VAN BEETHOVEN,11742,72,1,female,parent,6396,6,collectif,21001A43-,Anderlecht,8,Nursing Home
100,48126,21001A80-,SILLON,48126,89,1,female,parent,26342,6,collectif,21001A80-,Anderlecht,8,Nursing Home
101,125656,21001A112,BIESTEBROEK,125656,71,1,female,parent,66190,6,collectif,21001A112,Anderlecht,8,Nursing Home
102,22829,21001A51-,SCHERDEMAEL,22829,71,1,female,parent,12578,6,collectif,21001A51-,Anderlecht,8,Nursing Home
103,82426,21001A72-,OSSEGEM,82426,82,1,female,parent,44295,6,collectif,21001A72-,Anderlecht,8,Nursing Home
104,39508,21001A82-,MOORTEBEEK,39508,76,1,female,parent,21583,6,collectif,21001A82-,Anderlecht,8,Nursing Home
105,98829,21001A74-,SCHEUT-OUEST,98829,68,1,female,parent,52599,6,collectif,21001A74-,Anderlecht,8,Nursing Home
106,40271,21001C611,SOETKIN,40271,71,1,female,parent,22112,6,collectif,21001C611,Anderlecht,8,Nursing Home
107,87990,21001A712,SCHEUT - DE SMET,87990,76,1,female,parent,47287,6,collectif,21001A712,Anderlecht,8,Nursing Home
108,94414,21001A911,SCHEUT-EST,94414,65,0,male,parent,50597,6,collectif,21001A911,Anderlecht,8,Nursing Home
109,72080,21001A90-,SCHEUTKAPEL,72080,74,1,female,parent,38979,6,collectif,21001A90-,Anderlecht,8,Nursing Home
110,34390,21001A441,DOCTEUR ROUX,34390,80,0,male,parent,18677,6,collectif,21001A441,Anderlecht,8,Nursing Home
111,78960,21001B11-,ROSEE-OUEST,78960,71,1,female,parent,42550,6,collectif,21001B11-,Anderlecht,8,Nursing Home
112,102629,21001A92-,JAKOB SMITS,102629,84,1,female,parent,54381,6,collectif,21001A92-,Anderlecht,8,Nursing Home
113,34397,21001A441,DOCTEUR ROUX,34397,77,0,male,parent,18684,6,collectif,21001A441,Anderlecht,8,Nursing Home
114,62267,21001B20-,CONSEIL-NORD,62267,72,0,male,parent,33648,6,collectif,21001B20-,Anderlecht,8,Nursing Home
115,28246,21001A84-,POESIE,28246,94,1,female,parent,15411,6,collectif,21001A84-,Anderlecht,8,Nursing Home
116,82605,21001A72-,OSSEGEM,82605,73,0,male,parent,44474,6,collectif,21001A72-,Anderlecht,8,Nursing Home
117,42222,21001A451,VENIZELOS,42222,76,1,female,parent,23227,6,collectif,21001A451,Anderlecht,8,Nursing Home
118,51378,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,51378,76,1,female,parent,28264,6,collectif,21001A31-,Anderlecht,8,Nursing Home
119,87986,21001A712,SCHEUT - DE SMET,87986,80,1,female,parent,47283,6,collectif,21001A712,Anderlecht,8,Nursing Home
120,17191,21001A32-,AURORE,17191,71,1,female,parent,9334,6,collectif,21001A32-,Anderlecht,8,Nursing Home
121,109262,21001A95-,BUFFON,109262,74,0,male,parent,57762,6,collectif,21001A95-,Anderlecht,8,Nursing Home
122,78172,21001B25-,REVISION-NORD,78172,68,0,male,parent,42091,6,collectif,21001B25-,Anderlecht,8,Nursing Home
123,20235,21001A41-,ROMAIN ROLLAND,20235,77,0,male,parent,11045,6,collectif,21001A41-,Anderlecht,8,Nursing Home
124,122738,21001A02-,WAYEZ,122738,84,1,female,parent,64729,6,collectif,21001A02-,Anderlecht,8,Nursing Home
125,37501,21001C71-,BON AIR - CITE JARDIN,37501,76,1,female,parent,20451,6,collectif,21001C71-,Anderlecht,8,Nursing Home
126,125749,21001A112,BIESTEBROEK,125749,81,0,male,parent,66283,6,collectif,21001A112,Anderlecht,8,Nursing Home
127,48185,21001A80-,SILLON,48185,80,1,female,parent,26401,6,collectif,21001A80-,Anderlecht,8,Nursing Home
128,105668,21001A00-,RESISTANCE,105668,74,1,female,parent,56035,6,collectif,21001A00-,Anderlecht,8,Nursing Home
129,48232,21001A80-,SILLON,48232,74,1,female,parent,26448,6,collectif,21001A80-,Anderlecht,8,Nursing Home
130,98794,21001A74-,SCHEUT-OUEST,98794,77,1,female,parent,52564,6,collectif,21001A74-,Anderlecht,8,Nursing Home
131,20956,21001A85-,AUBADE,20956,74,0,male,parent,11444,6,collectif,21001A85-,Anderlecht,8,Nursing Home
132,87989,21001A712,SCHEUT - DE SMET,87989,77,1,female,parent,47286,6,collectif,21001A712,Anderlecht,8,Nursing Home
133,48204,21001A80-,SILLON,48204,77,1,female,parent,26420,6,collectif,21001A80-,Anderlecht,8,Nursing Home
134,113318,21001B332,GOUJONS,113318,73,0,male,parent,59959,6,collectif,21001B332,Anderlecht,8,Nursing Home
135,99101,21001A74-,SCHEUT-OUEST,99101,69,0,male,parent,52871,6,collectif,21001A74-,Anderlecht,8,Nursing Home
136,44815,21001A30-,BIZET,44815,72,1,female,parent,24394,6,collectif,21001A30-,Anderlecht,8,Nursing Home
137,50481,21001A81-,BROECK,50481,76,0,male,parent,27791,6,collectif,21001A81-,Anderlecht,8,Nursing Home
138,85942,21001A011,KLEINMOLEN,85942,74,0,male,parent,46252,6,collectif,21001A011,Anderlecht,8,Nursing Home
139,32076,21001A350,CERIA - ZONE D'HABITAT,32076,77,0,male,parent,17422,6,collectif,21001A350,Anderlecht,8,Nursing Home
140,82424,21001A72-,OSSEGEM,82424,83,1,female,parent,44293,6,collectif,21001A72-,Anderlecht,8,Nursing Home
141,72177,21001A90-,SCHEUTKAPEL,72177,74,0,male,parent,39076,6,collectif,21001A90-,Anderlecht,8,Nursing Home
142,125741,21001A112,BIESTEBROEK,125741,84,0,male,parent,66275,6,collectif,21001A112,Anderlecht,8,Nursing Home
143,23391,21001A42-,KAT,23391,80,0,male,parent,12916,6,collectif,21001A42-,Anderlecht,8,Nursing Home
144,91705,21001B21-,BROGNIEZ-NORD,91705,84,1,female,parent,49105,6,collectif,21001B21-,Anderlecht,8,Nursing Home
145,125767,21001A112,BIESTEBROEK,125767,74,0,male,parent,66301,6,collectif,21001A112,Anderlecht,8,Nursing Home
146,62014,21001B20-,CONSEIL-NORD,62014,75,1,female,parent,33395,6,collectif,21001B20-,Anderlecht,8,Nursing Home
147,74126,21001B31-,ALBERT I- IMMEUBLES,74126,72,1,female,parent,40106,6,collectif,21001B31-,Anderlecht,8,Nursing Home
148,62284,21001B20-,CONSEIL-NORD,62284,66,0,male,parent,33665,6,collectif,21001B20-,Anderlecht,8,Nursing Home
149,74220,21001B31-,ALBERT I- IMMEUBLES,74220,75,0,male,parent,40200,6,collectif,21001B31-,Anderlecht,8,Nursing Home
150,8977,21001A503,VIVES,8977,67,1,female,parent,4953,6,collectif,21001A503,Anderlecht,8,Nursing Home
151,34275,21001A441,DOCTEUR ROUX,34275,69,1,female,parent,18562,6,collectif,21001A441,Anderlecht,8,Nursing Home
152,72078,21001A90-,SCHEUTKAPEL,72078,74,1,female,parent,38977,6,collectif,21001A90-,Anderlecht,8,Nursing Home
153,50483,21001A81-,BROECK,50483,76,0,male,parent,27793,6,collectif,21001A81-,Anderlecht,8,Nursing Home
154,72174,21001A90-,SCHEUTKAPEL,72174,75,0,male,parent,39073,6,collectif,21001A90-,Anderlecht,8,Nursing Home
155,54737,21001B22-,BROGNIEZ-SUD,54737,69,0,male,parent,30059,6,collectif,21001B22-,Anderlecht,8,Nursing Home
156,115304,21001B241,REVISION-SUD,115304,79,0,male,parent,60965,6,collectif,21001B241,Anderlecht,8,Nursing Home
157,45131,21001A30-,BIZET,45131,73,0,male,parent,24710,6,collectif,21001A30-,Anderlecht,8,Nursing Home
158,53402,21001A031,RAUTER-SUD,53402,68,0,male,parent,29324,6,collectif,21001A031,Anderlecht,8,Nursing Home
159,24309,21001C70-,BON AIR - CENTRE,24309,66,0,male,parent,13462,6,collectif,21001C70-,Anderlecht,8,Nursing Home
160,30445,21001A34-,ROUE - CITE JARDIN,30445,66,1,female,parent,16455,6,collectif,21001A34-,Anderlecht,8,Nursing Home
161,99105,21001A74-,SCHEUT-OUEST,99105,69,0,male,parent,52875,6,collectif,21001A74-,Anderlecht,8,Nursing Home
162,105669,21001A00-,RESISTANCE,105669,74,1,female,parent,56036,6,collectif,21001A00-,Anderlecht,8,Nursing Home
163,96317,21001A931,AGRAFE-NORBERT GILLE,96317,74,0,male,parent,51489,6,collectif,21001A931,Anderlecht,8,Nursing Home
164,51423,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,51423,78,0,male,parent,28309,6,collectif,21001A31-,Anderlecht,8,Nursing Home
165,96321,21001A931,AGRAFE-NORBERT GILLE,96321,72,0,male,parent,51493,6,collectif,21001A931,Anderlecht,8,Nursing Home
166,109163,21001A95-,BUFFON,109163,77,1,female,parent,57663,6,collectif,21001A95-,Anderlecht,8,Nursing Home
167,26838,21001A552,TREFLE,26838,72,1,female,parent,14651,6,collectif,21001A552,Anderlecht,8,Nursing Home
168,82603,21001A72-,OSSEGEM,82603,73,0,male,parent,44472,6,collectif,21001A72-,Anderlecht,8,Nursing Home
169,31980,21001A350,CERIA - ZONE D'HABITAT,31980,72,1,female,parent,17326,6,collectif,21001A350,Anderlecht,8,Nursing Home
170,42204,21001A451,VENIZELOS,42204,80,1,female,parent,23209,6,collectif,21001A451,Anderlecht,8,Nursing Home
171,62015,21001B20-,CONSEIL-NORD,62015,75,1,female,parent,33396,6,collectif,21001B20-,Anderlecht,8,Nursing Home
172,66908,21001A051,LINDE-EST,66908,81,1,female,parent,36238,6,collectif,21001A051,Anderlecht,8,Nursing Home
173,48270,21001A80-,SILLON,48270,71,1,female,parent,26486,6,collectif,21001A80-,Anderlecht,8,Nursing Home
174,42232,21001A451,VENIZELOS,42232,74,1,female,parent,23237,6,collectif,21001A451,Anderlecht,8,Nursing Home
175,17080,21001A32-,AURORE,17080,89,1,female,parent,9223,6,collectif,21001A32-,Anderlecht,8,Nursing Home
176,82432,21001A72-,OSSEGEM,82432,80,1,female,parent,44301,6,collectif,21001A72-,Anderlecht,8,Nursing Home
177,66897,21001A051,LINDE-EST,66897,89,1,female,parent,36227,6,collectif,21001A051,Anderlecht,8,Nursing Home
178,125614,21001A112,BIESTEBROEK,125614,83,1,female,parent,66148,6,collectif,21001A112,Anderlecht,8,Nursing Home
179,105676,21001A00-,RESISTANCE,105676,71,1,female,parent,56043,6,collectif,21001A00-,Anderlecht,8,Nursing Home
180,2734,21001A041,VEEWEYDE-SUD,2734,69,0,male,parent,1304,6,collectif,21001A041,Anderlecht,8,Nursing Home
181,87977,21001A712,SCHEUT - DE SMET,87977,89,1,female,parent,47274,6,collectif,21001A712,Anderlecht,8,Nursing Home
182,30399,21001A34-,ROUE - CITE JARDIN,30399,81,1,female,parent,16409,6,collectif,21001A34-,Anderlecht,8,Nursing Home
183,28356,21001A84-,POESIE,28356,70,0,male,parent,15521,6,collectif,21001A84-,Anderlecht,8,Nursing Home
184,105675,21001A00-,RESISTANCE,105675,71,1,female,parent,56042,6,collectif,21001A00-,Anderlecht,8,Nursing Home
185,1223802,21001C6PB,ZONE RURALE,1223802,79,1,female,parent,666007,6,collectif,21001C6PB,Anderlecht,8,Nursing Home
186,53292,21001A031,RAUTER-SUD,53292,75,1,female,parent,29214,6,collectif,21001A031,Anderlecht,8,Nursing Home
187,120008,21001A120,MINIMES,120008,75,1,female,parent,63254,6,collectif,21001A120,Anderlecht,8,Nursing Home
188,17171,21001A32-,AURORE,17171,74,1,female,parent,9314,6,collectif,21001A32-,Anderlecht,8,Nursing Home
189,91934,21001B21-,BROGNIEZ-NORD,91934,79,0,male,parent,49334,6,collectif,21001B21-,Anderlecht,8,Nursing Home
190,10198,21001A332,ROUE,10198,73,1,female,parent,5546,6,collectif,21001A332,Anderlecht,8,Nursing Home
191,72052,21001A90-,SCHEUTKAPEL,72052,80,1,female,parent,38951,6,collectif,21001A90-,Anderlecht,8,Nursing Home
192,17116,21001A32-,AURORE,17116,81,1,female,parent,9259,6,collectif,21001A32-,Anderlecht,8,Nursing Home
193,44820,21001A30-,BIZET,44820,70,1,female,parent,24399,6,collectif,21001A30-,Anderlecht,8,Nursing Home
194,37500,21001C71-,BON AIR - CITE JARDIN,37500,77,1,female,parent,20450,6,collectif,21001C71-,Anderlecht,8,Nursing Home
195,50473,21001A81-,BROECK,50473,78,0,male,parent,27783,6,collectif,21001A81-,Anderlecht,8,Nursing Home
196,72102,21001A90-,SCHEUTKAPEL,72102,68,1,female,parent,39001,6,collectif,21001A90-,Anderlecht,8,Nursing Home
197,30614,21001A34-,ROUE - CITE JARDIN,30614,77,0,male,parent,16624,6,collectif,21001A34-,Anderlecht,8,Nursing Home
198,17143,21001A32-,AURORE,17143,77,1,female,parent,9286,6,collectif,21001A32-,Anderlecht,8,Nursing Home
199,94295,21001A911,SCHEUT-EST,94295,68,1,female,parent,50478,6,collectif,21001A911,Anderlecht,8,Nursing Home
200,72164,21001A90-,SCHEUTKAPEL,72164,80,0,male,parent,39063,6,collectif,21001A90-,Anderlecht,8,Nursing Home
201,56636,21001B321,ALBERT I- QUARTIER,56636,75,1,female,parent,30931,6,collectif,21001B321,Anderlecht,8,Nursing Home
202,17186,21001A32-,AURORE,17186,72,1,female,parent,9329,6,collectif,21001A32-,Anderlecht,8,Nursing Home
203,116620,21001A10-,PORSELEIN,116620,79,1,female,parent,61653,6,collectif,21001A10-,Anderlecht,8,Nursing Home
204,17147,21001A32-,AURORE,17147,77,1,female,parent,9290,6,collectif,21001A32-,Anderlecht,8,Nursing Home
205,109280,21001A95-,BUFFON,109280,69,0,male,parent,57780,6,collectif,21001A95-,Anderlecht,8,Nursing Home
206,54745,21001B22-,BROGNIEZ-SUD,54745,66,0,male,parent,30067,6,collectif,21001B22-,Anderlecht,8,Nursing Home
207,26975,21001A552,TREFLE,26975,76,0,male,parent,14788,6,collectif,21001A552,Anderlecht,8,Nursing Home
208,78169,21001B25-,REVISION-NORD,78169,69,0,male,parent,42088,6,collectif,21001B25-,Anderlecht,8,Nursing Home
209,17166,21001A32-,AURORE,17166,74,1,female,parent,9309,6,collectif,21001A32-,Anderlecht,8,Nursing Home
210,26862,21001A552,TREFLE,26862,67,1,female,parent,14675,6,collectif,21001A552,Anderlecht,8,Nursing Home
211,8949,21001A503,VIVES,8949,79,1,female,parent,4925,6,collectif,21001A503,Anderlecht,8,Nursing Home
212,22779,21001A51-,SCHERDEMAEL,22779,80,1,female,parent,12528,6,collectif,21001A51-,Anderlecht,8,Nursing Home
213,48169,21001A80-,SILLON,48169,82,1,female,parent,26385,6,collectif,21001A80-,Anderlecht,8,Nursing Home
214,102674,21001A92-,JAKOB SMITS,102674,69,1,female,parent,54426,6,collectif,21001A92-,Anderlecht,8,Nursing Home
215,48408,21001A80-,SILLON,48408,66,0,male,parent,26624,6,collectif,21001A80-,Anderlecht,8,Nursing Home
216,99083,21001A74-,SCHEUT-OUEST,99083,80,0,male,parent,52853,6,collectif,21001A74-,Anderlecht,8,Nursing Home
217,17140,21001A32-,AURORE,17140,78,1,female,parent,9283,6,collectif,21001A32-,Anderlecht,8,Nursing Home
218,50359,21001A81-,BROECK,50359,84,1,female,parent,27669,6,collectif,21001A81-,Anderlecht,8,Nursing Home
