,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseHorldTypeName,WorkerID,WorkerType
51158,21001B22-,BROGNIEZ-SUD,54826,4,0,male,parent,30148,6,collectif,10,Hospital
51159,21001B22-,BROGNIEZ-SUD,54828,4,0,male,parent,30150,6,collectif,10,Hospital
53004,21001B321,ALBERT I- QUARTIER,56720,5,1,female,parent,31015,6,collectif,10,Hospital
53005,21001B321,ALBERT I- QUARTIER,56721,5,1,female,parent,31016,6,collectif,10,Hospital
53006,21001B321,ALBERT I- QUARTIER,56722,5,1,female,parent,31017,6,collectif,10,Hospital
53007,21001B321,ALBERT I- QUARTIER,56728,4,1,female,parent,31023,6,collectif,10,Hospital
53008,21001B321,ALBERT I- QUARTIER,56729,4,1,female,parent,31024,6,collectif,10,Hospital
53009,21001B321,ALBERT I- QUARTIER,56730,4,1,female,parent,31025,6,collectif,10,Hospital
53091,21001B321,ALBERT I- QUARTIER,56850,5,0,male,parent,31145,6,collectif,10,Hospital
53092,21001B321,ALBERT I- QUARTIER,56851,5,0,male,parent,31146,6,collectif,10,Hospital
53093,21001B321,ALBERT I- QUARTIER,56853,5,0,male,parent,31148,6,collectif,10,Hospital
53094,21001B321,ALBERT I- QUARTIER,56854,5,0,male,parent,31149,6,collectif,10,Hospital
53095,21001B321,ALBERT I- QUARTIER,56855,5,0,male,parent,31150,6,collectif,10,Hospital
53096,21001B321,ALBERT I- QUARTIER,56856,4,0,male,parent,31151,6,collectif,10,Hospital
53097,21001B321,ALBERT I- QUARTIER,56859,4,0,male,parent,31154,6,collectif,10,Hospital
53098,21001B321,ALBERT I- QUARTIER,56860,4,0,male,parent,31155,6,collectif,10,Hospital
53099,21001B321,ALBERT I- QUARTIER,56861,4,0,male,parent,31156,6,collectif,10,Hospital
53100,21001B321,ALBERT I- QUARTIER,56862,4,0,male,parent,31157,6,collectif,10,Hospital
53101,21001B321,ALBERT I- QUARTIER,56863,4,0,male,parent,31158,6,collectif,10,Hospital
53102,21001B321,ALBERT I- QUARTIER,56864,4,0,male,parent,31159,6,collectif,10,Hospital
53103,21001B321,ALBERT I- QUARTIER,56865,4,0,male,parent,31160,6,collectif,10,Hospital
53104,21001B321,ALBERT I- QUARTIER,56866,4,0,male,parent,31161,6,collectif,10,Hospital
53105,21001B321,ALBERT I- QUARTIER,56867,4,0,male,parent,31162,6,collectif,10,Hospital
53106,21001B321,ALBERT I- QUARTIER,56868,4,0,male,parent,31163,6,collectif,10,Hospital
53107,21001B321,ALBERT I- QUARTIER,56869,3,0,male,parent,31164,6,collectif,10,Hospital
53108,21001B321,ALBERT I- QUARTIER,56870,3,0,male,parent,31165,6,collectif,10,Hospital
53109,21001B321,ALBERT I- QUARTIER,56872,3,0,male,parent,31167,6,collectif,10,Hospital
53110,21001B321,ALBERT I- QUARTIER,56873,3,0,male,parent,31168,6,collectif,10,Hospital
58306,21001B20-,CONSEIL-NORD,62196,5,1,female,parent,33577,6,collectif,10,Hospital
58307,21001B20-,CONSEIL-NORD,62197,5,1,female,parent,33578,6,collectif,10,Hospital
58308,21001B20-,CONSEIL-NORD,62200,5,1,female,parent,33581,6,collectif,10,Hospital
58309,21001B20-,CONSEIL-NORD,62203,4,1,female,parent,33584,6,collectif,10,Hospital
58310,21001B20-,CONSEIL-NORD,62205,4,1,female,parent,33586,6,collectif,10,Hospital
58311,21001B20-,CONSEIL-NORD,62208,4,1,female,parent,33589,6,collectif,10,Hospital
58312,21001B20-,CONSEIL-NORD,62212,4,1,female,parent,33593,6,collectif,10,Hospital
58313,21001B20-,CONSEIL-NORD,62220,3,1,female,parent,33601,6,collectif,10,Hospital
58314,21001B20-,CONSEIL-NORD,62222,3,1,female,parent,33603,6,collectif,10,Hospital
58315,21001B20-,CONSEIL-NORD,62223,3,1,female,parent,33604,6,collectif,10,Hospital
58316,21001B20-,CONSEIL-NORD,62225,3,1,female,parent,33606,6,collectif,10,Hospital
58317,21001B20-,CONSEIL-NORD,62226,3,1,female,parent,33607,6,collectif,10,Hospital
58543,21001B20-,CONSEIL-NORD,62572,5,0,male,parent,33953,6,collectif,10,Hospital
58544,21001B20-,CONSEIL-NORD,62573,5,0,male,parent,33954,6,collectif,10,Hospital
58545,21001B20-,CONSEIL-NORD,62574,5,0,male,parent,33955,6,collectif,10,Hospital
58546,21001B20-,CONSEIL-NORD,62575,5,0,male,parent,33956,6,collectif,10,Hospital
58547,21001B20-,CONSEIL-NORD,62577,5,0,male,parent,33958,6,collectif,10,Hospital
58548,21001B20-,CONSEIL-NORD,62578,5,0,male,parent,33959,6,collectif,10,Hospital
58549,21001B20-,CONSEIL-NORD,62580,4,0,male,parent,33961,6,collectif,10,Hospital
58550,21001B20-,CONSEIL-NORD,62582,4,0,male,parent,33963,6,collectif,10,Hospital
58551,21001B20-,CONSEIL-NORD,62584,4,0,male,parent,33965,6,collectif,10,Hospital
58552,21001B20-,CONSEIL-NORD,62586,4,0,male,parent,33967,6,collectif,10,Hospital
58553,21001B20-,CONSEIL-NORD,62587,4,0,male,parent,33968,6,collectif,10,Hospital
58554,21001B20-,CONSEIL-NORD,62588,3,0,male,parent,33969,6,collectif,10,Hospital
58555,21001B20-,CONSEIL-NORD,62590,3,0,male,parent,33971,6,collectif,10,Hospital
58556,21001B20-,CONSEIL-NORD,62591,3,0,male,parent,33972,6,collectif,10,Hospital
58557,21001B20-,CONSEIL-NORD,62595,3,0,male,parent,33976,6,collectif,10,Hospital
60012,21001B23-,CONSEIL-SUD,64089,5,1,female,parent,34806,6,collectif,10,Hospital
60013,21001B23-,CONSEIL-SUD,64090,5,1,female,parent,34807,6,collectif,10,Hospital
60014,21001B23-,CONSEIL-SUD,64092,4,1,female,parent,34809,6,collectif,10,Hospital
60081,21001B23-,CONSEIL-SUD,64198,4,0,male,parent,34915,6,collectif,10,Hospital
60082,21001B23-,CONSEIL-SUD,64199,4,0,male,parent,34916,6,collectif,10,Hospital
62793,21001A051,LINDE-EST,67007,5,1,female,parent,36337,6,collectif,10,Hospital
62794,21001A051,LINDE-EST,67009,5,1,female,parent,36339,6,collectif,10,Hospital
62795,21001A051,LINDE-EST,67010,5,1,female,parent,36340,6,collectif,10,Hospital
62796,21001A051,LINDE-EST,67011,5,1,female,parent,36341,6,collectif,10,Hospital
62797,21001A051,LINDE-EST,67012,5,1,female,parent,36342,6,collectif,10,Hospital
62798,21001A051,LINDE-EST,67013,4,1,female,parent,36343,6,collectif,10,Hospital
62799,21001A051,LINDE-EST,67015,4,1,female,parent,36345,6,collectif,10,Hospital
62800,21001A051,LINDE-EST,67016,4,1,female,parent,36346,6,collectif,10,Hospital
62867,21001A051,LINDE-EST,67116,4,0,male,parent,36446,6,collectif,10,Hospital
62868,21001A051,LINDE-EST,67117,4,0,male,parent,36447,6,collectif,10,Hospital
62869,21001A051,LINDE-EST,67119,4,0,male,parent,36449,6,collectif,10,Hospital
62870,21001A051,LINDE-EST,67121,4,0,male,parent,36451,6,collectif,10,Hospital
62871,21001A051,LINDE-EST,67122,3,0,male,parent,36452,6,collectif,10,Hospital
62872,21001A051,LINDE-EST,67123,3,0,male,parent,36453,6,collectif,10,Hospital
62873,21001A051,LINDE-EST,67124,3,0,male,parent,36454,6,collectif,10,Hospital
62874,21001A051,LINDE-EST,67126,3,0,male,parent,36456,6,collectif,10,Hospital
68700,21001A132,RAUTER-NORD,73410,5,0,male,parent,39786,6,collectif,10,Hospital
68701,21001A132,RAUTER-NORD,73411,5,0,male,parent,39787,6,collectif,10,Hospital
68702,21001A132,RAUTER-NORD,73412,4,0,male,parent,39788,6,collectif,10,Hospital
69461,21001B31-,ALBERT I- IMMEUBLES,74202,5,1,female,parent,40182,6,collectif,10,Hospital
69462,21001B31-,ALBERT I- IMMEUBLES,74203,5,1,female,parent,40183,6,collectif,10,Hospital
69463,21001B31-,ALBERT I- IMMEUBLES,74204,5,1,female,parent,40184,6,collectif,10,Hospital
69464,21001B31-,ALBERT I- IMMEUBLES,74205,5,1,female,parent,40185,6,collectif,10,Hospital
69562,21001B31-,ALBERT I- IMMEUBLES,74318,5,0,male,parent,40298,6,collectif,10,Hospital
69563,21001B31-,ALBERT I- IMMEUBLES,74319,5,0,male,parent,40299,6,collectif,10,Hospital
73274,21001B25-,REVISION-NORD,78128,5,1,female,parent,42047,6,collectif,10,Hospital
73275,21001B25-,REVISION-NORD,78129,5,1,female,parent,42048,6,collectif,10,Hospital
73276,21001B25-,REVISION-NORD,78131,4,1,female,parent,42050,6,collectif,10,Hospital
73277,21001B25-,REVISION-NORD,78132,4,1,female,parent,42051,6,collectif,10,Hospital
73278,21001B25-,REVISION-NORD,78133,4,1,female,parent,42052,6,collectif,10,Hospital
73279,21001B25-,REVISION-NORD,78135,4,1,female,parent,42054,6,collectif,10,Hospital
73404,21001B25-,REVISION-NORD,78336,5,0,male,parent,42255,6,collectif,10,Hospital
73405,21001B25-,REVISION-NORD,78338,5,0,male,parent,42257,6,collectif,10,Hospital
73406,21001B25-,REVISION-NORD,78342,4,0,male,parent,42261,6,collectif,10,Hospital
73407,21001B25-,REVISION-NORD,78344,4,0,male,parent,42263,6,collectif,10,Hospital
73408,21001B25-,REVISION-NORD,78345,4,0,male,parent,42264,6,collectif,10,Hospital
73409,21001B25-,REVISION-NORD,78346,4,0,male,parent,42265,6,collectif,10,Hospital
73410,21001B25-,REVISION-NORD,78347,4,0,male,parent,42266,6,collectif,10,Hospital
74113,21001B11-,ROSEE-OUEST,79053,5,1,female,parent,42643,6,collectif,10,Hospital
74114,21001B11-,ROSEE-OUEST,79054,5,1,female,parent,42644,6,collectif,10,Hospital
74115,21001B11-,ROSEE-OUEST,79055,5,1,female,parent,42645,6,collectif,10,Hospital
74116,21001B11-,ROSEE-OUEST,79056,5,1,female,parent,42646,6,collectif,10,Hospital
74117,21001B11-,ROSEE-OUEST,79057,4,1,female,parent,42647,6,collectif,10,Hospital
74118,21001B11-,ROSEE-OUEST,79058,3,1,female,parent,42648,6,collectif,10,Hospital
74119,21001B11-,ROSEE-OUEST,79059,3,1,female,parent,42649,6,collectif,10,Hospital
74120,21001B11-,ROSEE-OUEST,79060,3,1,female,parent,42650,6,collectif,10,Hospital
74121,21001B11-,ROSEE-OUEST,79061,3,1,female,parent,42651,6,collectif,10,Hospital
74122,21001B11-,ROSEE-OUEST,79062,3,1,female,parent,42652,6,collectif,10,Hospital
74243,21001B11-,ROSEE-OUEST,79194,5,0,male,parent,42784,6,collectif,10,Hospital
74244,21001B11-,ROSEE-OUEST,79195,5,0,male,parent,42785,6,collectif,10,Hospital
74245,21001B11-,ROSEE-OUEST,79196,5,0,male,parent,42786,6,collectif,10,Hospital
74246,21001B11-,ROSEE-OUEST,79197,4,0,male,parent,42787,6,collectif,10,Hospital
74247,21001B11-,ROSEE-OUEST,79198,4,0,male,parent,42788,6,collectif,10,Hospital
74248,21001B11-,ROSEE-OUEST,79199,4,0,male,parent,42789,6,collectif,10,Hospital
74249,21001B11-,ROSEE-OUEST,79200,4,0,male,parent,42790,6,collectif,10,Hospital
74250,21001B11-,ROSEE-OUEST,79201,4,0,male,parent,42791,6,collectif,10,Hospital
74251,21001B11-,ROSEE-OUEST,79202,4,0,male,parent,42792,6,collectif,10,Hospital
74252,21001B11-,ROSEE-OUEST,79203,3,0,male,parent,42793,6,collectif,10,Hospital
74253,21001B11-,ROSEE-OUEST,79204,3,0,male,parent,42794,6,collectif,10,Hospital
74254,21001B11-,ROSEE-OUEST,79206,3,0,male,parent,42796,6,collectif,10,Hospital
74255,21001B11-,ROSEE-OUEST,79207,3,0,male,parent,42797,6,collectif,10,Hospital
74256,21001B11-,ROSEE-OUEST,79208,3,0,male,parent,42798,6,collectif,10,Hospital
77497,21001A72-,OSSEGEM,82583,4,1,female,parent,44452,6,collectif,10,Hospital
77498,21001A72-,OSSEGEM,82585,3,1,female,parent,44454,6,collectif,10,Hospital
77575,21001A72-,OSSEGEM,82754,5,0,male,parent,44623,6,collectif,10,Hospital
77576,21001A72-,OSSEGEM,82755,5,0,male,parent,44624,6,collectif,10,Hospital
77577,21001A72-,OSSEGEM,82756,5,0,male,parent,44625,6,collectif,10,Hospital
77578,21001A72-,OSSEGEM,82760,5,0,male,parent,44629,6,collectif,10,Hospital
80694,21001A011,KLEINMOLEN,85926,4,1,female,parent,46236,6,collectif,10,Hospital
80695,21001A011,KLEINMOLEN,85927,4,1,female,parent,46237,6,collectif,10,Hospital
80696,21001A011,KLEINMOLEN,85928,4,1,female,parent,46238,6,collectif,10,Hospital
80697,21001A011,KLEINMOLEN,85930,4,1,female,parent,46240,6,collectif,10,Hospital
80698,21001A011,KLEINMOLEN,85931,4,1,female,parent,46241,6,collectif,10,Hospital
80699,21001A011,KLEINMOLEN,85932,4,1,female,parent,46242,6,collectif,10,Hospital
80700,21001A011,KLEINMOLEN,85933,4,1,female,parent,46243,6,collectif,10,Hospital
80701,21001A011,KLEINMOLEN,85934,3,1,female,parent,46244,6,collectif,10,Hospital
80702,21001A011,KLEINMOLEN,85935,3,1,female,parent,46245,6,collectif,10,Hospital
80703,21001A011,KLEINMOLEN,85936,3,1,female,parent,46246,6,collectif,10,Hospital
80793,21001A011,KLEINMOLEN,86089,4,0,male,parent,46399,6,collectif,10,Hospital
80794,21001A011,KLEINMOLEN,86091,4,0,male,parent,46401,6,collectif,10,Hospital
80795,21001A011,KLEINMOLEN,86092,4,0,male,parent,46402,6,collectif,10,Hospital
80796,21001A011,KLEINMOLEN,86094,4,0,male,parent,46404,6,collectif,10,Hospital
80797,21001A011,KLEINMOLEN,86096,4,0,male,parent,46406,6,collectif,10,Hospital
80798,21001A011,KLEINMOLEN,86097,4,0,male,parent,46407,6,collectif,10,Hospital
80799,21001A011,KLEINMOLEN,86098,4,0,male,parent,46408,6,collectif,10,Hospital
80800,21001A011,KLEINMOLEN,86100,3,0,male,parent,46410,6,collectif,10,Hospital
80801,21001A011,KLEINMOLEN,86101,3,0,male,parent,46411,6,collectif,10,Hospital
80802,21001A011,KLEINMOLEN,86102,3,0,male,parent,46412,6,collectif,10,Hospital
80803,21001A011,KLEINMOLEN,86105,3,0,male,parent,46415,6,collectif,10,Hospital
80804,21001A011,KLEINMOLEN,86106,3,0,male,parent,46416,6,collectif,10,Hospital
80805,21001A011,KLEINMOLEN,86107,3,0,male,parent,46417,6,collectif,10,Hospital
81753,21001B17-,ABATTOIR,87059,5,1,female,parent,46862,6,collectif,10,Hospital
81754,21001B17-,ABATTOIR,87060,5,1,female,parent,46863,6,collectif,10,Hospital
81755,21001B17-,ABATTOIR,87061,5,1,female,parent,46864,6,collectif,10,Hospital
81756,21001B17-,ABATTOIR,87062,5,1,female,parent,46865,6,collectif,10,Hospital
81757,21001B17-,ABATTOIR,87063,5,1,female,parent,46866,6,collectif,10,Hospital
81758,21001B17-,ABATTOIR,87064,5,1,female,parent,46867,6,collectif,10,Hospital
81759,21001B17-,ABATTOIR,87065,5,1,female,parent,46868,6,collectif,10,Hospital
81760,21001B17-,ABATTOIR,87066,5,1,female,parent,46869,6,collectif,10,Hospital
81824,21001B17-,ABATTOIR,87150,5,0,male,parent,46953,6,collectif,10,Hospital
81825,21001B17-,ABATTOIR,87151,4,0,male,parent,46954,6,collectif,10,Hospital
81826,21001B17-,ABATTOIR,87152,4,0,male,parent,46955,6,collectif,10,Hospital
81827,21001B17-,ABATTOIR,87153,4,0,male,parent,46956,6,collectif,10,Hospital
81828,21001B17-,ABATTOIR,87155,3,0,male,parent,46958,6,collectif,10,Hospital
81829,21001B17-,ABATTOIR,87156,3,0,male,parent,46959,6,collectif,10,Hospital
81830,21001B17-,ABATTOIR,87157,3,0,male,parent,46960,6,collectif,10,Hospital
81831,21001B17-,ABATTOIR,87158,3,0,male,parent,46961,6,collectif,10,Hospital
83060,21001A07-,BIRMINGHAM,88427,5,1,female,parent,47590,6,collectif,10,Hospital
83061,21001A07-,BIRMINGHAM,88428,5,1,female,parent,47591,6,collectif,10,Hospital
83062,21001A07-,BIRMINGHAM,88429,3,1,female,parent,47592,6,collectif,10,Hospital
83123,21001A07-,BIRMINGHAM,88497,5,0,male,parent,47660,6,collectif,10,Hospital
83124,21001A07-,BIRMINGHAM,88498,5,0,male,parent,47661,6,collectif,10,Hospital
83125,21001A07-,BIRMINGHAM,88500,3,0,male,parent,47663,6,collectif,10,Hospital
86437,21001B21-,BROGNIEZ-NORD,91899,5,1,female,parent,49299,6,collectif,10,Hospital
86438,21001B21-,BROGNIEZ-NORD,91901,4,1,female,parent,49301,6,collectif,10,Hospital
86439,21001B21-,BROGNIEZ-NORD,91903,4,1,female,parent,49303,6,collectif,10,Hospital
86440,21001B21-,BROGNIEZ-NORD,91904,4,1,female,parent,49304,6,collectif,10,Hospital
86441,21001B21-,BROGNIEZ-NORD,91905,4,1,female,parent,49305,6,collectif,10,Hospital
86442,21001B21-,BROGNIEZ-NORD,91908,4,1,female,parent,49308,6,collectif,10,Hospital
86443,21001B21-,BROGNIEZ-NORD,91909,4,1,female,parent,49309,6,collectif,10,Hospital
86444,21001B21-,BROGNIEZ-NORD,91913,3,1,female,parent,49313,6,collectif,10,Hospital
86445,21001B21-,BROGNIEZ-NORD,91914,3,1,female,parent,49314,6,collectif,10,Hospital
86446,21001B21-,BROGNIEZ-NORD,91915,3,1,female,parent,49315,6,collectif,10,Hospital
86447,21001B21-,BROGNIEZ-NORD,91916,3,1,female,parent,49316,6,collectif,10,Hospital
86448,21001B21-,BROGNIEZ-NORD,91917,3,1,female,parent,49317,6,collectif,10,Hospital
86449,21001B21-,BROGNIEZ-NORD,91918,3,1,female,parent,49318,6,collectif,10,Hospital
86450,21001B21-,BROGNIEZ-NORD,91921,3,1,female,parent,49321,6,collectif,10,Hospital
86451,21001B21-,BROGNIEZ-NORD,91922,3,1,female,parent,49322,6,collectif,10,Hospital
86452,21001B21-,BROGNIEZ-NORD,91923,3,1,female,parent,49323,6,collectif,10,Hospital
86620,21001B21-,BROGNIEZ-NORD,92143,5,0,male,parent,49543,6,collectif,10,Hospital
86621,21001B21-,BROGNIEZ-NORD,92144,5,0,male,parent,49544,6,collectif,10,Hospital
86622,21001B21-,BROGNIEZ-NORD,92146,5,0,male,parent,49546,6,collectif,10,Hospital
86623,21001B21-,BROGNIEZ-NORD,92147,5,0,male,parent,49547,6,collectif,10,Hospital
86624,21001B21-,BROGNIEZ-NORD,92149,4,0,male,parent,49549,6,collectif,10,Hospital
86625,21001B21-,BROGNIEZ-NORD,92150,4,0,male,parent,49550,6,collectif,10,Hospital
86626,21001B21-,BROGNIEZ-NORD,92151,4,0,male,parent,49551,6,collectif,10,Hospital
86627,21001B21-,BROGNIEZ-NORD,92153,3,0,male,parent,49553,6,collectif,10,Hospital
86628,21001B21-,BROGNIEZ-NORD,92154,3,0,male,parent,49554,6,collectif,10,Hospital
86629,21001B21-,BROGNIEZ-NORD,92155,3,0,male,parent,49555,6,collectif,10,Hospital
86630,21001B21-,BROGNIEZ-NORD,92156,3,0,male,parent,49556,6,collectif,10,Hospital
86631,21001B21-,BROGNIEZ-NORD,92157,3,0,male,parent,49557,6,collectif,10,Hospital
86632,21001B21-,BROGNIEZ-NORD,92158,3,0,male,parent,49558,6,collectif,10,Hospital
86633,21001B21-,BROGNIEZ-NORD,92159,3,0,male,parent,49559,6,collectif,10,Hospital
86634,21001B21-,BROGNIEZ-NORD,92160,3,0,male,parent,49560,6,collectif,10,Hospital
86635,21001B21-,BROGNIEZ-NORD,92161,3,0,male,parent,49561,6,collectif,10,Hospital
86636,21001B21-,BROGNIEZ-NORD,92162,3,0,male,parent,49562,6,collectif,10,Hospital
90649,21001A931,AGRAFE-NORBERT GILLE,96277,5,1,female,parent,51449,6,collectif,10,Hospital
90650,21001A931,AGRAFE-NORBERT GILLE,96278,5,1,female,parent,51450,6,collectif,10,Hospital
90651,21001A931,AGRAFE-NORBERT GILLE,96279,5,1,female,parent,51451,6,collectif,10,Hospital
90652,21001A931,AGRAFE-NORBERT GILLE,96280,5,1,female,parent,51452,6,collectif,10,Hospital
90653,21001A931,AGRAFE-NORBERT GILLE,96281,5,1,female,parent,51453,6,collectif,10,Hospital
90654,21001A931,AGRAFE-NORBERT GILLE,96282,5,1,female,parent,51454,6,collectif,10,Hospital
90655,21001A931,AGRAFE-NORBERT GILLE,96283,4,1,female,parent,51455,6,collectif,10,Hospital
90656,21001A931,AGRAFE-NORBERT GILLE,96284,4,1,female,parent,51456,6,collectif,10,Hospital
90657,21001A931,AGRAFE-NORBERT GILLE,96285,4,1,female,parent,51457,6,collectif,10,Hospital
90658,21001A931,AGRAFE-NORBERT GILLE,96286,3,1,female,parent,51458,6,collectif,10,Hospital
