,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseHorldTypeName,WorkerID,WorkerType
6600,21001A83-,PETERBOS,7101,13,0,male,parent,3805,6,collectif,10,Hospital
6601,21001A83-,PETERBOS,7105,13,0,male,parent,3809,6,collectif,10,Hospital
6602,21001A83-,PETERBOS,7108,13,0,male,parent,3812,6,collectif,10,Hospital
6603,21001A83-,PETERBOS,7110,12,0,male,parent,3814,6,collectif,10,Hospital
6604,21001A83-,PETERBOS,7112,12,0,male,parent,3816,6,collectif,10,Hospital
6605,21001A83-,PETERBOS,7113,12,0,male,parent,3817,6,collectif,10,Hospital
6606,21001A83-,PETERBOS,7117,12,0,male,parent,3821,6,collectif,10,Hospital
6607,21001A83-,PETERBOS,7120,12,0,male,parent,3824,6,collectif,10,Hospital
9495,21001A332,ROUE,10225,15,1,female,parent,5573,6,collectif,10,Hospital
9496,21001A332,ROUE,10228,15,1,female,parent,5576,6,collectif,10,Hospital
9497,21001A332,ROUE,10231,14,1,female,parent,5579,6,collectif,10,Hospital
9498,21001A332,ROUE,10232,14,1,female,parent,5580,6,collectif,10,Hospital
9499,21001A332,ROUE,10235,14,1,female,parent,5583,6,collectif,10,Hospital
9500,21001A332,ROUE,10237,13,1,female,parent,5585,6,collectif,10,Hospital
9501,21001A332,ROUE,10242,13,1,female,parent,5590,6,collectif,10,Hospital
9502,21001A332,ROUE,10243,13,1,female,parent,5591,6,collectif,10,Hospital
9503,21001A332,ROUE,10245,12,1,female,parent,5593,6,collectif,10,Hospital
9504,21001A332,ROUE,10247,12,1,female,parent,5595,6,collectif,10,Hospital
9546,21001A332,ROUE,10344,15,0,male,parent,5692,6,collectif,10,Hospital
9547,21001A332,ROUE,10347,15,0,male,parent,5695,6,collectif,10,Hospital
9548,21001A332,ROUE,10348,15,0,male,parent,5696,6,collectif,10,Hospital
9549,21001A332,ROUE,10349,15,0,male,parent,5697,6,collectif,10,Hospital
9550,21001A332,ROUE,10350,15,0,male,parent,5698,6,collectif,10,Hospital
9551,21001A332,ROUE,10353,14,0,male,parent,5701,6,collectif,10,Hospital
9552,21001A332,ROUE,10354,14,0,male,parent,5702,6,collectif,10,Hospital
9553,21001A332,ROUE,10355,14,0,male,parent,5703,6,collectif,10,Hospital
9554,21001A332,ROUE,10356,14,0,male,parent,5704,6,collectif,10,Hospital
9555,21001A332,ROUE,10357,13,0,male,parent,5705,6,collectif,10,Hospital
9556,21001A332,ROUE,10359,13,0,male,parent,5707,6,collectif,10,Hospital
9557,21001A332,ROUE,10361,13,0,male,parent,5709,6,collectif,10,Hospital
9558,21001A332,ROUE,10362,12,0,male,parent,5710,6,collectif,10,Hospital
9559,21001A332,ROUE,10363,12,0,male,parent,5711,6,collectif,10,Hospital
10919,21001A43-,VAN BEETHOVEN,11767,13,1,female,parent,6421,6,collectif,10,Hospital
10920,21001A43-,VAN BEETHOVEN,11769,13,1,female,parent,6423,6,collectif,10,Hospital
10935,21001A43-,VAN BEETHOVEN,11824,15,0,male,parent,6478,6,collectif,10,Hospital
10936,21001A43-,VAN BEETHOVEN,11827,14,0,male,parent,6481,6,collectif,10,Hospital
11713,21001A401,ARBORETUM,12653,12,0,male,parent,6940,6,collectif,10,Hospital
16544,21001A53-,NELLIE MELBA,17754,15,0,male,parent,9668,6,collectif,10,Hospital
16545,21001A53-,NELLIE MELBA,17755,15,0,male,parent,9669,6,collectif,10,Hospital
16546,21001A53-,NELLIE MELBA,17757,14,0,male,parent,9671,6,collectif,10,Hospital
16547,21001A53-,NELLIE MELBA,17758,14,0,male,parent,9672,6,collectif,10,Hospital
16548,21001A53-,NELLIE MELBA,17759,13,0,male,parent,9673,6,collectif,10,Hospital
16549,21001A53-,NELLIE MELBA,17760,13,0,male,parent,9674,6,collectif,10,Hospital
16550,21001A53-,NELLIE MELBA,17761,12,0,male,parent,9675,6,collectif,10,Hospital
18864,21001A41-,ROMAIN ROLLAND,20189,14,1,female,parent,10999,6,collectif,10,Hospital
18865,21001A41-,ROMAIN ROLLAND,20190,14,1,female,parent,11000,6,collectif,10,Hospital
18866,21001A41-,ROMAIN ROLLAND,20193,14,1,female,parent,11003,6,collectif,10,Hospital
18937,21001A41-,ROMAIN ROLLAND,20341,13,0,male,parent,11151,6,collectif,10,Hospital
18938,21001A41-,ROMAIN ROLLAND,20342,13,0,male,parent,11152,6,collectif,10,Hospital
18939,21001A41-,ROMAIN ROLLAND,20343,13,0,male,parent,11153,6,collectif,10,Hospital
19517,21001A85-,AUBADE,20922,15,1,female,parent,11410,6,collectif,10,Hospital
19518,21001A85-,AUBADE,20923,15,1,female,parent,11411,6,collectif,10,Hospital
19519,21001A85-,AUBADE,20924,15,1,female,parent,11412,6,collectif,10,Hospital
19520,21001A85-,AUBADE,20925,15,1,female,parent,11413,6,collectif,10,Hospital
19521,21001A85-,AUBADE,20926,14,1,female,parent,11414,6,collectif,10,Hospital
19522,21001A85-,AUBADE,20927,14,1,female,parent,11415,6,collectif,10,Hospital
19523,21001A85-,AUBADE,20928,14,1,female,parent,11416,6,collectif,10,Hospital
19597,21001A85-,AUBADE,21011,15,0,male,parent,11499,6,collectif,10,Hospital
19598,21001A85-,AUBADE,21012,15,0,male,parent,11500,6,collectif,10,Hospital
19599,21001A85-,AUBADE,21013,14,0,male,parent,11501,6,collectif,10,Hospital
19600,21001A85-,AUBADE,21014,14,0,male,parent,11502,6,collectif,10,Hospital
21823,21001A42-,KAT,23373,14,1,female,parent,12898,6,collectif,10,Hospital
21824,21001A42-,KAT,23374,14,1,female,parent,12899,6,collectif,10,Hospital
21825,21001A42-,KAT,23376,13,1,female,parent,12901,6,collectif,10,Hospital
21826,21001A42-,KAT,23378,12,1,female,parent,12903,6,collectif,10,Hospital
21871,21001A42-,KAT,23448,15,0,male,parent,12973,6,collectif,10,Hospital
21872,21001A42-,KAT,23449,15,0,male,parent,12974,6,collectif,10,Hospital
21873,21001A42-,KAT,23450,14,0,male,parent,12975,6,collectif,10,Hospital
21874,21001A42-,KAT,23451,14,0,male,parent,12976,6,collectif,10,Hospital
21875,21001A42-,KAT,23452,14,0,male,parent,12977,6,collectif,10,Hospital
21876,21001A42-,KAT,23453,14,0,male,parent,12978,6,collectif,10,Hospital
21877,21001A42-,KAT,23455,13,0,male,parent,12980,6,collectif,10,Hospital
22339,21001A52-,SCHERDEMAEL-NORD,23945,14,1,female,parent,13232,6,collectif,10,Hospital
22340,21001A52-,SCHERDEMAEL-NORD,23946,14,1,female,parent,13233,6,collectif,10,Hospital
22341,21001A52-,SCHERDEMAEL-NORD,23947,13,1,female,parent,13234,6,collectif,10,Hospital
22342,21001A52-,SCHERDEMAEL-NORD,23948,13,1,female,parent,13235,6,collectif,10,Hospital
22386,21001A52-,SCHERDEMAEL-NORD,24008,14,0,male,parent,13295,6,collectif,10,Hospital
22387,21001A52-,SCHERDEMAEL-NORD,24009,14,0,male,parent,13296,6,collectif,10,Hospital
22388,21001A52-,SCHERDEMAEL-NORD,24010,14,0,male,parent,13297,6,collectif,10,Hospital
22389,21001A52-,SCHERDEMAEL-NORD,24012,13,0,male,parent,13299,6,collectif,10,Hospital
22390,21001A52-,SCHERDEMAEL-NORD,24013,13,0,male,parent,13300,6,collectif,10,Hospital
22391,21001A52-,SCHERDEMAEL-NORD,24014,13,0,male,parent,13301,6,collectif,10,Hospital
22392,21001A52-,SCHERDEMAEL-NORD,24015,12,0,male,parent,13302,6,collectif,10,Hospital
22393,21001A52-,SCHERDEMAEL-NORD,24016,12,0,male,parent,13303,6,collectif,10,Hospital
22394,21001A52-,SCHERDEMAEL-NORD,24017,12,0,male,parent,13304,6,collectif,10,Hospital
22395,21001A52-,SCHERDEMAEL-NORD,24018,12,0,male,parent,13305,6,collectif,10,Hospital
22660,21001C70-,BON AIR - CENTRE,24297,15,1,female,parent,13450,6,collectif,10,Hospital
22661,21001C70-,BON AIR - CENTRE,24298,15,1,female,parent,13451,6,collectif,10,Hospital
22662,21001C70-,BON AIR - CENTRE,24299,13,1,female,parent,13452,6,collectif,10,Hospital
22663,21001C70-,BON AIR - CENTRE,24300,12,1,female,parent,13453,6,collectif,10,Hospital
22684,21001C70-,BON AIR - CENTRE,24328,15,0,male,parent,13481,6,collectif,10,Hospital
22685,21001C70-,BON AIR - CENTRE,24329,14,0,male,parent,13482,6,collectif,10,Hospital
25171,21001A552,TREFLE,26933,13,1,female,parent,14746,6,collectif,10,Hospital
25172,21001A552,TREFLE,26939,13,1,female,parent,14752,6,collectif,10,Hospital
25173,21001A552,TREFLE,26945,12,1,female,parent,14758,6,collectif,10,Hospital
25205,21001A552,TREFLE,27033,15,0,male,parent,14846,6,collectif,10,Hospital
25206,21001A552,TREFLE,27035,15,0,male,parent,14848,6,collectif,10,Hospital
25207,21001A552,TREFLE,27036,15,0,male,parent,14849,6,collectif,10,Hospital
25208,21001A552,TREFLE,27037,15,0,male,parent,14850,6,collectif,10,Hospital
25209,21001A552,TREFLE,27038,15,0,male,parent,14851,6,collectif,10,Hospital
25210,21001A552,TREFLE,27039,15,0,male,parent,14852,6,collectif,10,Hospital
25211,21001A552,TREFLE,27043,14,0,male,parent,14856,6,collectif,10,Hospital
25212,21001A552,TREFLE,27047,13,0,male,parent,14860,6,collectif,10,Hospital
25213,21001A552,TREFLE,27050,13,0,male,parent,14863,6,collectif,10,Hospital
25214,21001A552,TREFLE,27051,13,0,male,parent,14864,6,collectif,10,Hospital
25215,21001A552,TREFLE,27052,13,0,male,parent,14865,6,collectif,10,Hospital
25216,21001A552,TREFLE,27056,13,0,male,parent,14869,6,collectif,10,Hospital
25217,21001A552,TREFLE,27057,13,0,male,parent,14870,6,collectif,10,Hospital
25218,21001A552,TREFLE,27058,13,0,male,parent,14871,6,collectif,10,Hospital
25219,21001A552,TREFLE,27059,12,0,male,parent,14872,6,collectif,10,Hospital
25220,21001A552,TREFLE,27060,12,0,male,parent,14873,6,collectif,10,Hospital
25221,21001A552,TREFLE,27061,12,0,male,parent,14874,6,collectif,10,Hospital
25222,21001A552,TREFLE,27064,12,0,male,parent,14877,6,collectif,10,Hospital
26416,21001A84-,POESIE,28315,14,1,female,parent,15480,6,collectif,10,Hospital
26417,21001A84-,POESIE,28317,14,1,female,parent,15482,6,collectif,10,Hospital
26418,21001A84-,POESIE,28320,12,1,female,parent,15485,6,collectif,10,Hospital
26419,21001A84-,POESIE,28322,12,1,female,parent,15487,6,collectif,10,Hospital
26439,21001A84-,POESIE,28394,12,0,male,parent,15559,6,collectif,10,Hospital
26440,21001A84-,POESIE,28395,12,0,male,parent,15560,6,collectif,10,Hospital
28500,21001A34-,ROUE - CITE JARDIN,30537,15,1,female,parent,16547,6,collectif,10,Hospital
28501,21001A34-,ROUE - CITE JARDIN,30539,15,1,female,parent,16549,6,collectif,10,Hospital
28502,21001A34-,ROUE - CITE JARDIN,30541,15,1,female,parent,16551,6,collectif,10,Hospital
28503,21001A34-,ROUE - CITE JARDIN,30543,15,1,female,parent,16553,6,collectif,10,Hospital
28504,21001A34-,ROUE - CITE JARDIN,30549,15,1,female,parent,16559,6,collectif,10,Hospital
28505,21001A34-,ROUE - CITE JARDIN,30550,14,1,female,parent,16560,6,collectif,10,Hospital
28506,21001A34-,ROUE - CITE JARDIN,30551,14,1,female,parent,16561,6,collectif,10,Hospital
28507,21001A34-,ROUE - CITE JARDIN,30556,14,1,female,parent,16566,6,collectif,10,Hospital
28508,21001A34-,ROUE - CITE JARDIN,30557,14,1,female,parent,16567,6,collectif,10,Hospital
28509,21001A34-,ROUE - CITE JARDIN,30558,14,1,female,parent,16568,6,collectif,10,Hospital
28510,21001A34-,ROUE - CITE JARDIN,30562,13,1,female,parent,16572,6,collectif,10,Hospital
28511,21001A34-,ROUE - CITE JARDIN,30563,13,1,female,parent,16573,6,collectif,10,Hospital
28512,21001A34-,ROUE - CITE JARDIN,30565,13,1,female,parent,16575,6,collectif,10,Hospital
28513,21001A34-,ROUE - CITE JARDIN,30566,13,1,female,parent,16576,6,collectif,10,Hospital
28514,21001A34-,ROUE - CITE JARDIN,30569,13,1,female,parent,16579,6,collectif,10,Hospital
28515,21001A34-,ROUE - CITE JARDIN,30570,13,1,female,parent,16580,6,collectif,10,Hospital
28516,21001A34-,ROUE - CITE JARDIN,30571,13,1,female,parent,16581,6,collectif,10,Hospital
28517,21001A34-,ROUE - CITE JARDIN,30572,13,1,female,parent,16582,6,collectif,10,Hospital
28518,21001A34-,ROUE - CITE JARDIN,30577,12,1,female,parent,16587,6,collectif,10,Hospital
28519,21001A34-,ROUE - CITE JARDIN,30580,12,1,female,parent,16590,6,collectif,10,Hospital
28630,21001A34-,ROUE - CITE JARDIN,30729,15,0,male,parent,16739,6,collectif,10,Hospital
28631,21001A34-,ROUE - CITE JARDIN,30731,15,0,male,parent,16741,6,collectif,10,Hospital
28632,21001A34-,ROUE - CITE JARDIN,30732,15,0,male,parent,16742,6,collectif,10,Hospital
28633,21001A34-,ROUE - CITE JARDIN,30733,15,0,male,parent,16743,6,collectif,10,Hospital
28634,21001A34-,ROUE - CITE JARDIN,30734,15,0,male,parent,16744,6,collectif,10,Hospital
28635,21001A34-,ROUE - CITE JARDIN,30737,15,0,male,parent,16747,6,collectif,10,Hospital
28636,21001A34-,ROUE - CITE JARDIN,30739,14,0,male,parent,16749,6,collectif,10,Hospital
28637,21001A34-,ROUE - CITE JARDIN,30740,14,0,male,parent,16750,6,collectif,10,Hospital
28638,21001A34-,ROUE - CITE JARDIN,30741,14,0,male,parent,16751,6,collectif,10,Hospital
28639,21001A34-,ROUE - CITE JARDIN,30742,14,0,male,parent,16752,6,collectif,10,Hospital
28640,21001A34-,ROUE - CITE JARDIN,30744,14,0,male,parent,16754,6,collectif,10,Hospital
28641,21001A34-,ROUE - CITE JARDIN,30745,14,0,male,parent,16755,6,collectif,10,Hospital
28642,21001A34-,ROUE - CITE JARDIN,30746,14,0,male,parent,16756,6,collectif,10,Hospital
28643,21001A34-,ROUE - CITE JARDIN,30748,13,0,male,parent,16758,6,collectif,10,Hospital
28644,21001A34-,ROUE - CITE JARDIN,30750,13,0,male,parent,16760,6,collectif,10,Hospital
28645,21001A34-,ROUE - CITE JARDIN,30753,13,0,male,parent,16763,6,collectif,10,Hospital
28646,21001A34-,ROUE - CITE JARDIN,30754,12,0,male,parent,16764,6,collectif,10,Hospital
28647,21001A34-,ROUE - CITE JARDIN,30755,12,0,male,parent,16765,6,collectif,10,Hospital
28648,21001A34-,ROUE - CITE JARDIN,30756,12,0,male,parent,16766,6,collectif,10,Hospital
28649,21001A34-,ROUE - CITE JARDIN,30757,12,0,male,parent,16767,6,collectif,10,Hospital
29908,21001A350,CERIA - ZONE D'HABITAT,32040,15,1,female,parent,17386,6,collectif,10,Hospital
29909,21001A350,CERIA - ZONE D'HABITAT,32042,15,1,female,parent,17388,6,collectif,10,Hospital
29910,21001A350,CERIA - ZONE D'HABITAT,32043,14,1,female,parent,17389,6,collectif,10,Hospital
29911,21001A350,CERIA - ZONE D'HABITAT,32044,14,1,female,parent,17390,6,collectif,10,Hospital
29912,21001A350,CERIA - ZONE D'HABITAT,32045,13,1,female,parent,17391,6,collectif,10,Hospital
29913,21001A350,CERIA - ZONE D'HABITAT,32046,13,1,female,parent,17392,6,collectif,10,Hospital
29914,21001A350,CERIA - ZONE D'HABITAT,32047,13,1,female,parent,17393,6,collectif,10,Hospital
29915,21001A350,CERIA - ZONE D'HABITAT,32048,13,1,female,parent,17394,6,collectif,10,Hospital
29916,21001A350,CERIA - ZONE D'HABITAT,32051,12,1,female,parent,17397,6,collectif,10,Hospital
29917,21001A350,CERIA - ZONE D'HABITAT,32052,12,1,female,parent,17398,6,collectif,10,Hospital
29918,21001A350,CERIA - ZONE D'HABITAT,32053,12,1,female,parent,17399,6,collectif,10,Hospital
29919,21001A350,CERIA - ZONE D'HABITAT,32055,12,1,female,parent,17401,6,collectif,10,Hospital
29954,21001A350,CERIA - ZONE D'HABITAT,32129,15,0,male,parent,17475,6,collectif,10,Hospital
29955,21001A350,CERIA - ZONE D'HABITAT,32132,15,0,male,parent,17478,6,collectif,10,Hospital
29956,21001A350,CERIA - ZONE D'HABITAT,32133,15,0,male,parent,17479,6,collectif,10,Hospital
29957,21001A350,CERIA - ZONE D'HABITAT,32134,14,0,male,parent,17480,6,collectif,10,Hospital
29958,21001A350,CERIA - ZONE D'HABITAT,32135,14,0,male,parent,17481,6,collectif,10,Hospital
29959,21001A350,CERIA - ZONE D'HABITAT,32137,14,0,male,parent,17483,6,collectif,10,Hospital
29960,21001A350,CERIA - ZONE D'HABITAT,32139,14,0,male,parent,17485,6,collectif,10,Hospital
29961,21001A350,CERIA - ZONE D'HABITAT,32140,14,0,male,parent,17486,6,collectif,10,Hospital
29962,21001A350,CERIA - ZONE D'HABITAT,32144,13,0,male,parent,17490,6,collectif,10,Hospital
29963,21001A350,CERIA - ZONE D'HABITAT,32147,12,0,male,parent,17493,6,collectif,10,Hospital
32095,21001A441,DOCTEUR ROUX,34349,15,1,female,parent,18636,6,collectif,10,Hospital
32096,21001A441,DOCTEUR ROUX,34350,15,1,female,parent,18637,6,collectif,10,Hospital
32097,21001A441,DOCTEUR ROUX,34351,15,1,female,parent,18638,6,collectif,10,Hospital
32098,21001A441,DOCTEUR ROUX,34352,14,1,female,parent,18639,6,collectif,10,Hospital
32099,21001A441,DOCTEUR ROUX,34355,14,1,female,parent,18642,6,collectif,10,Hospital
32100,21001A441,DOCTEUR ROUX,34356,14,1,female,parent,18643,6,collectif,10,Hospital
32101,21001A441,DOCTEUR ROUX,34357,14,1,female,parent,18644,6,collectif,10,Hospital
32102,21001A441,DOCTEUR ROUX,34360,13,1,female,parent,18647,6,collectif,10,Hospital
32103,21001A441,DOCTEUR ROUX,34362,13,1,female,parent,18649,6,collectif,10,Hospital
32104,21001A441,DOCTEUR ROUX,34363,13,1,female,parent,18650,6,collectif,10,Hospital
32105,21001A441,DOCTEUR ROUX,34365,12,1,female,parent,18652,6,collectif,10,Hospital
32106,21001A441,DOCTEUR ROUX,34366,12,1,female,parent,18653,6,collectif,10,Hospital
32107,21001A441,DOCTEUR ROUX,34367,12,1,female,parent,18654,6,collectif,10,Hospital
32108,21001A441,DOCTEUR ROUX,34368,12,1,female,parent,18655,6,collectif,10,Hospital
32224,21001A441,DOCTEUR ROUX,34514,14,0,male,parent,18801,6,collectif,10,Hospital
32225,21001A441,DOCTEUR ROUX,34515,14,0,male,parent,18802,6,collectif,10,Hospital
32226,21001A441,DOCTEUR ROUX,34516,14,0,male,parent,18803,6,collectif,10,Hospital
32227,21001A441,DOCTEUR ROUX,34518,14,0,male,parent,18805,6,collectif,10,Hospital
32228,21001A441,DOCTEUR ROUX,34519,14,0,male,parent,18806,6,collectif,10,Hospital
32229,21001A441,DOCTEUR ROUX,34521,14,0,male,parent,18808,6,collectif,10,Hospital
32230,21001A441,DOCTEUR ROUX,34522,13,0,male,parent,18809,6,collectif,10,Hospital
32231,21001A441,DOCTEUR ROUX,34524,13,0,male,parent,18811,6,collectif,10,Hospital
32232,21001A441,DOCTEUR ROUX,34525,13,0,male,parent,18812,6,collectif,10,Hospital
32233,21001A441,DOCTEUR ROUX,34526,13,0,male,parent,18813,6,collectif,10,Hospital
32234,21001A441,DOCTEUR ROUX,34527,12,0,male,parent,18814,6,collectif,10,Hospital
32235,21001A441,DOCTEUR ROUX,34528,12,0,male,parent,18815,6,collectif,10,Hospital
32236,21001A441,DOCTEUR ROUX,34529,12,0,male,parent,18816,6,collectif,10,Hospital
32237,21001A441,DOCTEUR ROUX,34530,12,0,male,parent,18817,6,collectif,10,Hospital
32238,21001A441,DOCTEUR ROUX,34531,12,0,male,parent,18818,6,collectif,10,Hospital
32239,21001A441,DOCTEUR ROUX,34533,12,0,male,parent,18820,6,collectif,10,Hospital
32240,21001A441,DOCTEUR ROUX,34534,12,0,male,parent,18821,6,collectif,10,Hospital
33711,21001C512,CHANTS D'OISEAUX,36105,15,1,female,parent,19748,6,collectif,10,Hospital
33712,21001C512,CHANTS D'OISEAUX,36106,15,1,female,parent,19749,6,collectif,10,Hospital
33713,21001C512,CHANTS D'OISEAUX,36108,14,1,female,parent,19751,6,collectif,10,Hospital
33714,21001C512,CHANTS D'OISEAUX,36110,14,1,female,parent,19753,6,collectif,10,Hospital
33715,21001C512,CHANTS D'OISEAUX,36111,13,1,female,parent,19754,6,collectif,10,Hospital
33716,21001C512,CHANTS D'OISEAUX,36112,12,1,female,parent,19755,6,collectif,10,Hospital
33717,21001C512,CHANTS D'OISEAUX,36113,12,1,female,parent,19756,6,collectif,10,Hospital
33718,21001C512,CHANTS D'OISEAUX,36114,12,1,female,parent,19757,6,collectif,10,Hospital
33766,21001C512,CHANTS D'OISEAUX,36203,15,0,male,parent,19846,6,collectif,10,Hospital
33767,21001C512,CHANTS D'OISEAUX,36204,13,0,male,parent,19847,6,collectif,10,Hospital
33768,21001C512,CHANTS D'OISEAUX,36205,13,0,male,parent,19848,6,collectif,10,Hospital
33769,21001C512,CHANTS D'OISEAUX,36207,13,0,male,parent,19850,6,collectif,10,Hospital
33770,21001C512,CHANTS D'OISEAUX,36209,12,0,male,parent,19852,6,collectif,10,Hospital
33771,21001C512,CHANTS D'OISEAUX,36211,12,0,male,parent,19854,6,collectif,10,Hospital
35092,21001C71-,BON AIR - CITE JARDIN,37568,15,1,female,parent,20518,6,collectif,10,Hospital
35093,21001C71-,BON AIR - CITE JARDIN,37569,15,1,female,parent,20519,6,collectif,10,Hospital
35094,21001C71-,BON AIR - CITE JARDIN,37570,15,1,female,parent,20520,6,collectif,10,Hospital
35095,21001C71-,BON AIR - CITE JARDIN,37571,15,1,female,parent,20521,6,collectif,10,Hospital
35096,21001C71-,BON AIR - CITE JARDIN,37572,15,1,female,parent,20522,6,collectif,10,Hospital
35097,21001C71-,BON AIR - CITE JARDIN,37573,15,1,female,parent,20523,6,collectif,10,Hospital
35098,21001C71-,BON AIR - CITE JARDIN,37574,15,1,female,parent,20524,6,collectif,10,Hospital
35099,21001C71-,BON AIR - CITE JARDIN,37576,14,1,female,parent,20526,6,collectif,10,Hospital
35100,21001C71-,BON AIR - CITE JARDIN,37577,14,1,female,parent,20527,6,collectif,10,Hospital
35101,21001C71-,BON AIR - CITE JARDIN,37578,14,1,female,parent,20528,6,collectif,10,Hospital
35102,21001C71-,BON AIR - CITE JARDIN,37580,14,1,female,parent,20530,6,collectif,10,Hospital
35103,21001C71-,BON AIR - CITE JARDIN,37582,14,1,female,parent,20532,6,collectif,10,Hospital
35104,21001C71-,BON AIR - CITE JARDIN,37583,14,1,female,parent,20533,6,collectif,10,Hospital
35105,21001C71-,BON AIR - CITE JARDIN,37584,14,1,female,parent,20534,6,collectif,10,Hospital
35106,21001C71-,BON AIR - CITE JARDIN,37586,13,1,female,parent,20536,6,collectif,10,Hospital
35107,21001C71-,BON AIR - CITE JARDIN,37590,13,1,female,parent,20540,6,collectif,10,Hospital
35108,21001C71-,BON AIR - CITE JARDIN,37592,12,1,female,parent,20542,6,collectif,10,Hospital
35180,21001C71-,BON AIR - CITE JARDIN,37695,15,0,male,parent,20645,6,collectif,10,Hospital
35181,21001C71-,BON AIR - CITE JARDIN,37696,15,0,male,parent,20646,6,collectif,10,Hospital
35182,21001C71-,BON AIR - CITE JARDIN,37698,15,0,male,parent,20648,6,collectif,10,Hospital
35183,21001C71-,BON AIR - CITE JARDIN,37699,15,0,male,parent,20649,6,collectif,10,Hospital
35184,21001C71-,BON AIR - CITE JARDIN,37700,15,0,male,parent,20650,6,collectif,10,Hospital
35185,21001C71-,BON AIR - CITE JARDIN,37701,14,0,male,parent,20651,6,collectif,10,Hospital
35186,21001C71-,BON AIR - CITE JARDIN,37702,14,0,male,parent,20652,6,collectif,10,Hospital
35187,21001C71-,BON AIR - CITE JARDIN,37703,14,0,male,parent,20653,6,collectif,10,Hospital
35188,21001C71-,BON AIR - CITE JARDIN,37705,14,0,male,parent,20655,6,collectif,10,Hospital
35189,21001C71-,BON AIR - CITE JARDIN,37706,14,0,male,parent,20656,6,collectif,10,Hospital
35190,21001C71-,BON AIR - CITE JARDIN,37707,14,0,male,parent,20657,6,collectif,10,Hospital
35191,21001C71-,BON AIR - CITE JARDIN,37708,14,0,male,parent,20658,6,collectif,10,Hospital
35192,21001C71-,BON AIR - CITE JARDIN,37711,14,0,male,parent,20661,6,collectif,10,Hospital
35193,21001C71-,BON AIR - CITE JARDIN,37712,14,0,male,parent,20662,6,collectif,10,Hospital
35194,21001C71-,BON AIR - CITE JARDIN,37713,13,0,male,parent,20663,6,collectif,10,Hospital
35195,21001C71-,BON AIR - CITE JARDIN,37714,13,0,male,parent,20664,6,collectif,10,Hospital
