,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseHorldTypeName,WorkerID,WorkerType
19524,21001A85-,AUBADE,20929,11,1,female,parent,11417,6,collectif,10,Hospital
19525,21001A85-,AUBADE,20930,11,1,female,parent,11418,6,collectif,10,Hospital
19526,21001A85-,AUBADE,20931,11,1,female,parent,11419,6,collectif,10,Hospital
19527,21001A85-,AUBADE,20932,9,1,female,parent,11420,6,collectif,10,Hospital
19528,21001A85-,AUBADE,20933,9,1,female,parent,11421,6,collectif,10,Hospital
19529,21001A85-,AUBADE,20934,8,1,female,parent,11422,6,collectif,10,Hospital
19530,21001A85-,AUBADE,20935,8,1,female,parent,11423,6,collectif,10,Hospital
19531,21001A85-,AUBADE,20936,8,1,female,parent,11424,6,collectif,10,Hospital
19532,21001A85-,AUBADE,20937,6,1,female,parent,11425,6,collectif,10,Hospital
19533,21001A85-,AUBADE,20938,6,1,female,parent,11426,6,collectif,10,Hospital
19534,21001A85-,AUBADE,20939,6,1,female,parent,11427,6,collectif,10,Hospital
19535,21001A85-,AUBADE,20940,6,1,female,parent,11428,6,collectif,10,Hospital
19601,21001A85-,AUBADE,21015,9,0,male,parent,11503,6,collectif,10,Hospital
19602,21001A85-,AUBADE,21016,9,0,male,parent,11504,6,collectif,10,Hospital
19603,21001A85-,AUBADE,21017,8,0,male,parent,11505,6,collectif,10,Hospital
19604,21001A85-,AUBADE,21018,8,0,male,parent,11506,6,collectif,10,Hospital
19605,21001A85-,AUBADE,21019,8,0,male,parent,11507,6,collectif,10,Hospital
19606,21001A85-,AUBADE,21020,8,0,male,parent,11508,6,collectif,10,Hospital
19607,21001A85-,AUBADE,21022,8,0,male,parent,11510,6,collectif,10,Hospital
19608,21001A85-,AUBADE,21023,8,0,male,parent,11511,6,collectif,10,Hospital
19609,21001A85-,AUBADE,21024,7,0,male,parent,11512,6,collectif,10,Hospital
19610,21001A85-,AUBADE,21025,7,0,male,parent,11513,6,collectif,10,Hospital
19611,21001A85-,AUBADE,21026,7,0,male,parent,11514,6,collectif,10,Hospital
19612,21001A85-,AUBADE,21028,6,0,male,parent,11516,6,collectif,10,Hospital
19613,21001A85-,AUBADE,21029,6,0,male,parent,11517,6,collectif,10,Hospital
19614,21001A85-,AUBADE,21030,6,0,male,parent,11518,6,collectif,10,Hospital
19615,21001A85-,AUBADE,21031,6,0,male,parent,11519,6,collectif,10,Hospital
21827,21001A42-,KAT,23380,11,1,female,parent,12905,6,collectif,10,Hospital
21828,21001A42-,KAT,23381,10,1,female,parent,12906,6,collectif,10,Hospital
21829,21001A42-,KAT,23384,9,1,female,parent,12909,6,collectif,10,Hospital
21830,21001A42-,KAT,23386,8,1,female,parent,12911,6,collectif,10,Hospital
21831,21001A42-,KAT,23388,7,1,female,parent,12913,6,collectif,10,Hospital
21832,21001A42-,KAT,23390,6,1,female,parent,12915,6,collectif,10,Hospital
21878,21001A42-,KAT,23457,11,0,male,parent,12982,6,collectif,10,Hospital
21879,21001A42-,KAT,23458,11,0,male,parent,12983,6,collectif,10,Hospital
21880,21001A42-,KAT,23459,11,0,male,parent,12984,6,collectif,10,Hospital
21881,21001A42-,KAT,23461,10,0,male,parent,12986,6,collectif,10,Hospital
21882,21001A42-,KAT,23462,9,0,male,parent,12987,6,collectif,10,Hospital
21883,21001A42-,KAT,23464,8,0,male,parent,12989,6,collectif,10,Hospital
21884,21001A42-,KAT,23465,7,0,male,parent,12990,6,collectif,10,Hospital
21885,21001A42-,KAT,23466,7,0,male,parent,12991,6,collectif,10,Hospital
21886,21001A42-,KAT,23467,6,0,male,parent,12992,6,collectif,10,Hospital
21887,21001A42-,KAT,23468,6,0,male,parent,12993,6,collectif,10,Hospital
22343,21001A52-,SCHERDEMAEL-NORD,23951,11,1,female,parent,13238,6,collectif,10,Hospital
22344,21001A52-,SCHERDEMAEL-NORD,23954,10,1,female,parent,13241,6,collectif,10,Hospital
22345,21001A52-,SCHERDEMAEL-NORD,23955,10,1,female,parent,13242,6,collectif,10,Hospital
22396,21001A52-,SCHERDEMAEL-NORD,24020,11,0,male,parent,13307,6,collectif,10,Hospital
22397,21001A52-,SCHERDEMAEL-NORD,24021,11,0,male,parent,13308,6,collectif,10,Hospital
22398,21001A52-,SCHERDEMAEL-NORD,24024,10,0,male,parent,13311,6,collectif,10,Hospital
22399,21001A52-,SCHERDEMAEL-NORD,24025,9,0,male,parent,13312,6,collectif,10,Hospital
22400,21001A52-,SCHERDEMAEL-NORD,24026,9,0,male,parent,13313,6,collectif,10,Hospital
22401,21001A52-,SCHERDEMAEL-NORD,24027,8,0,male,parent,13314,6,collectif,10,Hospital
22402,21001A52-,SCHERDEMAEL-NORD,24029,7,0,male,parent,13316,6,collectif,10,Hospital
22403,21001A52-,SCHERDEMAEL-NORD,24031,6,0,male,parent,13318,6,collectif,10,Hospital
22404,21001A52-,SCHERDEMAEL-NORD,24032,6,0,male,parent,13319,6,collectif,10,Hospital
22664,21001C70-,BON AIR - CENTRE,24301,10,1,female,parent,13454,6,collectif,10,Hospital
22686,21001C70-,BON AIR - CENTRE,24330,8,0,male,parent,13483,6,collectif,10,Hospital
25174,21001A552,TREFLE,26948,10,1,female,parent,14761,6,collectif,10,Hospital
25175,21001A552,TREFLE,26960,8,1,female,parent,14773,6,collectif,10,Hospital
25176,21001A552,TREFLE,26963,8,1,female,parent,14776,6,collectif,10,Hospital
25223,21001A552,TREFLE,27066,11,0,male,parent,14879,6,collectif,10,Hospital
25224,21001A552,TREFLE,27068,11,0,male,parent,14881,6,collectif,10,Hospital
25225,21001A552,TREFLE,27069,11,0,male,parent,14882,6,collectif,10,Hospital
25226,21001A552,TREFLE,27070,11,0,male,parent,14883,6,collectif,10,Hospital
25227,21001A552,TREFLE,27073,11,0,male,parent,14886,6,collectif,10,Hospital
25228,21001A552,TREFLE,27075,10,0,male,parent,14888,6,collectif,10,Hospital
25229,21001A552,TREFLE,27076,10,0,male,parent,14889,6,collectif,10,Hospital
25230,21001A552,TREFLE,27077,10,0,male,parent,14890,6,collectif,10,Hospital
25231,21001A552,TREFLE,27078,10,0,male,parent,14891,6,collectif,10,Hospital
25232,21001A552,TREFLE,27079,10,0,male,parent,14892,6,collectif,10,Hospital
25233,21001A552,TREFLE,27082,10,0,male,parent,14895,6,collectif,10,Hospital
25234,21001A552,TREFLE,27085,9,0,male,parent,14898,6,collectif,10,Hospital
25235,21001A552,TREFLE,27086,9,0,male,parent,14899,6,collectif,10,Hospital
25236,21001A552,TREFLE,27089,9,0,male,parent,14902,6,collectif,10,Hospital
25237,21001A552,TREFLE,27090,9,0,male,parent,14903,6,collectif,10,Hospital
25238,21001A552,TREFLE,27091,9,0,male,parent,14904,6,collectif,10,Hospital
25239,21001A552,TREFLE,27092,9,0,male,parent,14905,6,collectif,10,Hospital
25240,21001A552,TREFLE,27097,9,0,male,parent,14910,6,collectif,10,Hospital
25241,21001A552,TREFLE,27098,9,0,male,parent,14911,6,collectif,10,Hospital
25242,21001A552,TREFLE,27103,8,0,male,parent,14916,6,collectif,10,Hospital
25243,21001A552,TREFLE,27105,8,0,male,parent,14918,6,collectif,10,Hospital
25244,21001A552,TREFLE,27106,8,0,male,parent,14919,6,collectif,10,Hospital
25245,21001A552,TREFLE,27107,8,0,male,parent,14920,6,collectif,10,Hospital
25246,21001A552,TREFLE,27108,8,0,male,parent,14921,6,collectif,10,Hospital
25247,21001A552,TREFLE,27113,7,0,male,parent,14926,6,collectif,10,Hospital
25248,21001A552,TREFLE,27117,7,0,male,parent,14930,6,collectif,10,Hospital
25249,21001A552,TREFLE,27118,7,0,male,parent,14931,6,collectif,10,Hospital
25250,21001A552,TREFLE,27119,7,0,male,parent,14932,6,collectif,10,Hospital
25251,21001A552,TREFLE,27120,7,0,male,parent,14933,6,collectif,10,Hospital
25252,21001A552,TREFLE,27121,7,0,male,parent,14934,6,collectif,10,Hospital
25253,21001A552,TREFLE,27123,7,0,male,parent,14936,6,collectif,10,Hospital
25254,21001A552,TREFLE,27124,7,0,male,parent,14937,6,collectif,10,Hospital
25255,21001A552,TREFLE,27125,7,0,male,parent,14938,6,collectif,10,Hospital
25256,21001A552,TREFLE,27126,7,0,male,parent,14939,6,collectif,10,Hospital
25257,21001A552,TREFLE,27127,7,0,male,parent,14940,6,collectif,10,Hospital
25258,21001A552,TREFLE,27128,7,0,male,parent,14941,6,collectif,10,Hospital
25259,21001A552,TREFLE,27130,6,0,male,parent,14943,6,collectif,10,Hospital
25260,21001A552,TREFLE,27133,6,0,male,parent,14946,6,collectif,10,Hospital
25261,21001A552,TREFLE,27135,6,0,male,parent,14948,6,collectif,10,Hospital
25262,21001A552,TREFLE,27136,6,0,male,parent,14949,6,collectif,10,Hospital
25263,21001A552,TREFLE,27138,6,0,male,parent,14951,6,collectif,10,Hospital
25264,21001A552,TREFLE,27139,6,0,male,parent,14952,6,collectif,10,Hospital
25265,21001A552,TREFLE,27140,6,0,male,parent,14953,6,collectif,10,Hospital
26420,21001A84-,POESIE,28323,10,1,female,parent,15488,6,collectif,10,Hospital
26421,21001A84-,POESIE,28324,10,1,female,parent,15489,6,collectif,10,Hospital
26422,21001A84-,POESIE,28326,10,1,female,parent,15491,6,collectif,10,Hospital
26423,21001A84-,POESIE,28329,9,1,female,parent,15494,6,collectif,10,Hospital
26424,21001A84-,POESIE,28330,9,1,female,parent,15495,6,collectif,10,Hospital
26441,21001A84-,POESIE,28398,10,0,male,parent,15563,6,collectif,10,Hospital
28520,21001A34-,ROUE - CITE JARDIN,30582,11,1,female,parent,16592,6,collectif,10,Hospital
28521,21001A34-,ROUE - CITE JARDIN,30583,11,1,female,parent,16593,6,collectif,10,Hospital
28522,21001A34-,ROUE - CITE JARDIN,30584,11,1,female,parent,16594,6,collectif,10,Hospital
28523,21001A34-,ROUE - CITE JARDIN,30586,11,1,female,parent,16596,6,collectif,10,Hospital
28524,21001A34-,ROUE - CITE JARDIN,30588,11,1,female,parent,16598,6,collectif,10,Hospital
28525,21001A34-,ROUE - CITE JARDIN,30589,11,1,female,parent,16599,6,collectif,10,Hospital
28526,21001A34-,ROUE - CITE JARDIN,30590,11,1,female,parent,16600,6,collectif,10,Hospital
28527,21001A34-,ROUE - CITE JARDIN,30592,11,1,female,parent,16602,6,collectif,10,Hospital
28528,21001A34-,ROUE - CITE JARDIN,30594,11,1,female,parent,16604,6,collectif,10,Hospital
28529,21001A34-,ROUE - CITE JARDIN,30595,10,1,female,parent,16605,6,collectif,10,Hospital
28530,21001A34-,ROUE - CITE JARDIN,30596,10,1,female,parent,16606,6,collectif,10,Hospital
28531,21001A34-,ROUE - CITE JARDIN,30597,10,1,female,parent,16607,6,collectif,10,Hospital
28532,21001A34-,ROUE - CITE JARDIN,30598,10,1,female,parent,16608,6,collectif,10,Hospital
28650,21001A34-,ROUE - CITE JARDIN,30758,11,0,male,parent,16768,6,collectif,10,Hospital
28651,21001A34-,ROUE - CITE JARDIN,30759,11,0,male,parent,16769,6,collectif,10,Hospital
28652,21001A34-,ROUE - CITE JARDIN,30760,11,0,male,parent,16770,6,collectif,10,Hospital
28653,21001A34-,ROUE - CITE JARDIN,30761,11,0,male,parent,16771,6,collectif,10,Hospital
28654,21001A34-,ROUE - CITE JARDIN,30762,11,0,male,parent,16772,6,collectif,10,Hospital
28655,21001A34-,ROUE - CITE JARDIN,30764,11,0,male,parent,16774,6,collectif,10,Hospital
28656,21001A34-,ROUE - CITE JARDIN,30765,11,0,male,parent,16775,6,collectif,10,Hospital
28657,21001A34-,ROUE - CITE JARDIN,30766,11,0,male,parent,16776,6,collectif,10,Hospital
28658,21001A34-,ROUE - CITE JARDIN,30768,9,0,male,parent,16778,6,collectif,10,Hospital
28659,21001A34-,ROUE - CITE JARDIN,30769,9,0,male,parent,16779,6,collectif,10,Hospital
28660,21001A34-,ROUE - CITE JARDIN,30771,9,0,male,parent,16781,6,collectif,10,Hospital
28661,21001A34-,ROUE - CITE JARDIN,30772,8,0,male,parent,16782,6,collectif,10,Hospital
29920,21001A350,CERIA - ZONE D'HABITAT,32057,11,1,female,parent,17403,6,collectif,10,Hospital
29921,21001A350,CERIA - ZONE D'HABITAT,32058,10,1,female,parent,17404,6,collectif,10,Hospital
29922,21001A350,CERIA - ZONE D'HABITAT,32059,10,1,female,parent,17405,6,collectif,10,Hospital
29923,21001A350,CERIA - ZONE D'HABITAT,32060,10,1,female,parent,17406,6,collectif,10,Hospital
29924,21001A350,CERIA - ZONE D'HABITAT,32062,9,1,female,parent,17408,6,collectif,10,Hospital
29925,21001A350,CERIA - ZONE D'HABITAT,32063,9,1,female,parent,17409,6,collectif,10,Hospital
29926,21001A350,CERIA - ZONE D'HABITAT,32064,9,1,female,parent,17410,6,collectif,10,Hospital
29927,21001A350,CERIA - ZONE D'HABITAT,32068,8,1,female,parent,17414,6,collectif,10,Hospital
29928,21001A350,CERIA - ZONE D'HABITAT,32069,8,1,female,parent,17415,6,collectif,10,Hospital
29929,21001A350,CERIA - ZONE D'HABITAT,32070,7,1,female,parent,17416,6,collectif,10,Hospital
29930,21001A350,CERIA - ZONE D'HABITAT,32071,7,1,female,parent,17417,6,collectif,10,Hospital
29931,21001A350,CERIA - ZONE D'HABITAT,32072,7,1,female,parent,17418,6,collectif,10,Hospital
29964,21001A350,CERIA - ZONE D'HABITAT,32156,11,0,male,parent,17502,6,collectif,10,Hospital
29965,21001A350,CERIA - ZONE D'HABITAT,32157,11,0,male,parent,17503,6,collectif,10,Hospital
29966,21001A350,CERIA - ZONE D'HABITAT,32160,10,0,male,parent,17506,6,collectif,10,Hospital
29967,21001A350,CERIA - ZONE D'HABITAT,32165,9,0,male,parent,17511,6,collectif,10,Hospital
29968,21001A350,CERIA - ZONE D'HABITAT,32168,9,0,male,parent,17514,6,collectif,10,Hospital
29969,21001A350,CERIA - ZONE D'HABITAT,32171,8,0,male,parent,17517,6,collectif,10,Hospital
29970,21001A350,CERIA - ZONE D'HABITAT,32175,8,0,male,parent,17521,6,collectif,10,Hospital
29971,21001A350,CERIA - ZONE D'HABITAT,32176,8,0,male,parent,17522,6,collectif,10,Hospital
29972,21001A350,CERIA - ZONE D'HABITAT,32178,8,0,male,parent,17524,6,collectif,10,Hospital
29973,21001A350,CERIA - ZONE D'HABITAT,32179,8,0,male,parent,17525,6,collectif,10,Hospital
29974,21001A350,CERIA - ZONE D'HABITAT,32180,6,0,male,parent,17526,6,collectif,10,Hospital
32109,21001A441,DOCTEUR ROUX,34371,9,1,female,parent,18658,6,collectif,10,Hospital
32110,21001A441,DOCTEUR ROUX,34374,9,1,female,parent,18661,6,collectif,10,Hospital
32111,21001A441,DOCTEUR ROUX,34376,9,1,female,parent,18663,6,collectif,10,Hospital
32112,21001A441,DOCTEUR ROUX,34377,8,1,female,parent,18664,6,collectif,10,Hospital
32113,21001A441,DOCTEUR ROUX,34379,8,1,female,parent,18666,6,collectif,10,Hospital
32114,21001A441,DOCTEUR ROUX,34380,6,1,female,parent,18667,6,collectif,10,Hospital
32115,21001A441,DOCTEUR ROUX,34381,6,1,female,parent,18668,6,collectif,10,Hospital
32241,21001A441,DOCTEUR ROUX,34536,11,0,male,parent,18823,6,collectif,10,Hospital
32242,21001A441,DOCTEUR ROUX,34537,11,0,male,parent,18824,6,collectif,10,Hospital
32243,21001A441,DOCTEUR ROUX,34538,11,0,male,parent,18825,6,collectif,10,Hospital
32244,21001A441,DOCTEUR ROUX,34539,10,0,male,parent,18826,6,collectif,10,Hospital
32245,21001A441,DOCTEUR ROUX,34540,10,0,male,parent,18827,6,collectif,10,Hospital
32246,21001A441,DOCTEUR ROUX,34541,10,0,male,parent,18828,6,collectif,10,Hospital
32247,21001A441,DOCTEUR ROUX,34542,10,0,male,parent,18829,6,collectif,10,Hospital
32248,21001A441,DOCTEUR ROUX,34543,10,0,male,parent,18830,6,collectif,10,Hospital
32249,21001A441,DOCTEUR ROUX,34544,10,0,male,parent,18831,6,collectif,10,Hospital
32250,21001A441,DOCTEUR ROUX,34545,10,0,male,parent,18832,6,collectif,10,Hospital
32251,21001A441,DOCTEUR ROUX,34546,10,0,male,parent,18833,6,collectif,10,Hospital
32252,21001A441,DOCTEUR ROUX,34547,10,0,male,parent,18834,6,collectif,10,Hospital
32253,21001A441,DOCTEUR ROUX,34548,9,0,male,parent,18835,6,collectif,10,Hospital
32254,21001A441,DOCTEUR ROUX,34549,9,0,male,parent,18836,6,collectif,10,Hospital
32255,21001A441,DOCTEUR ROUX,34550,9,0,male,parent,18837,6,collectif,10,Hospital
32256,21001A441,DOCTEUR ROUX,34551,9,0,male,parent,18838,6,collectif,10,Hospital
32257,21001A441,DOCTEUR ROUX,34552,9,0,male,parent,18839,6,collectif,10,Hospital
32258,21001A441,DOCTEUR ROUX,34553,9,0,male,parent,18840,6,collectif,10,Hospital
32259,21001A441,DOCTEUR ROUX,34554,9,0,male,parent,18841,6,collectif,10,Hospital
32260,21001A441,DOCTEUR ROUX,34555,8,0,male,parent,18842,6,collectif,10,Hospital
32261,21001A441,DOCTEUR ROUX,34556,8,0,male,parent,18843,6,collectif,10,Hospital
32262,21001A441,DOCTEUR ROUX,34557,8,0,male,parent,18844,6,collectif,10,Hospital
32263,21001A441,DOCTEUR ROUX,34558,7,0,male,parent,18845,6,collectif,10,Hospital
32264,21001A441,DOCTEUR ROUX,34559,7,0,male,parent,18846,6,collectif,10,Hospital
32265,21001A441,DOCTEUR ROUX,34560,7,0,male,parent,18847,6,collectif,10,Hospital
32266,21001A441,DOCTEUR ROUX,34561,7,0,male,parent,18848,6,collectif,10,Hospital
32267,21001A441,DOCTEUR ROUX,34562,7,0,male,parent,18849,6,collectif,10,Hospital
32268,21001A441,DOCTEUR ROUX,34563,7,0,male,parent,18850,6,collectif,10,Hospital
32269,21001A441,DOCTEUR ROUX,34564,6,0,male,parent,18851,6,collectif,10,Hospital
32270,21001A441,DOCTEUR ROUX,34565,6,0,male,parent,18852,6,collectif,10,Hospital
32271,21001A441,DOCTEUR ROUX,34566,6,0,male,parent,18853,6,collectif,10,Hospital
33719,21001C512,CHANTS D'OISEAUX,36117,9,1,female,parent,19760,6,collectif,10,Hospital
33720,21001C512,CHANTS D'OISEAUX,36118,8,1,female,parent,19761,6,collectif,10,Hospital
33721,21001C512,CHANTS D'OISEAUX,36119,8,1,female,parent,19762,6,collectif,10,Hospital
33722,21001C512,CHANTS D'OISEAUX,36120,8,1,female,parent,19763,6,collectif,10,Hospital
33723,21001C512,CHANTS D'OISEAUX,36124,7,1,female,parent,19767,6,collectif,10,Hospital
33772,21001C512,CHANTS D'OISEAUX,36212,11,0,male,parent,19855,6,collectif,10,Hospital
33773,21001C512,CHANTS D'OISEAUX,36213,11,0,male,parent,19856,6,collectif,10,Hospital
33774,21001C512,CHANTS D'OISEAUX,36215,11,0,male,parent,19858,6,collectif,10,Hospital
33775,21001C512,CHANTS D'OISEAUX,36217,10,0,male,parent,19860,6,collectif,10,Hospital
33776,21001C512,CHANTS D'OISEAUX,36220,9,0,male,parent,19863,6,collectif,10,Hospital
33777,21001C512,CHANTS D'OISEAUX,36221,9,0,male,parent,19864,6,collectif,10,Hospital
33778,21001C512,CHANTS D'OISEAUX,36222,8,0,male,parent,19865,6,collectif,10,Hospital
33779,21001C512,CHANTS D'OISEAUX,36223,8,0,male,parent,19866,6,collectif,10,Hospital
33780,21001C512,CHANTS D'OISEAUX,36224,8,0,male,parent,19867,6,collectif,10,Hospital
33781,21001C512,CHANTS D'OISEAUX,36226,8,0,male,parent,19869,6,collectif,10,Hospital
33782,21001C512,CHANTS D'OISEAUX,36227,8,0,male,parent,19870,6,collectif,10,Hospital
33783,21001C512,CHANTS D'OISEAUX,36229,7,0,male,parent,19872,6,collectif,10,Hospital
33784,21001C512,CHANTS D'OISEAUX,36230,7,0,male,parent,19873,6,collectif,10,Hospital
35109,21001C71-,BON AIR - CITE JARDIN,37593,11,1,female,parent,20543,6,collectif,10,Hospital
35110,21001C71-,BON AIR - CITE JARDIN,37594,11,1,female,parent,20544,6,collectif,10,Hospital
35111,21001C71-,BON AIR - CITE JARDIN,37595,11,1,female,parent,20545,6,collectif,10,Hospital
35112,21001C71-,BON AIR - CITE JARDIN,37596,11,1,female,parent,20546,6,collectif,10,Hospital
35113,21001C71-,BON AIR - CITE JARDIN,37597,11,1,female,parent,20547,6,collectif,10,Hospital
35114,21001C71-,BON AIR - CITE JARDIN,37598,11,1,female,parent,20548,6,collectif,10,Hospital
35115,21001C71-,BON AIR - CITE JARDIN,37599,10,1,female,parent,20549,6,collectif,10,Hospital
35116,21001C71-,BON AIR - CITE JARDIN,37600,10,1,female,parent,20550,6,collectif,10,Hospital
35117,21001C71-,BON AIR - CITE JARDIN,37604,8,1,female,parent,20554,6,collectif,10,Hospital
35118,21001C71-,BON AIR - CITE JARDIN,37606,8,1,female,parent,20556,6,collectif,10,Hospital
35119,21001C71-,BON AIR - CITE JARDIN,37607,8,1,female,parent,20557,6,collectif,10,Hospital
35120,21001C71-,BON AIR - CITE JARDIN,37611,7,1,female,parent,20561,6,collectif,10,Hospital
35121,21001C71-,BON AIR - CITE JARDIN,37613,6,1,female,parent,20563,6,collectif,10,Hospital
35122,21001C71-,BON AIR - CITE JARDIN,37614,6,1,female,parent,20564,6,collectif,10,Hospital
35123,21001C71-,BON AIR - CITE JARDIN,37615,6,1,female,parent,20565,6,collectif,10,Hospital
35124,21001C71-,BON AIR - CITE JARDIN,37616,6,1,female,parent,20566,6,collectif,10,Hospital
35125,21001C71-,BON AIR - CITE JARDIN,37617,6,1,female,parent,20567,6,collectif,10,Hospital
35210,21001C71-,BON AIR - CITE JARDIN,37734,11,0,male,parent,20684,6,collectif,10,Hospital
35211,21001C71-,BON AIR - CITE JARDIN,37737,11,0,male,parent,20687,6,collectif,10,Hospital
35212,21001C71-,BON AIR - CITE JARDIN,37738,11,0,male,parent,20688,6,collectif,10,Hospital
35213,21001C71-,BON AIR - CITE JARDIN,37740,11,0,male,parent,20690,6,collectif,10,Hospital
35214,21001C71-,BON AIR - CITE JARDIN,37741,11,0,male,parent,20691,6,collectif,10,Hospital
35215,21001C71-,BON AIR - CITE JARDIN,37743,11,0,male,parent,20693,6,collectif,10,Hospital
