,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Name,Commune_x,Commune_y,Quartier,WorkSectorStatID,WorkSectorStatName,WorkCommuneName
24,21001A112,BIESTEBROEK,124075,13,1,female,child,65411,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
25,21001A32-,AURORE,14785,19,0,male,child,8049,1,couple_with_child,3,Secondaires,AURORE,Anderlecht,Anderlecht,Veeweyde - Aurore,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
26,21001A112,BIESTEBROEK,123808,12,1,female,child,65311,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
27,21001A32-,AURORE,15555,16,1,female,child,8387,1,couple_with_child,3,Secondaires,AURORE,Anderlecht,Anderlecht,Veeweyde - Aurore,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
28,21001A112,BIESTEBROEK,125870,12,0,male,parent,65190,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
29,21001A112,BIESTEBROEK,124450,16,1,female,child,65547,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
30,21001A041,VEEWEYDE-SUD,193,19,0,male,child,126,1,couple_with_child,3,Secondaires,VEEWEYDE-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
31,21001A041,VEEWEYDE-SUD,1583,14,1,female,child,663,1,couple_with_child,3,Secondaires,VEEWEYDE-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
32,21001A32-,AURORE,13974,15,0,male,child,7703,1,couple_with_child,3,Secondaires,AURORE,Anderlecht,Anderlecht,Veeweyde - Aurore,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
33,21001A112,BIESTEBROEK,124265,17,0,male,child,65481,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
34,21001A112,BIESTEBROEK,125856,13,0,male,parent,65341,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
35,21001A041,VEEWEYDE-SUD,1613,14,1,female,child,676,1,couple_with_child,3,Secondaires,VEEWEYDE-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
36,21001A32-,AURORE,15313,13,0,male,child,8285,4,single_with_child,3,Secondaires,AURORE,Anderlecht,Anderlecht,Veeweyde - Aurore,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
37,21001A32-,AURORE,13958,14,1,female,child,7699,1,couple_with_child,3,Secondaires,AURORE,Anderlecht,Anderlecht,Veeweyde - Aurore,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
38,21001A32-,AURORE,15595,15,0,male,child,8409,4,single_with_child,3,Secondaires,AURORE,Anderlecht,Anderlecht,Veeweyde - Aurore,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
39,21001A112,BIESTEBROEK,123888,12,1,female,child,65343,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
40,21001A041,VEEWEYDE-SUD,2689,15,1,female,parent,405,1,couple_with_child,3,Secondaires,VEEWEYDE-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
41,21001A32-,AURORE,13423,18,0,male,child,7447,4,single_with_child,3,Secondaires,AURORE,Anderlecht,Anderlecht,Veeweyde - Aurore,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
42,21001A041,VEEWEYDE-SUD,1232,19,0,male,child,532,1,couple_with_child,3,Secondaires,VEEWEYDE-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
43,21001A031,RAUTER-SUD,51748,13,1,female,child,28495,1,couple_with_child,3,Secondaires,RAUTER-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
44,21001A041,VEEWEYDE-SUD,1507,12,1,female,child,637,4,single_with_child,3,Secondaires,VEEWEYDE-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
45,21001A142,VEEWEYDE-NORD,65411,19,1,female,child,35535,4,single_with_child,3,Secondaires,VEEWEYDE-NORD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
46,21001A041,VEEWEYDE-SUD,1671,12,1,female,child,696,1,couple_with_child,3,Secondaires,VEEWEYDE-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
47,21001A32-,AURORE,13946,15,1,female,child,7695,4,single_with_child,3,Secondaires,AURORE,Anderlecht,Anderlecht,Veeweyde - Aurore,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
48,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,50923,17,0,male,child,28044,1,couple_with_child,3,Secondaires,CHAUSSEE DE MONS - SAINT-LUC,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
49,21001A142,VEEWEYDE-NORD,65396,15,0,male,child,35529,4,single_with_child,3,Secondaires,VEEWEYDE-NORD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
50,21001A112,BIESTEBROEK,124303,18,0,male,child,65495,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
51,21001A112,BIESTEBROEK,125707,13,1,female,parent,65547,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
52,21001A041,VEEWEYDE-SUD,1203,17,0,male,child,519,1,couple_with_child,3,Secondaires,VEEWEYDE-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
53,21001A041,VEEWEYDE-SUD,1676,14,1,female,child,697,1,couple_with_child,3,Secondaires,VEEWEYDE-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
54,21001A32-,AURORE,16930,13,0,male,child,9194,4,single_with_child,3,Secondaires,AURORE,Anderlecht,Anderlecht,Veeweyde - Aurore,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
55,21001A112,BIESTEBROEK,125848,14,0,male,parent,65135,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
56,21001A112,BIESTEBROEK,124723,12,1,female,child,65647,1,couple_with_child,3,Secondaires,BIESTEBROEK,Anderlecht,Anderlecht,Veeweyde - Aurore,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
57,21001A041,VEEWEYDE-SUD,1434,15,0,male,child,606,1,couple_with_child,3,Secondaires,VEEWEYDE-SUD,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
58,21001A43-,VAN BEETHOVEN,10839,14,1,female,child,5941,1,couple_with_child,3,Secondaires,VAN BEETHOVEN,Anderlecht,Anderlecht,Veeweyde - Aurore,21002A190,FORET DE SOIGNES,Auderghem
59,21001A92-,JAKOB SMITS,102998,13,0,male,parent,53660,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
60,21001A74-,SCHEUT-OUEST,97336,13,1,female,child,51961,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
61,21001A931,AGRAFE-NORBERT GILLE,95298,14,0,male,child,50938,1,couple_with_child,3,Secondaires,AGRAFE-NORBERT GILLE,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
62,21001A74-,SCHEUT-OUEST,97256,15,1,female,child,51941,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
63,21001A92-,JAKOB SMITS,99751,15,0,male,child,53262,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
64,21001A911,SCHEUT-EST,92614,15,0,male,child,49775,4,single_with_child,3,Secondaires,SCHEUT-EST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
65,21001A85-,AUBADE,20586,19,1,female,child,11231,1,couple_with_child,3,Secondaires,AUBADE,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
66,21001A92-,JAKOB SMITS,101204,18,0,male,child,53764,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
67,21001A92-,JAKOB SMITS,100946,15,1,female,child,53674,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
68,21001A911,SCHEUT-EST,92785,17,1,female,child,49833,1,couple_with_child,3,Secondaires,SCHEUT-EST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
69,21001A74-,SCHEUT-OUEST,97148,16,1,female,child,51910,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
70,21001A92-,JAKOB SMITS,100083,16,1,female,child,53373,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
71,21001A74-,SCHEUT-OUEST,98652,14,0,male,child,52511,4,single_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
72,21001A74-,SCHEUT-OUEST,99033,14,1,female,parent,51896,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
73,21001A931,AGRAFE-NORBERT GILLE,94768,12,1,female,child,50791,1,couple_with_child,3,Secondaires,AGRAFE-NORBERT GILLE,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
74,21001A74-,SCHEUT-OUEST,96746,15,0,male,child,51800,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
75,21001A85-,AUBADE,20639,13,1,female,child,11248,1,couple_with_child,3,Secondaires,AUBADE,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
76,21001A85-,AUBADE,20922,15,1,female,parent,11260,1,couple_with_child,3,Secondaires,AUBADE,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
77,21001A92-,JAKOB SMITS,101047,13,1,female,child,53706,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
78,21001A74-,SCHEUT-OUEST,96766,12,0,male,child,51805,4,single_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
79,21001A74-,SCHEUT-OUEST,99171,14,0,male,parent,51759,4,single_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
80,21001A911,SCHEUT-EST,93352,14,0,male,child,50026,1,couple_with_child,3,Secondaires,SCHEUT-EST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
81,21001A74-,SCHEUT-OUEST,99029,15,1,female,parent,51860,4,single_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
82,21001A92-,JAKOB SMITS,99991,18,1,female,child,53345,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
83,21001A90-,SCHEUTKAPEL,72123,15,1,female,parent,38291,1,couple_with_child,3,Secondaires,SCHEUTKAPEL,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
84,21001A92-,JAKOB SMITS,99584,15,0,male,child,53196,4,single_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
85,21001A92-,JAKOB SMITS,100324,13,1,female,child,53457,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
86,21001A712,SCHEUT - DE SMET,87626,17,0,male,child,47111,1,couple_with_child,3,Secondaires,SCHEUT - DE SMET,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
87,21001A74-,SCHEUT-OUEST,97265,13,1,female,child,51943,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
88,21001A74-,SCHEUT-OUEST,97941,13,0,male,child,52131,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
89,21001A92-,JAKOB SMITS,102985,15,0,male,parent,53326,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
90,21001A74-,SCHEUT-OUEST,97036,17,1,female,child,51879,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
91,21001A931,AGRAFE-NORBERT GILLE,95038,15,0,male,child,50866,1,couple_with_child,3,Secondaires,AGRAFE-NORBERT GILLE,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
92,21001A92-,JAKOB SMITS,101214,12,0,male,child,53767,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
93,21001A90-,SCHEUTKAPEL,70741,12,1,female,child,38245,1,couple_with_child,3,Secondaires,SCHEUTKAPEL,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
94,21001A712,SCHEUT - DE SMET,87552,17,1,female,child,47087,1,couple_with_child,3,Secondaires,SCHEUT - DE SMET,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
95,21001A90-,SCHEUTKAPEL,70321,12,1,female,child,38076,1,couple_with_child,3,Secondaires,SCHEUTKAPEL,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
96,21001A74-,SCHEUT-OUEST,96864,14,1,female,child,51833,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
97,21001A74-,SCHEUT-OUEST,97006,15,1,female,child,51872,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
98,21001A85-,AUBADE,20574,12,1,female,child,11227,1,couple_with_child,3,Secondaires,AUBADE,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
99,21001A74-,SCHEUT-OUEST,96903,15,1,female,child,51844,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
100,21001A92-,JAKOB SMITS,100387,15,1,female,child,53478,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
101,21001A74-,SCHEUT-OUEST,97433,13,1,female,child,51989,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
102,21001A712,SCHEUT - DE SMET,87291,16,1,female,child,47006,1,couple_with_child,3,Secondaires,SCHEUT - DE SMET,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
103,21001A74-,SCHEUT-OUEST,96724,14,0,male,child,51794,4,single_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
104,21001A712,SCHEUT - DE SMET,87636,17,1,female,child,47114,4,single_with_child,3,Secondaires,SCHEUT - DE SMET,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
105,21001A92-,JAKOB SMITS,101356,12,0,male,child,53815,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
106,21001A92-,JAKOB SMITS,99984,19,0,male,child,53343,4,single_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
107,21001A92-,JAKOB SMITS,102774,12,1,female,parent,53302,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
108,21001A92-,JAKOB SMITS,101515,14,1,female,child,53873,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
109,21001A92-,JAKOB SMITS,101506,14,0,male,child,53870,4,single_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
110,21001A90-,SCHEUTKAPEL,70639,18,0,male,child,38203,1,couple_with_child,3,Secondaires,SCHEUTKAPEL,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
111,21001A712,SCHEUT - DE SMET,88049,13,1,female,parent,47125,1,couple_with_child,3,Secondaires,SCHEUT - DE SMET,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
112,21001A712,SCHEUT - DE SMET,87623,17,0,male,child,47110,1,couple_with_child,3,Secondaires,SCHEUT - DE SMET,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
113,21001A90-,SCHEUTKAPEL,70646,14,1,female,child,38205,1,couple_with_child,3,Secondaires,SCHEUTKAPEL,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
114,21001A92-,JAKOB SMITS,103005,13,0,male,parent,54081,4,single_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
115,21001A74-,SCHEUT-OUEST,97101,12,1,female,child,51897,1,couple_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
116,21001A911,SCHEUT-EST,92801,13,0,male,child,49841,1,couple_with_child,3,Secondaires,SCHEUT-EST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
117,21001A92-,JAKOB SMITS,100838,15,1,female,child,53635,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
118,21001A90-,SCHEUTKAPEL,70882,14,1,female,child,38301,1,couple_with_child,3,Secondaires,SCHEUTKAPEL,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
119,21001A712,SCHEUT - DE SMET,87271,13,1,female,child,47000,1,couple_with_child,3,Secondaires,SCHEUT - DE SMET,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
120,21001A92-,JAKOB SMITS,100134,14,0,male,child,53391,1,couple_with_child,3,Secondaires,JAKOB SMITS,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
121,21001A74-,SCHEUT-OUEST,97079,12,1,female,child,51892,4,single_with_child,3,Secondaires,SCHEUT-OUEST,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
122,21001A90-,SCHEUTKAPEL,70151,16,1,female,child,37991,1,couple_with_child,3,Secondaires,SCHEUTKAPEL,Anderlecht,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
