,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Commune,Quartier,WorkSectorStatID,WorkSectorStatName,WorkCommuneName
34,21001B332,GOUJONS,113292,10,1,female,parent,59549,1,couple_with_child,2,Primaires,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
35,21001B332,GOUJONS,112623,8,1,female,child,59567,1,couple_with_child,2,Primaires,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
36,21001B241,REVISION-SUD,114345,9,1,female,child,60389,1,couple_with_child,2,Primaires,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
37,21001B25-,REVISION-NORD,76639,10,0,male,child,41131,4,single_with_child,2,Primaires,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
38,21001A931,AGRAFE-NORBERT GILLE,96439,9,0,male,parent,50773,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
39,21001A92-,JAKOB SMITS,101104,7,0,male,child,53726,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
40,21001A931,AGRAFE-NORBERT GILLE,95644,9,1,female,child,51044,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
41,21001A911,SCHEUT-EST,92744,8,1,female,child,49820,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
42,21001A92-,JAKOB SMITS,101079,5,0,male,child,53720,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
43,21001A931,AGRAFE-NORBERT GILLE,95619,10,1,female,child,51035,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
44,21001A74-,SCHEUT-OUEST,99191,11,0,male,parent,51977,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
45,21001A92-,JAKOB SMITS,101002,10,1,female,child,53694,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
46,21001A74-,SCHEUT-OUEST,98028,10,1,female,child,52156,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
47,21001A931,AGRAFE-NORBERT GILLE,96456,7,0,male,parent,50762,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
48,21001A92-,JAKOB SMITS,100159,6,1,female,child,53398,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
49,21001A85-,AUBADE,20931,11,1,female,parent,11268,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
50,21001A92-,JAKOB SMITS,101601,6,0,male,child,53901,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
51,21001A911,SCHEUT-EST,92842,9,1,female,child,49856,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
52,21001A85-,AUBADE,20704,8,1,female,child,11268,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
53,21001A931,AGRAFE-NORBERT GILLE,95204,6,0,male,child,50912,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
54,21001A92-,JAKOB SMITS,101150,7,1,female,child,53744,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
55,21001A92-,JAKOB SMITS,101632,10,0,male,child,53911,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
56,21001A931,AGRAFE-NORBERT GILLE,96453,7,0,male,parent,50949,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
57,21001A92-,JAKOB SMITS,102798,9,1,female,parent,53985,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
58,21001A931,AGRAFE-NORBERT GILLE,96250,9,1,female,parent,51050,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
59,21001A92-,JAKOB SMITS,101114,8,1,female,child,53728,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
60,21001A74-,SCHEUT-OUEST,97906,8,0,male,child,52120,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
61,21001A74-,SCHEUT-OUEST,99196,10,0,male,parent,52057,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
62,21001A90-,SCHEUTKAPEL,71117,9,1,female,child,38399,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
63,21001A931,AGRAFE-NORBERT GILLE,95457,10,1,female,child,50985,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
64,21001A911,SCHEUT-EST,93414,11,0,male,child,50048,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
65,21001A911,SCHEUT-EST,92667,10,0,male,child,49793,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
66,21001A92-,JAKOB SMITS,101693,6,0,male,child,53929,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
67,21001A712,SCHEUT - DE SMET,87701,8,1,female,child,47134,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
68,21001A90-,SCHEUTKAPEL,70463,9,1,female,child,38131,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
69,21001A74-,SCHEUT-OUEST,97188,11,0,male,child,51922,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
70,21001A92-,JAKOB SMITS,100767,8,1,female,child,53611,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
71,21001A712,SCHEUT - DE SMET,87537,9,1,female,child,47082,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
72,21001A931,AGRAFE-NORBERT GILLE,96454,7,0,male,parent,51071,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
73,21001A74-,SCHEUT-OUEST,98082,7,0,male,child,52174,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
74,21001A92-,JAKOB SMITS,101541,8,0,male,child,53880,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
75,21001A92-,JAKOB SMITS,101161,7,1,female,child,53747,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
76,21001A931,AGRAFE-NORBERT GILLE,95603,10,0,male,child,51031,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
77,21001A90-,SCHEUTKAPEL,70585,9,0,male,child,38179,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
78,21001A92-,JAKOB SMITS,101210,11,0,male,child,53766,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
79,21001A90-,SCHEUTKAPEL,70689,6,0,male,child,38221,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
80,21001A92-,JAKOB SMITS,100878,7,1,female,child,53651,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
81,21001A90-,SCHEUTKAPEL,70769,8,0,male,child,38257,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
82,21001A85-,AUBADE,20653,6,1,female,child,11252,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
83,21001A931,AGRAFE-NORBERT GILLE,96020,10,1,female,child,51270,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
84,21001A74-,SCHEUT-OUEST,97823,8,1,female,child,52096,1,couple_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
85,21001A712,SCHEUT - DE SMET,87736,10,0,male,child,47144,4,single_with_child,2,Primaires,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
86,21012A26-,MACHTENS-NORD,682966,6,1,female,child,375745,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
87,21012A84-,METTEWIE-BUILDINGS,675490,6,1,female,child,371805,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
88,21012A30-,METTEWIE - IDYLLE,751621,6,0,male,child,410714,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
89,21012A882,DARING,697651,9,0,male,child,383367,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
90,21012A24-,OSSEGHEM,678955,8,0,male,child,373504,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
91,21012A26-,MACHTENS-NORD,682798,8,1,female,child,375671,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
92,21001A72-,OSSEGEM,81115,8,0,male,child,43624,1,couple_with_child,2,Primaires,Anderlecht,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
93,21012A20-,BAECK,721781,11,0,male,child,395144,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
94,21001A72-,OSSEGEM,81492,8,1,female,child,43749,1,couple_with_child,2,Primaires,Anderlecht,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
95,21001A72-,OSSEGEM,82570,6,1,female,parent,43180,4,single_with_child,2,Primaires,Anderlecht,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
96,21012A26-,MACHTENS-NORD,683633,9,1,female,child,376030,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
97,21012A20-,BAECK,720789,8,1,female,child,394778,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
98,21012A24-,OSSEGHEM,679371,9,0,male,child,373657,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
99,21012A20-,BAECK,721884,7,1,female,child,395173,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
100,21012A20-,BAECK,721711,10,1,female,child,395124,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
101,21012A851,CONDOR,696417,8,0,male,child,382731,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
102,21012A24-,OSSEGHEM,677972,9,0,male,child,373124,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
103,21012A23-,MACHTENS-SUD,755203,9,1,female,child,412456,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
104,21012A23-,MACHTENS-SUD,754956,8,1,female,child,412359,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
105,21012A84-,METTEWIE-BUILDINGS,675826,7,1,female,child,371943,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
106,21012A23-,MACHTENS-SUD,755861,11,0,male,child,412701,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
107,21012A84-,METTEWIE-BUILDINGS,675871,9,1,female,child,371959,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
108,21001A72-,OSSEGEM,82254,7,0,male,child,44247,4,single_with_child,2,Primaires,Anderlecht,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
109,21012A882,DARING,697656,8,1,female,child,383368,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
110,21012A24-,OSSEGHEM,677590,9,1,female,child,372981,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
111,21012A20-,BAECK,721804,6,0,male,child,395151,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
112,21012A20-,BAECK,721010,10,0,male,child,394861,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
113,21012A24-,OSSEGHEM,678010,6,1,female,child,373142,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
114,21012A23-,MACHTENS-SUD,755477,7,0,male,child,412558,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
115,21012A882,DARING,697584,9,1,female,child,383346,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
116,21012A851,CONDOR,696696,6,1,female,child,382848,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
117,21012A26-,MACHTENS-NORD,683692,7,1,female,child,376055,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
118,21012A882,DARING,697478,11,1,female,child,383310,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
119,21012A24-,OSSEGHEM,680540,8,1,female,parent,373364,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
120,21012A23-,MACHTENS-SUD,755364,8,1,female,child,412512,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
121,21001A72-,OSSEGEM,82550,8,1,female,parent,43282,1,couple_with_child,2,Primaires,Anderlecht,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
122,21012A851,CONDOR,696506,10,1,female,child,382767,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
123,21012A26-,MACHTENS-NORD,683766,10,0,male,child,376082,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
124,21012A24-,OSSEGHEM,679373,9,1,female,child,373658,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
125,21012A23-,MACHTENS-SUD,755651,9,1,female,child,412627,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
126,21012A22-,BRASILIA,698005,9,1,female,child,383570,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
127,21012A851,CONDOR,697159,12,1,female,parent,382642,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
128,21012A851,CONDOR,696597,6,0,male,child,382805,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
129,21012A30-,METTEWIE - IDYLLE,751953,8,0,male,child,410841,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
130,21012A84-,METTEWIE-BUILDINGS,675408,10,0,male,child,371767,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
131,21012A882,DARING,697429,9,1,female,child,383295,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
132,21012A24-,OSSEGHEM,679285,12,1,female,child,373629,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
133,21012A20-,BAECK,721759,11,1,female,child,395138,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
134,21012A20-,BAECK,721268,6,1,female,child,394956,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
135,21012A23-,MACHTENS-SUD,756675,7,1,female,child,413162,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
136,21012A20-,BAECK,722548,7,0,male,parent,395124,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
137,21012A24-,OSSEGHEM,680538,8,1,female,parent,373622,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
138,21001A72-,OSSEGEM,80157,11,0,male,child,43265,1,couple_with_child,2,Primaires,Anderlecht,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
139,21012A20-,BAECK,721776,8,1,female,child,395143,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
140,21001A72-,OSSEGEM,82530,10,1,female,parent,43722,1,couple_with_child,2,Primaires,Anderlecht,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
141,21012A30-,METTEWIE - IDYLLE,752521,6,0,male,child,411059,4,single_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
142,21012A24-,OSSEGHEM,678809,11,1,female,child,373442,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
143,21012A23-,MACHTENS-SUD,756960,11,1,female,parent,412578,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
144,21001A72-,OSSEGEM,82526,10,1,female,parent,43268,1,couple_with_child,2,Primaires,Anderlecht,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
145,21012A20-,BAECK,722423,9,1,female,parent,395173,1,couple_with_child,2,Primaires,Molenbeek Saint-Jean,Machtens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
