,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code_x,Commune_x,Code_y,Name,Commune_y,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName
14,21004G30-,SAINTE-ELISABETH,203906,18,1,female,child,107868,1,couple_with_child,21004G30-,Bruxelles,21004G30-,SAINTE-ELISABETH,Bruxelles,5,Unif off campus,21001C5PA,MEERVELD
15,21001A34-,ROUE - CITE JARDIN,30100,18,1,female,parent,16206,1,couple_with_child,21001A34-,Anderlecht,21001A34-,ROUE - CITE JARDIN,Anderlecht,5,Unif off campus,21004F970,MARLY-NORD
16,21002A511,INVALIDES (BOULEVARD DES),130946,18,1,female,parent,69004,3,single,21002A511,Auderghem,21002A511,INVALIDES (BOULEVARD DES),Auderghem,5,Unif off campus,21004E800,DIVIN JESUS
17,21010A04-,NOTRE-DAME DE LOURDES,596862,18,1,female,parent,331697,1,couple_with_child,21010A04-,Jette,21010A04-,NOTRE-DAME DE LOURDES,Jette,5,Unif off campus,21017A09-,FORET DE SOIGNES
18,21013A04-,PRISON,792456,18,1,female,child,432370,1,couple_with_child,21013A04-,Saint-Gilles,21013A04-,PRISON,Saint-Gilles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
19,21004E14-,ECOLE DES CADETS,364412,18,1,female,child,198418,4,single_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
20,21016A82-,CHURCHILL,1007417,18,1,female,parent,544904,2,couple_no_child,21016A82-,Uccle,21016A82-,CHURCHILL,Uccle,5,Unif off campus,21004F970,MARLY-NORD
21,21013A01-,ESPAGNE (RUE D'),791050,18,1,female,parent,431347,3,single,21013A01-,Saint-Gilles,21013A01-,ESPAGNE (RUE D'),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
22,21015A71-,JARDINS,941899,18,1,female,child,512763,1,couple_with_child,21015A71-,Schaerbeek,21015A71-,JARDINS,Schaerbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
23,21009A22-,UNIVERSITE,577058,18,1,female,parent,319593,1,couple_with_child,21009A22-,Ixelles,21009A22-,UNIVERSITE,Ixelles,5,Unif off campus,21004E800,DIVIN JESUS
24,21009A612,LIEGEOIS (RUE),585006,18,1,female,parent,324818,3,single,21009A612,Ixelles,21009A612,LIEGEOIS (RUE),Ixelles,5,Unif off campus,21004F970,MARLY-NORD
25,21006A21-,HOME FAMILIAL BRABANT,451690,18,1,female,parent,247828,2,couple_no_child,21006A21-,Evere,21006A21-,HOME FAMILIAL BRABANT,Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
26,21006A052,CHAMP DE REPOS,479719,18,1,female,parent,262384,2,couple_no_child,21006A052,Evere,21006A052,CHAMP DE REPOS,Evere,5,Unif off campus,21016A533,MOENSBERG
27,21007A61-,MONTENEGRO (RUE),503027,18,1,female,parent,274699,3,single,21007A61-,Forest,21007A61-,MONTENEGRO (RUE),Forest,5,Unif off campus,21004F970,MARLY-NORD
28,21015A64-,DUPLOYE SQUARE,903850,18,1,female,parent,492967,1,couple_with_child,21015A64-,Schaerbeek,21015A64-,DUPLOYE SQUARE,Schaerbeek,5,Unif off campus,21016A533,MOENSBERG
29,21013A01-,ESPAGNE (RUE D'),791052,18,1,female,parent,431349,3,single,21013A01-,Saint-Gilles,21013A01-,ESPAGNE (RUE D'),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
30,21017A11-,FLOREAL,1091787,18,1,female,child,591610,1,couple_with_child,21017A11-,Watermael-Boitsfort,21017A11-,FLOREAL,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
31,21016A901,CENTRE-OUEST,998416,18,1,female,child,539909,1,couple_with_child,21016A901,Uccle,21016A901,CENTRE-OUEST,Uccle,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
32,21012A822,KORENBEEK,760147,18,1,female,child,415037,1,couple_with_child,21012A822,Molenbeek Saint-Jean,21012A822,KORENBEEK,Molenbeek Saint-Jean,5,Unif off campus,21019A43-,CORNICHE VERTE
33,21004E70-,MARIE-CHRISTINE (RUE),300224,18,1,female,child,166562,4,single_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
34,21001A10-,PORSELEIN,116429,18,1,female,parent,61516,3,single,21001A10-,Anderlecht,21001A10-,PORSELEIN,Anderlecht,5,Unif off campus,21019A43-,CORNICHE VERTE
35,21015A111,MAETERLINCK,939174,18,1,female,parent,511168,1,couple_with_child,21015A111,Schaerbeek,21015A111,MAETERLINCK,Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
36,21005A02-,CHAMP DU ROI (RUE),393539,18,1,female,parent,214269,3,single,21005A02-,Etterbeek,21005A02-,CHAMP DU ROI (RUE),Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
37,21009A01-,BLYCKAERTS,572424,18,1,female,child,316770,1,couple_with_child,21009A01-,Ixelles,21009A01-,BLYCKAERTS,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
38,21001A451,VENIZELOS,41859,18,1,female,parent,22940,1,couple_with_child,21001A451,Anderlecht,21001A451,VENIZELOS,Anderlecht,5,Unif off campus,21019A43-,CORNICHE VERTE
39,21015A13-,PORTAELS (RUE),982765,18,1,female,parent,532231,2,couple_no_child,21015A13-,Schaerbeek,21015A13-,PORTAELS (RUE),Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
40,21017A240,SOUVERAIN-OUEST,1092887,18,1,female,child,592211,1,couple_with_child,21017A240,Watermael-Boitsfort,21017A240,SOUVERAIN-OUEST,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
41,21015A43-,GARE DU NORD,954714,18,1,female,child,519099,4,single_with_child,21015A43-,Schaerbeek,21015A43-,GARE DU NORD,Schaerbeek,5,Unif off campus,21017A09-,FORET DE SOIGNES
42,21010A01-,ESSEGHEM,639278,18,1,female,parent,353339,1,couple_with_child,21010A01-,Jette,21010A01-,ESSEGHEM,Jette,5,Unif off campus,21017A09-,FORET DE SOIGNES
43,21015A152,PR. ELISABETH-NORD,933823,18,1,female,parent,508524,3,single,21015A152,Schaerbeek,21015A152,PR. ELISABETH-NORD,Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
44,21015A13-,PORTAELS (RUE),981725,18,1,female,child,531911,4,single_with_child,21015A13-,Schaerbeek,21015A13-,PORTAELS (RUE),Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
45,21012A011,CANAL-SUD,773027,18,1,female,parent,421576,1,couple_with_child,21012A011,Molenbeek Saint-Jean,21012A011,CANAL-SUD,Molenbeek Saint-Jean,5,Unif off campus,21017A09-,FORET DE SOIGNES
46,21015A51-,CERISIERS (AVENUE DES),923310,18,1,female,parent,503529,3,single,21015A51-,Schaerbeek,21015A51-,CERISIERS (AVENUE DES),Schaerbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
47,21009A612,LIEGEOIS (RUE),584991,18,1,female,parent,324804,2,couple_no_child,21009A612,Ixelles,21009A612,LIEGEOIS (RUE),Ixelles,5,Unif off campus,21004F970,MARLY-NORD
48,21004E81-,DISQUE (RUE DU),376907,18,1,female,child,205207,4,single_with_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
49,21012A25-,BEEKKANT,685693,18,1,female,parent,377228,1,couple_with_child,21012A25-,Molenbeek Saint-Jean,21012A25-,BEEKKANT,Molenbeek Saint-Jean,5,Unif off campus,21019A43-,CORNICHE VERTE
50,21001A95-,BUFFON,108691,18,1,female,parent,57351,2,couple_no_child,21001A95-,Anderlecht,21001A95-,BUFFON,Anderlecht,5,Unif off campus,21019A43-,CORNICHE VERTE
51,21001A011,KLEINMOLEN,83708,18,1,female,child,45005,1,couple_with_child,21001A011,Anderlecht,21001A011,KLEINMOLEN,Anderlecht,5,Unif off campus,21019A43-,CORNICHE VERTE
52,21002A25-,WATERMAEL (CHAUSSEE DE),136774,18,1,female,parent,72075,1,couple_with_child,21002A25-,Auderghem,21002A25-,WATERMAEL (CHAUSSEE DE),Auderghem,5,Unif off campus,21010A4MJ,VUB
53,21001B25-,REVISION-NORD,76161,18,1,female,child,40969,1,couple_with_child,21001B25-,Anderlecht,21001B25-,REVISION-NORD,Anderlecht,5,Unif off campus,21019A43-,CORNICHE VERTE
54,21015A20-,HELMET,991452,18,1,female,child,536431,1,couple_with_child,21015A20-,Schaerbeek,21015A20-,HELMET,Schaerbeek,5,Unif off campus,21001C5PA,MEERVELD
55,21012A20-,BAECK,722018,18,1,female,parent,395212,1,couple_with_child,21012A20-,Molenbeek Saint-Jean,21012A20-,BAECK,Molenbeek Saint-Jean,5,Unif off campus,21019A43-,CORNICHE VERTE
56,21018A22-,DE BROQUEVILLE (AVENUE)-SUD,1133951,18,1,female,parent,615869,3,single,21018A22-,Woluwe Saint-Lambert,21018A22-,DE BROQUEVILLE (AVENUE)-SUD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
57,21016A429,CARLOO,1077140,18,1,female,parent,583554,3,single,21016A429,Uccle,21016A429,CARLOO,Uccle,5,Unif off campus,21004F970,MARLY-NORD
58,21015A22-,MARBOTIN A. (RUE),983877,18,1,female,child,533005,4,single_with_child,21015A22-,Schaerbeek,21015A22-,MARBOTIN A. (RUE),Schaerbeek,5,Unif off campus,21001C5PA,MEERVELD
59,21018A311,PARC SCHUMAN,1128479,18,1,female,child,612784,4,single_with_child,21018A311,Woluwe Saint-Lambert,21018A311,PARC SCHUMAN,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
60,21002A23-,TH. BALIS (PLACE),132843,18,1,female,parent,70050,3,single,21002A23-,Auderghem,21002A23-,TH. BALIS (PLACE),Auderghem,5,Unif off campus,21010A4MJ,VUB
61,21012A732,CANAL-NORD,774560,18,1,female,child,422434,4,single_with_child,21012A732,Molenbeek Saint-Jean,21012A732,CANAL-NORD,Molenbeek Saint-Jean,5,Unif off campus,21017A09-,FORET DE SOIGNES
62,21014A05-,HOUWAERT,854783,18,1,female,parent,466946,3,single,21014A05-,Saint-Josse-ten-Noode,21014A05-,HOUWAERT,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
63,21004A70-,BLAES (RUE)-SUD,254142,18,1,female,parent,136434,3,single,21004A70-,Bruxelles,21004A70-,BLAES (RUE)-SUD,Bruxelles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
64,21005A33-,CARDINAL LAVIGERIE (RUE),394782,18,1,female,child,215284,1,couple_with_child,21005A33-,Etterbeek,21005A33-,CARDINAL LAVIGERIE (RUE),Etterbeek,5,Unif off campus,21001C6PB,ZONE RURALE
65,21009A22-,UNIVERSITE,577064,18,1,female,parent,319596,3,single,21009A22-,Ixelles,21009A22-,UNIVERSITE,Ixelles,5,Unif off campus,21004E800,DIVIN JESUS
66,21009A2MJ,CAMPUS UNIVERSITAIRE,557954,18,1,female,parent,307501,3,single,21009A2MJ,Ixelles,21009A2MJ,CAMPUS UNIVERSITAIRE,Ixelles,5,Unif off campus,21001C5PA,MEERVELD
67,21013A01-,ESPAGNE (RUE D'),791046,18,1,female,parent,431345,2,couple_no_child,21013A01-,Saint-Gilles,21013A01-,ESPAGNE (RUE D'),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
68,21012A60-,LAEKENVELD,705218,18,1,female,child,387033,1,couple_with_child,21012A60-,Molenbeek Saint-Jean,21012A60-,LAEKENVELD,Molenbeek Saint-Jean,5,Unif off campus,21017A09-,FORET DE SOIGNES
69,21015A00-,COLIGNON (PLACE),973027,18,1,female,child,527350,1,couple_with_child,21015A00-,Schaerbeek,21015A00-,COLIGNON (PLACE),Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
70,21002A53-,PECHERIES,127941,18,1,female,child,67543,4,single_with_child,21002A53-,Auderghem,21002A53-,PECHERIES,Auderghem,5,Unif off campus,21010A4MJ,VUB
71,21017A512,VANDER ELST - BIEN FAIRE,1088608,18,1,female,child,589801,1,couple_with_child,21017A512,Watermael-Boitsfort,21017A512,VANDER ELST - BIEN FAIRE,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
72,21018A3MJ,GULLEDELLE,1174128,18,1,female,child,639025,1,couple_with_child,21018A3MJ,Woluwe Saint-Lambert,21018A3MJ,GULLEDELLE,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
73,21004A001,GRAND-PLACE,281685,18,1,female,parent,154846,3,single,21004A001,Bruxelles,21004A001,GRAND-PLACE,Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
74,21004A34-,MONNAIE,271097,18,1,female,parent,147623,3,single,21004A34-,Bruxelles,21004A34-,MONNAIE,Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
75,21004A21-,ANNEESSENS (PLACE),296571,18,1,female,parent,163694,2,couple_no_child,21004A21-,Bruxelles,21004A21-,ANNEESSENS (PLACE),Bruxelles,5,Unif off campus,21019A43-,CORNICHE VERTE
76,21006A001,VIEIL EVERE,462282,18,1,female,child,253445,1,couple_with_child,21006A001,Evere,21006A001,VIEIL EVERE,Evere,5,Unif off campus,21001C5PA,MEERVELD
77,21015A44-,REINE (AVENUE),958548,18,1,female,parent,520677,1,couple_with_child,21015A44-,Schaerbeek,21015A44-,REINE (AVENUE),Schaerbeek,5,Unif off campus,21016A521,VERREWINKEL
78,21009A41-,SAINT-GEORGES,551747,18,1,female,parent,303650,3,single,21009A41-,Ixelles,21009A41-,SAINT-GEORGES,Ixelles,5,Unif off campus,21004F970,MARLY-NORD
79,21001A350,CERIA - ZONE D'HABITAT,31720,18,1,female,parent,17127,1,couple_with_child,21001A350,Anderlecht,21001A350,CERIA - ZONE D'HABITAT,Anderlecht,5,Unif off campus,21004F970,MARLY-NORD
80,21011A20-,PLATEAU,657308,18,1,female,parent,362394,5,colloc,21011A20-,Koekelberg,21011A20-,PLATEAU,Koekelberg,5,Unif off campus,21017A09-,FORET DE SOIGNES
81,21018A81-,KAPELLEVELD-SUD,1158264,18,1,female,child,629442,4,single_with_child,21018A81-,Woluwe Saint-Lambert,21018A81-,KAPELLEVELD-SUD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
82,21009A73-,BERCKENDAEL,589770,18,1,female,parent,327865,3,single,21009A73-,Ixelles,21009A73-,BERCKENDAEL,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
83,21016A12-,HAMOIR,1067723,18,1,female,parent,578300,1,couple_with_child,21016A12-,Uccle,21016A12-,HAMOIR,Uccle,5,Unif off campus,21004F970,MARLY-NORD
84,21005A12-,SAINT-ANTOINE,431764,18,1,female,parent,236249,3,single,21005A12-,Etterbeek,21005A12-,SAINT-ANTOINE,Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
85,21016A102,GROESELENBERG,1065335,18,1,female,parent,576944,1,couple_with_child,21016A102,Uccle,21016A102,GROESELENBERG,Uccle,5,Unif off campus,21004F970,MARLY-NORD
86,21007A201,ROOSENDAEL (RUE),484095,18,1,female,child,264968,4,single_with_child,21007A201,Forest,21007A201,ROOSENDAEL (RUE),Forest,5,Unif off campus,21004F970,MARLY-NORD
87,21004E82-,CITE MODELE,370834,18,1,female,child,201727,4,single_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
88,21012A52-,NEEP (QUARTIER DU),749753,18,1,female,parent,409362,2,couple_no_child,21012A52-,Molenbeek Saint-Jean,21012A52-,NEEP (QUARTIER DU),Molenbeek Saint-Jean,5,Unif off campus,21017A09-,FORET DE SOIGNES
89,21016A620,KRIEKENPUT,1054017,18,1,female,parent,571198,1,couple_with_child,21016A620,Uccle,21016A620,KRIEKENPUT,Uccle,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
90,21012A62-,LIBERATEURS,715362,18,1,female,parent,391502,1,couple_with_child,21012A62-,Molenbeek Saint-Jean,21012A62-,LIBERATEURS,Molenbeek Saint-Jean,5,Unif off campus,21017A09-,FORET DE SOIGNES
91,21014A41-,BOSSUET,838806,18,1,female,parent,458991,1,couple_with_child,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
92,21012A12-,BIRMINGHAM-SUD,700766,18,1,female,parent,384826,3,single,21012A12-,Molenbeek Saint-Jean,21012A12-,BIRMINGHAM-SUD,Molenbeek Saint-Jean,5,Unif off campus,21019A43-,CORNICHE VERTE
93,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,159581,18,1,female,child,84546,4,single_with_child,21002A43-,Auderghem,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,Auderghem,5,Unif off campus,21001C6PB,ZONE RURALE
94,21001A32-,AURORE,14470,18,1,female,child,7917,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
95,21013A522,RUE D'ECOSSE,815565,18,1,female,parent,445762,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
96,21016A639,HOMBORCH,1080238,18,1,female,child,585353,4,single_with_child,21016A639,Uccle,21016A639,HOMBORCH,Uccle,5,Unif off campus,21004F970,MARLY-NORD
97,21012A041,QUATRE VENTS,688616,18,1,female,parent,378579,1,couple_with_child,21012A041,Molenbeek Saint-Jean,21012A041,QUATRE VENTS,Molenbeek Saint-Jean,5,Unif off campus,21017A09-,FORET DE SOIGNES
98,21009A21-,ETE,546244,18,1,female,parent,300105,3,single,21009A21-,Ixelles,21009A21-,ETE,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
99,21016A400,SAINT-JOB,1073355,18,1,female,child,581711,1,couple_with_child,21016A400,Uccle,21016A400,SAINT-JOB,Uccle,5,Unif off campus,21004F970,MARLY-NORD
100,21012A041,QUATRE VENTS,688008,18,1,female,child,378404,1,couple_with_child,21012A041,Molenbeek Saint-Jean,21012A041,QUATRE VENTS,Molenbeek Saint-Jean,5,Unif off campus,21017A09-,FORET DE SOIGNES
101,21018A33-,NEERVELD,1131700,18,1,female,parent,614525,2,couple_no_child,21018A33-,Woluwe Saint-Lambert,21018A33-,NEERVELD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
102,21016A65-,ALSEMBERG-SUD,1051303,18,1,female,child,569828,1,couple_with_child,21016A65-,Uccle,21016A65-,ALSEMBERG-SUD,Uccle,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
103,21004B45-,ECOLE MILITAIRE,210462,18,1,female,parent,111396,3,single,21004B45-,Bruxelles,21004B45-,ECOLE MILITAIRE,Bruxelles,5,Unif off campus,21001C522,HOPITAL U.L.B.
104,21009A40-,MELEZES,536385,18,1,female,parent,294206,2,couple_no_child,21009A40-,Ixelles,21009A40-,MELEZES,Ixelles,5,Unif off campus,21004F970,MARLY-NORD
105,21018A311,PARC SCHUMAN,1129350,18,1,female,parent,613191,3,single,21018A311,Woluwe Saint-Lambert,21018A311,PARC SCHUMAN,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
106,21013A22-,REGIES,806901,18,1,female,parent,440280,1,couple_with_child,21013A22-,Saint-Gilles,21013A22-,REGIES,Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
107,21004E83-,STIENON (AVENUE),323131,18,1,female,child,177257,1,couple_with_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
108,21004E81-,DISQUE (RUE DU),377782,18,1,female,parent,205551,3,single,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
109,21016A05-,LE CHAT,1048086,18,1,female,parent,567765,3,single,21016A05-,Uccle,21016A05-,LE CHAT,Uccle,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
110,21004E14-,ECOLE DES CADETS,364982,18,1,female,child,198576,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,5,Unif off campus,21017A09-,FORET DE SOIGNES
111,21006A11-,OASIS - PROVENCE - LANGUEDOC,437298,18,1,female,child,240142,1,couple_with_child,21006A11-,Evere,21006A11-,OASIS - PROVENCE - LANGUEDOC,Evere,5,Unif off campus,21016A533,MOENSBERG
112,21016A85-,BRUGMANN,1016825,18,1,female,parent,550619,2,couple_no_child,21016A85-,Uccle,21016A85-,BRUGMANN,Uccle,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
113,21015A70-,P. HYMANS (RUE),873140,18,1,female,child,477791,1,couple_with_child,21015A70-,Schaerbeek,21015A70-,P. HYMANS (RUE),Schaerbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
114,21015A70-,P. HYMANS (RUE),873690,18,1,female,parent,478012,3,single,21015A70-,Schaerbeek,21015A70-,P. HYMANS (RUE),Schaerbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
115,21017A443,VILLE-ET-FORET - ELAN,1096199,18,1,female,parent,594105,1,couple_with_child,21017A443,Watermael-Boitsfort,21017A443,VILLE-ET-FORET - ELAN,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
116,21009A21-,ETE,546226,18,1,female,parent,300089,1,couple_with_child,21009A21-,Ixelles,21009A21-,ETE,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
117,21019A31-,BEMEL,1201188,18,1,female,parent,653673,3,single,21019A31-,Woluwe Saint-Pierre,21019A31-,BEMEL,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
118,21005A12-,SAINT-ANTOINE,428850,18,1,female,child,234891,1,couple_with_child,21005A12-,Etterbeek,21005A12-,SAINT-ANTOINE,Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
119,21016A620,KRIEKENPUT,1053727,18,1,female,child,571081,1,couple_with_child,21016A620,Uccle,21016A620,KRIEKENPUT,Uccle,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
120,21009A21-,ETE,546265,18,1,female,parent,300126,3,single,21009A21-,Ixelles,21009A21-,ETE,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
121,21016A620,KRIEKENPUT,1053616,18,1,female,child,571041,1,couple_with_child,21016A620,Uccle,21016A620,KRIEKENPUT,Uccle,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
122,21009A42-,RENIER CHALON,534299,18,1,female,parent,292924,3,single,21009A42-,Ixelles,21009A42-,RENIER CHALON,Ixelles,5,Unif off campus,21004F970,MARLY-NORD
123,21004C61-,U.L.B.,241355,18,1,female,parent,129277,3,single,21004C61-,Bruxelles,21004C61-,U.L.B.,Bruxelles,5,Unif off campus,21004F970,MARLY-NORD
124,21012A62-,LIBERATEURS,714019,18,1,female,child,391026,1,couple_with_child,21012A62-,Molenbeek Saint-Jean,21012A62-,LIBERATEURS,Molenbeek Saint-Jean,5,Unif off campus,21017A09-,FORET DE SOIGNES
125,21013A01-,ESPAGNE (RUE D'),791053,18,1,female,parent,431350,3,single,21013A01-,Saint-Gilles,21013A01-,ESPAGNE (RUE D'),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
126,21009A111,WERY (RUE),569046,18,1,female,child,314677,1,couple_with_child,21009A111,Ixelles,21009A111,WERY (RUE),Ixelles,5,Unif off campus,21001C5PA,MEERVELD
127,21013A211,FONTAINAS,810497,18,1,female,parent,442569,5,colloc,21013A211,Saint-Gilles,21013A211,FONTAINAS,Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
128,21009A01-,BLYCKAERTS,572966,18,1,female,parent,317058,3,single,21009A01-,Ixelles,21009A01-,BLYCKAERTS,Ixelles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
