,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Commune,WorkerID,WorkerType,Quartier,WorkSectorStatID,WorkSectorStatName,WorkCommuneName
23,21001B20-,CONSEIL-NORD,60151,3,1,female,child,32346,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001B25-,REVISION-NORD,Anderlecht
24,21001A112,BIESTEBROEK,123566,4,0,male,child,65222,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A911,SCHEUT-EST,Anderlecht
25,21001A441,DOCTEUR ROUX,33305,3,1,female,child,18023,4,single_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001A120,MINIMES,Anderlecht
26,21001A120,MINIMES,118647,3,0,male,child,62534,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A82-,MOORTEBEEK,Anderlecht
27,21001A011,KLEINMOLEN,84898,4,1,female,child,45413,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001B241,REVISION-SUD,Anderlecht
28,21001A00-,RESISTANCE,105470,4,1,female,child,55969,4,single_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A72-,OSSEGEM,Anderlecht
29,21001A80-,SILLON,47421,4,0,male,child,25911,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21001A92-,JAKOB SMITS,Anderlecht
30,21001A74-,SCHEUT-OUEST,97826,6,1,female,child,52097,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A441,DOCTEUR ROUX,Anderlecht
31,21001A332,ROUE,9491,3,0,male,child,5231,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001A911,SCHEUT-EST,Anderlecht
32,21001A95-,BUFFON,108189,5,0,male,child,57196,1,couple_with_child,Anderlecht,1,Maternelles,Buffon,21001B21-,BROGNIEZ-NORD,Anderlecht
33,21001B20-,CONSEIL-NORD,60718,4,0,male,child,32519,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A32-,AURORE,Anderlecht
34,21001A031,RAUTER-SUD,52886,4,0,male,child,28900,4,single_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A120,MINIMES,Anderlecht
35,21001A00-,RESISTANCE,104171,5,1,female,child,55263,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A92-,JAKOB SMITS,Anderlecht
36,21001A941,CROCUS,67982,4,1,female,child,36841,1,couple_with_child,Anderlecht,1,Maternelles,Buffon,21001A441,DOCTEUR ROUX,Anderlecht
37,21001A34-,ROUE - CITE JARDIN,30028,5,1,female,child,16168,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001B25-,REVISION-NORD,Anderlecht
38,21001A941,CROCUS,68693,3,0,male,child,37106,4,single_with_child,Anderlecht,1,Maternelles,Buffon,21001A00-,RESISTANCE,Anderlecht
39,21001B21-,BROGNIEZ-NORD,90255,5,1,female,child,48307,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001C71-,BON AIR - CITE JARDIN,Anderlecht
40,21001A00-,RESISTANCE,103898,3,1,female,child,55167,4,single_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A011,KLEINMOLEN,Anderlecht
41,21001B20-,CONSEIL-NORD,62587,4,0,male,parent,31789,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A00-,RESISTANCE,Anderlecht
42,21001B21-,BROGNIEZ-NORD,89877,4,0,male,child,48178,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001C6PB,ZONE RURALE,Anderlecht
43,21001A503,VIVES,7792,4,0,male,child,4268,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21001A911,SCHEUT-EST,Anderlecht
44,21001C70-,BON AIR - CENTRE,24168,3,0,male,child,13377,1,couple_with_child,Anderlecht,1,Maternelles,Bon Air,21001A441,DOCTEUR ROUX,Anderlecht
45,21001B20-,CONSEIL-NORD,62196,5,1,female,parent,32116,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A911,SCHEUT-EST,Anderlecht
46,21001A350,CERIA - ZONE D'HABITAT,31523,5,1,female,child,17050,4,single_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001A32-,AURORE,Anderlecht
47,21001A92-,JAKOB SMITS,101976,3,1,female,child,54012,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A00-,RESISTANCE,Anderlecht
48,21001A911,SCHEUT-EST,93153,5,0,male,child,49960,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A931,AGRAFE-NORBERT GILLE,Anderlecht
49,21001A90-,SCHEUTKAPEL,71343,3,1,female,child,38483,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A112,BIESTEBROEK,Anderlecht
50,21001A112,BIESTEBROEK,125735,6,1,female,parent,65771,4,single_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A74-,SCHEUT-OUEST,Anderlecht
51,21001A112,BIESTEBROEK,124290,4,1,female,child,65492,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001C611,SOETKIN,Anderlecht
52,21001B21-,BROGNIEZ-NORD,89445,3,1,female,child,48033,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001B241,REVISION-SUD,Anderlecht
53,21001B25-,REVISION-NORD,78132,4,1,female,parent,40573,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001B21-,BROGNIEZ-NORD,Anderlecht
54,21001B321,ALBERT I- QUARTIER,55546,4,1,female,child,30429,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001A82-,MOORTEBEEK,Anderlecht
55,21001A911,SCHEUT-EST,93361,3,1,female,child,50028,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A51-,SCHERDEMAEL,Anderlecht
56,21001A041,VEEWEYDE-SUD,1908,3,0,male,child,773,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A80-,SILLON,Anderlecht
57,21001A011,KLEINMOLEN,84712,5,0,male,child,45350,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A503,VIVES,Anderlecht
58,21001A120,MINIMES,119131,4,1,female,child,62700,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A552,TREFLE,Anderlecht
59,21001A931,AGRAFE-NORBERT GILLE,95788,4,0,male,child,51088,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001C6PB,ZONE RURALE,Anderlecht
60,21001B21-,BROGNIEZ-NORD,90356,6,0,male,child,48342,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A81-,BROECK,Anderlecht
61,21001A82-,MOORTEBEEK,39130,4,1,female,child,21307,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21001A72-,OSSEGEM,Anderlecht
62,21001A74-,SCHEUT-OUEST,97995,3,0,male,child,52148,4,single_with_child,Anderlecht,1,Maternelles,Scheut,21001A911,SCHEUT-EST,Anderlecht
63,21001B20-,CONSEIL-NORD,60351,4,0,male,child,32409,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A72-,OSSEGEM,Anderlecht
64,21001A92-,JAKOB SMITS,101715,4,0,male,child,53935,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001B241,REVISION-SUD,Anderlecht
65,21001A931,AGRAFE-NORBERT GILLE,95702,5,1,female,child,51061,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A32-,AURORE,Anderlecht
66,21001A81-,BROECK,49743,5,0,male,child,27323,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21001C71-,BON AIR - CITE JARDIN,Anderlecht
67,21001A07-,BIRMINGHAM,88312,5,1,female,child,47494,1,couple_with_child,Anderlecht,1,Maternelles,Industrie Birmingham,21001C6PB,ZONE RURALE,Anderlecht
68,21001C71-,BON AIR - CITE JARDIN,36876,4,0,male,child,20149,1,couple_with_child,Anderlecht,1,Maternelles,Bon Air,21001A30-,BIZET,Anderlecht
69,21001A152,LINDE-OUEST,120915,5,1,female,child,63821,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A72-,OSSEGEM,Anderlecht
70,21001B23-,CONSEIL-SUD,63562,3,1,female,child,34373,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001B21-,BROGNIEZ-NORD,Anderlecht
71,21001A911,SCHEUT-EST,93774,4,0,male,child,50163,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A92-,JAKOB SMITS,Anderlecht
72,21001A74-,SCHEUT-OUEST,97830,5,1,female,child,52098,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A72-,OSSEGEM,Anderlecht
73,21001B21-,BROGNIEZ-NORD,90626,4,0,male,child,48431,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A451,VENIZELOS,Anderlecht
74,21001A00-,RESISTANCE,104045,4,0,male,child,55216,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A30-,BIZET,Anderlecht
75,21001B241,REVISION-SUD,113739,5,1,female,child,60178,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001A34-,ROUE - CITE JARDIN,Anderlecht
76,21001A02-,WAYEZ,122505,3,0,male,child,64565,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A441,DOCTEUR ROUX,Anderlecht
77,21001A81-,BROECK,49629,6,0,male,child,27273,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21001A441,DOCTEUR ROUX,Anderlecht
78,21001A30-,BIZET,44144,5,0,male,child,23949,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001A941,CROCUS,Anderlecht
79,21001A32-,AURORE,15631,4,1,female,child,8418,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A120,MINIMES,Anderlecht
80,21001A32-,AURORE,15705,5,0,male,child,8450,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A00-,RESISTANCE,Anderlecht
81,21001A120,MINIMES,120107,3,1,female,parent,61980,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001C71-,BON AIR - CITE JARDIN,Anderlecht
82,21001B21-,BROGNIEZ-NORD,89611,5,0,male,child,48087,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A011,KLEINMOLEN,Anderlecht
83,21001B20-,CONSEIL-NORD,59066,4,1,female,child,31992,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001C512,CHANTS D'OISEAUX,Anderlecht
84,21001A34-,ROUE - CITE JARDIN,29407,4,1,female,child,15972,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001B241,REVISION-SUD,Anderlecht
85,21001B20-,CONSEIL-NORD,60180,5,1,female,child,32357,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A81-,BROECK,Anderlecht
86,21001B25-,REVISION-NORD,76997,4,1,female,child,41243,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001C512,CHANTS D'OISEAUX,Anderlecht
87,21001A95-,BUFFON,108574,3,1,female,child,57309,4,single_with_child,Anderlecht,1,Maternelles,Buffon,21001A95-,BUFFON,Anderlecht
88,21001B17-,ABATTOIR,86422,3,0,male,child,46520,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Rosée,21001A011,KLEINMOLEN,Anderlecht
89,21001A30-,BIZET,43526,4,0,male,child,23769,4,single_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001A941,CROCUS,Anderlecht
90,21001B241,REVISION-SUD,114598,5,0,male,child,60480,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001A120,MINIMES,Anderlecht
91,21001A552,TREFLE,25460,5,1,female,child,13984,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001A95-,BUFFON,Anderlecht
92,21001B20-,CONSEIL-NORD,60782,3,1,female,child,32540,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A72-,OSSEGEM,Anderlecht
93,21001B10-,ROSEE-EST,111249,4,1,female,child,58552,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Rosée,21001A95-,BUFFON,Anderlecht
94,21001A152,LINDE-OUEST,121219,3,1,female,child,63940,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A34-,ROUE - CITE JARDIN,Anderlecht
95,21001A30-,BIZET,45101,5,1,female,parent,23592,4,single_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001C512,CHANTS D'OISEAUX,Anderlecht
96,21001A90-,SCHEUTKAPEL,71161,3,1,female,child,38415,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A41-,ROMAIN ROLLAND,Anderlecht
97,21001A712,SCHEUT - DE SMET,87767,5,0,male,child,47154,4,single_with_child,Anderlecht,1,Maternelles,Scheut,21001A011,KLEINMOLEN,Anderlecht
98,21001B21-,BROGNIEZ-NORD,90031,3,0,male,child,48231,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001B321,ALBERT I- QUARTIER,Anderlecht
99,21001A72-,OSSEGEM,81474,5,1,female,child,43744,1,couple_with_child,Anderlecht,1,Maternelles,Machtens,21001A441,DOCTEUR ROUX,Anderlecht
100,21001A142,VEEWEYDE-NORD,65174,3,0,male,child,35337,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001B20-,CONSEIL-NORD,Anderlecht
101,21001A32-,AURORE,15357,3,1,female,child,8297,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A74-,SCHEUT-OUEST,Anderlecht
102,21001A43-,VAN BEETHOVEN,11412,3,1,female,child,6165,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A51-,SCHERDEMAEL,Anderlecht
103,21001A011,KLEINMOLEN,83684,6,1,female,child,44999,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A112,BIESTEBROEK,Anderlecht
104,21001A85-,AUBADE,20943,3,1,female,parent,11234,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A92-,JAKOB SMITS,Anderlecht
105,21001A132,RAUTER-NORD,72785,3,1,female,child,39370,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A112,BIESTEBROEK,Anderlecht
106,21001B241,REVISION-SUD,114581,5,0,male,child,60474,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001B241,REVISION-SUD,Anderlecht
107,21001A00-,RESISTANCE,104518,3,0,male,child,55393,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A82-,MOORTEBEEK,Anderlecht
108,21001A931,AGRAFE-NORBERT GILLE,95327,5,1,female,child,50948,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001B20-,CONSEIL-NORD,Anderlecht
109,21001A84-,POESIE,27800,3,1,female,child,15222,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21001A32-,AURORE,Anderlecht
110,21001A43-,VAN BEETHOVEN,10936,4,0,male,child,5981,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A82-,MOORTEBEEK,Anderlecht
111,21001A92-,JAKOB SMITS,100005,5,0,male,child,53348,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001B20-,CONSEIL-NORD,Anderlecht
112,21001B241,REVISION-SUD,115458,5,0,male,parent,60453,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001A84-,POESIE,Anderlecht
113,21001A95-,BUFFON,108488,3,0,male,child,57284,1,couple_with_child,Anderlecht,1,Maternelles,Buffon,21001A80-,SILLON,Anderlecht
114,21001A72-,OSSEGEM,81624,3,0,male,child,43789,1,couple_with_child,Anderlecht,1,Maternelles,Machtens,21001A441,DOCTEUR ROUX,Anderlecht
115,21001B20-,CONSEIL-NORD,62588,3,0,male,parent,31732,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001B21-,BROGNIEZ-NORD,Anderlecht
116,21001A712,SCHEUT - DE SMET,87762,3,1,female,child,47152,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A92-,JAKOB SMITS,Anderlecht
117,21001B20-,CONSEIL-NORD,60270,6,1,female,child,32383,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A41-,ROMAIN ROLLAND,Anderlecht
118,21001A931,AGRAFE-NORBERT GILLE,96291,3,1,female,parent,51086,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A83-,PETERBOS,Anderlecht
119,21001A00-,RESISTANCE,103634,4,1,female,child,55067,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A011,KLEINMOLEN,Anderlecht
120,21001A32-,AURORE,15959,4,1,female,child,8541,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A441,DOCTEUR ROUX,Anderlecht
121,21001A83-,PETERBOS,5850,5,1,female,child,2996,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21001A82-,MOORTEBEEK,Anderlecht
122,21001A92-,JAKOB SMITS,101217,5,1,female,child,53768,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A32-,AURORE,Anderlecht
123,21001B21-,BROGNIEZ-NORD,91923,3,1,female,parent,47854,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001B241,REVISION-SUD,Anderlecht
124,21001A911,SCHEUT-EST,92893,6,0,male,child,49872,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A72-,OSSEGEM,Anderlecht
125,21001A142,VEEWEYDE-NORD,65120,3,0,male,child,35316,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001B21-,BROGNIEZ-NORD,Anderlecht
126,21001A82-,MOORTEBEEK,38642,5,0,male,child,21131,4,single_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21001B21-,BROGNIEZ-NORD,Anderlecht
127,21001A041,VEEWEYDE-SUD,1145,4,1,female,child,497,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A911,SCHEUT-EST,Anderlecht
128,21001B241,REVISION-SUD,114535,5,1,female,child,60458,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001C6PB,ZONE RURALE,Anderlecht
129,21001B321,ALBERT I- QUARTIER,56203,3,1,female,child,30648,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001B20-,CONSEIL-NORD,Anderlecht
130,21001A051,LINDE-EST,66798,6,1,female,child,36201,4,single_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001C71-,BON AIR - CITE JARDIN,Anderlecht
131,21001A83-,PETERBOS,6184,5,1,female,child,3105,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21001B321,ALBERT I- QUARTIER,Anderlecht
132,21001B20-,CONSEIL-NORD,62211,4,1,female,parent,32206,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001A931,AGRAFE-NORBERT GILLE,Anderlecht
133,21001A95-,BUFFON,108197,5,0,male,child,57198,1,couple_with_child,Anderlecht,1,Maternelles,Buffon,21001A34-,ROUE - CITE JARDIN,Anderlecht
134,21001A152,LINDE-OUEST,120692,6,0,male,child,63732,4,single_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001A32-,AURORE,Anderlecht
135,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,51183,3,0,male,child,28142,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A441,DOCTEUR ROUX,Anderlecht
136,21001B321,ALBERT I- QUARTIER,56186,3,1,female,child,30644,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001C512,CHANTS D'OISEAUX,Anderlecht
137,21001A83-,PETERBOS,5217,3,1,female,child,2727,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21001B241,REVISION-SUD,Anderlecht
138,21001A712,SCHEUT - DE SMET,87835,4,0,male,child,47172,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A84-,POESIE,Anderlecht
139,21001A712,SCHEUT - DE SMET,87688,3,0,male,child,47130,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A120,MINIMES,Anderlecht
140,21001A712,SCHEUT - DE SMET,87687,3,0,male,child,47130,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A72-,OSSEGEM,Anderlecht
141,21001A32-,AURORE,16026,4,0,male,child,8562,1,couple_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A30-,BIZET,Anderlecht
142,21001A95-,BUFFON,108581,4,0,male,child,57310,1,couple_with_child,Anderlecht,1,Maternelles,Buffon,21001A112,BIESTEBROEK,Anderlecht
143,21001A441,DOCTEUR ROUX,32676,3,0,male,child,17779,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001C6PB,ZONE RURALE,Anderlecht
144,21001A931,AGRAFE-NORBERT GILLE,96295,3,1,female,parent,50881,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001A041,VEEWEYDE-SUD,Anderlecht
145,21001A911,SCHEUT-EST,93624,3,1,female,child,50115,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21001B321,ALBERT I- QUARTIER,Anderlecht
146,21001B241,REVISION-SUD,115296,5,1,female,parent,60277,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001A83-,PETERBOS,Anderlecht
147,21001A451,VENIZELOS,41711,4,0,male,child,22885,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21001A82-,MOORTEBEEK,Anderlecht
148,21001B22-,BROGNIEZ-SUD,54327,3,1,female,child,29742,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001B20-,CONSEIL-NORD,Anderlecht
149,21001B20-,CONSEIL-NORD,60138,5,0,male,child,32343,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21001C611,SOETKIN,Anderlecht
150,21001A32-,AURORE,15448,3,1,female,child,8346,4,single_with_child,Anderlecht,1,Maternelles,Veeweyde - Aurore,21001A011,KLEINMOLEN,Anderlecht
151,21001A00-,RESISTANCE,104915,3,1,female,child,55527,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21001B241,REVISION-SUD,Anderlecht
152,21001B321,ALBERT I- QUARTIER,56720,5,1,female,parent,30496,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001B21-,BROGNIEZ-NORD,Anderlecht
153,21001C71-,BON AIR - CITE JARDIN,37222,3,0,male,child,20275,1,couple_with_child,Anderlecht,1,Maternelles,Bon Air,21001A41-,ROMAIN ROLLAND,Anderlecht
154,21001A83-,PETERBOS,6275,4,0,male,child,3132,4,single_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21001A41-,ROMAIN ROLLAND,Anderlecht
155,21001B321,ALBERT I- QUARTIER,56028,6,1,female,child,30591,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21001A30-,BIZET,Anderlecht
