,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Commune,WorkerID,WorkerType,Quartier,WorkSectorStatID,WorkSectorStatName,WorkCommuneName
24,21001A30-,BIZET,44171,5,1,female,child,23956,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
25,21001A34-,ROUE - CITE JARDIN,29900,5,0,male,child,16134,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21004F970,MARLY-NORD,Bruxelles
26,21001A34-,ROUE - CITE JARDIN,29338,3,0,male,child,15949,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21004F970,MARLY-NORD,Bruxelles
27,21001A441,DOCTEUR ROUX,33750,4,0,male,child,18180,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
28,21001A30-,BIZET,44130,5,0,male,child,23943,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
29,21001A30-,BIZET,44251,3,1,female,child,23982,1,couple_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
30,21001A552,TREFLE,26298,5,1,female,child,14295,4,single_with_child,Anderlecht,1,Maternelles,Bizet - Roue- Ceria,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
31,21001A82-,MOORTEBEEK,38621,3,1,female,child,21121,4,single_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
32,21001A83-,PETERBOS,6256,3,0,male,child,3126,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
33,21001A81-,BROECK,49702,5,0,male,child,27308,4,single_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
34,21012A41-,MOORTEBEEK,758130,3,1,female,child,413885,1,couple_with_child,Molenbeek Saint-Jean,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
35,21001A82-,MOORTEBEEK,39126,5,0,male,child,21306,4,single_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
36,21001A83-,PETERBOS,5848,4,1,female,child,2996,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
37,21001A83-,PETERBOS,4704,5,1,female,child,2504,4,single_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
38,21001A81-,BROECK,49685,3,1,female,child,27298,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
39,21001A82-,MOORTEBEEK,38980,3,1,female,child,21267,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
40,21001A83-,PETERBOS,5313,6,0,male,child,2769,4,single_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
41,21012A41-,MOORTEBEEK,758214,5,0,male,child,413909,1,couple_with_child,Molenbeek Saint-Jean,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
42,21001A82-,MOORTEBEEK,38804,5,0,male,child,21194,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
43,21012A41-,MOORTEBEEK,758046,5,0,male,child,413861,1,couple_with_child,Molenbeek Saint-Jean,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
44,21012A41-,MOORTEBEEK,758023,4,1,female,child,413854,4,single_with_child,Molenbeek Saint-Jean,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
45,21012A41-,MOORTEBEEK,758073,4,1,female,child,413869,1,couple_with_child,Molenbeek Saint-Jean,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
46,21012A41-,MOORTEBEEK,757872,4,0,male,child,413812,4,single_with_child,Molenbeek Saint-Jean,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
47,21001A83-,PETERBOS,5366,5,0,male,child,2791,4,single_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
48,21001A82-,MOORTEBEEK,38576,3,0,male,child,21102,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
49,21001A81-,BROECK,49419,4,1,female,child,27179,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
50,21001A84-,POESIE,28020,3,1,female,child,15290,1,couple_with_child,Anderlecht,1,Maternelles,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
51,21001A41-,ROMAIN ROLLAND,19492,5,1,female,child,10524,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
52,21001A503,VIVES,8035,5,0,male,child,4388,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
53,21001A401,ARBORETUM,12489,3,0,male,child,6821,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
54,21001A41-,ROMAIN ROLLAND,19565,5,0,male,child,10544,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
55,21001A503,VIVES,8247,4,1,female,child,4496,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
56,21001A401,ARBORETUM,12382,5,0,male,child,6784,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
57,21001A80-,SILLON,46620,6,1,female,child,25583,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
58,21001A41-,ROMAIN ROLLAND,19620,3,1,female,child,10560,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
59,21001A41-,ROMAIN ROLLAND,19457,3,0,male,child,10514,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
60,21001A503,VIVES,7943,3,0,male,child,4341,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
61,21001A51-,SCHERDEMAEL,22291,5,0,male,child,12198,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
62,21001A51-,SCHERDEMAEL,22313,3,1,female,child,12205,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
63,21001A80-,SILLON,47076,4,1,female,child,25785,4,single_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
64,21001A503,VIVES,8536,3,0,male,child,4611,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
65,21001A41-,ROMAIN ROLLAND,19432,5,0,male,child,10507,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
66,21001A80-,SILLON,47478,5,1,female,child,25928,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
67,21001A80-,SILLON,47594,4,1,female,child,25963,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
68,21001A503,VIVES,8227,4,1,female,child,4485,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
69,21001A52-,SCHERDEMAEL-NORD,23836,4,0,male,child,13164,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
70,21001A80-,SILLON,46450,5,1,female,child,25508,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
71,21001A42-,KAT,23101,3,0,male,child,12744,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
72,21001A52-,SCHERDEMAEL-NORD,23842,5,0,male,child,13166,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
73,21001A53-,NELLIE MELBA,17564,4,1,female,child,9551,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
74,21001A53-,NELLIE MELBA,17611,3,0,male,child,9562,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
75,21001A53-,NELLIE MELBA,17556,4,1,female,child,9549,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
76,21001A503,VIVES,9064,3,0,male,parent,4462,1,couple_with_child,Anderlecht,1,Maternelles,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
77,21001A85-,AUBADE,21043,4,0,male,parent,11186,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
78,21001A85-,AUBADE,20721,6,0,male,child,11272,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
79,21001A92-,JAKOB SMITS,101799,4,1,female,child,53958,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
80,21001A92-,JAKOB SMITS,102124,3,1,female,child,54061,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
81,21001A92-,JAKOB SMITS,100626,4,1,female,child,53564,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
82,21001A74-,SCHEUT-OUEST,97857,5,0,male,child,52106,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
83,21001A92-,JAKOB SMITS,102167,3,1,female,child,54075,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
84,21001A85-,AUBADE,20585,4,1,female,child,11231,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
85,21001A92-,JAKOB SMITS,100912,4,1,female,child,53659,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
86,21001A92-,JAKOB SMITS,100563,4,1,female,child,53541,4,single_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
87,21001A931,AGRAFE-NORBERT GILLE,95479,3,1,female,child,50991,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
88,21001A931,AGRAFE-NORBERT GILLE,95725,4,1,female,child,51068,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
89,21001A74-,SCHEUT-OUEST,97582,5,0,male,child,52029,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
90,21001A90-,SCHEUTKAPEL,71547,5,0,male,child,38551,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
91,21001A85-,AUBADE,20530,3,0,male,child,11213,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
92,21001A712,SCHEUT - DE SMET,87706,3,1,female,child,47135,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
93,21001A85-,AUBADE,20942,5,1,female,parent,11224,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
94,21001A74-,SCHEUT-OUEST,98106,5,0,male,child,52179,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
95,21001A74-,SCHEUT-OUEST,97713,4,1,female,child,52065,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
96,21001A712,SCHEUT - DE SMET,87747,3,1,female,child,47147,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
97,21001A911,SCHEUT-EST,93130,5,1,female,child,49951,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
98,21001A92-,JAKOB SMITS,101463,5,1,female,child,53853,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
99,21001A712,SCHEUT - DE SMET,87797,3,0,male,child,47162,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
100,21001A712,SCHEUT - DE SMET,87470,3,1,female,child,47062,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
101,21001A74-,SCHEUT-OUEST,97753,5,0,male,child,52076,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
102,21001A911,SCHEUT-EST,93734,3,0,male,child,50150,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
103,21001A74-,SCHEUT-OUEST,98034,4,0,male,child,52159,4,single_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
104,21001A90-,SCHEUTKAPEL,70774,6,0,male,child,38258,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
105,21001A74-,SCHEUT-OUEST,98153,3,1,female,child,52192,1,couple_with_child,Anderlecht,1,Maternelles,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
106,21001C71-,BON AIR - CITE JARDIN,37255,3,1,female,child,20285,1,couple_with_child,Anderlecht,1,Maternelles,Bon Air,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
107,21001C71-,BON AIR - CITE JARDIN,37414,5,0,male,child,20414,4,single_with_child,Anderlecht,1,Maternelles,Bon Air,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
108,21001C71-,BON AIR - CITE JARDIN,37090,3,1,female,child,20237,4,single_with_child,Anderlecht,1,Maternelles,Bon Air,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
109,21001C71-,BON AIR - CITE JARDIN,37231,3,0,male,child,20278,1,couple_with_child,Anderlecht,1,Maternelles,Bon Air,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
110,21001C71-,BON AIR - CITE JARDIN,36860,5,1,female,child,20142,1,couple_with_child,Anderlecht,1,Maternelles,Bon Air,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
111,21001C512,CHANTS D'OISEAUX,35564,3,1,female,child,19391,1,couple_with_child,Anderlecht,1,Maternelles,Vogelenzang - Erasme,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
112,21001C512,CHANTS D'OISEAUX,35538,5,0,male,child,19380,1,couple_with_child,Anderlecht,1,Maternelles,Vogelenzang - Erasme,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
113,21001C512,CHANTS D'OISEAUX,35358,4,0,male,child,19290,1,couple_with_child,Anderlecht,1,Maternelles,Vogelenzang - Erasme,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
114,21001C6PB,ZONE RURALE,1223670,4,0,male,child,665937,1,couple_with_child,Anderlecht,1,Maternelles,Neerpede,21019A10-,STOCKEL,Woluwe Saint-Pierre
115,21001C6PB,ZONE RURALE,1223705,3,0,male,child,665948,1,couple_with_child,Anderlecht,1,Maternelles,Neerpede,21019A10-,STOCKEL,Woluwe Saint-Pierre
116,21001C611,SOETKIN,40309,3,1,female,parent,21941,1,couple_with_child,Anderlecht,1,Maternelles,Neerpede,21002A190,FORET DE SOIGNES,Auderghem
117,21001C6PB,ZONE RURALE,1223700,5,0,male,child,665947,1,couple_with_child,Anderlecht,1,Maternelles,Neerpede,21019A10-,STOCKEL,Woluwe Saint-Pierre
118,21001C6PB,ZONE RURALE,1223622,3,0,male,child,665919,1,couple_with_child,Anderlecht,1,Maternelles,Neerpede,21019A10-,STOCKEL,Woluwe Saint-Pierre
119,21001B20-,CONSEIL-NORD,62200,5,1,female,parent,32115,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
120,21001B20-,CONSEIL-NORD,60445,3,0,male,child,32436,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
121,21001B20-,CONSEIL-NORD,58831,3,1,female,child,31911,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
122,21001B21-,BROGNIEZ-NORD,90136,4,1,female,child,48268,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
123,21001B21-,BROGNIEZ-NORD,90792,3,1,female,child,48485,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
124,21001B22-,BROGNIEZ-SUD,54708,5,1,female,parent,29657,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
125,21001B20-,CONSEIL-NORD,60835,3,1,female,child,32558,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
126,21001B20-,CONSEIL-NORD,59684,3,0,male,child,32196,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
127,21001B21-,BROGNIEZ-NORD,90738,3,0,male,child,48468,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
128,21001B21-,BROGNIEZ-NORD,89790,6,0,male,child,48146,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
129,21001B20-,CONSEIL-NORD,60598,5,0,male,child,32486,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
130,21001B21-,BROGNIEZ-NORD,90753,5,1,female,child,48475,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
131,21001B20-,CONSEIL-NORD,60642,6,1,female,child,32496,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
132,21001B22-,BROGNIEZ-SUD,54566,3,0,male,child,29935,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
133,21001B21-,BROGNIEZ-NORD,90547,5,0,male,child,48407,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
134,21001B20-,CONSEIL-NORD,60023,6,0,male,child,32310,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
135,21001B20-,CONSEIL-NORD,59725,5,0,male,child,32205,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
136,21001B20-,CONSEIL-NORD,60551,5,0,male,child,32469,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
137,21001B25-,REVISION-NORD,75963,4,1,female,child,40903,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
138,21001B332,GOUJONS,113312,4,1,female,parent,59688,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
139,21001B31-,ALBERT I- IMMEUBLES,74318,5,0,male,parent,40009,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
140,21001B241,REVISION-SUD,114202,4,1,female,child,60340,1,couple_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
141,21001B332,GOUJONS,112905,4,0,male,child,59686,4,single_with_child,Anderlecht,1,Maternelles,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
142,21001A120,MINIMES,118695,4,1,female,child,62553,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
143,21001A120,MINIMES,118955,3,1,female,child,62645,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
144,21001A011,KLEINMOLEN,86095,4,0,male,parent,45424,1,couple_with_child,Anderlecht,1,Maternelles,Anderlecht - Centre - Wayez,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
