,Unnamed: 0.1.1.1,PersID,WorkerID,TripNumber,TripTypeFrom,TripTypeTo,SS_Origin,Long_Origin,Lat_Origin,SS_Destination,Long_Destination,Lat_Destination,Distance,Strat_Time_pos,Strat_Time_h,Strat_Time_m,End_Time_pos,End_Time_h,End_Time_m,Duration_Time,Code_x,Name_x,Commune_x,Code_y,Name_y,Commune_y
22398,113868,671759,,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21009A20-,4.383985347958989,50.81814566454585,7.4035533255310035,203.0,3,23.0,221.74317297602784,3,41.74317297602786,18.743172976027857,21011A12-,BASILIQUE,Koekelberg,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles
22742,14868,649600,,1,H,W,21011A11-,4.313963310011239,50.86525004855964,21005A15-,4.407072866348519,50.831211332150005,7.555911478710282,205.0,3,25.0,224.1288898195197,3,44.12888981951971,19.128889819519703,21011A11-,LEPREUX,Koekelberg,21005A15-,SAINT-MICHEL COLLEGE,Etterbeek
17100,72148,196573,,1,H,W,21004F511,4.371917325736415,50.89332654682649,21011A20-,4.323197646345974,50.862907962091455,4.8103328326453765,205.0,3,25.0,217.17805780416552,3,37.17805780416552,12.17805780416551,21004F511,AVENUE DES PAGODES,Bruxelles,21011A20-,PLATEAU,Koekelberg
25464,173203,655164,6.0,1,H,W,21011A20-,4.323197646345974,50.86290796209145,21002A072,4.424277275254935,50.81373711855827,8.962396204683854,208.0,3,28.0,231.0,3,51.0,22.689610644769253,21011A20-,PLATEAU,Koekelberg,21002A072,CENTRE COMMERCIAL,Auderghem
35523,713240,287064,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,208.0,3,28.0,237.0,3,57.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
9381,179503,758105,6.0,1,H,W,21012A41-,4.287931043387761,50.84767124695933,21011A00-,4.33019790496617,50.86086999769315,3.311179484728203,208.0,3,28.0,216.0,3,36.0,8.382732872729628,21012A41-,MOORTEBEEK,Molenbeek Saint-Jean,21011A00-,VANHUFFEL,Koekelberg
24081,16832,664557,6.0,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21002A072,4.424277275254935,50.81373711855827,8.155021798362393,209.0,3,29.0,230.0,3,50.0,20.64562480598074,21011A01-,SAINTE-ANNE,Koekelberg,21002A072,CENTRE COMMERCIAL,Auderghem
18884,234158,1151594,6.0,1,H,W,21018A24-,4.408530961614733,50.84594286506395,21011A20-,4.323197646345974,50.86290796209145,6.282098103552396,209.0,3,29.0,225.0,3,45.0,15.90404583177822,21018A24-,LAMBEAU (AVENUE),Woluwe Saint-Lambert,21011A20-,PLATEAU,Koekelberg
19123,12585,429447,6.0,1,H,W,21005A12-,4.387326927749058,50.8280367496772,21011A10-,4.316091034492043,50.86358573899808,6.376916315619682,209.0,3,29.0,225.0,3,45.0,16.144091938277676,21005A12-,SAINT-ANTOINE,Etterbeek,21011A10-,PAIX (AVENUE DE LA),Koekelberg
19684,172554,650997,6.0,1,H,W,21011A11-,4.313963310011239,50.86525004855964,21001C522,4.26919183440351,50.81358349129731,6.551046119011614,210.0,3,30.0,227.0,3,47.0,16.584926883573708,21011A11-,LEPREUX,Koekelberg,21001C522,HOPITAL U.L.B.,Anderlecht
22100,1650,662347,,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21017A534,4.404317902932672,50.81129132190285,7.31241067202271,210.0,3,30.0,228.51243208107016,3,48.51243208107016,18.512432081070152,21011A01-,SAINTE-ANNE,Koekelberg,21017A534,RUE DES BEGONIAS,Watermael-Boitsfort
40379,49391,671421,6.0,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21017A09-,4.430835349123091,50.78688864905858,12.192244985819327,212.0,3,32.0,243.0,4,3.0,30.86644300207425,21011A12-,BASILIQUE,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
21733,114144,655002,,1,H,W,21011A20-,4.323197646345974,50.862907962091455,21004G3NJ,4.421492079100972,50.88123069309096,7.194198103220731,214.0,3,34.0,232.2131597549892,3,52.21315975498919,18.213159754989192,21011A20-,PLATEAU,Koekelberg,21004G3NJ,HAREN-SUD,Bruxelles
19128,172510,660070,6.0,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21016A81-,4.363484074872831,50.81468277065439,6.377289464714307,214.0,3,34.0,230.0,3,50.0,16.145036619529893,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21016A81-,BASCULE,Uccle
14952,171178,668583,6.0,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21001B3MJ,4.311635252958053,50.82354484381987,4.351577176948826,214.0,3,34.0,225.0,3,45.0,11.016651080883104,21011A00-,VANHUFFEL,Koekelberg,21001B3MJ,PETITE ILE - RIVE DROITE,Anderlecht
6881,113439,659309,,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21004E72-,4.35473543041816,50.873414062702544,2.9247276242799143,215.0,3,35.0,222.4043737323542,3,42.4043737323542,7.404373732354214,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21004E72-,MAISON ROUGE (PLACE)-SUD,Bruxelles
8978,3288,658881,,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21004A001,4.352793815620636,50.84590089387535,3.24212505839069,216.0,3,36.0,224.2079115402296,3,44.20791154022959,8.207911540229595,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21004A001,GRAND-PLACE,Bruxelles
34744,713766,287720,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,217.0,3,37.0,246.0,4,6.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
3896,171860,664507,6.0,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21014A3MJ,4.357807332691934,50.85791858242146,1.704888780055101,217.0,3,37.0,221.0,3,41.0,4.316174126721775,21011A01-,SAINTE-ANNE,Koekelberg,21014A3MJ,MANHATTAN,Saint-Josse-ten-Noode
17605,136537,393797,6.0,1,H,W,21005A02-,4.391405435700883,50.8347520567066,21011A01-,4.333667064913547,50.85957213018118,4.905524823911851,220.0,3,40.0,232.0,3,52.0,12.419050187118613,21005A02-,CHAMP DU ROI (RUE),Etterbeek,21011A01-,SAINTE-ANNE,Koekelberg
20000,173759,654567,6.0,1,H,W,21011A20-,4.323197646345974,50.86290796209145,21016A042,4.343607982612864,50.80458194900988,6.6441478008701225,221.0,3,41.0,238.0,3,58.0,16.820627343974994,21011A20-,PLATEAU,Koekelberg,21016A042,ECHEVINAGE,Uccle
28447,48958,663379,6.0,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21017A09-,4.430835349123091,50.78688864905858,10.581878693285722,222.0,3,42.0,249.0,4,9.0,26.78956631211576,21011A01-,SAINTE-ANNE,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
23562,68909,140873,6.0,1,H,W,21002A311,4.40285236653736,50.82525741545106,21011A12-,4.31042420112006,50.86581800235184,7.905219301176008,222.0,3,42.0,242.0,4,2.0,20.013213420698754,21002A311,AMITIE (PLACE DE L'),Auderghem,21011A12-,BASILIQUE,Koekelberg
5387,171993,666475,6.0,1,H,W,21011A02-,4.328660488569909,50.85777410263506,21004D610,4.355104343773371,50.86011879376701,1.8748978737164543,222.0,3,42.0,227.0,3,47.0,4.746576895484695,21011A02-,JACQUET (RUE DE),Koekelberg,21004D610,ANVERS (CHAUSSEE D')-SUD,Bruxelles
31579,10080,668972,,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21017A09-,4.430835349123091,50.78688864905858,10.849785379497265,224.0,3,44.0,251.46781108733484,4,11.467811087334836,27.467811087334848,21011A00-,VANHUFFEL,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
6447,108420,636337,,1,H,W,21010A01-,4.336288790072373,50.87838814597536,21011A00-,4.3301979049661705,50.86086999769315,1.9948968214388152,224.0,3,44.0,229.0503716998451,3,49.0503716998451,5.050371699845102,21010A01-,ESSEGHEM,Jette,21011A00-,VANHUFFEL,Koekelberg
8084,172163,660655,6.0,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21001B23-,4.333641656197337,50.83801321929531,3.0999616728795973,225.0,3,45.0,233.0,3,53.0,7.848004235138221,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21001B23-,CONSEIL-SUD,Anderlecht
15274,173965,651762,6.0,1,H,W,21011A30-,4.329734991477233,50.86518122930187,21007A61-,4.332279183605404,50.82544554881317,4.423403590138337,227.0,3,47.0,238.0,3,58.0,11.198490101616043,21011A30-,ARCHERS - FOUREZ,Koekelberg,21007A61-,MONTENEGRO (RUE),Forest
37310,49146,660654,6.0,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21017A09-,4.430835349123091,50.78688864905858,11.737865021345522,228.0,3,48.0,258.0,4,18.0,29.71611397808993,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
6051,15000,652110,,1,H,W,21011A30-,4.329734991477233,50.86518122930186,21012A13-,4.323993370918811,50.84794988088871,1.9585808399767253,228.0,3,48.0,232.95843250627016,3,52.958432506270185,4.958432506270191,21011A30-,ARCHERS - FOUREZ,Koekelberg,21012A13-,BIRMINGHAM-NORD,Molenbeek Saint-Jean
16717,172818,649851,6.0,1,H,W,21011A11-,4.313963310011239,50.86525004855964,21015A24-,4.38075451184206,50.87026683425317,4.721733086757839,230.0,3,50.0,242.0,4,2.0,11.953754650019844,21011A11-,LEPREUX,Koekelberg,21015A24-,WAELHEM (RUE),Schaerbeek
9158,16914,892965,,1,H,W,21015A021,4.376238145269352,50.86498764320631,21011A30-,4.329734991477233,50.86518122930186,3.264711132496604,230.0,3,50.0,238.26509147467493,3,58.26509147467493,8.265091474674946,21015A021,HOUFFALIZE (PLACE),Schaerbeek,21011A30-,ARCHERS - FOUREZ,Koekelberg
31414,711908,285387,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A00-,4.33019790496617,50.86086999769315,10.849785379497265,230.0,3,50.0,257.0,4,17.0,27.467811087334848,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A00-,VANHUFFEL,Koekelberg
19722,171187,669564,6.0,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21001C5MA,4.268182811421767,50.81666432213198,6.569031422735213,231.0,3,51.0,248.0,4,8.0,16.630459298063833,21011A00-,VANHUFFEL,Koekelberg,21001C5MA,MEYLEMEERSCH,Anderlecht
36432,712960,286716,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,231.0,3,51.0,260.0,4,20.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
28511,49046,661232,6.0,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21017A09-,4.430835349123091,50.78688864905858,10.581878693285722,232.0,3,52.0,259.0,4,19.0,26.78956631211576,21011A01-,SAINTE-ANNE,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
10323,171843,662020,6.0,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21013A151,4.350109693550196,50.8302855992151,3.456173397371433,234.0,3,54.0,243.0,4,3.0,8.749806069294767,21011A01-,SAINTE-ANNE,Koekelberg,21013A151,METAL (RUE DU),Saint-Gilles
18833,171287,668408,6.0,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21009A21-,4.38987020896368,50.81904981931227,6.261448293495056,235.0,3,55.0,251.0,4,11.0,15.851767831633056,21011A00-,VANHUFFEL,Koekelberg,21009A21-,ETE,Ixelles
32159,48882,668065,6.0,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21017A09-,4.430835349123091,50.78688864905858,10.849785379497265,235.0,3,55.0,262.0,4,22.0,27.467811087334848,21011A00-,VANHUFFEL,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
8029,912,354443,,1,H,W,21004A822,4.352100729266068,50.85673629437552,21011A12-,4.31042420112006,50.86581800235184,3.095498816517496,236.0,3,56.0,243.83670586460124,4,3.8367058646012415,7.836705864601256,21004A822,RUE DES COMMERCANTS,Bruxelles,21011A12-,BASILIQUE,Koekelberg
30944,11537,660305,,6,LG,H,21002A18-,4.44640070308794,50.81401492716652,21011A10-,4.316091034492043,50.86358573899808,10.685644965061506,237.0,3,57.3188243822251,264.37109011655804,4,24.37109011655804,27.052265734332927,21002A18-,ROUGE CLOITRE,Auderghem,21011A10-,PAIX (AVENUE DE LA),Koekelberg
29179,21951,662249,,4,W,H,21017A09-,4.430835349123091,50.78688864905858,21011A01-,4.333667064913547,50.85957213018118,10.581878693285724,237.0,3,56.579132624231534,263.3686989363473,4,23.3686989363473,26.78956631211576,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A01-,SAINTE-ANNE,Koekelberg
38847,712387,285986,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A11-,4.313963310011239,50.86525004855964,11.975007925651177,238.0,3,58.0,268.0,4,28.0,30.31647576114222,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A11-,LEPREUX,Koekelberg
31430,711897,285373,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A00-,4.33019790496617,50.86086999769315,10.849785379497265,238.0,3,58.0,265.0,4,25.0,27.467811087334848,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A00-,VANHUFFEL,Koekelberg
37073,1118,985378,,4,LG,L,21011A29-,4.322739895303542,50.86517401550238,21017A09-,4.430835349123091,50.78688864905858,11.55449772403529,238.0,3,58.04529216877109,267.29718514101233,4,27.29718514101233,29.25189297224124,21011A29-,PARC ELISABETH,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
24888,11579,665560,,6,LG,H,21016A692,4.332098937519984,50.78021065970084,21011A02-,4.328660488569909,50.85777410263506,8.630751768965865,238.0,3,57.5534869782889,259.40349145668347,4,19.40349145668347,21.850004478394595,21016A692,CIMETIERE - ST.-GILLES,Uccle,21011A02-,JACQUET (RUE DE),Koekelberg
32336,16599,651555,,4,LG,H,21017A382,4.420699855654161,50.78600997060409,21011A30-,4.329734991477233,50.86518122930187,10.881124678994226,239.0,3,58.687855315386514,266.23500640144783,4,26.23500640144784,27.547151086061334,21017A382,FORESTERIE,Watermael-Boitsfort,21011A30-,ARCHERS - FOUREZ,Koekelberg
15684,39028,671090,,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21004A15-,4.351706542507236,50.83485079681829,4.502096106381387,239.0,3,59.0,250.39771166172503,4,10.397711661725026,11.397711661725031,21011A12-,BASILIQUE,Koekelberg,21004A15-,JACOBS (PLACE),Bruxelles
20411,78334,649466,6.0,1,H,W,21011A11-,4.313963310011239,50.86525004855964,21015A51-,4.406499650802947,50.84848647637902,6.759688380983555,240.0,4,0.0,257.0,4,17.0,17.11313514173052,21011A11-,LEPREUX,Koekelberg,21015A51-,CERISIERS (AVENUE DES),Schaerbeek
6391,112743,668315,,1,H,W,21011A00-,4.3301979049661705,50.86086999769315,21004A35-,4.355899136098688,50.85330527614497,1.99112502131622,240.0,4,0.0,245.04082283877523,4,5.040822838775227,5.040822838775241,21011A00-,VANHUFFEL,Koekelberg,21004A35-,AD. MAX (BOULEVARD),Bruxelles
35813,713417,287292,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,240.0,4,0.0,269.0,4,29.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
36096,712729,286431,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,240.0,4,0.0,269.0,4,29.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
19574,91280,665754,,1,H,W,21011A02-,4.328660488569909,50.85777410263506,21006A37-,4.417747081402818,50.87401299749432,6.509609825939219,240.0,4,0.0,256.4800248757955,4,16.480024875795493,16.480024875795493,21011A02-,JACQUET (RUE DE),Koekelberg,21006A37-,ZONE INDUSTRIELLE,Evere
32832,713808,287777,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A30-,4.329734991477233,50.86518122930187,11.23816542904577,241.0,4,1.0,269.0,4,29.0,28.45105171910322,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A30-,ARCHERS - FOUREZ,Koekelberg
12140,2160,901267,,1,H,W,21015A32-,4.3811513011380425,50.85434945950986,21011A30-,4.329734991477233,50.86518122930186,3.8057128401631273,241.0,4,1.0,250.6347160510459,4,10.6347160510459,9.634716051045892,21015A32-,CONSOLATION (RUE DE LA),Schaerbeek,21011A30-,ARCHERS - FOUREZ,Koekelberg
16902,173141,671274,6.0,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21013A522,4.352280351317363,50.83217290261632,4.75870817380789,242.0,4,2.0,254.0,4,14.0,12.04736246533643,21011A12-,BASILIQUE,Koekelberg,21013A522,RUE D'ECOSSE,Saint-Gilles
9677,19471,775782,6.0,1,H,W,21013A242,4.339081980645375,50.83115056688823,21011A00-,4.33019790496617,50.86086999769315,3.364055549061979,242.0,4,2.0,251.0,4,11.0,8.516596326739188,21013A242,BETHLEEM (PLACE DE),Saint-Gilles,21011A00-,VANHUFFEL,Koekelberg
1299,180794,749782,6.0,1,H,W,21012A52-,4.320779225986706,50.86013524869501,21011A01-,4.333667064913547,50.85957213018118,0.9070259831776748,242.0,4,2.0,244.0,4,4.0,2.2962683118422147,21012A52-,NEEP (QUARTIER DU),Molenbeek Saint-Jean,21011A01-,SAINTE-ANNE,Koekelberg
1483,167185,613221,6.0,1,H,W,21010A05-,4.332263155786237,50.86895169106094,21011A00-,4.33019790496617,50.86086999769315,0.9105426663293874,244.0,4,4.0,246.0,4,6.0,2.3051713071630062,21010A05-,ALBERT (QUARTIER),Jette,21011A00-,VANHUFFEL,Koekelberg
39379,181412,286010,,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A11-,4.313963310011239,50.86525004855964,11.975007925651177,245.0,4,5.0,275.3164757611422,4,35.316475761142215,30.31647576114222,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A11-,LEPREUX,Koekelberg
21410,146957,445990,6.0,1,H,W,21006A403,4.416659004730838,50.86208519785594,21011A10-,4.316091034492043,50.86358573899808,7.062440896502911,245.0,4,5.0,263.0,4,23.0,17.879597206336484,21006A403,QUARTIER CICERO,Evere,21011A10-,PAIX (AVENUE DE LA),Koekelberg
15525,173144,671189,6.0,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21014A03-,4.36958790883392,50.85074752225523,4.479515868101422,245.0,4,5.0,256.0,4,16.0,11.340546501522589,21011A12-,BASILIQUE,Koekelberg,21014A03-,MADOU,Saint-Josse-ten-Noode
35499,713225,287047,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,245.0,4,5.0,274.0,4,34.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
32909,713786,287744,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A30-,4.329734991477233,50.86518122930187,11.23816542904577,246.0,4,6.0,274.0,4,34.0,28.45105171910322,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A30-,ARCHERS - FOUREZ,Koekelberg
32186,711873,285343,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A00-,4.33019790496617,50.86086999769315,10.849785379497265,246.0,4,6.0,273.0,4,33.0,27.467811087334848,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A00-,VANHUFFEL,Koekelberg
12804,114219,657026,,1,H,W,21011A20-,4.323197646345974,50.862907962091455,21009A542,4.358029309485191,50.8352936271616,3.926550407341212,246.0,4,6.0,255.940633942636,4,15.94063394263597,9.94063394263598,21011A20-,PLATEAU,Koekelberg,21009A542,EGLISE ANGLICANE,Ixelles
23309,14472,652410,,1,H,W,21011A30-,4.329734991477233,50.86518122930186,21017A523,4.401568027247267,50.81198508028864,7.7762612983707475,247.0,4,7.0,266.68673746422974,4,26.686737464229736,19.68673746422974,21011A30-,ARCHERS - FOUREZ,Koekelberg,21017A523,MARTIN-PECHEUR,Watermael-Boitsfort
37144,712253,285823,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A10-,4.316091034492043,50.86358573899808,11.737865021345522,247.0,4,7.0,277.0,4,37.0,29.71611397808993,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A10-,PAIX (AVENUE DE LA),Koekelberg
5170,39520,770470,,1,H,W,21012A11-,4.331795619823116,50.84716113251453,21011A20-,4.323197646345974,50.86290796209145,1.852647366306425,247.0,4,7.0,251.6902464969783,4,11.69024649697829,4.690246496978292,21012A11-,INDUSTRIE,Molenbeek Saint-Jean,21011A20-,PLATEAU,Koekelberg
16858,171237,668648,6.0,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21004B45-,4.392700915825539,50.84439885835884,4.7560717474881855,247.0,4,7.0,259.0,4,19.0,12.04068796832452,21011A00-,VANHUFFEL,Koekelberg,21004B45-,ECOLE MILITAIRE,Bruxelles
39867,4668,672107,,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21017A09-,4.430835349123091,50.78688864905858,12.192244985819327,248.0,4,8.0,278.8664430020742,4,38.86644300207422,30.86644300207425,21011A12-,BASILIQUE,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
19219,172668,649544,6.0,1,H,W,21011A11-,4.313963310011239,50.86525004855964,21005A02-,4.391405435700883,50.8347520567066,6.409658976539654,248.0,4,8.0,264.0,4,24.0,16.2269847507333,21011A11-,LEPREUX,Koekelberg,21005A02-,CHAMP DU ROI (RUE),Etterbeek
17679,172946,671014,6.0,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21004B10-,4.369537918266525,50.84195272856981,4.9271447518049865,249.0,4,9.0,261.0,4,21.0,12.473784181784776,21011A12-,BASILIQUE,Koekelberg,21004B10-,ORBAN (SQUARE),Bruxelles
34708,712671,286357,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,249.0,4,9.0,278.0,4,38.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
14714,91444,658420,,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21009A542,4.358029309485191,50.8352936271616,4.310119047908133,249.0,4,9.0,259.9116937921725,4,19.91169379217252,10.911693792172487,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21009A542,EGLISE ANGLICANE,Ixelles
4928,113520,658513,,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21012A00-,4.337682247157765,50.8546231995966,1.81436645937272,249.0,4,9.0,253.5933328085385,4,13.59333280853852,4.593332808538531,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21012A00-,CENTRE,Molenbeek Saint-Jean
17695,172953,671432,6.0,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21004B10-,4.369537918266525,50.84195272856981,4.9271447518049865,249.0,4,9.0,261.0,4,21.0,12.473784181784776,21011A12-,BASILIQUE,Koekelberg,21004B10-,ORBAN (SQUARE),Bruxelles
28425,712009,285513,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A01-,4.333667064913547,50.85957213018118,10.581878693285722,250.0,4,10.0,277.0,4,37.0,26.78956631211576,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A01-,SAINTE-ANNE,Koekelberg
3601,171212,669102,6.0,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21004A22-,4.33991600845315,50.84729581227447,1.6569023653768031,251.0,4,11.0,255.0,4,15.0,4.194689532599502,21011A00-,VANHUFFEL,Koekelberg,21004A22-,SENNE (RUE DE LA),Bruxelles
