,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code_x,Commune_x,Code_y,Name,Commune_y,WorkID,WorkType
60,21001A472,STADE COMMUNAL - INDUSTRIE,3523,18,1,female,parent,1721,3,single,21001A472,Anderlecht,21001A472,STADE COMMUNAL - INDUSTRIE,Anderlecht,6,Worker
63,21001A472,STADE COMMUNAL - INDUSTRIE,2963,18,1,female,child,1485,1,couple_with_child,21001A472,Anderlecht,21001A472,STADE COMMUNAL - INDUSTRIE,Anderlecht,6,Worker
81,21001A83-,PETERBOS,6110,18,0,male,parent,3084,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
82,21001A83-,PETERBOS,6115,18,0,male,parent,3085,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
83,21001A83-,PETERBOS,6138,18,0,male,parent,3092,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
84,21001A83-,PETERBOS,6143,18,0,male,parent,3093,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
85,21001A83-,PETERBOS,6152,18,0,male,parent,3095,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
86,21001A83-,PETERBOS,6170,18,0,male,parent,3102,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
102,21001A83-,PETERBOS,6325,18,1,female,parent,3152,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
103,21001A83-,PETERBOS,6326,18,0,male,parent,3152,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
104,21001A83-,PETERBOS,6327,18,1,female,parent,3153,2,couple_no_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
105,21001A83-,PETERBOS,6328,18,0,male,parent,3153,2,couple_no_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
106,21001A83-,PETERBOS,6329,18,1,female,parent,3154,2,couple_no_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
107,21001A83-,PETERBOS,6330,18,0,male,parent,3154,2,couple_no_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
114,21001A83-,PETERBOS,4525,18,1,female,child,2419,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
119,21001A83-,PETERBOS,4747,18,1,female,child,2525,4,single_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
122,21001A83-,PETERBOS,4864,18,0,male,child,2574,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
124,21001A83-,PETERBOS,4900,18,1,female,child,2592,4,single_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
127,21001A83-,PETERBOS,5013,18,1,female,child,2640,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
130,21001A83-,PETERBOS,5060,18,0,male,child,2661,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
132,21001A83-,PETERBOS,5175,18,1,female,child,2708,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
135,21001A83-,PETERBOS,5241,18,0,male,child,2733,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
139,21001A83-,PETERBOS,5380,18,0,male,child,2795,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
141,21001A83-,PETERBOS,5410,18,0,male,child,2811,4,single_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
142,21001A83-,PETERBOS,5415,18,1,female,child,2813,4,single_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
146,21001A83-,PETERBOS,5632,18,0,male,child,2903,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,6,Worker
148,21001A503,VIVES,8495,18,0,male,parent,4598,1,couple_with_child,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
153,21001A503,VIVES,8564,18,1,female,parent,4622,1,couple_with_child,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
154,21001A503,VIVES,8567,18,1,female,parent,4623,2,couple_no_child,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
155,21001A503,VIVES,8569,18,1,female,parent,4624,2,couple_no_child,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
156,21001A503,VIVES,8570,18,0,male,parent,4624,2,couple_no_child,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
157,21001A503,VIVES,8571,18,1,female,parent,4625,3,single,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
161,21001A503,VIVES,8816,18,0,male,parent,4860,3,single,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
162,21001A503,VIVES,8817,18,0,male,parent,4861,3,single,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
169,21001A503,VIVES,7891,18,1,female,child,4316,1,couple_with_child,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
174,21001A503,VIVES,8141,18,1,female,child,4438,1,couple_with_child,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
175,21001A503,VIVES,8266,18,1,female,child,4507,4,single_with_child,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,6,Worker
176,21001A332,ROUE,9941,18,0,male,parent,5385,1,couple_with_child,21001A332,Anderlecht,21001A332,ROUE,Anderlecht,6,Worker
184,21001A332,ROUE,9992,18,1,female,parent,5401,1,couple_with_child,21001A332,Anderlecht,21001A332,ROUE,Anderlecht,6,Worker
185,21001A332,ROUE,9994,18,1,female,parent,5402,2,couple_no_child,21001A332,Anderlecht,21001A332,ROUE,Anderlecht,6,Worker
187,21001A332,ROUE,10005,18,0,male,parent,5408,1,couple_with_child,21001A332,Anderlecht,21001A332,ROUE,Anderlecht,6,Worker
188,21001A332,ROUE,10007,18,0,male,parent,5409,1,couple_with_child,21001A332,Anderlecht,21001A332,ROUE,Anderlecht,6,Worker
191,21001A332,ROUE,10127,18,0,male,parent,5528,3,single,21001A332,Anderlecht,21001A332,ROUE,Anderlecht,6,Worker
193,21001A332,ROUE,9370,18,1,female,child,5188,1,couple_with_child,21001A332,Anderlecht,21001A332,ROUE,Anderlecht,6,Worker
195,21001A332,ROUE,9564,18,1,female,child,5256,1,couple_with_child,21001A332,Anderlecht,21001A332,ROUE,Anderlecht,6,Worker
203,21001A43-,VAN BEETHOVEN,11469,18,0,male,parent,6186,1,couple_with_child,21001A43-,Anderlecht,21001A43-,VAN BEETHOVEN,Anderlecht,6,Worker
205,21001A43-,VAN BEETHOVEN,11473,18,0,male,parent,6187,1,couple_with_child,21001A43-,Anderlecht,21001A43-,VAN BEETHOVEN,Anderlecht,6,Worker
206,21001A43-,VAN BEETHOVEN,11479,18,1,female,parent,6192,1,couple_with_child,21001A43-,Anderlecht,21001A43-,VAN BEETHOVEN,Anderlecht,6,Worker
207,21001A43-,VAN BEETHOVEN,11481,18,1,female,parent,6193,1,couple_with_child,21001A43-,Anderlecht,21001A43-,VAN BEETHOVEN,Anderlecht,6,Worker
208,21001A43-,VAN BEETHOVEN,11485,18,1,female,parent,6195,3,single,21001A43-,Anderlecht,21001A43-,VAN BEETHOVEN,Anderlecht,6,Worker
211,21001A43-,VAN BEETHOVEN,11659,18,0,male,parent,6363,3,single,21001A43-,Anderlecht,21001A43-,VAN BEETHOVEN,Anderlecht,6,Worker
212,21001A43-,VAN BEETHOVEN,11660,18,0,male,parent,6364,3,single,21001A43-,Anderlecht,21001A43-,VAN BEETHOVEN,Anderlecht,6,Worker
215,21001A43-,VAN BEETHOVEN,10649,18,1,female,child,5868,4,single_with_child,21001A43-,Anderlecht,21001A43-,VAN BEETHOVEN,Anderlecht,6,Worker
224,21001A43-,VAN BEETHOVEN,11075,18,1,female,child,6036,1,couple_with_child,21001A43-,Anderlecht,21001A43-,VAN BEETHOVEN,Anderlecht,6,Worker
229,21001A401,ARBORETUM,12503,18,1,female,parent,6827,1,couple_with_child,21001A401,Anderlecht,21001A401,ARBORETUM,Anderlecht,6,Worker
230,21001A401,ARBORETUM,12506,18,1,female,parent,6828,2,couple_no_child,21001A401,Anderlecht,21001A401,ARBORETUM,Anderlecht,6,Worker
231,21001A401,ARBORETUM,12507,18,0,male,parent,6828,2,couple_no_child,21001A401,Anderlecht,21001A401,ARBORETUM,Anderlecht,6,Worker
232,21001A401,ARBORETUM,12508,18,1,female,parent,6829,3,single,21001A401,Anderlecht,21001A401,ARBORETUM,Anderlecht,6,Worker
233,21001A401,ARBORETUM,12510,18,0,male,parent,6830,1,couple_with_child,21001A401,Anderlecht,21001A401,ARBORETUM,Anderlecht,6,Worker
234,21001A401,ARBORETUM,12566,18,0,male,parent,6880,3,single,21001A401,Anderlecht,21001A401,ARBORETUM,Anderlecht,6,Worker
238,21001A32-,AURORE,16019,18,0,male,parent,8561,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
241,21001A32-,AURORE,16053,18,0,male,parent,8574,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
260,21001A32-,AURORE,16359,18,1,female,parent,8687,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
262,21001A32-,AURORE,16361,18,1,female,parent,8688,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
263,21001A32-,AURORE,16363,18,1,female,parent,8689,2,couple_no_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
264,21001A32-,AURORE,16365,18,1,female,parent,8690,2,couple_no_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
266,21001A32-,AURORE,16369,18,1,female,parent,8692,2,couple_no_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
267,21001A32-,AURORE,16371,18,1,female,parent,8693,3,single,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
268,21001A32-,AURORE,16372,18,1,female,parent,8694,3,single,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
269,21001A32-,AURORE,16373,18,1,female,parent,8695,3,single,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
278,21001A32-,AURORE,16860,18,0,male,parent,9170,3,single,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
280,21001A32-,AURORE,16862,18,0,male,parent,9172,3,single,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
282,21001A32-,AURORE,13423,18,0,male,child,7447,4,single_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
283,21001A32-,AURORE,13425,18,0,male,child,7447,4,single_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
284,21001A32-,AURORE,13503,18,0,male,child,7494,4,single_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
289,21001A32-,AURORE,13875,18,0,male,child,7666,4,single_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
292,21001A32-,AURORE,14043,18,1,female,child,7733,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
293,21001A32-,AURORE,14134,18,0,male,child,7768,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
297,21001A32-,AURORE,14553,18,1,female,child,7951,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
300,21001A32-,AURORE,14816,18,0,male,child,8069,4,single_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
301,21001A32-,AURORE,14858,18,0,male,child,8079,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
302,21001A32-,AURORE,14953,18,1,female,child,8130,4,single_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
304,21001A32-,AURORE,15038,18,1,female,child,8165,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
307,21001A32-,AURORE,15211,18,1,female,child,8234,1,couple_with_child,21001A32-,Anderlecht,21001A32-,AURORE,Anderlecht,6,Worker
310,21001A53-,NELLIE MELBA,17623,18,0,male,parent,9565,1,couple_with_child,21001A53-,Anderlecht,21001A53-,NELLIE MELBA,Anderlecht,6,Worker
312,21001A53-,NELLIE MELBA,17630,18,1,female,parent,9568,1,couple_with_child,21001A53-,Anderlecht,21001A53-,NELLIE MELBA,Anderlecht,6,Worker
314,21001A53-,NELLIE MELBA,17632,18,1,female,parent,9569,2,couple_no_child,21001A53-,Anderlecht,21001A53-,NELLIE MELBA,Anderlecht,6,Worker
315,21001A53-,NELLIE MELBA,17635,18,0,male,parent,9570,1,couple_with_child,21001A53-,Anderlecht,21001A53-,NELLIE MELBA,Anderlecht,6,Worker
316,21001A53-,NELLIE MELBA,17637,18,0,male,parent,9571,2,couple_no_child,21001A53-,Anderlecht,21001A53-,NELLIE MELBA,Anderlecht,6,Worker
324,21001A41-,ROMAIN ROLLAND,19550,18,0,male,parent,10541,1,couple_with_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
325,21001A41-,ROMAIN ROLLAND,19614,18,0,male,parent,10559,1,couple_with_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
326,21001A41-,ROMAIN ROLLAND,19626,18,0,male,parent,10562,1,couple_with_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
331,21001A41-,ROMAIN ROLLAND,19660,18,1,female,parent,10583,1,couple_with_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
332,21001A41-,ROMAIN ROLLAND,19662,18,1,female,parent,10584,2,couple_no_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
333,21001A41-,ROMAIN ROLLAND,19664,18,1,female,parent,10585,2,couple_no_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
334,21001A41-,ROMAIN ROLLAND,19666,18,1,female,parent,10586,3,single,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
336,21001A41-,ROMAIN ROLLAND,19907,18,0,male,parent,10821,3,single,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
337,21001A41-,ROMAIN ROLLAND,19908,18,0,male,parent,10822,3,single,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
339,21001A41-,ROMAIN ROLLAND,18310,18,1,female,child,10026,1,couple_with_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
346,21001A41-,ROMAIN ROLLAND,18837,18,0,male,child,10263,1,couple_with_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
348,21001A41-,ROMAIN ROLLAND,19099,18,1,female,child,10374,4,single_with_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
349,21001A41-,ROMAIN ROLLAND,19152,18,1,female,child,10395,1,couple_with_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,6,Worker
354,21001A85-,AUBADE,20758,18,1,female,parent,11281,1,couple_with_child,21001A85-,Anderlecht,21001A85-,AUBADE,Anderlecht,6,Worker
356,21001A85-,AUBADE,20815,18,0,male,parent,11330,3,single,21001A85-,Anderlecht,21001A85-,AUBADE,Anderlecht,6,Worker
361,21001A85-,AUBADE,20497,18,0,male,child,11203,1,couple_with_child,21001A85-,Anderlecht,21001A85-,AUBADE,Anderlecht,6,Worker
362,21001A85-,AUBADE,20541,18,1,female,child,11216,1,couple_with_child,21001A85-,Anderlecht,21001A85-,AUBADE,Anderlecht,6,Worker
365,21001A85-,AUBADE,20591,18,0,male,child,11233,1,couple_with_child,21001A85-,Anderlecht,21001A85-,AUBADE,Anderlecht,6,Worker
366,21001A85-,AUBADE,20592,18,0,male,child,11233,1,couple_with_child,21001A85-,Anderlecht,21001A85-,AUBADE,Anderlecht,6,Worker
367,21001A85-,AUBADE,20619,18,1,female,child,11242,1,couple_with_child,21001A85-,Anderlecht,21001A85-,AUBADE,Anderlecht,6,Worker
368,21001A51-,SCHERDEMAEL,22378,18,0,male,parent,12228,1,couple_with_child,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
369,21001A51-,SCHERDEMAEL,22384,18,0,male,parent,12230,1,couple_with_child,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
370,21001A51-,SCHERDEMAEL,22389,18,0,male,parent,12231,2,couple_no_child,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
377,21001A51-,SCHERDEMAEL,22436,18,1,female,parent,12259,1,couple_with_child,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
378,21001A51-,SCHERDEMAEL,22437,18,0,male,parent,12259,1,couple_with_child,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
379,21001A51-,SCHERDEMAEL,22438,18,1,female,parent,12260,1,couple_with_child,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
381,21001A51-,SCHERDEMAEL,22440,18,1,female,parent,12261,2,couple_no_child,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
382,21001A51-,SCHERDEMAEL,22441,18,0,male,parent,12261,2,couple_no_child,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
383,21001A51-,SCHERDEMAEL,22442,18,1,female,parent,12262,2,couple_no_child,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
384,21001A51-,SCHERDEMAEL,22443,18,0,male,parent,12262,2,couple_no_child,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
387,21001A51-,SCHERDEMAEL,22678,18,0,male,parent,12489,3,single,21001A51-,Anderlecht,21001A51-,SCHERDEMAEL,Anderlecht,6,Worker
400,21001A42-,KAT,23266,18,1,female,parent,12814,2,couple_no_child,21001A42-,Anderlecht,21001A42-,KAT,Anderlecht,6,Worker
401,21001A42-,KAT,23270,18,0,male,parent,12816,1,couple_with_child,21001A42-,Anderlecht,21001A42-,KAT,Anderlecht,6,Worker
408,21001A52-,SCHERDEMAEL-NORD,23846,18,0,male,parent,13167,1,couple_with_child,21001A52-,Anderlecht,21001A52-,SCHERDEMAEL-NORD,Anderlecht,6,Worker
409,21001A52-,SCHERDEMAEL-NORD,23855,18,1,female,parent,13170,1,couple_with_child,21001A52-,Anderlecht,21001A52-,SCHERDEMAEL-NORD,Anderlecht,6,Worker
410,21001A52-,SCHERDEMAEL-NORD,23858,18,1,female,parent,13171,2,couple_no_child,21001A52-,Anderlecht,21001A52-,SCHERDEMAEL-NORD,Anderlecht,6,Worker
417,21001C70-,BON AIR - CENTRE,24241,18,0,male,parent,13410,3,single,21001C70-,Anderlecht,21001C70-,BON AIR - CENTRE,Anderlecht,6,Worker
418,21001C70-,BON AIR - CENTRE,24248,18,1,female,parent,13411,5,colloc,21001C70-,Anderlecht,21001C70-,BON AIR - CENTRE,Anderlecht,6,Worker
420,21001A552,TREFLE,26231,18,0,male,parent,14269,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
421,21001A552,TREFLE,26247,18,0,male,parent,14273,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
426,21001A552,TREFLE,26304,18,0,male,parent,14297,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
429,21001A552,TREFLE,26327,18,0,male,parent,14303,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
430,21001A552,TREFLE,26331,18,0,male,parent,14304,2,couple_no_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
441,21001A552,TREFLE,26423,18,1,female,parent,14352,2,couple_no_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
442,21001A552,TREFLE,26425,18,1,female,parent,14353,2,couple_no_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
443,21001A552,TREFLE,26427,18,1,female,parent,14354,3,single,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
444,21001A552,TREFLE,26428,18,1,female,parent,14355,3,single,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
445,21001A552,TREFLE,26429,18,1,female,parent,14356,3,single,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
446,21001A552,TREFLE,26430,18,1,female,parent,14357,3,single,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
452,21001A552,TREFLE,26663,18,0,male,parent,14584,3,single,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
453,21001A552,TREFLE,26664,18,0,male,parent,14585,3,single,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
454,21001A552,TREFLE,26665,18,0,male,parent,14586,3,single,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
455,21001A552,TREFLE,26666,18,0,male,parent,14587,3,single,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
456,21001A552,TREFLE,26736,18,1,female,parent,14606,5,colloc,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
458,21001A552,TREFLE,24648,18,1,female,child,13672,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
464,21001A552,TREFLE,25157,18,1,female,child,13873,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
467,21001A552,TREFLE,25246,18,0,male,child,13905,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
468,21001A552,TREFLE,25256,18,1,female,child,13907,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
469,21001A552,TREFLE,25259,18,1,female,child,13908,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
470,21001A552,TREFLE,25349,18,0,male,child,13941,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
476,21001A552,TREFLE,25814,18,1,female,child,14114,1,couple_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
480,21001A552,TREFLE,26715,18,1,female,child,14603,4,single_with_child,21001A552,Anderlecht,21001A552,TREFLE,Anderlecht,6,Worker
489,21001A84-,POESIE,28075,18,1,female,parent,15306,1,couple_with_child,21001A84-,Anderlecht,21001A84-,POESIE,Anderlecht,6,Worker
490,21001A84-,POESIE,28076,18,0,male,parent,15306,1,couple_with_child,21001A84-,Anderlecht,21001A84-,POESIE,Anderlecht,6,Worker
491,21001A84-,POESIE,28078,18,1,female,parent,15307,1,couple_with_child,21001A84-,Anderlecht,21001A84-,POESIE,Anderlecht,6,Worker
492,21001A84-,POESIE,28079,18,0,male,parent,15307,1,couple_with_child,21001A84-,Anderlecht,21001A84-,POESIE,Anderlecht,6,Worker
493,21001A84-,POESIE,28083,18,0,male,parent,15308,2,couple_no_child,21001A84-,Anderlecht,21001A84-,POESIE,Anderlecht,6,Worker
497,21001A84-,POESIE,27378,18,1,female,child,15075,4,single_with_child,21001A84-,Anderlecht,21001A84-,POESIE,Anderlecht,6,Worker
