,Unnamed: 0,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune,WorkerID,WorkerType
6352,6352,21001A83-,PETERBOS,6352,16,1,female,parent,3170,4,single_with_child,21001A83-,Anderlecht,6,Worker
6353,6353,21001A83-,PETERBOS,6353,16,1,female,parent,3171,4,single_with_child,21001A83-,Anderlecht,6,Worker
6354,6354,21001A83-,PETERBOS,6354,16,1,female,parent,3172,4,single_with_child,21001A83-,Anderlecht,6,Worker
8483,8490,21001A503,VIVES,8490,16,0,male,parent,4595,2,couple_no_child,21001A503,Anderlecht,6,Worker
8510,8517,21001A503,VIVES,8517,16,0,male,parent,4605,1,couple_with_child,21001A503,Anderlecht,6,Worker
8519,8526,21001A503,VIVES,8526,17,0,male,parent,4607,2,couple_no_child,21001A503,Anderlecht,6,Worker
8527,8534,21001A503,VIVES,8534,16,0,male,parent,4611,1,couple_with_child,21001A503,Anderlecht,6,Worker
8558,8565,21001A503,VIVES,8565,16,0,male,parent,4622,1,couple_with_child,21001A503,Anderlecht,6,Worker
8571,8578,21001A503,VIVES,8578,17,1,female,parent,4628,1,couple_with_child,21001A503,Anderlecht,6,Worker
8573,8580,21001A503,VIVES,8580,17,1,female,parent,4629,2,couple_no_child,21001A503,Anderlecht,6,Worker
8574,8581,21001A503,VIVES,8581,17,0,male,parent,4629,2,couple_no_child,21001A503,Anderlecht,6,Worker
8575,8582,21001A503,VIVES,8582,17,1,female,parent,4630,2,couple_no_child,21001A503,Anderlecht,6,Worker
8576,8583,21001A503,VIVES,8583,17,0,male,parent,4630,2,couple_no_child,21001A503,Anderlecht,6,Worker
8577,8584,21001A503,VIVES,8584,17,1,female,parent,4631,4,single_with_child,21001A503,Anderlecht,6,Worker
8578,8585,21001A503,VIVES,8585,17,1,female,parent,4632,4,single_with_child,21001A503,Anderlecht,6,Worker
8579,8586,21001A503,VIVES,8586,16,1,female,parent,4633,1,couple_with_child,21001A503,Anderlecht,6,Worker
8580,8587,21001A503,VIVES,8587,16,0,male,parent,4633,1,couple_with_child,21001A503,Anderlecht,6,Worker
8581,8588,21001A503,VIVES,8588,16,1,female,parent,4634,2,couple_no_child,21001A503,Anderlecht,6,Worker
8582,8589,21001A503,VIVES,8589,16,0,male,parent,4634,2,couple_no_child,21001A503,Anderlecht,6,Worker
8583,8590,21001A503,VIVES,8590,16,1,female,parent,4635,2,couple_no_child,21001A503,Anderlecht,6,Worker
8584,8591,21001A503,VIVES,8591,16,0,male,parent,4635,2,couple_no_child,21001A503,Anderlecht,6,Worker
8585,8592,21001A503,VIVES,8592,16,1,female,parent,4636,4,single_with_child,21001A503,Anderlecht,6,Worker
8586,8593,21001A503,VIVES,8593,16,1,female,parent,4637,4,single_with_child,21001A503,Anderlecht,6,Worker
9941,9951,21001A332,ROUE,9951,16,0,male,parent,5388,1,couple_with_child,21001A332,Anderlecht,6,Worker
9987,9997,21001A332,ROUE,9997,17,1,female,parent,5404,1,couple_with_child,21001A332,Anderlecht,6,Worker
9989,9999,21001A332,ROUE,9999,17,1,female,parent,5405,1,couple_with_child,21001A332,Anderlecht,6,Worker
9991,10001,21001A332,ROUE,10001,17,1,female,parent,5406,2,couple_no_child,21001A332,Anderlecht,6,Worker
9992,10002,21001A332,ROUE,10002,17,0,male,parent,5406,2,couple_no_child,21001A332,Anderlecht,6,Worker
9993,10003,21001A332,ROUE,10003,17,1,female,parent,5407,4,single_with_child,21001A332,Anderlecht,6,Worker
9994,10004,21001A332,ROUE,10004,16,1,female,parent,5408,1,couple_with_child,21001A332,Anderlecht,6,Worker
9996,10006,21001A332,ROUE,10006,16,1,female,parent,5409,1,couple_with_child,21001A332,Anderlecht,6,Worker
9998,10008,21001A332,ROUE,10008,16,1,female,parent,5410,2,couple_no_child,21001A332,Anderlecht,6,Worker
9999,10009,21001A332,ROUE,10009,16,0,male,parent,5410,2,couple_no_child,21001A332,Anderlecht,6,Worker
10000,10010,21001A332,ROUE,10010,16,1,female,parent,5411,4,single_with_child,21001A332,Anderlecht,6,Worker
10322,10332,21001A332,ROUE,10332,17,0,male,parent,5530,4,single_with_child,21001A332,Anderlecht,6,Worker
10323,10333,21001A332,ROUE,10333,17,0,male,parent,5352,1,couple_with_child,21001A332,Anderlecht,6,Worker
10324,10334,21001A332,ROUE,10334,17,0,male,parent,5171,1,couple_with_child,21001A332,Anderlecht,6,Worker
10325,10335,21001A332,ROUE,10335,17,0,male,parent,5200,1,couple_with_child,21001A332,Anderlecht,6,Worker
10326,10336,21001A332,ROUE,10336,16,0,male,parent,5409,1,couple_with_child,21001A332,Anderlecht,6,Worker
10327,10337,21001A332,ROUE,10337,16,0,male,parent,5529,4,single_with_child,21001A332,Anderlecht,6,Worker
10328,10338,21001A332,ROUE,10338,16,0,male,parent,5250,1,couple_with_child,21001A332,Anderlecht,6,Worker
10329,10339,21001A332,ROUE,10339,16,0,male,parent,5188,1,couple_with_child,21001A332,Anderlecht,6,Worker
10330,10340,21001A332,ROUE,10340,16,0,male,parent,5352,1,couple_with_child,21001A332,Anderlecht,6,Worker
10331,10341,21001A332,ROUE,10341,16,0,male,parent,5229,4,single_with_child,21001A332,Anderlecht,6,Worker
10332,10342,21001A332,ROUE,10342,16,0,male,parent,5116,1,couple_with_child,21001A332,Anderlecht,6,Worker
11371,11381,21001A43-,VAN BEETHOVEN,11381,17,0,male,parent,6154,2,couple_no_child,21001A43-,Anderlecht,6,Worker
11378,11388,21001A43-,VAN BEETHOVEN,11388,16,0,male,parent,6158,1,couple_with_child,21001A43-,Anderlecht,6,Worker
11388,11398,21001A43-,VAN BEETHOVEN,11398,17,0,male,parent,6160,1,couple_with_child,21001A43-,Anderlecht,6,Worker
11478,11488,21001A43-,VAN BEETHOVEN,11488,17,1,female,parent,6198,1,couple_with_child,21001A43-,Anderlecht,6,Worker
11479,11489,21001A43-,VAN BEETHOVEN,11489,17,0,male,parent,6198,1,couple_with_child,21001A43-,Anderlecht,6,Worker
11480,11490,21001A43-,VAN BEETHOVEN,11490,17,1,female,parent,6199,1,couple_with_child,21001A43-,Anderlecht,6,Worker
11481,11491,21001A43-,VAN BEETHOVEN,11491,17,0,male,parent,6199,1,couple_with_child,21001A43-,Anderlecht,6,Worker
11482,11492,21001A43-,VAN BEETHOVEN,11492,17,1,female,parent,6200,2,couple_no_child,21001A43-,Anderlecht,6,Worker
11483,11493,21001A43-,VAN BEETHOVEN,11493,17,0,male,parent,6200,2,couple_no_child,21001A43-,Anderlecht,6,Worker
11484,11494,21001A43-,VAN BEETHOVEN,11494,17,1,female,parent,6201,4,single_with_child,21001A43-,Anderlecht,6,Worker
11485,11495,21001A43-,VAN BEETHOVEN,11495,16,1,female,parent,6202,1,couple_with_child,21001A43-,Anderlecht,6,Worker
11486,11496,21001A43-,VAN BEETHOVEN,11496,16,0,male,parent,6202,1,couple_with_child,21001A43-,Anderlecht,6,Worker
11487,11497,21001A43-,VAN BEETHOVEN,11497,16,1,female,parent,6203,1,couple_with_child,21001A43-,Anderlecht,6,Worker
11488,11498,21001A43-,VAN BEETHOVEN,11498,16,0,male,parent,6203,1,couple_with_child,21001A43-,Anderlecht,6,Worker
11489,11499,21001A43-,VAN BEETHOVEN,11499,16,1,female,parent,6204,2,couple_no_child,21001A43-,Anderlecht,6,Worker
11490,11500,21001A43-,VAN BEETHOVEN,11500,16,0,male,parent,6204,2,couple_no_child,21001A43-,Anderlecht,6,Worker
11491,11501,21001A43-,VAN BEETHOVEN,11501,16,1,female,parent,6205,4,single_with_child,21001A43-,Anderlecht,6,Worker
12491,12501,21001A401,ARBORETUM,12501,16,0,male,parent,6825,2,couple_no_child,21001A401,Anderlecht,6,Worker
12499,12509,21001A401,ARBORETUM,12509,17,1,female,parent,6830,1,couple_with_child,21001A401,Anderlecht,6,Worker
12503,12513,21001A401,ARBORETUM,12513,17,1,female,parent,6831,2,couple_no_child,21001A401,Anderlecht,6,Worker
12504,12514,21001A401,ARBORETUM,12514,17,0,male,parent,6831,2,couple_no_child,21001A401,Anderlecht,6,Worker
12505,12515,21001A401,ARBORETUM,12515,16,1,female,parent,6832,1,couple_with_child,21001A401,Anderlecht,6,Worker
12506,12516,21001A401,ARBORETUM,12516,16,0,male,parent,6832,1,couple_with_child,21001A401,Anderlecht,6,Worker
12508,12518,21001A401,ARBORETUM,12518,16,1,female,parent,6833,2,couple_no_child,21001A401,Anderlecht,6,Worker
16057,16068,21001A32-,AURORE,16068,17,0,male,parent,8578,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16085,16096,21001A32-,AURORE,16096,17,0,male,parent,8585,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16107,16118,21001A32-,AURORE,16118,17,0,male,parent,8594,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16120,16131,21001A32-,AURORE,16131,17,0,male,parent,8597,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16128,16139,21001A32-,AURORE,16139,17,0,male,parent,8599,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16367,16378,21001A32-,AURORE,16378,17,1,female,parent,8700,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16368,16379,21001A32-,AURORE,16379,17,0,male,parent,8700,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16369,16380,21001A32-,AURORE,16380,17,1,female,parent,8701,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16370,16381,21001A32-,AURORE,16381,17,0,male,parent,8701,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16371,16382,21001A32-,AURORE,16382,17,1,female,parent,8702,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16372,16383,21001A32-,AURORE,16383,17,0,male,parent,8702,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16373,16384,21001A32-,AURORE,16384,17,1,female,parent,8703,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16374,16385,21001A32-,AURORE,16385,17,0,male,parent,8703,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16375,16386,21001A32-,AURORE,16386,17,1,female,parent,8704,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16376,16387,21001A32-,AURORE,16387,17,0,male,parent,8704,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16377,16388,21001A32-,AURORE,16388,17,1,female,parent,8705,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16378,16389,21001A32-,AURORE,16389,17,0,male,parent,8705,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16379,16390,21001A32-,AURORE,16390,17,1,female,parent,8706,4,single_with_child,21001A32-,Anderlecht,6,Worker
16380,16391,21001A32-,AURORE,16391,17,1,female,parent,8707,4,single_with_child,21001A32-,Anderlecht,6,Worker
16381,16392,21001A32-,AURORE,16392,17,1,female,parent,8708,4,single_with_child,21001A32-,Anderlecht,6,Worker
16382,16393,21001A32-,AURORE,16393,17,1,female,parent,8709,4,single_with_child,21001A32-,Anderlecht,6,Worker
16383,16394,21001A32-,AURORE,16394,16,1,female,parent,8710,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16384,16395,21001A32-,AURORE,16395,16,0,male,parent,8710,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16385,16396,21001A32-,AURORE,16396,16,1,female,parent,8711,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16386,16397,21001A32-,AURORE,16397,16,0,male,parent,8711,1,couple_with_child,21001A32-,Anderlecht,6,Worker
16387,16398,21001A32-,AURORE,16398,16,1,female,parent,8712,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16388,16399,21001A32-,AURORE,16399,16,0,male,parent,8712,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16389,16400,21001A32-,AURORE,16400,16,1,female,parent,8713,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16390,16401,21001A32-,AURORE,16401,16,0,male,parent,8713,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16391,16402,21001A32-,AURORE,16402,16,1,female,parent,8714,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16392,16403,21001A32-,AURORE,16403,16,0,male,parent,8714,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16393,16404,21001A32-,AURORE,16404,16,1,female,parent,8715,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16394,16405,21001A32-,AURORE,16405,16,0,male,parent,8715,2,couple_no_child,21001A32-,Anderlecht,6,Worker
16395,16406,21001A32-,AURORE,16406,16,1,female,parent,8716,4,single_with_child,21001A32-,Anderlecht,6,Worker
16396,16407,21001A32-,AURORE,16407,16,1,female,parent,8717,4,single_with_child,21001A32-,Anderlecht,6,Worker
16397,16408,21001A32-,AURORE,16408,16,1,female,parent,8718,4,single_with_child,21001A32-,Anderlecht,6,Worker
16398,16409,21001A32-,AURORE,16409,16,1,female,parent,8719,4,single_with_child,21001A32-,Anderlecht,6,Worker
17618,17629,21001A53-,NELLIE MELBA,17629,17,0,male,parent,9567,2,couple_no_child,21001A53-,Anderlecht,6,Worker
17623,17634,21001A53-,NELLIE MELBA,17634,17,1,female,parent,9570,1,couple_with_child,21001A53-,Anderlecht,6,Worker
17625,17636,21001A53-,NELLIE MELBA,17636,17,1,female,parent,9571,2,couple_no_child,21001A53-,Anderlecht,6,Worker
17627,17638,21001A53-,NELLIE MELBA,17638,16,1,female,parent,9572,1,couple_with_child,21001A53-,Anderlecht,6,Worker
17629,17640,21001A53-,NELLIE MELBA,17640,16,1,female,parent,9573,2,couple_no_child,21001A53-,Anderlecht,6,Worker
17630,17641,21001A53-,NELLIE MELBA,17641,16,0,male,parent,9573,2,couple_no_child,21001A53-,Anderlecht,6,Worker
19557,19568,21001A41-,ROMAIN ROLLAND,19568,17,0,male,parent,10545,1,couple_with_child,21001A41-,Anderlecht,6,Worker
19579,19590,21001A41-,ROMAIN ROLLAND,19590,16,0,male,parent,10552,1,couple_with_child,21001A41-,Anderlecht,6,Worker
19611,19622,21001A41-,ROMAIN ROLLAND,19622,16,0,male,parent,10561,1,couple_with_child,21001A41-,Anderlecht,6,Worker
19619,19630,21001A41-,ROMAIN ROLLAND,19630,16,0,male,parent,10564,1,couple_with_child,21001A41-,Anderlecht,6,Worker
19658,19669,21001A41-,ROMAIN ROLLAND,19669,17,1,female,parent,10589,1,couple_with_child,21001A41-,Anderlecht,6,Worker
19659,19670,21001A41-,ROMAIN ROLLAND,19670,17,0,male,parent,10589,1,couple_with_child,21001A41-,Anderlecht,6,Worker
19660,19671,21001A41-,ROMAIN ROLLAND,19671,17,1,female,parent,10590,2,couple_no_child,21001A41-,Anderlecht,6,Worker
19661,19672,21001A41-,ROMAIN ROLLAND,19672,17,0,male,parent,10590,2,couple_no_child,21001A41-,Anderlecht,6,Worker
19662,19673,21001A41-,ROMAIN ROLLAND,19673,17,1,female,parent,10591,2,couple_no_child,21001A41-,Anderlecht,6,Worker
19663,19674,21001A41-,ROMAIN ROLLAND,19674,17,0,male,parent,10591,2,couple_no_child,21001A41-,Anderlecht,6,Worker
19664,19675,21001A41-,ROMAIN ROLLAND,19675,17,1,female,parent,10592,4,single_with_child,21001A41-,Anderlecht,6,Worker
19665,19676,21001A41-,ROMAIN ROLLAND,19676,17,1,female,parent,10593,4,single_with_child,21001A41-,Anderlecht,6,Worker
19666,19677,21001A41-,ROMAIN ROLLAND,19677,16,1,female,parent,10594,1,couple_with_child,21001A41-,Anderlecht,6,Worker
19667,19678,21001A41-,ROMAIN ROLLAND,19678,16,0,male,parent,10594,1,couple_with_child,21001A41-,Anderlecht,6,Worker
19668,19679,21001A41-,ROMAIN ROLLAND,19679,16,1,female,parent,10595,2,couple_no_child,21001A41-,Anderlecht,6,Worker
19669,19680,21001A41-,ROMAIN ROLLAND,19680,16,0,male,parent,10595,2,couple_no_child,21001A41-,Anderlecht,6,Worker
19670,19681,21001A41-,ROMAIN ROLLAND,19681,16,1,female,parent,10596,2,couple_no_child,21001A41-,Anderlecht,6,Worker
19671,19682,21001A41-,ROMAIN ROLLAND,19682,16,0,male,parent,10596,2,couple_no_child,21001A41-,Anderlecht,6,Worker
19672,19683,21001A41-,ROMAIN ROLLAND,19683,16,1,female,parent,10597,4,single_with_child,21001A41-,Anderlecht,6,Worker
19673,19684,21001A41-,ROMAIN ROLLAND,19684,16,1,female,parent,10598,4,single_with_child,21001A41-,Anderlecht,6,Worker
20177,20188,21001A41-,ROMAIN ROLLAND,20188,16,1,female,parent,10151,1,couple_with_child,21001A41-,Anderlecht,6,Worker
20731,20742,21001A85-,AUBADE,20742,17,0,male,parent,11277,1,couple_with_child,21001A85-,Anderlecht,6,Worker
20752,20763,21001A85-,AUBADE,20763,17,1,female,parent,11282,1,couple_with_child,21001A85-,Anderlecht,6,Worker
20753,20764,21001A85-,AUBADE,20764,16,0,male,parent,11282,1,couple_with_child,21001A85-,Anderlecht,6,Worker
20755,20766,21001A85-,AUBADE,20766,16,1,female,parent,11283,1,couple_with_child,21001A85-,Anderlecht,6,Worker
20756,20767,21001A85-,AUBADE,20767,17,0,male,parent,11283,1,couple_with_child,21001A85-,Anderlecht,6,Worker
20910,20921,21001A85-,AUBADE,20921,16,1,female,parent,11218,1,couple_with_child,21001A85-,Anderlecht,6,Worker
22435,22447,21001A51-,SCHERDEMAEL,22447,17,1,female,parent,12266,1,couple_with_child,21001A51-,Anderlecht,6,Worker
22436,22448,21001A51-,SCHERDEMAEL,22448,17,0,male,parent,12266,1,couple_with_child,21001A51-,Anderlecht,6,Worker
22437,22449,21001A51-,SCHERDEMAEL,22449,17,1,female,parent,12267,1,couple_with_child,21001A51-,Anderlecht,6,Worker
22438,22450,21001A51-,SCHERDEMAEL,22450,17,0,male,parent,12267,1,couple_with_child,21001A51-,Anderlecht,6,Worker
22439,22451,21001A51-,SCHERDEMAEL,22451,17,1,female,parent,12268,2,couple_no_child,21001A51-,Anderlecht,6,Worker
22440,22452,21001A51-,SCHERDEMAEL,22452,17,0,male,parent,12268,2,couple_no_child,21001A51-,Anderlecht,6,Worker
22441,22453,21001A51-,SCHERDEMAEL,22453,17,1,female,parent,12269,2,couple_no_child,21001A51-,Anderlecht,6,Worker
22442,22454,21001A51-,SCHERDEMAEL,22454,17,0,male,parent,12269,2,couple_no_child,21001A51-,Anderlecht,6,Worker
22443,22455,21001A51-,SCHERDEMAEL,22455,17,1,female,parent,12270,4,single_with_child,21001A51-,Anderlecht,6,Worker
22444,22456,21001A51-,SCHERDEMAEL,22456,17,1,female,parent,12271,4,single_with_child,21001A51-,Anderlecht,6,Worker
22445,22457,21001A51-,SCHERDEMAEL,22457,16,1,female,parent,12272,1,couple_with_child,21001A51-,Anderlecht,6,Worker
22446,22458,21001A51-,SCHERDEMAEL,22458,16,0,male,parent,12272,1,couple_with_child,21001A51-,Anderlecht,6,Worker
22447,22459,21001A51-,SCHERDEMAEL,22459,16,1,female,parent,12273,1,couple_with_child,21001A51-,Anderlecht,6,Worker
22448,22460,21001A51-,SCHERDEMAEL,22460,16,0,male,parent,12273,1,couple_with_child,21001A51-,Anderlecht,6,Worker
22449,22461,21001A51-,SCHERDEMAEL,22461,16,1,female,parent,12274,2,couple_no_child,21001A51-,Anderlecht,6,Worker
22450,22462,21001A51-,SCHERDEMAEL,22462,16,0,male,parent,12274,2,couple_no_child,21001A51-,Anderlecht,6,Worker
22451,22463,21001A51-,SCHERDEMAEL,22463,16,1,female,parent,12275,2,couple_no_child,21001A51-,Anderlecht,6,Worker
22452,22464,21001A51-,SCHERDEMAEL,22464,16,0,male,parent,12275,2,couple_no_child,21001A51-,Anderlecht,6,Worker
