,Unnamed: 0,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune
2740,2740,21001A041,VEEWEYDE-SUD,2740,67,0,male,parent,1310,6,collectif,21001A041,Anderlecht
2743,2743,21001A041,VEEWEYDE-SUD,2743,66,0,male,parent,1313,6,collectif,21001A041,Anderlecht
2744,2744,21001A041,VEEWEYDE-SUD,2744,65,0,male,parent,1314,6,collectif,21001A041,Anderlecht
3645,3645,21001A472,STADE COMMUNAL - INDUSTRIE,3645,94,1,female,parent,1812,6,collectif,21001A472,Anderlecht
3646,3646,21001A472,STADE COMMUNAL - INDUSTRIE,3646,93,1,female,parent,1813,6,collectif,21001A472,Anderlecht
3649,3649,21001A472,STADE COMMUNAL - INDUSTRIE,3649,90,1,female,parent,1816,6,collectif,21001A472,Anderlecht
3655,3655,21001A472,STADE COMMUNAL - INDUSTRIE,3655,74,1,female,parent,1822,6,collectif,21001A472,Anderlecht
3656,3656,21001A472,STADE COMMUNAL - INDUSTRIE,3656,74,1,female,parent,1823,6,collectif,21001A472,Anderlecht
3657,3657,21001A472,STADE COMMUNAL - INDUSTRIE,3657,73,1,female,parent,1824,6,collectif,21001A472,Anderlecht
3658,3658,21001A472,STADE COMMUNAL - INDUSTRIE,3658,73,1,female,parent,1825,6,collectif,21001A472,Anderlecht
3659,3659,21001A472,STADE COMMUNAL - INDUSTRIE,3659,72,1,female,parent,1826,6,collectif,21001A472,Anderlecht
3661,3661,21001A472,STADE COMMUNAL - INDUSTRIE,3661,71,1,female,parent,1828,6,collectif,21001A472,Anderlecht
3663,3663,21001A472,STADE COMMUNAL - INDUSTRIE,3663,70,1,female,parent,1830,6,collectif,21001A472,Anderlecht
3664,3664,21001A472,STADE COMMUNAL - INDUSTRIE,3664,68,1,female,parent,1831,6,collectif,21001A472,Anderlecht
3697,3697,21001A472,STADE COMMUNAL - INDUSTRIE,3697,74,0,male,parent,1864,6,collectif,21001A472,Anderlecht
3698,3698,21001A472,STADE COMMUNAL - INDUSTRIE,3698,69,0,male,parent,1865,6,collectif,21001A472,Anderlecht
3700,3700,21001A472,STADE COMMUNAL - INDUSTRIE,3700,68,0,male,parent,1867,6,collectif,21001A472,Anderlecht
3701,3701,21001A472,STADE COMMUNAL - INDUSTRIE,3701,68,0,male,parent,1868,6,collectif,21001A472,Anderlecht
3702,3702,21001A472,STADE COMMUNAL - INDUSTRIE,3702,68,0,male,parent,1869,6,collectif,21001A472,Anderlecht
3703,3703,21001A472,STADE COMMUNAL - INDUSTRIE,3703,68,0,male,parent,1870,6,collectif,21001A472,Anderlecht
3704,3704,21001A472,STADE COMMUNAL - INDUSTRIE,3704,67,0,male,parent,1871,6,collectif,21001A472,Anderlecht
6772,6772,21001A83-,PETERBOS,6772,84,1,female,parent,3476,6,collectif,21001A83-,Anderlecht
6774,6774,21001A83-,PETERBOS,6774,82,1,female,parent,3478,6,collectif,21001A83-,Anderlecht
6776,6776,21001A83-,PETERBOS,6776,80,1,female,parent,3480,6,collectif,21001A83-,Anderlecht
6777,6777,21001A83-,PETERBOS,6777,79,1,female,parent,3481,6,collectif,21001A83-,Anderlecht
6779,6779,21001A83-,PETERBOS,6779,79,1,female,parent,3483,6,collectif,21001A83-,Anderlecht
6780,6780,21001A83-,PETERBOS,6780,79,1,female,parent,3484,6,collectif,21001A83-,Anderlecht
6781,6781,21001A83-,PETERBOS,6781,79,1,female,parent,3485,6,collectif,21001A83-,Anderlecht
6783,6783,21001A83-,PETERBOS,6783,78,1,female,parent,3487,6,collectif,21001A83-,Anderlecht
6786,6786,21001A83-,PETERBOS,6786,78,1,female,parent,3490,6,collectif,21001A83-,Anderlecht
6787,6787,21001A83-,PETERBOS,6787,77,1,female,parent,3491,6,collectif,21001A83-,Anderlecht
6788,6788,21001A83-,PETERBOS,6788,77,1,female,parent,3492,6,collectif,21001A83-,Anderlecht
6789,6789,21001A83-,PETERBOS,6789,77,1,female,parent,3493,6,collectif,21001A83-,Anderlecht
6790,6790,21001A83-,PETERBOS,6790,77,1,female,parent,3494,6,collectif,21001A83-,Anderlecht
6791,6791,21001A83-,PETERBOS,6791,77,1,female,parent,3495,6,collectif,21001A83-,Anderlecht
6794,6794,21001A83-,PETERBOS,6794,76,1,female,parent,3498,6,collectif,21001A83-,Anderlecht
6797,6797,21001A83-,PETERBOS,6797,75,1,female,parent,3501,6,collectif,21001A83-,Anderlecht
6798,6798,21001A83-,PETERBOS,6798,75,1,female,parent,3502,6,collectif,21001A83-,Anderlecht
6800,6800,21001A83-,PETERBOS,6800,75,1,female,parent,3504,6,collectif,21001A83-,Anderlecht
6801,6801,21001A83-,PETERBOS,6801,74,1,female,parent,3505,6,collectif,21001A83-,Anderlecht
6802,6802,21001A83-,PETERBOS,6802,74,1,female,parent,3506,6,collectif,21001A83-,Anderlecht
6803,6803,21001A83-,PETERBOS,6803,74,1,female,parent,3507,6,collectif,21001A83-,Anderlecht
6804,6804,21001A83-,PETERBOS,6804,74,1,female,parent,3508,6,collectif,21001A83-,Anderlecht
6807,6807,21001A83-,PETERBOS,6807,74,1,female,parent,3511,6,collectif,21001A83-,Anderlecht
6808,6808,21001A83-,PETERBOS,6808,73,1,female,parent,3512,6,collectif,21001A83-,Anderlecht
6809,6809,21001A83-,PETERBOS,6809,73,1,female,parent,3513,6,collectif,21001A83-,Anderlecht
6810,6810,21001A83-,PETERBOS,6810,73,1,female,parent,3514,6,collectif,21001A83-,Anderlecht
6814,6814,21001A83-,PETERBOS,6814,72,1,female,parent,3518,6,collectif,21001A83-,Anderlecht
6815,6815,21001A83-,PETERBOS,6815,72,1,female,parent,3519,6,collectif,21001A83-,Anderlecht
6816,6816,21001A83-,PETERBOS,6816,72,1,female,parent,3520,6,collectif,21001A83-,Anderlecht
6818,6818,21001A83-,PETERBOS,6818,71,1,female,parent,3522,6,collectif,21001A83-,Anderlecht
6820,6820,21001A83-,PETERBOS,6820,69,1,female,parent,3524,6,collectif,21001A83-,Anderlecht
6821,6821,21001A83-,PETERBOS,6821,69,1,female,parent,3525,6,collectif,21001A83-,Anderlecht
6822,6822,21001A83-,PETERBOS,6822,69,1,female,parent,3526,6,collectif,21001A83-,Anderlecht
6826,6826,21001A83-,PETERBOS,6826,67,1,female,parent,3530,6,collectif,21001A83-,Anderlecht
6828,6828,21001A83-,PETERBOS,6828,67,1,female,parent,3532,6,collectif,21001A83-,Anderlecht
6829,6829,21001A83-,PETERBOS,6829,66,1,female,parent,3533,6,collectif,21001A83-,Anderlecht
6830,6830,21001A83-,PETERBOS,6830,66,1,female,parent,3534,6,collectif,21001A83-,Anderlecht
6977,6982,21001A83-,PETERBOS,6982,79,0,male,parent,3686,6,collectif,21001A83-,Anderlecht
6978,6983,21001A83-,PETERBOS,6983,79,0,male,parent,3687,6,collectif,21001A83-,Anderlecht
6979,6984,21001A83-,PETERBOS,6984,78,0,male,parent,3688,6,collectif,21001A83-,Anderlecht
6980,6985,21001A83-,PETERBOS,6985,77,0,male,parent,3689,6,collectif,21001A83-,Anderlecht
6984,6989,21001A83-,PETERBOS,6989,77,0,male,parent,3693,6,collectif,21001A83-,Anderlecht
6986,6991,21001A83-,PETERBOS,6991,75,0,male,parent,3695,6,collectif,21001A83-,Anderlecht
6987,6992,21001A83-,PETERBOS,6992,74,0,male,parent,3696,6,collectif,21001A83-,Anderlecht
6989,6994,21001A83-,PETERBOS,6994,74,0,male,parent,3698,6,collectif,21001A83-,Anderlecht
6992,6997,21001A83-,PETERBOS,6997,71,0,male,parent,3701,6,collectif,21001A83-,Anderlecht
6998,7003,21001A83-,PETERBOS,7003,68,0,male,parent,3707,6,collectif,21001A83-,Anderlecht
7000,7005,21001A83-,PETERBOS,7005,66,0,male,parent,3709,6,collectif,21001A83-,Anderlecht
7002,7007,21001A83-,PETERBOS,7007,66,0,male,parent,3711,6,collectif,21001A83-,Anderlecht
8900,8907,21001A503,VIVES,8907,89,1,female,parent,4883,6,collectif,21001A503,Anderlecht
8902,8909,21001A503,VIVES,8909,88,1,female,parent,4885,6,collectif,21001A503,Anderlecht
8904,8911,21001A503,VIVES,8911,87,1,female,parent,4887,6,collectif,21001A503,Anderlecht
8905,8912,21001A503,VIVES,8912,87,1,female,parent,4888,6,collectif,21001A503,Anderlecht
8907,8914,21001A503,VIVES,8914,86,1,female,parent,4890,6,collectif,21001A503,Anderlecht
8909,8916,21001A503,VIVES,8916,85,1,female,parent,4892,6,collectif,21001A503,Anderlecht
8911,8918,21001A503,VIVES,8918,84,1,female,parent,4894,6,collectif,21001A503,Anderlecht
8913,8920,21001A503,VIVES,8920,84,1,female,parent,4896,6,collectif,21001A503,Anderlecht
8915,8922,21001A503,VIVES,8922,84,1,female,parent,4898,6,collectif,21001A503,Anderlecht
8917,8924,21001A503,VIVES,8924,83,1,female,parent,4900,6,collectif,21001A503,Anderlecht
8918,8925,21001A503,VIVES,8925,83,1,female,parent,4901,6,collectif,21001A503,Anderlecht
8920,8927,21001A503,VIVES,8927,83,1,female,parent,4903,6,collectif,21001A503,Anderlecht
8922,8929,21001A503,VIVES,8929,82,1,female,parent,4905,6,collectif,21001A503,Anderlecht
8923,8930,21001A503,VIVES,8930,82,1,female,parent,4906,6,collectif,21001A503,Anderlecht
8926,8933,21001A503,VIVES,8933,82,1,female,parent,4909,6,collectif,21001A503,Anderlecht
8928,8935,21001A503,VIVES,8935,81,1,female,parent,4911,6,collectif,21001A503,Anderlecht
8930,8937,21001A503,VIVES,8937,81,1,female,parent,4913,6,collectif,21001A503,Anderlecht
8932,8939,21001A503,VIVES,8939,81,1,female,parent,4915,6,collectif,21001A503,Anderlecht
8934,8941,21001A503,VIVES,8941,80,1,female,parent,4917,6,collectif,21001A503,Anderlecht
8936,8943,21001A503,VIVES,8943,80,1,female,parent,4919,6,collectif,21001A503,Anderlecht
8938,8945,21001A503,VIVES,8945,80,1,female,parent,4921,6,collectif,21001A503,Anderlecht
8939,8946,21001A503,VIVES,8946,80,1,female,parent,4922,6,collectif,21001A503,Anderlecht
8943,8950,21001A503,VIVES,8950,79,1,female,parent,4926,6,collectif,21001A503,Anderlecht
8944,8951,21001A503,VIVES,8951,78,1,female,parent,4927,6,collectif,21001A503,Anderlecht
8946,8953,21001A503,VIVES,8953,78,1,female,parent,4929,6,collectif,21001A503,Anderlecht
8950,8957,21001A503,VIVES,8957,77,1,female,parent,4933,6,collectif,21001A503,Anderlecht
8952,8959,21001A503,VIVES,8959,76,1,female,parent,4935,6,collectif,21001A503,Anderlecht
8954,8961,21001A503,VIVES,8961,76,1,female,parent,4937,6,collectif,21001A503,Anderlecht
8955,8962,21001A503,VIVES,8962,76,1,female,parent,4938,6,collectif,21001A503,Anderlecht
8956,8963,21001A503,VIVES,8963,75,1,female,parent,4939,6,collectif,21001A503,Anderlecht
8957,8964,21001A503,VIVES,8964,75,1,female,parent,4940,6,collectif,21001A503,Anderlecht
8959,8966,21001A503,VIVES,8966,75,1,female,parent,4942,6,collectif,21001A503,Anderlecht
8961,8968,21001A503,VIVES,8968,74,1,female,parent,4944,6,collectif,21001A503,Anderlecht
8962,8969,21001A503,VIVES,8969,73,1,female,parent,4945,6,collectif,21001A503,Anderlecht
8964,8971,21001A503,VIVES,8971,73,1,female,parent,4947,6,collectif,21001A503,Anderlecht
8966,8973,21001A503,VIVES,8973,72,1,female,parent,4949,6,collectif,21001A503,Anderlecht
8968,8975,21001A503,VIVES,8975,71,1,female,parent,4951,6,collectif,21001A503,Anderlecht
8972,8979,21001A503,VIVES,8979,66,1,female,parent,4955,6,collectif,21001A503,Anderlecht
9006,9015,21001A503,VIVES,9015,81,0,male,parent,4991,6,collectif,21001A503,Anderlecht
9007,9016,21001A503,VIVES,9016,80,0,male,parent,4992,6,collectif,21001A503,Anderlecht
9009,9018,21001A503,VIVES,9018,77,0,male,parent,4994,6,collectif,21001A503,Anderlecht
9011,9020,21001A503,VIVES,9020,74,0,male,parent,4996,6,collectif,21001A503,Anderlecht
9012,9021,21001A503,VIVES,9021,73,0,male,parent,4997,6,collectif,21001A503,Anderlecht
9013,9022,21001A503,VIVES,9022,72,0,male,parent,4998,6,collectif,21001A503,Anderlecht
9015,9024,21001A503,VIVES,9024,71,0,male,parent,5000,6,collectif,21001A503,Anderlecht
9017,9026,21001A503,VIVES,9026,71,0,male,parent,5002,6,collectif,21001A503,Anderlecht
9018,9027,21001A503,VIVES,9027,70,0,male,parent,5003,6,collectif,21001A503,Anderlecht
9023,9032,21001A503,VIVES,9032,66,0,male,parent,5008,6,collectif,21001A503,Anderlecht
9025,9034,21001A503,VIVES,9034,66,0,male,parent,5010,6,collectif,21001A503,Anderlecht
10190,10200,21001A332,ROUE,10200,71,1,female,parent,5548,6,collectif,21001A332,Anderlecht
10268,10278,21001A332,ROUE,10278,72,0,male,parent,5626,6,collectif,21001A332,Anderlecht
10271,10281,21001A332,ROUE,10281,72,0,male,parent,5629,6,collectif,21001A332,Anderlecht
10272,10282,21001A332,ROUE,10282,71,0,male,parent,5630,6,collectif,21001A332,Anderlecht
10275,10285,21001A332,ROUE,10285,69,0,male,parent,5633,6,collectif,21001A332,Anderlecht
10276,10286,21001A332,ROUE,10286,67,0,male,parent,5634,6,collectif,21001A332,Anderlecht
10278,10288,21001A332,ROUE,10288,65,0,male,parent,5636,6,collectif,21001A332,Anderlecht
11715,11725,21001A43-,VAN BEETHOVEN,11725,84,1,female,parent,6379,6,collectif,21001A43-,Anderlecht
11716,11726,21001A43-,VAN BEETHOVEN,11726,83,1,female,parent,6380,6,collectif,21001A43-,Anderlecht
11717,11727,21001A43-,VAN BEETHOVEN,11727,82,1,female,parent,6381,6,collectif,21001A43-,Anderlecht
11718,11728,21001A43-,VAN BEETHOVEN,11728,81,1,female,parent,6382,6,collectif,21001A43-,Anderlecht
11722,11732,21001A43-,VAN BEETHOVEN,11732,78,1,female,parent,6386,6,collectif,21001A43-,Anderlecht
11724,11734,21001A43-,VAN BEETHOVEN,11734,77,1,female,parent,6388,6,collectif,21001A43-,Anderlecht
11729,11739,21001A43-,VAN BEETHOVEN,11739,75,1,female,parent,6393,6,collectif,21001A43-,Anderlecht
11731,11741,21001A43-,VAN BEETHOVEN,11741,73,1,female,parent,6395,6,collectif,21001A43-,Anderlecht
11733,11743,21001A43-,VAN BEETHOVEN,11743,71,1,female,parent,6397,6,collectif,21001A43-,Anderlecht
11771,11781,21001A43-,VAN BEETHOVEN,11781,70,0,male,parent,6435,6,collectif,21001A43-,Anderlecht
11772,11782,21001A43-,VAN BEETHOVEN,11782,66,0,male,parent,6436,6,collectif,21001A43-,Anderlecht
12590,12600,21001A401,ARBORETUM,12600,78,1,female,parent,6887,6,collectif,21001A401,Anderlecht
12593,12603,21001A401,ARBORETUM,12603,75,1,female,parent,6890,6,collectif,21001A401,Anderlecht
12596,12606,21001A401,ARBORETUM,12606,71,1,female,parent,6893,6,collectif,21001A401,Anderlecht
12610,12621,21001A401,ARBORETUM,12621,87,0,male,parent,6908,6,collectif,21001A401,Anderlecht
12611,12622,21001A401,ARBORETUM,12622,79,0,male,parent,6909,6,collectif,21001A401,Anderlecht
12614,12625,21001A401,ARBORETUM,12625,75,0,male,parent,6912,6,collectif,21001A401,Anderlecht
12616,12627,21001A401,ARBORETUM,12627,73,0,male,parent,6914,6,collectif,21001A401,Anderlecht
12618,12629,21001A401,ARBORETUM,12629,69,0,male,parent,6916,6,collectif,21001A401,Anderlecht
12619,12630,21001A401,ARBORETUM,12630,69,0,male,parent,6917,6,collectif,21001A401,Anderlecht
12620,12631,21001A401,ARBORETUM,12631,65,0,male,parent,6918,6,collectif,21001A401,Anderlecht
12622,12633,21001A401,ARBORETUM,12633,65,0,male,parent,6920,6,collectif,21001A401,Anderlecht
17070,17081,21001A32-,AURORE,17081,89,1,female,parent,9224,6,collectif,21001A32-,Anderlecht
17072,17083,21001A32-,AURORE,17083,88,1,female,parent,9226,6,collectif,21001A32-,Anderlecht
17074,17085,21001A32-,AURORE,17085,87,1,female,parent,9228,6,collectif,21001A32-,Anderlecht
17075,17086,21001A32-,AURORE,17086,86,1,female,parent,9229,6,collectif,21001A32-,Anderlecht
17076,17087,21001A32-,AURORE,17087,86,1,female,parent,9230,6,collectif,21001A32-,Anderlecht
17077,17088,21001A32-,AURORE,17088,85,1,female,parent,9231,6,collectif,21001A32-,Anderlecht
17080,17091,21001A32-,AURORE,17091,84,1,female,parent,9234,6,collectif,21001A32-,Anderlecht
17081,17092,21001A32-,AURORE,17092,84,1,female,parent,9235,6,collectif,21001A32-,Anderlecht
17083,17094,21001A32-,AURORE,17094,84,1,female,parent,9237,6,collectif,21001A32-,Anderlecht
17084,17095,21001A32-,AURORE,17095,84,1,female,parent,9238,6,collectif,21001A32-,Anderlecht
17086,17097,21001A32-,AURORE,17097,83,1,female,parent,9240,6,collectif,21001A32-,Anderlecht
17088,17099,21001A32-,AURORE,17099,83,1,female,parent,9242,6,collectif,21001A32-,Anderlecht
17089,17100,21001A32-,AURORE,17100,83,1,female,parent,9243,6,collectif,21001A32-,Anderlecht
17091,17102,21001A32-,AURORE,17102,83,1,female,parent,9245,6,collectif,21001A32-,Anderlecht
17092,17103,21001A32-,AURORE,17103,83,1,female,parent,9246,6,collectif,21001A32-,Anderlecht
17093,17104,21001A32-,AURORE,17104,82,1,female,parent,9247,6,collectif,21001A32-,Anderlecht
17094,17105,21001A32-,AURORE,17105,82,1,female,parent,9248,6,collectif,21001A32-,Anderlecht
17098,17109,21001A32-,AURORE,17109,82,1,female,parent,9252,6,collectif,21001A32-,Anderlecht
17099,17110,21001A32-,AURORE,17110,82,1,female,parent,9253,6,collectif,21001A32-,Anderlecht
17101,17112,21001A32-,AURORE,17112,81,1,female,parent,9255,6,collectif,21001A32-,Anderlecht
17103,17114,21001A32-,AURORE,17114,81,1,female,parent,9257,6,collectif,21001A32-,Anderlecht
17106,17117,21001A32-,AURORE,17117,81,1,female,parent,9260,6,collectif,21001A32-,Anderlecht
17107,17118,21001A32-,AURORE,17118,80,1,female,parent,9261,6,collectif,21001A32-,Anderlecht
17108,17119,21001A32-,AURORE,17119,80,1,female,parent,9262,6,collectif,21001A32-,Anderlecht
17110,17121,21001A32-,AURORE,17121,80,1,female,parent,9264,6,collectif,21001A32-,Anderlecht
17111,17122,21001A32-,AURORE,17122,80,1,female,parent,9265,6,collectif,21001A32-,Anderlecht
17113,17124,21001A32-,AURORE,17124,80,1,female,parent,9267,6,collectif,21001A32-,Anderlecht
17114,17125,21001A32-,AURORE,17125,79,1,female,parent,9268,6,collectif,21001A32-,Anderlecht
17117,17128,21001A32-,AURORE,17128,79,1,female,parent,9271,6,collectif,21001A32-,Anderlecht
17121,17132,21001A32-,AURORE,17132,79,1,female,parent,9275,6,collectif,21001A32-,Anderlecht
17123,17134,21001A32-,AURORE,17134,78,1,female,parent,9277,6,collectif,21001A32-,Anderlecht
17124,17135,21001A32-,AURORE,17135,78,1,female,parent,9278,6,collectif,21001A32-,Anderlecht
17125,17136,21001A32-,AURORE,17136,78,1,female,parent,9279,6,collectif,21001A32-,Anderlecht
17127,17138,21001A32-,AURORE,17138,78,1,female,parent,9281,6,collectif,21001A32-,Anderlecht
17130,17141,21001A32-,AURORE,17141,78,1,female,parent,9284,6,collectif,21001A32-,Anderlecht
17133,17144,21001A32-,AURORE,17144,77,1,female,parent,9287,6,collectif,21001A32-,Anderlecht
17134,17145,21001A32-,AURORE,17145,77,1,female,parent,9288,6,collectif,21001A32-,Anderlecht
17135,17146,21001A32-,AURORE,17146,77,1,female,parent,9289,6,collectif,21001A32-,Anderlecht
17138,17149,21001A32-,AURORE,17149,77,1,female,parent,9292,6,collectif,21001A32-,Anderlecht
17139,17150,21001A32-,AURORE,17150,77,1,female,parent,9293,6,collectif,21001A32-,Anderlecht
17140,17151,21001A32-,AURORE,17151,76,1,female,parent,9294,6,collectif,21001A32-,Anderlecht
17148,17159,21001A32-,AURORE,17159,75,1,female,parent,9302,6,collectif,21001A32-,Anderlecht
17149,17160,21001A32-,AURORE,17160,75,1,female,parent,9303,6,collectif,21001A32-,Anderlecht
17150,17161,21001A32-,AURORE,17161,75,1,female,parent,9304,6,collectif,21001A32-,Anderlecht
17151,17162,21001A32-,AURORE,17162,75,1,female,parent,9305,6,collectif,21001A32-,Anderlecht
17154,17165,21001A32-,AURORE,17165,75,1,female,parent,9308,6,collectif,21001A32-,Anderlecht
17156,17167,21001A32-,AURORE,17167,74,1,female,parent,9310,6,collectif,21001A32-,Anderlecht
17158,17169,21001A32-,AURORE,17169,74,1,female,parent,9312,6,collectif,21001A32-,Anderlecht
17161,17172,21001A32-,AURORE,17172,74,1,female,parent,9315,6,collectif,21001A32-,Anderlecht
17162,17173,21001A32-,AURORE,17173,74,1,female,parent,9316,6,collectif,21001A32-,Anderlecht
17166,17177,21001A32-,AURORE,17177,73,1,female,parent,9320,6,collectif,21001A32-,Anderlecht
17167,17178,21001A32-,AURORE,17178,73,1,female,parent,9321,6,collectif,21001A32-,Anderlecht
17169,17180,21001A32-,AURORE,17180,73,1,female,parent,9323,6,collectif,21001A32-,Anderlecht
17170,17181,21001A32-,AURORE,17181,73,1,female,parent,9324,6,collectif,21001A32-,Anderlecht
17171,17182,21001A32-,AURORE,17182,73,1,female,parent,9325,6,collectif,21001A32-,Anderlecht
17173,17184,21001A32-,AURORE,17184,72,1,female,parent,9327,6,collectif,21001A32-,Anderlecht
17179,17190,21001A32-,AURORE,17190,72,1,female,parent,9333,6,collectif,21001A32-,Anderlecht
17181,17192,21001A32-,AURORE,17192,71,1,female,parent,9335,6,collectif,21001A32-,Anderlecht
17184,17195,21001A32-,AURORE,17195,71,1,female,parent,9338,6,collectif,21001A32-,Anderlecht
17187,17198,21001A32-,AURORE,17198,66,1,female,parent,9341,6,collectif,21001A32-,Anderlecht
17188,17199,21001A32-,AURORE,17199,66,1,female,parent,9342,6,collectif,21001A32-,Anderlecht
17190,17201,21001A32-,AURORE,17201,65,1,female,parent,9344,6,collectif,21001A32-,Anderlecht
17192,17203,21001A32-,AURORE,17203,65,1,female,parent,9346,6,collectif,21001A32-,Anderlecht
17218,17229,21001A32-,AURORE,17229,84,0,male,parent,9372,6,collectif,21001A32-,Anderlecht
17219,17230,21001A32-,AURORE,17230,84,0,male,parent,9373,6,collectif,21001A32-,Anderlecht
17220,17231,21001A32-,AURORE,17231,84,0,male,parent,9374,6,collectif,21001A32-,Anderlecht
17225,17236,21001A32-,AURORE,17236,83,0,male,parent,9379,6,collectif,21001A32-,Anderlecht
17227,17238,21001A32-,AURORE,17238,83,0,male,parent,9381,6,collectif,21001A32-,Anderlecht
17228,17239,21001A32-,AURORE,17239,82,0,male,parent,9382,6,collectif,21001A32-,Anderlecht
17231,17242,21001A32-,AURORE,17242,79,0,male,parent,9385,6,collectif,21001A32-,Anderlecht
17232,17243,21001A32-,AURORE,17243,79,0,male,parent,9386,6,collectif,21001A32-,Anderlecht
17235,17246,21001A32-,AURORE,17246,78,0,male,parent,9389,6,collectif,21001A32-,Anderlecht
17236,17247,21001A32-,AURORE,17247,78,0,male,parent,9390,6,collectif,21001A32-,Anderlecht
