,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName
19,21001A53-,NELLIE MELBA,19,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A53-,NELLIE MELBA
20,21001A41-,ROMAIN ROLLAND,20,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A41-,ROMAIN ROLLAND
21,21001A41-,ROMAIN ROLLAND,21,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A41-,ROMAIN ROLLAND
22,21001A41-,ROMAIN ROLLAND,22,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A41-,ROMAIN ROLLAND
23,21001A492,ETANGS - PARC,23,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A492,ETANGS - PARC
24,21001A37-,ZUEN - INDUSTRIE,24,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A37-,ZUEN - INDUSTRIE
25,21001A37-,ZUEN - INDUSTRIE,25,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A37-,ZUEN - INDUSTRIE
26,21001A37-,ZUEN - INDUSTRIE,26,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A37-,ZUEN - INDUSTRIE
27,21001A37-,ZUEN - INDUSTRIE,27,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A37-,ZUEN - INDUSTRIE
28,21001A85-,AUBADE,28,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A85-,AUBADE
29,21001B3MJ,PETITE ILE - RIVE DROITE,29,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
30,21001B3MJ,PETITE ILE - RIVE DROITE,30,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
31,21001B3MJ,PETITE ILE - RIVE DROITE,31,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
32,21001B3MJ,PETITE ILE - RIVE DROITE,32,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
33,21001B3MJ,PETITE ILE - RIVE DROITE,33,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
34,21001B3MJ,PETITE ILE - RIVE DROITE,34,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
35,21001B3MJ,PETITE ILE - RIVE DROITE,35,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
36,21001B3MJ,PETITE ILE - RIVE DROITE,36,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
37,21001B3MJ,PETITE ILE - RIVE DROITE,37,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
38,21001B3MJ,PETITE ILE - RIVE DROITE,38,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
39,21001B3MJ,PETITE ILE - RIVE DROITE,39,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
40,21001B3MJ,PETITE ILE - RIVE DROITE,40,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
41,21001B3MJ,PETITE ILE - RIVE DROITE,41,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
42,21001B3MJ,PETITE ILE - RIVE DROITE,42,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
43,21001B3MJ,PETITE ILE - RIVE DROITE,43,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
44,21001B3MJ,PETITE ILE - RIVE DROITE,44,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
45,21001B3MJ,PETITE ILE - RIVE DROITE,45,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
46,21001B3MJ,PETITE ILE - RIVE DROITE,46,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
47,21001B3MJ,PETITE ILE - RIVE DROITE,47,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
48,21001B3MJ,PETITE ILE - RIVE DROITE,48,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
49,21001B3MJ,PETITE ILE - RIVE DROITE,49,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
50,21001B3MJ,PETITE ILE - RIVE DROITE,50,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
51,21001B3MJ,PETITE ILE - RIVE DROITE,51,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
52,21001B3MJ,PETITE ILE - RIVE DROITE,52,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
53,21001B3MJ,PETITE ILE - RIVE DROITE,53,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
54,21001B3MJ,PETITE ILE - RIVE DROITE,54,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
55,21001B3MJ,PETITE ILE - RIVE DROITE,55,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
56,21001B3MJ,PETITE ILE - RIVE DROITE,56,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
57,21001B3MJ,PETITE ILE - RIVE DROITE,57,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
58,21001B3MJ,PETITE ILE - RIVE DROITE,58,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
59,21001B3MJ,PETITE ILE - RIVE DROITE,59,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
60,21001B3MJ,PETITE ILE - RIVE DROITE,60,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
61,21001B3MJ,PETITE ILE - RIVE DROITE,61,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE
62,21001A51-,SCHERDEMAEL,62,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A51-,SCHERDEMAEL
63,21001A51-,SCHERDEMAEL,63,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A51-,SCHERDEMAEL
64,21001A51-,SCHERDEMAEL,64,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A51-,SCHERDEMAEL
65,21001A42-,KAT,65,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A42-,KAT
66,21001A52-,SCHERDEMAEL-NORD,66,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A52-,SCHERDEMAEL-NORD
67,21001A52-,SCHERDEMAEL-NORD,67,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A52-,SCHERDEMAEL-NORD
68,21001A52-,SCHERDEMAEL-NORD,68,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A52-,SCHERDEMAEL-NORD
69,21001C70-,BON AIR - CENTRE,69,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C70-,BON AIR - CENTRE
70,21001A552,TREFLE,70,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A552,TREFLE
71,21001A552,TREFLE,71,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A552,TREFLE
72,21001A552,TREFLE,72,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A552,TREFLE
73,21001A552,TREFLE,73,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A552,TREFLE
74,21001A552,TREFLE,74,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A552,TREFLE
75,21001A552,TREFLE,75,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A552,TREFLE
76,21001A552,TREFLE,76,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A552,TREFLE
77,21001A552,TREFLE,77,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A552,TREFLE
78,21001A84-,POESIE,78,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A84-,POESIE
79,21001A84-,POESIE,79,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A84-,POESIE
80,21001A34-,ROUE - CITE JARDIN,80,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A34-,ROUE - CITE JARDIN
81,21001A34-,ROUE - CITE JARDIN,81,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A34-,ROUE - CITE JARDIN
82,21001A34-,ROUE - CITE JARDIN,82,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A34-,ROUE - CITE JARDIN
83,21001A350,CERIA - ZONE D'HABITAT,83,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A350,CERIA - ZONE D'HABITAT
84,21001A350,CERIA - ZONE D'HABITAT,84,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A350,CERIA - ZONE D'HABITAT
85,21001A350,CERIA - ZONE D'HABITAT,85,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A350,CERIA - ZONE D'HABITAT
86,21001A441,DOCTEUR ROUX,86,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A441,DOCTEUR ROUX
87,21001A441,DOCTEUR ROUX,87,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A441,DOCTEUR ROUX
88,21001C512,CHANTS D'OISEAUX,88,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C512,CHANTS D'OISEAUX
89,21001C512,CHANTS D'OISEAUX,89,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C512,CHANTS D'OISEAUX
90,21001C512,CHANTS D'OISEAUX,90,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C512,CHANTS D'OISEAUX
91,21001C512,CHANTS D'OISEAUX,91,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C512,CHANTS D'OISEAUX
92,21001C71-,BON AIR - CITE JARDIN,92,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C71-,BON AIR - CITE JARDIN
93,21001C71-,BON AIR - CITE JARDIN,93,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C71-,BON AIR - CITE JARDIN
94,21001C71-,BON AIR - CITE JARDIN,94,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C71-,BON AIR - CITE JARDIN
95,21001C71-,BON AIR - CITE JARDIN,95,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C71-,BON AIR - CITE JARDIN
96,21001A82-,MOORTEBEEK,96,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A82-,MOORTEBEEK
97,21001A82-,MOORTEBEEK,97,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A82-,MOORTEBEEK
98,21001A82-,MOORTEBEEK,98,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A82-,MOORTEBEEK
99,21001A82-,MOORTEBEEK,99,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A82-,MOORTEBEEK
100,21001A82-,MOORTEBEEK,100,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A82-,MOORTEBEEK
101,21001C611,SOETKIN,101,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN
102,21001C611,SOETKIN,102,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN
103,21001C611,SOETKIN,103,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN
104,21001C611,SOETKIN,104,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN
105,21001C611,SOETKIN,105,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN
106,21001C611,SOETKIN,106,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN
107,21001C611,SOETKIN,107,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN
108,21001C611,SOETKIN,108,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN
109,21001C581,CIMETIERE,109,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
110,21001C581,CIMETIERE,110,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
111,21001C581,CIMETIERE,111,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
112,21001C581,CIMETIERE,112,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
113,21001C581,CIMETIERE,113,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
114,21001C581,CIMETIERE,114,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
115,21001C581,CIMETIERE,115,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
116,21001C581,CIMETIERE,116,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
117,21001C581,CIMETIERE,117,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
118,21001C581,CIMETIERE,118,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
119,21001C581,CIMETIERE,119,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
120,21001C581,CIMETIERE,120,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE
121,21001C522,HOPITAL U.L.B.,121,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C522,HOPITAL U.L.B.
122,21001C522,HOPITAL U.L.B.,122,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C522,HOPITAL U.L.B.
123,21001C522,HOPITAL U.L.B.,123,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C522,HOPITAL U.L.B.
124,21001C522,HOPITAL U.L.B.,124,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C522,HOPITAL U.L.B.
125,21001C522,HOPITAL U.L.B.,125,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C522,HOPITAL U.L.B.
126,21001C522,HOPITAL U.L.B.,126,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C522,HOPITAL U.L.B.
127,21001C522,HOPITAL U.L.B.,127,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C522,HOPITAL U.L.B.
128,21001C522,HOPITAL U.L.B.,128,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C522,HOPITAL U.L.B.
129,21001C522,HOPITAL U.L.B.,129,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C522,HOPITAL U.L.B.
130,21001A451,VENIZELOS,130,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A451,VENIZELOS
131,21001A451,VENIZELOS,131,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A451,VENIZELOS
132,21001A30-,BIZET,132,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A30-,BIZET
133,21001A30-,BIZET,133,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A30-,BIZET
134,21001A30-,BIZET,134,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A30-,BIZET
135,21001A80-,SILLON,135,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A80-,SILLON
136,21001A80-,SILLON,136,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A80-,SILLON
137,21001A80-,SILLON,137,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A80-,SILLON
138,21001A80-,SILLON,138,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A80-,SILLON
139,21001A81-,BROECK,139,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A81-,BROECK
140,21001A81-,BROECK,140,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A81-,BROECK
141,21001A81-,BROECK,141,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A81-,BROECK
142,21001A81-,BROECK,142,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A81-,BROECK
143,21001C79-,BON AIR - HABITATIONS DISP.,143,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C79-,BON AIR - HABITATIONS DISP.
144,21001C79-,BON AIR - HABITATIONS DISP.,144,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C79-,BON AIR - HABITATIONS DISP.
145,21001C79-,BON AIR - HABITATIONS DISP.,145,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C79-,BON AIR - HABITATIONS DISP.
