,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Commune,Quartier,WorkSectorStatID,WorkSectorStatName,WorkCommuneName
21,10050,21001A332,ROUE,10050,3,1,female,child,5489,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
22,32297,21001A350,CERIA - ZONE D'HABITAT,32297,3,1,female,child,17801,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21004F970,MARLY-NORD,Bruxelles
23,44717,21001A30-,BIZET,44717,4,1,female,child,24834,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
24,45265,21001A30-,BIZET,45265,3,0,male,child,25008,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
25,26602,21001A552,TREFLE,26602,3,1,female,child,14767,4,single_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
26,26590,21001A552,TREFLE,26590,3,1,female,child,14759,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
27,3313,21001A472,STADE COMMUNAL - INDUSTRIE,3313,3,1,female,child,1651,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
28,32394,21001A350,CERIA - ZONE D'HABITAT,32394,5,1,female,child,17832,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21004F970,MARLY-NORD,Bruxelles
29,9973,21001A332,ROUE,9973,3,0,male,child,5469,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
30,3238,21001A472,STADE COMMUNAL - INDUSTRIE,3238,4,1,female,child,1621,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
31,40162,21001A82-,MOORTEBEEK,40162,3,0,male,child,22261,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
32,28592,21001A84-,POESIE,28592,5,0,male,child,15939,4,single_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
33,5955,21001A83-,PETERBOS,5955,5,1,female,child,3044,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
34,28631,21001A84-,POESIE,28631,4,0,male,child,15954,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
35,5160,21001A83-,PETERBOS,5160,3,0,male,child,2704,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
36,5804,21001A83-,PETERBOS,5804,3,1,female,child,2993,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
37,40104,21001A82-,MOORTEBEEK,40104,4,1,female,child,22245,4,single_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
38,39614,21001A82-,MOORTEBEEK,39614,3,1,female,child,22045,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
39,5592,21001A83-,PETERBOS,5592,4,1,female,child,2898,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
40,29253,21001A84-,POESIE,29253,3,1,female,parent,15918,4,single_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
41,6154,21001A83-,PETERBOS,6154,5,1,female,child,3106,4,single_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
42,28713,21001A84-,POESIE,28713,3,1,female,child,15988,4,single_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
43,5317,21001A83-,PETERBOS,5317,5,1,female,child,2775,4,single_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
44,844858,21012A41-,MOORTEBEEK,844858,5,1,female,child,472769,1,couple_with_child,1,Maternelles,Molenbeek Saint-Jean,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
45,28477,21001A84-,POESIE,28477,5,1,female,child,15893,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
46,29254,21001A84-,POESIE,29254,3,1,female,parent,15794,4,single_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
47,6018,21001A83-,PETERBOS,6018,3,1,female,child,3064,4,single_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
48,40140,21001A82-,MOORTEBEEK,40140,5,0,male,child,22255,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
49,51117,21001A81-,BROECK,51117,3,0,male,child,28603,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
50,22875,21001A51-,SCHERDEMAEL,22875,4,1,female,child,12736,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
51,12500,21001A401,ARBORETUM,12500,3,0,male,child,6946,4,single_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
52,8306,21001A503,VIVES,8306,4,0,male,child,4551,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
53,8355,21001A503,VIVES,8355,4,1,female,child,4575,4,single_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
54,12699,21001A401,ARBORETUM,12699,3,0,male,child,7032,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
55,8281,21001A503,VIVES,8281,4,0,male,child,4538,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
56,22922,21001A51-,SCHERDEMAEL,22922,5,0,male,child,12753,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
57,47835,21001A80-,SILLON,47835,5,0,male,child,26664,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
58,8466,21001A503,VIVES,8466,3,1,female,child,4618,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
59,48460,21001A80-,SILLON,48460,3,0,male,child,26935,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
60,48248,21001A80-,SILLON,48248,5,1,female,child,26844,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
61,8060,21001A503,VIVES,8060,3,1,female,child,4433,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A10-,STOCKEL,Woluwe Saint-Pierre
62,19455,21001A41-,ROMAIN ROLLAND,19455,5,1,female,child,10839,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
63,48100,21001A80-,SILLON,48100,3,0,male,child,26783,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
64,48639,21001A80-,SILLON,48639,4,1,female,child,26990,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
65,22344,21001A51-,SCHERDEMAEL,22344,5,1,female,child,12487,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
66,47727,21001A80-,SILLON,47727,5,0,male,child,26620,4,single_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
67,12555,21001A401,ARBORETUM,12555,4,1,female,child,6969,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
68,12448,21001A401,ARBORETUM,12448,5,1,female,child,6920,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
69,22886,21001A51-,SCHERDEMAEL,22886,4,1,female,child,12740,4,single_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
70,22487,21001A51-,SCHERDEMAEL,22487,3,0,male,child,12552,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
71,19871,21001A41-,ROMAIN ROLLAND,19871,4,1,female,child,11014,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
72,19846,21001A41-,ROMAIN ROLLAND,19846,5,1,female,child,11006,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
73,48303,21001A80-,SILLON,48303,4,0,male,child,26866,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
74,18001,21001A53-,NELLIE MELBA,18001,5,1,female,child,10019,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A190,FORET DE SOIGNES,Auderghem
75,103922,21001A92-,JAKOB SMITS,103922,3,1,female,child,55979,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
76,99605,21001A74-,SCHEUT-OUEST,99605,4,0,male,child,53934,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
77,95778,21001A911,SCHEUT-EST,95778,5,0,male,child,51949,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
78,95352,21001A911,SCHEUT-EST,95352,5,0,male,child,51803,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
79,72686,21001A90-,SCHEUTKAPEL,72686,4,1,female,child,39989,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
80,89775,21001A712,SCHEUT - DE SMET,89775,3,1,female,child,49001,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
81,103537,21001A92-,JAKOB SMITS,103537,4,1,female,child,55856,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
82,99985,21001A74-,SCHEUT-OUEST,99985,5,1,female,child,54053,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
83,102569,21001A92-,JAKOB SMITS,102569,5,1,female,child,55503,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
84,89723,21001A712,SCHEUT - DE SMET,89723,4,0,male,child,48984,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
85,95759,21001A911,SCHEUT-EST,95759,4,0,male,child,51941,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
86,94795,21001A911,SCHEUT-EST,94795,3,0,male,child,51607,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
87,89600,21001A712,SCHEUT - DE SMET,89600,4,1,female,child,48945,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
88,97509,21001A931,AGRAFE-NORBERT GILLE,97509,3,1,female,child,52817,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
89,102820,21001A92-,JAKOB SMITS,102820,3,0,male,child,55595,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
90,89504,21001A712,SCHEUT - DE SMET,89504,5,0,male,child,48914,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
91,100101,21001A74-,SCHEUT-OUEST,100101,4,1,female,child,54089,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
92,102704,21001A92-,JAKOB SMITS,102704,3,1,female,child,55550,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
93,100089,21001A74-,SCHEUT-OUEST,100089,4,1,female,child,54084,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
94,72682,21001A90-,SCHEUTKAPEL,72682,5,0,male,child,39988,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
95,95594,21001A911,SCHEUT-EST,95594,4,0,male,child,51886,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
96,95509,21001A911,SCHEUT-EST,95509,3,1,female,child,51858,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
97,99571,21001A74-,SCHEUT-OUEST,99571,4,0,male,child,53923,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
98,95264,21001A911,SCHEUT-EST,95264,4,1,female,child,51769,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
99,99874,21001A74-,SCHEUT-OUEST,99874,4,0,male,child,54019,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
100,95762,21001A911,SCHEUT-EST,95762,4,1,female,child,51942,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
101,103999,21001A92-,JAKOB SMITS,103999,4,1,female,child,56004,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
102,95700,21001A911,SCHEUT-EST,95700,3,0,male,child,51923,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
103,89736,21001A712,SCHEUT - DE SMET,89736,4,1,female,child,48989,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
104,25046,21001C70-,BON AIR - CENTRE,25046,3,1,female,child,14089,1,couple_with_child,1,Maternelles,Anderlecht,Bon Air,21002A190,FORET DE SOIGNES,Auderghem
105,38066,21001C71-,BON AIR - CITE JARDIN,38066,4,1,female,child,21135,1,couple_with_child,1,Maternelles,Anderlecht,Bon Air,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
106,38248,21001C71-,BON AIR - CITE JARDIN,38248,5,0,male,child,21201,1,couple_with_child,1,Maternelles,Anderlecht,Bon Air,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
107,38260,21001C71-,BON AIR - CITE JARDIN,38260,5,1,female,child,21205,1,couple_with_child,1,Maternelles,Anderlecht,Bon Air,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
108,25055,21001C70-,BON AIR - CENTRE,25055,5,0,male,child,14093,1,couple_with_child,1,Maternelles,Anderlecht,Bon Air,21002A190,FORET DE SOIGNES,Auderghem
109,36435,21001C512,CHANTS D'OISEAUX,36435,3,1,female,child,20201,1,couple_with_child,1,Maternelles,Anderlecht,Vogelenzang - Erasme,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
110,36611,21001C512,CHANTS D'OISEAUX,36611,3,0,male,child,20275,1,couple_with_child,1,Maternelles,Anderlecht,Vogelenzang - Erasme,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
111,36375,21001C512,CHANTS D'OISEAUX,36375,4,1,female,child,20170,1,couple_with_child,1,Maternelles,Anderlecht,Vogelenzang - Erasme,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
112,41664,21001C611,SOETKIN,41664,4,1,female,parent,23194,4,single_with_child,1,Maternelles,Anderlecht,Neerpede,21002A190,FORET DE SOIGNES,Auderghem
113,41361,21001C611,SOETKIN,41361,5,0,male,child,23075,1,couple_with_child,1,Maternelles,Anderlecht,Neerpede,21002A190,FORET DE SOIGNES,Auderghem
114,1320664,21001C6PB,ZONE RURALE,1320664,4,1,female,child,734918,1,couple_with_child,1,Maternelles,Anderlecht,Neerpede,21019A10-,STOCKEL,Woluwe Saint-Pierre
115,41281,21001C611,SOETKIN,41281,4,0,male,child,23040,1,couple_with_child,1,Maternelles,Anderlecht,Neerpede,21002A190,FORET DE SOIGNES,Auderghem
116,60997,21001B20-,CONSEIL-NORD,60997,3,1,female,child,33503,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
117,92364,21001B21-,BROGNIEZ-NORD,92364,4,1,female,child,50113,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
118,91747,21001B21-,BROGNIEZ-NORD,91747,3,1,female,child,49903,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
119,60463,21001B20-,CONSEIL-NORD,60463,3,0,male,child,33318,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
120,92833,21001B21-,BROGNIEZ-NORD,92833,3,0,male,child,50269,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
121,60267,21001B20-,CONSEIL-NORD,60267,5,1,female,child,33249,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
122,62293,21001B20-,CONSEIL-NORD,62293,4,0,male,child,33931,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
123,62332,21001B20-,CONSEIL-NORD,62332,3,1,female,child,33945,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
124,62130,21001B20-,CONSEIL-NORD,62130,5,0,male,child,33878,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
125,92571,21001B21-,BROGNIEZ-NORD,92571,5,0,male,child,50181,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
126,62349,21001B20-,CONSEIL-NORD,62349,3,1,female,child,33951,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
127,55744,21001B22-,BROGNIEZ-SUD,55744,3,0,male,child,31078,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
128,92352,21001B21-,BROGNIEZ-NORD,92352,3,0,male,child,50111,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
129,92302,21001B21-,BROGNIEZ-NORD,92302,4,0,male,child,50093,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
130,62346,21001B20-,CONSEIL-NORD,62346,4,1,female,child,33950,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
131,65096,21001B23-,CONSEIL-SUD,65096,3,1,female,child,35842,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
132,92114,21001B21-,BROGNIEZ-NORD,92114,5,1,female,child,50032,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
133,78880,21001B25-,REVISION-NORD,78880,4,0,male,child,42948,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
134,57898,21001B321,ALBERT I- QUARTIER,57898,4,1,female,child,32081,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
135,78351,21001B25-,REVISION-NORD,78351,4,1,female,child,42775,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
136,78194,21001B25-,REVISION-NORD,78194,5,0,male,child,42716,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
137,77904,21001B25-,REVISION-NORD,77904,5,1,female,child,42614,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
138,106460,21001A00-,RESISTANCE,106460,5,0,male,child,57408,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
139,106956,21001A00-,RESISTANCE,106956,4,0,male,child,57594,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
140,106138,21001A00-,RESISTANCE,106138,4,1,female,child,57287,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
