,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkerID.1,WorkerType.1,Unnamed: 0.1.1,Name,Commune_x,Commune_y,Quartier,WorkSectorStatID,WorkSectorStatName,WorkCommuneName
13,75446.0,21001B31-,ALBERT I- IMMEUBLES,75446,18,1,female,child,41579,1,couple_with_child,,,3.0,Secondaires,,ALBERT I- IMMEUBLES,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
14,115239.0,21001B332,GOUJONS,115239,14,0,male,parent,62053,1,couple_with_child,3.0,Secondaires,,,,GOUJONS,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
15,76130.0,21001B31-,ALBERT I- IMMEUBLES,76130,12,0,male,parent,41648,1,couple_with_child,3.0,Secondaires,,,,ALBERT I- IMMEUBLES,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
16,75572.0,21001B31-,ALBERT I- IMMEUBLES,75572,12,1,female,child,41627,4,single_with_child,3.0,Secondaires,,,,ALBERT I- IMMEUBLES,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
17,,21001B321,ALBERT I- QUARTIER,56947,16,0,male,child,31754,1,couple_with_child,3.0,Secondaires,,,56947.0,ALBERT I- QUARTIER,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
18,,21001B31-,ALBERT I- IMMEUBLES,75481,16,1,female,child,41593,1,couple_with_child,3.0,Secondaires,,,75481.0,ALBERT I- IMMEUBLES,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
19,,21001B241,REVISION-SUD,116135,16,1,female,child,62614,1,couple_with_child,3.0,Secondaires,,,116135.0,REVISION-SUD,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
20,76918.0,21001B25-,REVISION-NORD,76918,13,1,female,child,42269,1,couple_with_child,3.0,Secondaires,,,,REVISION-NORD,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
21,76836.0,21001B25-,REVISION-NORD,76836,15,1,female,child,42246,1,couple_with_child,3.0,Secondaires,,,,REVISION-NORD,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
22,77599.0,21001B25-,REVISION-NORD,77599,12,1,female,child,42513,4,single_with_child,3.0,Secondaires,,,,REVISION-NORD,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
23,77203.0,21001B25-,REVISION-NORD,77203,14,1,female,child,42375,1,couple_with_child,3.0,Secondaires,,,,REVISION-NORD,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
24,,21001B321,ALBERT I- QUARTIER,57401,17,0,male,child,31912,1,couple_with_child,3.0,Secondaires,,,57401.0,ALBERT I- QUARTIER,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
25,,21001B25-,REVISION-NORD,77128,16,1,female,child,42348,4,single_with_child,3.0,Secondaires,,,77128.0,REVISION-NORD,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
26,57113.0,21001B321,ALBERT I- QUARTIER,57113,12,1,female,child,31812,1,couple_with_child,3.0,Secondaires,,,,ALBERT I- QUARTIER,Anderlecht,Anderlecht,Cureghem Vétérinaire,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
27,274328.0,21004A71-,BLAES (RUE)-CENTRE,274328,13,1,female,child,151238,4,single_with_child,3.0,Secondaires,,,,BLAES (RUE)-CENTRE,Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
28,258521.0,21004A70-,BLAES (RUE)-SUD,258521,12,1,female,child,141223,4,single_with_child,3.0,Secondaires,,,,BLAES (RUE)-SUD,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
29,257414.0,21004A70-,BLAES (RUE)-SUD,257414,13,1,female,child,140755,1,couple_with_child,3.0,Secondaires,,,,BLAES (RUE)-SUD,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
30,279202.0,21004A04-,NOTRE-DAME DE LA CHAPELLE,279202,14,1,female,parent,154238,1,couple_with_child,3.0,Secondaires,,,,NOTRE-DAME DE LA CHAPELLE,Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
31,260758.0,21004A70-,BLAES (RUE)-SUD,260758,12,1,female,parent,140487,1,couple_with_child,3.0,Secondaires,,,,BLAES (RUE)-SUD,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
32,261012.0,21004A70-,BLAES (RUE)-SUD,261012,14,0,male,parent,142409,4,single_with_child,3.0,Secondaires,,,,BLAES (RUE)-SUD,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
33,275508.0,21004A71-,BLAES (RUE)-CENTRE,275508,12,1,female,parent,151058,1,couple_with_child,3.0,Secondaires,,,,BLAES (RUE)-CENTRE,Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
34,273747.0,21004A72-,SAINT-THOMAS (INSTITUT),273747,12,1,female,parent,150226,1,couple_with_child,3.0,Secondaires,,,,SAINT-THOMAS (INSTITUT),Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
35,282141.0,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,282141,12,0,male,parent,154895,4,single_with_child,3.0,Secondaires,,,,PALAIS JUSTICE-HOP. ST.-PIERRE,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
36,279295.0,21004A04-,NOTRE-DAME DE LA CHAPELLE,279295,14,0,male,parent,154251,1,couple_with_child,3.0,Secondaires,,,,NOTRE-DAME DE LA CHAPELLE,Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
37,261030.0,21004A70-,BLAES (RUE)-SUD,261030,14,0,male,parent,141041,4,single_with_child,3.0,Secondaires,,,,BLAES (RUE)-SUD,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
38,273872.0,21004A72-,SAINT-THOMAS (INSTITUT),273872,12,0,male,parent,149986,1,couple_with_child,3.0,Secondaires,,,,SAINT-THOMAS (INSTITUT),Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
39,273748.0,21004A72-,SAINT-THOMAS (INSTITUT),273748,12,1,female,parent,150369,1,couple_with_child,3.0,Secondaires,,,,SAINT-THOMAS (INSTITUT),Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
40,260748.0,21004A70-,BLAES (RUE)-SUD,260748,13,1,female,parent,141266,1,couple_with_child,3.0,Secondaires,,,,BLAES (RUE)-SUD,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
41,261028.0,21004A70-,BLAES (RUE)-SUD,261028,14,0,male,parent,140981,4,single_with_child,3.0,Secondaires,,,,BLAES (RUE)-SUD,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
42,260301.0,21004A70-,BLAES (RUE)-SUD,260301,12,0,male,child,142386,4,single_with_child,3.0,Secondaires,,,,BLAES (RUE)-SUD,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
43,260288.0,21004A70-,BLAES (RUE)-SUD,260288,12,0,male,child,142381,4,single_with_child,3.0,Secondaires,,,,BLAES (RUE)-SUD,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
44,273730.0,21004A72-,SAINT-THOMAS (INSTITUT),273730,14,1,female,parent,150179,1,couple_with_child,3.0,Secondaires,,,,SAINT-THOMAS (INSTITUT),Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
45,,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,281709,17,0,male,child,156433,4,single_with_child,3.0,Secondaires,,,281709.0,PALAIS JUSTICE-HOP. ST.-PIERRE,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
46,272429.0,21004A72-,SAINT-THOMAS (INSTITUT),272429,15,0,male,child,150042,1,couple_with_child,3.0,Secondaires,,,,SAINT-THOMAS (INSTITUT),Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
47,272799.0,21004A72-,SAINT-THOMAS (INSTITUT),272799,14,0,male,child,150208,4,single_with_child,3.0,Secondaires,,,,SAINT-THOMAS (INSTITUT),Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
48,279205.0,21004A04-,NOTRE-DAME DE LA CHAPELLE,279205,14,1,female,parent,154142,1,couple_with_child,3.0,Secondaires,,,,NOTRE-DAME DE LA CHAPELLE,Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
49,258090.0,21004A70-,BLAES (RUE)-SUD,258090,12,1,female,child,141041,4,single_with_child,3.0,Secondaires,,,,BLAES (RUE)-SUD,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
50,274438.0,21004A71-,BLAES (RUE)-CENTRE,274438,13,0,male,child,151292,4,single_with_child,3.0,Secondaires,,,,BLAES (RUE)-CENTRE,Bruxelles,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
51,282124.0,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,282124,14,0,male,parent,154856,1,couple_with_child,3.0,Secondaires,,,,PALAIS JUSTICE-HOP. ST.-PIERRE,Bruxelles,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
52,,21009A20-,PETITE SUISSE (PLACE DE LA),579608,17,1,female,child,321816,1,couple_with_child,3.0,Secondaires,,,579608.0,PETITE SUISSE (PLACE DE LA),Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
53,627735.0,21009A21-,ETE,627735,12,0,male,child,352596,1,couple_with_child,3.0,Secondaires,,,,ETE,Ixelles,Ixelles,Université,21004F9MJ,NEDER-HEEMBEEK-NORD,Bruxelles
54,582160.0,21009A20-,PETITE SUISSE (PLACE DE LA),582160,13,1,female,child,323583,4,single_with_child,3.0,Secondaires,,,,PETITE SUISSE (PLACE DE LA),Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
55,,21009A20-,PETITE SUISSE (PLACE DE LA),579902,16,1,female,child,321957,4,single_with_child,3.0,Secondaires,,,579902.0,PETITE SUISSE (PLACE DE LA),Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
56,628182.0,21009A21-,ETE,628182,12,1,female,child,352805,1,couple_with_child,3.0,Secondaires,,,,ETE,Ixelles,Ixelles,Université,21004F9MJ,NEDER-HEEMBEEK-NORD,Bruxelles
57,659151.0,21009A22-,UNIVERSITE,659151,15,0,male,child,372733,1,couple_with_child,3.0,Secondaires,,,,UNIVERSITE,Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
58,,21009A21-,ETE,627405,16,1,female,child,352438,4,single_with_child,3.0,Secondaires,,,627405.0,ETE,Ixelles,Ixelles,Université,21004F9MJ,NEDER-HEEMBEEK-NORD,Bruxelles
59,,21009A22-,UNIVERSITE,659227,16,0,male,child,372769,1,couple_with_child,3.0,Secondaires,,,659227.0,UNIVERSITE,Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
60,,21009A20-,PETITE SUISSE (PLACE DE LA),579482,17,0,male,child,321763,4,single_with_child,3.0,Secondaires,,,579482.0,PETITE SUISSE (PLACE DE LA),Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
61,579613.0,21009A20-,PETITE SUISSE (PLACE DE LA),579613,14,0,male,child,321817,1,couple_with_child,3.0,Secondaires,,,,PETITE SUISSE (PLACE DE LA),Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
62,,21009A22-,UNIVERSITE,658489,16,1,female,child,372398,1,couple_with_child,3.0,Secondaires,,,658489.0,UNIVERSITE,Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
63,659059.0,21009A22-,UNIVERSITE,659059,18,0,male,child,372693,4,single_with_child,,,3.0,Secondaires,,UNIVERSITE,Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
64,579864.0,21009A20-,PETITE SUISSE (PLACE DE LA),579864,14,0,male,child,321938,1,couple_with_child,3.0,Secondaires,,,,PETITE SUISSE (PLACE DE LA),Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
65,627952.0,21009A21-,ETE,627952,12,0,male,child,352697,1,couple_with_child,3.0,Secondaires,,,,ETE,Ixelles,Ixelles,Université,21004F9MJ,NEDER-HEEMBEEK-NORD,Bruxelles
66,658921.0,21009A22-,UNIVERSITE,658921,15,1,female,child,372624,4,single_with_child,3.0,Secondaires,,,,UNIVERSITE,Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
67,658695.0,21009A22-,UNIVERSITE,658695,12,1,female,child,372504,1,couple_with_child,3.0,Secondaires,,,,UNIVERSITE,Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
68,,21009A20-,PETITE SUISSE (PLACE DE LA),580087,16,0,male,child,322046,4,single_with_child,3.0,Secondaires,,,580087.0,PETITE SUISSE (PLACE DE LA),Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
69,580061.0,21009A20-,PETITE SUISSE (PLACE DE LA),580061,15,0,male,child,322029,1,couple_with_child,3.0,Secondaires,,,,PETITE SUISSE (PLACE DE LA),Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
70,,21009A21-,ETE,628162,16,1,female,child,352800,4,single_with_child,3.0,Secondaires,,,628162.0,ETE,Ixelles,Ixelles,Université,21004F9MJ,NEDER-HEEMBEEK-NORD,Bruxelles
71,,21009A22-,UNIVERSITE,658502,16,1,female,child,372401,1,couple_with_child,3.0,Secondaires,,,658502.0,UNIVERSITE,Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
72,658534.0,21009A22-,UNIVERSITE,658534,15,0,male,child,372423,1,couple_with_child,3.0,Secondaires,,,,UNIVERSITE,Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
73,631112.0,21009A21-,ETE,631112,15,1,female,parent,352427,4,single_with_child,3.0,Secondaires,,,,ETE,Ixelles,Ixelles,Université,21004F9MJ,NEDER-HEEMBEEK-NORD,Bruxelles
74,658648.0,21009A22-,UNIVERSITE,658648,18,0,male,child,372479,1,couple_with_child,,,3.0,Secondaires,,UNIVERSITE,Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
75,582476.0,21009A20-,PETITE SUISSE (PLACE DE LA),582476,14,1,female,parent,322005,1,couple_with_child,3.0,Secondaires,,,,PETITE SUISSE (PLACE DE LA),Ixelles,Ixelles,Université,21004E800,DIVIN JESUS,Bruxelles
76,177941.0,21003A03-,HAUT-CHAMP,177941,19,1,female,child,95978,1,couple_with_child,,,3.0,Secondaires,,HAUT-CHAMP,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
77,850555.0,21012A822,KORENBEEK,850555,14,1,female,child,475646,4,single_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
78,,21012A822,KORENBEEK,846580,16,1,female,child,473832,4,single_with_child,3.0,Secondaires,,,846580.0,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
79,,21012A822,KORENBEEK,846430,16,0,male,child,473779,1,couple_with_child,3.0,Secondaires,,,846430.0,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
80,848748.0,21012A822,KORENBEEK,848748,15,0,male,child,474663,4,single_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
81,169908.0,21003A342,HOGENBOS,169908,15,0,male,child,91718,1,couple_with_child,3.0,Secondaires,,,,HOGENBOS,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
82,,21012A822,KORENBEEK,847211,17,1,female,child,474065,1,couple_with_child,3.0,Secondaires,,,847211.0,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
83,847872.0,21012A822,KORENBEEK,847872,13,1,female,child,474323,4,single_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
84,,21003A03-,HAUT-CHAMP,177698,17,1,female,child,95910,1,couple_with_child,3.0,Secondaires,,,177698.0,HAUT-CHAMP,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
85,,21012A822,KORENBEEK,846895,16,0,male,child,473949,1,couple_with_child,3.0,Secondaires,,,846895.0,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
86,759865.0,21012A833,ELBERS,759865,15,0,male,child,427907,1,couple_with_child,3.0,Secondaires,,,,ELBERS,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
87,,21003A03-,HAUT-CHAMP,177684,17,1,female,child,95907,1,couple_with_child,3.0,Secondaires,,,177684.0,HAUT-CHAMP,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
88,847602.0,21012A822,KORENBEEK,847602,18,0,male,child,474220,4,single_with_child,,,3.0,Secondaires,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
89,169919.0,21003A342,HOGENBOS,169919,15,1,female,child,91722,1,couple_with_child,3.0,Secondaires,,,,HOGENBOS,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
90,847893.0,21012A822,KORENBEEK,847893,13,1,female,child,474330,1,couple_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
91,847634.0,21012A822,KORENBEEK,847634,15,0,male,child,474229,1,couple_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
92,850914.0,21012A822,KORENBEEK,850914,14,1,female,parent,473763,1,couple_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
93,847721.0,21012A822,KORENBEEK,847721,14,0,male,child,474262,1,couple_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
94,,21012A822,KORENBEEK,846987,16,1,female,child,473981,1,couple_with_child,3.0,Secondaires,,,846987.0,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
95,847393.0,21012A822,KORENBEEK,847393,13,0,male,child,474137,1,couple_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
96,847419.0,21012A822,KORENBEEK,847419,18,1,female,child,474153,4,single_with_child,,,3.0,Secondaires,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
97,848231.0,21012A822,KORENBEEK,848231,13,0,male,child,474462,4,single_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
98,848247.0,21012A822,KORENBEEK,848247,13,1,female,child,474467,1,couple_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
99,178112.0,21003A03-,HAUT-CHAMP,178112,12,0,male,child,96031,1,couple_with_child,3.0,Secondaires,,,,HAUT-CHAMP,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
100,169904.0,21003A342,HOGENBOS,169904,15,1,female,child,91716,1,couple_with_child,3.0,Secondaires,,,,HOGENBOS,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
101,,21012A822,KORENBEEK,846694,16,0,male,child,473873,1,couple_with_child,3.0,Secondaires,,,846694.0,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
102,850560.0,21012A822,KORENBEEK,850560,13,1,female,child,475648,4,single_with_child,3.0,Secondaires,,,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
103,847469.0,21012A822,KORENBEEK,847469,18,0,male,child,474166,1,couple_with_child,,,3.0,Secondaires,,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
104,169868.0,21003A342,HOGENBOS,169868,14,1,female,child,91704,1,couple_with_child,3.0,Secondaires,,,,HOGENBOS,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
105,177931.0,21003A03-,HAUT-CHAMP,177931,12,0,male,child,95975,1,couple_with_child,3.0,Secondaires,,,,HAUT-CHAMP,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
106,,21012A822,KORENBEEK,848227,16,0,male,child,474460,4,single_with_child,3.0,Secondaires,,,848227.0,KORENBEEK,Molenbeek Saint-Jean,Molenbeek Saint-Jean,Korenbeek,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
