,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkerID.1,WorkerType.1,Commune,Quartier,WorkSectorStatID,WorkSectorStatName,WorkCommuneName
15,60211,21001B20-,CONSEIL-NORD,60211,11,0,male,child,33226,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
16,64343,21001B20-,CONSEIL-NORD,64343,8,0,male,parent,33927,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
17,61896,21001B20-,CONSEIL-NORD,61896,10,1,female,child,33806,4,single_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
18,94121,21001B21-,BROGNIEZ-NORD,94121,11,0,male,parent,50269,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
19,61551,21001B20-,CONSEIL-NORD,61551,9,0,male,child,33698,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
20,61633,21001B20-,CONSEIL-NORD,61633,8,0,male,child,33725,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
21,61361,21001B20-,CONSEIL-NORD,61361,12,0,male,child,33630,4,single_with_child,,,2.0,Primaires,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
22,61285,21001B20-,CONSEIL-NORD,61285,6,1,female,child,33603,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
23,93909,21001B21-,BROGNIEZ-NORD,93909,10,1,female,parent,49979,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
24,92399,21001B21-,BROGNIEZ-NORD,92399,8,0,male,child,50125,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
25,62120,21001B20-,CONSEIL-NORD,62120,7,1,female,child,33875,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
26,56443,21001B22-,BROGNIEZ-SUD,56443,7,1,female,parent,31190,4,single_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
27,92285,21001B21-,BROGNIEZ-NORD,92285,8,1,female,child,50088,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
28,65940,21001B23-,CONSEIL-SUD,65940,11,0,male,parent,35705,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
29,891203,21013A612,JAMAR,891203,6,0,male,child,498462,1,couple_with_child,2.0,Primaires,,,Saint-Gilles,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
30,56528,21001B22-,BROGNIEZ-SUD,56528,11,0,male,parent,30987,4,single_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
31,92254,21001B21-,BROGNIEZ-NORD,92254,11,1,female,child,50075,1,couple_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
32,60154,21001B20-,CONSEIL-NORD,60154,6,1,female,child,33211,4,single_with_child,2.0,Primaires,,,Anderlecht,Cureghem Bara,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
33,347518,21004E72-,MAISON ROUGE (PLACE)-SUD,347518,7,1,female,parent,191792,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
34,349192,21004E112,RUE DES CHRYSANTHEMES,349192,11,1,female,child,193900,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
35,347900,21004E72-,MAISON ROUGE (PLACE)-SUD,347900,9,0,male,parent,191172,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
36,308782,21004E70-,MARIE-CHRISTINE (RUE),308782,8,0,male,child,173110,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
37,343872,21004E72-,MAISON ROUGE (PLACE)-SUD,343872,8,1,female,child,191000,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
38,341484,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,341484,7,0,male,parent,188988,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
39,366471,21004E101,PARVIS NOTRE DAME,366471,11,0,male,parent,202386,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21002A190,FORET DE SOIGNES,Auderghem
40,343858,21004E72-,MAISON ROUGE (PLACE)-SUD,343858,6,0,male,child,190997,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
41,311570,21004E70-,MARIE-CHRISTINE (RUE),311570,8,1,female,parent,172774,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
42,347841,21004E72-,MAISON ROUGE (PLACE)-SUD,347841,11,0,male,parent,191605,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
43,341181,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,341181,10,1,female,parent,188571,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
44,345007,21004E72-,MAISON ROUGE (PLACE)-SUD,345007,8,1,female,child,191389,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
45,343534,21004E72-,MAISON ROUGE (PLACE)-SUD,343534,7,0,male,child,190888,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
46,307665,21004E70-,MARIE-CHRISTINE (RUE),307665,9,0,male,child,172735,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
47,307951,21004E70-,MARIE-CHRISTINE (RUE),307951,9,1,female,child,172835,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
48,311581,21004E70-,MARIE-CHRISTINE (RUE),311581,8,1,female,parent,172393,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
49,347860,21004E72-,MAISON ROUGE (PLACE)-SUD,347860,10,0,male,parent,190779,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
50,341459,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,341459,9,0,male,parent,188430,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
51,308296,21004E70-,MARIE-CHRISTINE (RUE),308296,10,1,female,child,172947,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
52,311567,21004E70-,MARIE-CHRISTINE (RUE),311567,9,1,female,parent,172806,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
53,338911,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,338911,6,0,male,child,188616,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
54,311598,21004E70-,MARIE-CHRISTINE (RUE),311598,7,1,female,parent,173062,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
55,341182,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,341182,10,1,female,parent,188639,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
56,364986,21004E101,PARVIS NOTRE DAME,364986,8,0,male,child,202261,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21002A190,FORET DE SOIGNES,Auderghem
57,307614,21004E70-,MARIE-CHRISTINE (RUE),307614,10,1,female,child,172713,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
58,308228,21004E70-,MARIE-CHRISTINE (RUE),308228,6,0,male,child,172929,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
59,341234,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,341234,6,1,female,parent,189582,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
60,343549,21004E72-,MAISON ROUGE (PLACE)-SUD,343549,11,1,female,child,190891,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
61,338521,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,338521,7,1,female,child,188476,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
62,339020,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,339020,8,0,male,child,188652,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
63,349467,21004E112,RUE DES CHRYSANTHEMES,349467,10,0,male,child,194029,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
64,349222,21004E112,RUE DES CHRYSANTHEMES,349222,10,0,male,child,193912,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
65,344903,21004E72-,MAISON ROUGE (PLACE)-SUD,344903,6,0,male,child,191352,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
66,311565,21004E70-,MARIE-CHRISTINE (RUE),311565,9,1,female,parent,172714,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
67,342643,21004E72-,MAISON ROUGE (PLACE)-SUD,342643,11,1,female,child,190580,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
68,347873,21004E72-,MAISON ROUGE (PLACE)-SUD,347873,10,0,male,parent,190329,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
69,341187,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,341187,10,1,female,parent,188533,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
70,343453,21004E72-,MAISON ROUGE (PLACE)-SUD,343453,11,1,female,child,190859,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
71,338418,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,338418,10,0,male,child,188436,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
72,342910,21004E72-,MAISON ROUGE (PLACE)-SUD,342910,9,0,male,child,190672,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
73,308676,21004E70-,MARIE-CHRISTINE (RUE),308676,10,1,female,child,173074,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
74,343451,21004E72-,MAISON ROUGE (PLACE)-SUD,343451,10,0,male,child,190859,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
75,338813,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,338813,8,0,male,child,188577,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
76,343848,21004E72-,MAISON ROUGE (PLACE)-SUD,343848,8,0,male,child,190994,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
77,366480,21004E101,PARVIS NOTRE DAME,366480,10,0,male,parent,202189,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21002A190,FORET DE SOIGNES,Auderghem
78,346837,21004E72-,MAISON ROUGE (PLACE)-SUD,346837,10,0,male,child,192476,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
79,365139,21004E101,PARVIS NOTRE DAME,365139,6,0,male,child,202319,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21002A190,FORET DE SOIGNES,Auderghem
80,364640,21004E101,PARVIS NOTRE DAME,364640,10,0,male,child,202123,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21002A190,FORET DE SOIGNES,Auderghem
81,308650,21004E70-,MARIE-CHRISTINE (RUE),308650,9,1,female,child,173067,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
82,308081,21004E70-,MARIE-CHRISTINE (RUE),308081,9,1,female,child,172874,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
83,347835,21004E72-,MAISON ROUGE (PLACE)-SUD,347835,11,0,male,parent,190810,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
84,338445,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,338445,7,0,male,child,188450,1,couple_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
85,339042,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,339042,11,1,female,child,188664,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
86,349272,21004E112,RUE DES CHRYSANTHEMES,349272,8,0,male,child,193932,4,single_with_child,2.0,Primaires,,,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
87,279328,21004A04-,NOTRE-DAME DE LA CHAPELLE,279328,8,0,male,parent,154065,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
88,257740,21004A70-,BLAES (RUE)-SUD,257740,7,1,female,child,140896,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
89,260801,21004A70-,BLAES (RUE)-SUD,260801,10,1,female,parent,140291,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
90,280563,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,280563,6,0,male,child,155373,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
91,258343,21004A70-,BLAES (RUE)-SUD,258343,7,1,female,child,141142,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
92,261139,21004A70-,BLAES (RUE)-SUD,261139,8,0,male,parent,140660,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
93,258452,21004A70-,BLAES (RUE)-SUD,258452,6,1,female,child,141193,4,single_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
94,257554,21004A70-,BLAES (RUE)-SUD,257554,10,0,male,child,140815,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
95,257749,21004A70-,BLAES (RUE)-SUD,257749,10,1,female,child,140898,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
96,280068,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,280068,9,0,male,child,155153,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
97,260821,21004A70-,BLAES (RUE)-SUD,260821,9,1,female,parent,140582,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
98,282186,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,282186,6,0,male,parent,155084,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
99,261140,21004A70-,BLAES (RUE)-SUD,261140,8,0,male,parent,141482,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
100,258663,21004A70-,BLAES (RUE)-SUD,258663,8,0,male,child,141278,4,single_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
101,258021,21004A70-,BLAES (RUE)-SUD,258021,6,0,male,child,141011,4,single_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
102,257980,21004A70-,BLAES (RUE)-SUD,257980,9,0,male,child,140990,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
103,279947,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,279947,6,0,male,child,155096,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
104,280153,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,280153,10,0,male,child,155194,1,couple_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
105,258092,21004A70-,BLAES (RUE)-SUD,258092,11,1,female,child,141042,4,single_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
106,261089,21004A70-,BLAES (RUE)-SUD,261089,11,0,male,parent,140604,4,single_with_child,2.0,Primaires,,,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
107,281985,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,281985,12,1,female,parent,155252,1,couple_with_child,,,2.0,Primaires,Bruxelles,Marolles,21004G3MJ,DOBBELENBERG (RUE DE),Bruxelles
108,776509,21012A10-,DUCHESSE DE BRABANT,776509,9,1,female,child,436959,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
109,785484,21012A13-,BIRMINGHAM-NORD,785484,6,1,female,child,441684,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
110,787586,21012A12-,BIRMINGHAM-SUD,787586,6,0,male,parent,442644,4,single_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
111,787467,21012A12-,BIRMINGHAM-SUD,787467,7,1,female,parent,442319,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
112,785083,21012A13-,BIRMINGHAM-NORD,785083,9,0,male,child,441542,4,single_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
113,778191,21012A10-,DUCHESSE DE BRABANT,778191,8,0,male,parent,436754,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
114,785405,21012A13-,BIRMINGHAM-NORD,785405,6,0,male,child,441658,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
115,787465,21012A12-,BIRMINGHAM-SUD,787465,7,1,female,parent,442370,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
116,786524,21012A12-,BIRMINGHAM-SUD,786524,10,1,female,child,442284,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
117,784891,21012A13-,BIRMINGHAM-NORD,784891,7,0,male,child,441475,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
118,778147,21012A10-,DUCHESSE DE BRABANT,778147,11,0,male,parent,436798,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
119,778212,21012A10-,DUCHESSE DE BRABANT,778212,7,0,male,parent,436946,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
120,778172,21012A10-,DUCHESSE DE BRABANT,778172,9,0,male,parent,437170,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
121,787441,21012A12-,BIRMINGHAM-SUD,787441,10,1,female,parent,442382,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
122,777953,21012A10-,DUCHESSE DE BRABANT,777953,7,1,female,parent,437076,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
123,785991,21012A13-,BIRMINGHAM-NORD,785991,10,1,female,parent,441690,1,couple_with_child,2.0,Primaires,,,Molenbeek Saint-Jean,Duchesse,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
124,1061956,21015A00-,COLIGNON (PLACE),1061956,9,0,male,child,589913,1,couple_with_child,2.0,Primaires,,,Schaerbeek,Colignon,21016A521,VERREWINKEL,Uccle
125,1064916,21015A00-,COLIGNON (PLACE),1064916,6,1,female,child,591435,4,single_with_child,2.0,Primaires,,,Schaerbeek,Colignon,21016A521,VERREWINKEL,Uccle
