,Unnamed: 0,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code,Commune
7264,7733,7736,21001A503,VIVES,7736,17,0,male,child,4271,1,couple_with_child,3,Secondaires,21001A503,Anderlecht
7334,7803,7806,21001A503,VIVES,7806,16,1,female,child,4306,1,couple_with_child,3,Secondaires,21001A503,Anderlecht
7347,7816,7819,21001A503,VIVES,7819,17,0,male,child,4315,4,single_with_child,3,Secondaires,21001A503,Anderlecht
7349,7818,7821,21001A503,VIVES,7821,16,1,female,child,4316,4,single_with_child,3,Secondaires,21001A503,Anderlecht
7354,7823,7826,21001A503,VIVES,7826,16,1,female,child,4317,1,couple_with_child,3,Secondaires,21001A503,Anderlecht
7358,7827,7830,21001A503,VIVES,7830,17,0,male,child,4318,1,couple_with_child,3,Secondaires,21001A503,Anderlecht
7371,7840,7843,21001A503,VIVES,7843,16,0,male,child,4327,4,single_with_child,3,Secondaires,21001A503,Anderlecht
7372,7841,7844,21001A503,VIVES,7844,16,1,female,child,4327,4,single_with_child,3,Secondaires,21001A503,Anderlecht
7386,7855,7858,21001A503,VIVES,7858,16,0,male,child,4331,1,couple_with_child,3,Secondaires,21001A503,Anderlecht
7405,7874,7877,21001A503,VIVES,7877,16,0,male,child,4343,1,couple_with_child,3,Secondaires,21001A503,Anderlecht
7423,7892,7895,21001A503,VIVES,7895,17,0,male,child,4354,4,single_with_child,3,Secondaires,21001A503,Anderlecht
7474,7943,7946,21001A503,VIVES,7946,17,1,female,child,4379,4,single_with_child,3,Secondaires,21001A503,Anderlecht
7477,7946,7949,21001A503,VIVES,7949,16,0,male,child,4380,4,single_with_child,3,Secondaires,21001A503,Anderlecht
7500,7969,7972,21001A503,VIVES,7972,16,1,female,child,4392,4,single_with_child,3,Secondaires,21001A503,Anderlecht
7593,8062,8065,21001A503,VIVES,8065,16,0,male,child,4434,1,couple_with_child,3,Secondaires,21001A503,Anderlecht
7597,8066,8069,21001A503,VIVES,8069,17,1,female,child,4435,1,couple_with_child,3,Secondaires,21001A503,Anderlecht
7610,8079,8082,21001A503,VIVES,8082,16,1,female,child,4444,4,single_with_child,3,Secondaires,21001A503,Anderlecht
7611,8080,8083,21001A503,VIVES,8083,16,1,female,child,4444,4,single_with_child,3,Secondaires,21001A503,Anderlecht
8816,9491,9494,21001A332,ROUE,9494,16,1,female,child,5292,1,couple_with_child,3,Secondaires,21001A332,Anderlecht
8856,9531,9534,21001A332,ROUE,9534,17,0,male,child,5306,1,couple_with_child,3,Secondaires,21001A332,Anderlecht
8870,9545,9548,21001A332,ROUE,9548,17,1,female,child,5312,1,couple_with_child,3,Secondaires,21001A332,Anderlecht
8876,9551,9554,21001A332,ROUE,9554,17,1,female,child,5315,4,single_with_child,3,Secondaires,21001A332,Anderlecht
8898,9573,9576,21001A332,ROUE,9576,17,0,male,child,5322,1,couple_with_child,3,Secondaires,21001A332,Anderlecht
8921,9596,9599,21001A332,ROUE,9599,17,0,male,child,5330,1,couple_with_child,3,Secondaires,21001A332,Anderlecht
8927,9602,9605,21001A332,ROUE,9605,16,1,female,child,5333,4,single_with_child,3,Secondaires,21001A332,Anderlecht
8936,9611,9614,21001A332,ROUE,9614,16,1,female,child,5335,1,couple_with_child,3,Secondaires,21001A332,Anderlecht
8971,9646,9649,21001A332,ROUE,9649,17,1,female,child,5347,1,couple_with_child,3,Secondaires,21001A332,Anderlecht
9011,9686,9689,21001A332,ROUE,9689,16,1,female,child,5363,4,single_with_child,3,Secondaires,21001A332,Anderlecht
9067,9742,9745,21001A332,ROUE,9745,17,1,female,child,5387,4,single_with_child,3,Secondaires,21001A332,Anderlecht
10052,10795,10798,21001A43-,VAN BEETHOVEN,10798,17,1,female,child,6031,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
10055,10798,10801,21001A43-,VAN BEETHOVEN,10801,17,0,male,child,6032,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
10094,10837,10840,21001A43-,VAN BEETHOVEN,10840,17,0,male,child,6051,4,single_with_child,3,Secondaires,21001A43-,Anderlecht
10154,10897,10900,21001A43-,VAN BEETHOVEN,10900,16,1,female,child,6074,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
10164,10907,10910,21001A43-,VAN BEETHOVEN,10910,17,0,male,child,6079,4,single_with_child,3,Secondaires,21001A43-,Anderlecht
10186,10929,10932,21001A43-,VAN BEETHOVEN,10932,17,1,female,child,6087,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
10189,10932,10935,21001A43-,VAN BEETHOVEN,10935,17,1,female,child,6088,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
10208,10951,10954,21001A43-,VAN BEETHOVEN,10954,17,0,male,child,6095,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
10225,10968,10971,21001A43-,VAN BEETHOVEN,10971,17,0,male,child,6101,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
10243,10986,10989,21001A43-,VAN BEETHOVEN,10989,17,1,female,child,6109,4,single_with_child,3,Secondaires,21001A43-,Anderlecht
10252,10995,10998,21001A43-,VAN BEETHOVEN,10998,17,1,female,child,6112,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
10371,11114,11117,21001A43-,VAN BEETHOVEN,11117,16,0,male,child,6164,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
10389,11132,11135,21001A43-,VAN BEETHOVEN,11135,17,1,female,child,6172,4,single_with_child,3,Secondaires,21001A43-,Anderlecht
10398,11141,11144,21001A43-,VAN BEETHOVEN,11144,16,1,female,child,6174,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
10402,11145,11148,21001A43-,VAN BEETHOVEN,11148,16,1,female,child,6175,1,couple_with_child,3,Secondaires,21001A43-,Anderlecht
11360,12233,12236,21001A401,ARBORETUM,12236,17,0,male,child,6822,1,couple_with_child,3,Secondaires,21001A401,Anderlecht
11386,12259,12262,21001A401,ARBORETUM,12262,17,1,female,child,6836,1,couple_with_child,3,Secondaires,21001A401,Anderlecht
11420,12293,12296,21001A401,ARBORETUM,12296,17,1,female,child,6852,1,couple_with_child,3,Secondaires,21001A401,Anderlecht
11427,12300,12303,21001A401,ARBORETUM,12303,16,1,female,child,6856,1,couple_with_child,3,Secondaires,21001A401,Anderlecht
11454,12327,12330,21001A401,ARBORETUM,12330,16,1,female,child,6869,4,single_with_child,3,Secondaires,21001A401,Anderlecht
11518,12391,12394,21001A401,ARBORETUM,12394,17,1,female,child,6898,1,couple_with_child,3,Secondaires,21001A401,Anderlecht
11520,12393,12396,21001A401,ARBORETUM,12396,17,0,male,child,6898,1,couple_with_child,3,Secondaires,21001A401,Anderlecht
11547,12420,12423,21001A401,ARBORETUM,12423,17,1,female,child,6911,4,single_with_child,3,Secondaires,21001A401,Anderlecht
11617,12490,12493,21001A401,ARBORETUM,12493,16,0,male,child,6941,1,couple_with_child,3,Secondaires,21001A401,Anderlecht
11631,12504,12507,21001A401,ARBORETUM,12507,16,1,female,child,6948,1,couple_with_child,3,Secondaires,21001A401,Anderlecht
12538,13509,13512,21001A32-,AURORE,13512,17,1,female,child,7615,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
12685,13656,13659,21001A32-,AURORE,13659,16,0,male,child,7675,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
12714,13685,13688,21001A32-,AURORE,13688,16,1,female,child,7694,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
12736,13707,13710,21001A32-,AURORE,13710,17,0,male,child,7700,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
12900,13871,13874,21001A32-,AURORE,13874,17,0,male,child,7776,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
12938,13909,13912,21001A32-,AURORE,13912,16,1,female,child,7787,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
12968,13939,13942,21001A32-,AURORE,13942,17,1,female,child,7807,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13029,14000,14003,21001A32-,AURORE,14003,17,0,male,child,7834,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13061,14032,14035,21001A32-,AURORE,14035,16,0,male,child,7842,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13064,14035,14038,21001A32-,AURORE,14038,16,0,male,child,7843,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13101,14072,14075,21001A32-,AURORE,14075,16,1,female,child,7864,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13119,14090,14093,21001A32-,AURORE,14093,17,1,female,child,7869,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13176,14147,14150,21001A32-,AURORE,14150,17,1,female,child,7895,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13206,14177,14180,21001A32-,AURORE,14180,16,0,male,child,7914,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
13220,14191,14194,21001A32-,AURORE,14194,17,1,female,child,7918,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13234,14205,14208,21001A32-,AURORE,14208,17,0,male,child,7921,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13237,14208,14211,21001A32-,AURORE,14211,16,1,female,child,7922,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13255,14226,14229,21001A32-,AURORE,14229,16,0,male,child,7926,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13283,14254,14257,21001A32-,AURORE,14257,17,0,male,child,7946,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
13312,14283,14286,21001A32-,AURORE,14286,16,0,male,child,7955,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13317,14288,14291,21001A32-,AURORE,14291,16,0,male,child,7956,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13331,14302,14305,21001A32-,AURORE,14305,17,1,female,child,7959,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13332,14303,14306,21001A32-,AURORE,14306,16,0,male,child,7959,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13369,14340,14343,21001A32-,AURORE,14343,17,0,male,child,7982,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13406,14377,14380,21001A32-,AURORE,14380,16,1,female,child,7991,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13429,14400,14403,21001A32-,AURORE,14403,16,0,male,child,8009,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
13431,14402,14405,21001A32-,AURORE,14405,16,1,female,child,8009,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
13443,14414,14417,21001A32-,AURORE,14417,16,1,female,child,8014,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13444,14415,14418,21001A32-,AURORE,14418,16,0,male,child,8014,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13445,14416,14419,21001A32-,AURORE,14419,16,0,male,child,8014,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13499,14470,14473,21001A32-,AURORE,14473,16,0,male,child,8041,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
13516,14487,14490,21001A32-,AURORE,14490,17,1,female,child,8046,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13573,14544,14547,21001A32-,AURORE,14547,16,1,female,child,8073,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
13577,14548,14551,21001A32-,AURORE,14551,17,1,female,child,8074,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
13617,14588,14591,21001A32-,AURORE,14591,16,1,female,child,8085,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13651,14622,14625,21001A32-,AURORE,14625,17,0,male,child,8105,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
13667,14638,14641,21001A32-,AURORE,14641,16,1,female,child,8110,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13675,14646,14649,21001A32-,AURORE,14649,17,1,female,child,8112,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13743,14714,14717,21001A32-,AURORE,14717,17,1,female,child,8144,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13748,14719,14722,21001A32-,AURORE,14722,17,1,female,child,8145,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13811,14782,14785,21001A32-,AURORE,14785,16,0,male,child,8175,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13825,14796,14799,21001A32-,AURORE,14799,16,0,male,child,8178,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
13954,14925,14928,21001A32-,AURORE,14928,17,1,female,child,8236,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
13963,14934,14937,21001A32-,AURORE,14937,17,0,male,child,8239,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
14027,14998,15001,21001A32-,AURORE,15001,16,1,female,child,8268,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
14059,15030,15033,21001A32-,AURORE,15033,16,1,female,child,8275,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
14130,15101,15104,21001A32-,AURORE,15104,16,0,male,child,8306,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
14178,15149,15152,21001A32-,AURORE,15152,17,1,female,child,8332,4,single_with_child,3,Secondaires,21001A32-,Anderlecht
14436,15407,15410,21001A32-,AURORE,15410,16,0,male,child,8438,1,couple_with_child,3,Secondaires,21001A32-,Anderlecht
16473,17900,17903,21001A53-,NELLIE MELBA,17903,17,0,male,child,9993,1,couple_with_child,3,Secondaires,21001A53-,Anderlecht
16484,17911,17914,21001A53-,NELLIE MELBA,17914,17,0,male,child,9996,1,couple_with_child,3,Secondaires,21001A53-,Anderlecht
16490,17917,17920,21001A53-,NELLIE MELBA,17920,17,1,female,child,9997,1,couple_with_child,3,Secondaires,21001A53-,Anderlecht
16491,17918,17921,21001A53-,NELLIE MELBA,17921,17,0,male,child,9997,1,couple_with_child,3,Secondaires,21001A53-,Anderlecht
17130,18633,18636,21001A41-,ROMAIN ROLLAND,18636,17,0,male,child,10478,1,couple_with_child,3,Secondaires,21001A41-,Anderlecht
17160,18663,18666,21001A41-,ROMAIN ROLLAND,18666,17,0,male,child,10492,1,couple_with_child,3,Secondaires,21001A41-,Anderlecht
17214,18717,18720,21001A41-,ROMAIN ROLLAND,18720,17,1,female,child,10511,1,couple_with_child,3,Secondaires,21001A41-,Anderlecht
17269,18772,18775,21001A41-,ROMAIN ROLLAND,18775,16,0,male,child,10538,1,couple_with_child,3,Secondaires,21001A41-,Anderlecht
17359,18862,18865,21001A41-,ROMAIN ROLLAND,18865,17,1,female,child,10575,1,couple_with_child,3,Secondaires,21001A41-,Anderlecht
17370,18873,18876,21001A41-,ROMAIN ROLLAND,18876,17,1,female,child,10584,4,single_with_child,3,Secondaires,21001A41-,Anderlecht
17377,18880,18883,21001A41-,ROMAIN ROLLAND,18883,17,1,female,child,10586,1,couple_with_child,3,Secondaires,21001A41-,Anderlecht
17408,18911,18914,21001A41-,ROMAIN ROLLAND,18914,16,0,male,child,10600,4,single_with_child,3,Secondaires,21001A41-,Anderlecht
17482,18985,18988,21001A41-,ROMAIN ROLLAND,18988,17,1,female,child,10632,4,single_with_child,3,Secondaires,21001A41-,Anderlecht
17529,19032,19035,21001A41-,ROMAIN ROLLAND,19035,16,0,male,child,10652,1,couple_with_child,3,Secondaires,21001A41-,Anderlecht
17543,19046,19049,21001A41-,ROMAIN ROLLAND,19049,16,0,male,child,10655,1,couple_with_child,3,Secondaires,21001A41-,Anderlecht
17548,19051,19054,21001A41-,ROMAIN ROLLAND,19054,16,0,male,child,10656,1,couple_with_child,3,Secondaires,21001A41-,Anderlecht
17565,19068,19071,21001A41-,ROMAIN ROLLAND,19071,17,1,female,child,10668,1,couple_with_child,3,Secondaires,21001A41-,Anderlecht
