,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code,Commune,WorkerID,WorkerType
24,14718,21001A32-,AURORE,14718,18,0,male,child,8144,1,couple_with_child,,,21001A32-,Anderlecht,3,Secondaires
25,14149,21001A32-,AURORE,14149,18,0,male,child,7895,1,couple_with_child,,,21001A32-,Anderlecht,3,Secondaires
26,13684,21001A32-,AURORE,13684,18,0,male,child,7693,4,single_with_child,,,21001A32-,Anderlecht,3,Secondaires
27,13775,21001A32-,AURORE,13775,18,0,male,child,7727,1,couple_with_child,,,21001A32-,Anderlecht,3,Secondaires
28,14090,21001A32-,AURORE,14090,18,0,male,child,7868,1,couple_with_child,,,21001A32-,Anderlecht,3,Secondaires
29,14065,21001A32-,AURORE,14065,18,0,male,child,7862,1,couple_with_child,,,21001A32-,Anderlecht,3,Secondaires
30,17946,21001A53-,NELLIE MELBA,17946,18,0,male,child,10004,1,couple_with_child,,,21001A53-,Anderlecht,3,Secondaires
31,18829,21001A41-,ROMAIN ROLLAND,18829,18,0,male,child,10559,1,couple_with_child,,,21001A41-,Anderlecht,3,Secondaires
32,18830,21001A41-,ROMAIN ROLLAND,18830,18,0,male,child,10559,1,couple_with_child,,,21001A41-,Anderlecht,3,Secondaires
33,18928,21001A41-,ROMAIN ROLLAND,18928,18,0,male,child,10604,1,couple_with_child,,,21001A41-,Anderlecht,3,Secondaires
34,19105,21001A41-,ROMAIN ROLLAND,19105,18,0,male,child,10684,4,single_with_child,,,21001A41-,Anderlecht,3,Secondaires
35,19034,21001A41-,ROMAIN ROLLAND,19034,18,0,male,child,10652,1,couple_with_child,,,21001A41-,Anderlecht,3,Secondaires
36,21268,21001A85-,AUBADE,21268,18,0,male,child,11935,1,couple_with_child,,,21001A85-,Anderlecht,3,Secondaires
37,22698,21001A51-,SCHERDEMAEL,22698,18,0,male,child,12660,4,single_with_child,,,21001A51-,Anderlecht,3,Secondaires
38,22310,21001A51-,SCHERDEMAEL,22310,18,0,male,child,12473,4,single_with_child,,,21001A51-,Anderlecht,3,Secondaires
39,22614,21001A51-,SCHERDEMAEL,22614,18,0,male,child,12617,1,couple_with_child,,,21001A51-,Anderlecht,3,Secondaires
40,23832,21001A42-,KAT,23832,18,0,male,child,13397,1,couple_with_child,,,21001A42-,Anderlecht,3,Secondaires
41,24446,21001A52-,SCHERDEMAEL-NORD,24446,18,0,male,child,13746,1,couple_with_child,,,21001A52-,Anderlecht,3,Secondaires
42,25646,21001A552,TREFLE,25646,18,0,male,child,14396,1,couple_with_child,,,21001A552,Anderlecht,3,Secondaires
43,25568,21001A552,TREFLE,25568,18,0,male,child,14366,1,couple_with_child,,,21001A552,Anderlecht,3,Secondaires
44,25970,21001A552,TREFLE,25970,18,0,male,child,14517,1,couple_with_child,,,21001A552,Anderlecht,3,Secondaires
45,28465,21001A84-,POESIE,28465,18,0,male,child,15890,4,single_with_child,,,21001A84-,Anderlecht,3,Secondaires
46,28495,21001A84-,POESIE,28495,18,0,male,child,15900,1,couple_with_child,,,21001A84-,Anderlecht,3,Secondaires
47,30101,21001A34-,ROUE - CITE JARDIN,30101,18,0,male,child,16687,1,couple_with_child,,,21001A34-,Anderlecht,3,Secondaires
48,30238,21001A34-,ROUE - CITE JARDIN,30238,18,0,male,child,16739,1,couple_with_child,,,21001A34-,Anderlecht,3,Secondaires
49,29937,21001A34-,ROUE - CITE JARDIN,29937,18,0,male,child,16632,4,single_with_child,,,21001A34-,Anderlecht,3,Secondaires
50,29945,21001A34-,ROUE - CITE JARDIN,29945,18,0,male,child,16634,1,couple_with_child,,,21001A34-,Anderlecht,3,Secondaires
51,29661,21001A34-,ROUE - CITE JARDIN,29661,18,0,male,child,16535,1,couple_with_child,,,21001A34-,Anderlecht,3,Secondaires
52,32028,21001A350,CERIA - ZONE D'HABITAT,32028,18,0,male,child,17716,1,couple_with_child,,,21001A350,Anderlecht,3,Secondaires
53,31900,21001A350,CERIA - ZONE D'HABITAT,31900,18,0,male,child,17680,1,couple_with_child,,,21001A350,Anderlecht,3,Secondaires
54,32149,21001A350,CERIA - ZONE D'HABITAT,32149,18,0,male,child,17752,1,couple_with_child,,,21001A350,Anderlecht,3,Secondaires
55,33975,21001A441,DOCTEUR ROUX,33975,18,0,male,child,18748,1,couple_with_child,,,21001A441,Anderlecht,3,Secondaires
56,33432,21001A441,DOCTEUR ROUX,33432,18,0,male,child,18539,1,couple_with_child,,,21001A441,Anderlecht,3,Secondaires
57,33464,21001A441,DOCTEUR ROUX,33464,18,0,male,child,18551,1,couple_with_child,,,21001A441,Anderlecht,3,Secondaires
58,33956,21001A441,DOCTEUR ROUX,33956,18,0,male,child,18743,4,single_with_child,,,21001A441,Anderlecht,3,Secondaires
59,33849,21001A441,DOCTEUR ROUX,33849,18,0,male,child,18701,1,couple_with_child,,,21001A441,Anderlecht,3,Secondaires
60,36090,21001C512,CHANTS D'OISEAUX,36090,18,0,male,child,20026,1,couple_with_child,,,21001C512,Anderlecht,3,Secondaires
61,36018,21001C512,CHANTS D'OISEAUX,36018,18,0,male,child,19987,1,couple_with_child,,,21001C512,Anderlecht,3,Secondaires
62,36095,21001C512,CHANTS D'OISEAUX,36095,18,0,male,child,20027,1,couple_with_child,,,21001C512,Anderlecht,3,Secondaires
63,37971,21001C71-,BON AIR - CITE JARDIN,37971,18,0,male,child,21095,1,couple_with_child,,,21001C71-,Anderlecht,3,Secondaires
64,37706,21001C71-,BON AIR - CITE JARDIN,37706,18,0,male,child,20993,4,single_with_child,,,21001C71-,Anderlecht,3,Secondaires
65,37729,21001C71-,BON AIR - CITE JARDIN,37729,18,0,male,child,21002,4,single_with_child,,,21001C71-,Anderlecht,3,Secondaires
66,39218,21001A82-,MOORTEBEEK,39218,18,0,male,child,21876,4,single_with_child,,,21001A82-,Anderlecht,3,Secondaires
67,39338,21001A82-,MOORTEBEEK,39338,18,0,male,child,21926,1,couple_with_child,,,21001A82-,Anderlecht,3,Secondaires
68,39491,21001A82-,MOORTEBEEK,39491,18,0,male,child,21996,4,single_with_child,,,21001A82-,Anderlecht,3,Secondaires
69,39364,21001A82-,MOORTEBEEK,39364,18,0,male,child,21938,1,couple_with_child,,,21001A82-,Anderlecht,3,Secondaires
70,42424,21001A451,VENIZELOS,42424,18,0,male,child,23739,1,couple_with_child,,,21001A451,Anderlecht,3,Secondaires
71,42401,21001A451,VENIZELOS,42401,18,0,male,child,23730,1,couple_with_child,,,21001A451,Anderlecht,3,Secondaires
72,44073,21001A30-,BIZET,44073,18,0,male,child,24650,1,couple_with_child,,,21001A30-,Anderlecht,3,Secondaires
73,44026,21001A30-,BIZET,44026,18,0,male,child,24638,4,single_with_child,,,21001A30-,Anderlecht,3,Secondaires
74,44679,21001A30-,BIZET,44679,18,0,male,child,24823,1,couple_with_child,,,21001A30-,Anderlecht,3,Secondaires
75,44019,21001A30-,BIZET,44019,18,0,male,child,24635,1,couple_with_child,,,21001A30-,Anderlecht,3,Secondaires
76,44198,21001A30-,BIZET,44198,18,0,male,child,24684,1,couple_with_child,,,21001A30-,Anderlecht,3,Secondaires
77,44263,21001A30-,BIZET,44263,18,0,male,child,24701,1,couple_with_child,,,21001A30-,Anderlecht,3,Secondaires
78,47797,21001A80-,SILLON,47797,18,0,male,child,26646,1,couple_with_child,,,21001A80-,Anderlecht,3,Secondaires
79,47397,21001A80-,SILLON,47397,18,0,male,child,26471,1,couple_with_child,,,21001A80-,Anderlecht,3,Secondaires
80,47787,21001A80-,SILLON,47787,18,0,male,child,26643,1,couple_with_child,,,21001A80-,Anderlecht,3,Secondaires
81,47929,21001A80-,SILLON,47929,18,0,male,child,26705,1,couple_with_child,,,21001A80-,Anderlecht,3,Secondaires
82,47735,21001A80-,SILLON,47735,18,0,male,child,26622,1,couple_with_child,,,21001A80-,Anderlecht,3,Secondaires
83,47448,21001A80-,SILLON,47448,18,0,male,child,26491,1,couple_with_child,,,21001A80-,Anderlecht,3,Secondaires
84,50759,21001A81-,BROECK,50759,18,0,male,child,28445,1,couple_with_child,,,21001A81-,Anderlecht,3,Secondaires
85,50502,21001A81-,BROECK,50502,18,0,male,child,28324,1,couple_with_child,,,21001A81-,Anderlecht,3,Secondaires
86,50620,21001A81-,BROECK,50620,18,0,male,child,28382,1,couple_with_child,,,21001A81-,Anderlecht,3,Secondaires
87,50681,21001A81-,BROECK,50681,18,0,male,child,28408,1,couple_with_child,,,21001A81-,Anderlecht,3,Secondaires
88,52522,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,52522,18,0,male,child,29455,1,couple_with_child,,,21001A31-,Anderlecht,3,Secondaires
89,52653,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,52653,18,0,male,child,29510,1,couple_with_child,,,21001A31-,Anderlecht,3,Secondaires
90,54036,21001A031,RAUTER-SUD,54036,18,0,male,child,30132,1,couple_with_child,,,21001A031,Anderlecht,3,Secondaires
91,53834,21001A031,RAUTER-SUD,53834,18,0,male,child,30056,1,couple_with_child,,,21001A031,Anderlecht,3,Secondaires
92,53520,21001A031,RAUTER-SUD,53520,18,0,male,child,29940,1,couple_with_child,,,21001A031,Anderlecht,3,Secondaires
93,53641,21001A031,RAUTER-SUD,53641,18,0,male,child,29982,1,couple_with_child,,,21001A031,Anderlecht,3,Secondaires
94,55428,21001B22-,BROGNIEZ-SUD,55428,18,0,male,child,30952,1,couple_with_child,,,21001B22-,Anderlecht,3,Secondaires
95,55478,21001B22-,BROGNIEZ-SUD,55478,18,0,male,child,30974,4,single_with_child,,,21001B22-,Anderlecht,3,Secondaires
96,57068,21001B321,ALBERT I- QUARTIER,57068,18,0,male,child,31798,4,single_with_child,,,21001B321,Anderlecht,3,Secondaires
97,56841,21001B321,ALBERT I- QUARTIER,56841,18,0,male,child,31720,1,couple_with_child,,,21001B321,Anderlecht,3,Secondaires
98,56876,21001B321,ALBERT I- QUARTIER,56876,18,0,male,child,31729,1,couple_with_child,,,21001B321,Anderlecht,3,Secondaires
99,57100,21001B321,ALBERT I- QUARTIER,57100,18,0,male,child,31809,4,single_with_child,,,21001B321,Anderlecht,3,Secondaires
100,59510,21001B20-,CONSEIL-NORD,59510,18,0,male,child,32986,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
101,59655,21001B20-,CONSEIL-NORD,59655,18,0,male,child,33037,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
102,59569,21001B20-,CONSEIL-NORD,59569,18,0,male,child,33007,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
103,59735,21001B20-,CONSEIL-NORD,59735,18,0,male,child,33066,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
104,59935,21001B20-,CONSEIL-NORD,59935,18,0,male,child,33133,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
105,60682,21001B20-,CONSEIL-NORD,60682,18,0,male,child,33390,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
106,59684,21001B20-,CONSEIL-NORD,59684,18,0,male,child,33045,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
107,59679,21001B20-,CONSEIL-NORD,59679,18,0,male,child,33044,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
108,59142,21001B20-,CONSEIL-NORD,59142,18,0,male,child,32861,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
109,59587,21001B20-,CONSEIL-NORD,59587,18,0,male,child,33012,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
110,59372,21001B20-,CONSEIL-NORD,59372,18,0,male,child,32940,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
111,59888,21001B20-,CONSEIL-NORD,59888,18,0,male,child,33121,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
112,59611,21001B20-,CONSEIL-NORD,59611,18,0,male,child,33018,1,couple_with_child,,,21001B20-,Anderlecht,3,Secondaires
113,64817,21001B23-,CONSEIL-SUD,64817,18,0,male,child,35733,1,couple_with_child,,,21001B23-,Anderlecht,3,Secondaires
114,64702,21001B23-,CONSEIL-SUD,64702,18,0,male,child,35691,1,couple_with_child,,,21001B23-,Anderlecht,3,Secondaires
115,64656,21001B23-,CONSEIL-SUD,64656,18,0,male,child,35674,1,couple_with_child,,,21001B23-,Anderlecht,3,Secondaires
116,64737,21001B23-,CONSEIL-SUD,64737,18,0,male,child,35703,1,couple_with_child,,,21001B23-,Anderlecht,3,Secondaires
117,66162,21001A142,VEEWEYDE-NORD,66162,18,0,male,child,36582,1,couple_with_child,,,21001A142,Anderlecht,3,Secondaires
118,66282,21001A142,VEEWEYDE-NORD,66282,18,0,male,child,36630,1,couple_with_child,,,21001A142,Anderlecht,3,Secondaires
119,66313,21001A142,VEEWEYDE-NORD,66313,18,0,male,child,36640,1,couple_with_child,,,21001A142,Anderlecht,3,Secondaires
120,67692,21001A051,LINDE-EST,67692,18,0,male,child,37348,1,couple_with_child,,,21001A051,Anderlecht,3,Secondaires
121,67489,21001A051,LINDE-EST,67489,18,0,male,child,37273,4,single_with_child,,,21001A051,Anderlecht,3,Secondaires
122,69476,21001A941,CROCUS,69476,18,0,male,child,38355,1,couple_with_child,,,21001A941,Anderlecht,3,Secondaires
123,69542,21001A941,CROCUS,69542,18,0,male,child,38382,1,couple_with_child,,,21001A941,Anderlecht,3,Secondaires
124,69683,21001A941,CROCUS,69683,18,0,male,child,38435,1,couple_with_child,,,21001A941,Anderlecht,3,Secondaires
125,69218,21001A941,CROCUS,69218,18,0,male,child,38260,1,couple_with_child,,,21001A941,Anderlecht,3,Secondaires
126,69521,21001A941,CROCUS,69521,18,0,male,child,38371,1,couple_with_child,,,21001A941,Anderlecht,3,Secondaires
127,71477,21001A732,SCHEUTVELD,71477,18,0,male,child,39364,1,couple_with_child,,,21001A732,Anderlecht,3,Secondaires
128,72076,21001A90-,SCHEUTKAPEL,72076,18,0,male,child,39734,1,couple_with_child,,,21001A90-,Anderlecht,3,Secondaires
129,72562,21001A90-,SCHEUTKAPEL,72562,18,0,male,child,39932,1,couple_with_child,,,21001A90-,Anderlecht,3,Secondaires
130,72437,21001A90-,SCHEUTKAPEL,72437,18,0,male,child,39883,1,couple_with_child,,,21001A90-,Anderlecht,3,Secondaires
131,72142,21001A90-,SCHEUTKAPEL,72142,18,0,male,child,39762,1,couple_with_child,,,21001A90-,Anderlecht,3,Secondaires
132,75613,21001B31-,ALBERT I- IMMEUBLES,75613,18,0,male,child,41643,1,couple_with_child,,,21001B31-,Anderlecht,3,Secondaires
133,75396,21001B31-,ALBERT I- IMMEUBLES,75396,18,0,male,child,41557,1,couple_with_child,,,21001B31-,Anderlecht,3,Secondaires
134,77065,21001B25-,REVISION-NORD,77065,18,0,male,child,42324,4,single_with_child,,,21001B25-,Anderlecht,3,Secondaires
135,77350,21001B25-,REVISION-NORD,77350,18,0,male,child,42424,1,couple_with_child,,,21001B25-,Anderlecht,3,Secondaires
136,77034,21001B25-,REVISION-NORD,77034,18,0,male,child,42310,1,couple_with_child,,,21001B25-,Anderlecht,3,Secondaires
137,76765,21001B25-,REVISION-NORD,76765,18,0,male,child,42225,1,couple_with_child,,,21001B25-,Anderlecht,3,Secondaires
138,77062,21001B25-,REVISION-NORD,77062,18,0,male,child,42323,4,single_with_child,,,21001B25-,Anderlecht,3,Secondaires
139,77656,21001B25-,REVISION-NORD,77656,18,0,male,child,42528,1,couple_with_child,,,21001B25-,Anderlecht,3,Secondaires
140,76744,21001B25-,REVISION-NORD,76744,18,0,male,child,42215,1,couple_with_child,,,21001B25-,Anderlecht,3,Secondaires
141,76615,21001B25-,REVISION-NORD,76615,18,0,male,child,42172,1,couple_with_child,,,21001B25-,Anderlecht,3,Secondaires
142,76433,21001B25-,REVISION-NORD,76433,18,0,male,child,42108,1,couple_with_child,,,21001B25-,Anderlecht,3,Secondaires
143,80941,21001B11-,ROSEE-OUEST,80941,18,0,male,child,44376,4,single_with_child,,,21001B11-,Anderlecht,3,Secondaires
144,80486,21001B11-,ROSEE-OUEST,80486,18,0,male,child,44133,1,couple_with_child,,,21001B11-,Anderlecht,3,Secondaires
145,82063,21001A72-,OSSEGEM,82063,18,0,male,child,44959,4,single_with_child,,,21001A72-,Anderlecht,3,Secondaires
146,81749,21001A72-,OSSEGEM,81749,18,0,male,child,44834,1,couple_with_child,,,21001A72-,Anderlecht,3,Secondaires
147,82040,21001A72-,OSSEGEM,82040,18,0,male,child,44947,1,couple_with_child,,,21001A72-,Anderlecht,3,Secondaires
148,82744,21001A72-,OSSEGEM,82744,18,0,male,child,45220,1,couple_with_child,,,21001A72-,Anderlecht,3,Secondaires
149,81906,21001A72-,OSSEGEM,81906,18,0,male,child,44898,4,single_with_child,,,21001A72-,Anderlecht,3,Secondaires
150,81642,21001A72-,OSSEGEM,81642,18,0,male,child,44794,1,couple_with_child,,,21001A72-,Anderlecht,3,Secondaires
151,82123,21001A72-,OSSEGEM,82123,18,0,male,child,44984,1,couple_with_child,,,21001A72-,Anderlecht,3,Secondaires
152,85071,21001A011,KLEINMOLEN,85071,18,0,male,child,46628,1,couple_with_child,,,21001A011,Anderlecht,3,Secondaires
153,85656,21001A011,KLEINMOLEN,85656,18,0,male,child,46838,1,couple_with_child,,,21001A011,Anderlecht,3,Secondaires
154,85025,21001A011,KLEINMOLEN,85025,18,0,male,child,46612,1,couple_with_child,,,21001A011,Anderlecht,3,Secondaires
155,85445,21001A011,KLEINMOLEN,85445,18,0,male,child,46760,1,couple_with_child,,,21001A011,Anderlecht,3,Secondaires
156,85386,21001A011,KLEINMOLEN,85386,18,0,male,child,46739,1,couple_with_child,,,21001A011,Anderlecht,3,Secondaires
157,85759,21001A011,KLEINMOLEN,85759,18,0,male,child,46874,1,couple_with_child,,,21001A011,Anderlecht,3,Secondaires
158,85681,21001A011,KLEINMOLEN,85681,18,0,male,child,46849,4,single_with_child,,,21001A011,Anderlecht,3,Secondaires
159,88472,21001B17-,ABATTOIR,88472,18,0,male,child,48420,4,single_with_child,,,21001B17-,Anderlecht,3,Secondaires
160,88361,21001B17-,ABATTOIR,88361,18,0,male,child,48381,1,couple_with_child,,,21001B17-,Anderlecht,3,Secondaires
161,89442,21001A712,SCHEUT - DE SMET,89442,18,0,male,child,48894,4,single_with_child,,,21001A712,Anderlecht,3,Secondaires
162,89456,21001A712,SCHEUT - DE SMET,89456,18,0,male,child,48899,4,single_with_child,,,21001A712,Anderlecht,3,Secondaires
163,90191,21001A07-,BIRMINGHAM,90191,18,0,male,child,49289,1,couple_with_child,,,21001A07-,Anderlecht,3,Secondaires
164,91144,21001B21-,BROGNIEZ-NORD,91144,18,0,male,child,49699,1,couple_with_child,,,21001B21-,Anderlecht,3,Secondaires
165,91521,21001B21-,BROGNIEZ-NORD,91521,18,0,male,child,49828,1,couple_with_child,,,21001B21-,Anderlecht,3,Secondaires
166,91250,21001B21-,BROGNIEZ-NORD,91250,18,0,male,child,49733,1,couple_with_child,,,21001B21-,Anderlecht,3,Secondaires
167,91127,21001B21-,BROGNIEZ-NORD,91127,18,0,male,child,49695,1,couple_with_child,,,21001B21-,Anderlecht,3,Secondaires
168,90879,21001B21-,BROGNIEZ-NORD,90879,18,0,male,child,49617,1,couple_with_child,,,21001B21-,Anderlecht,3,Secondaires
169,91607,21001B21-,BROGNIEZ-NORD,91607,18,0,male,child,49859,4,single_with_child,,,21001B21-,Anderlecht,3,Secondaires
170,90617,21001B21-,BROGNIEZ-NORD,90617,18,0,male,child,49523,1,couple_with_child,,,21001B21-,Anderlecht,3,Secondaires
171,91137,21001B21-,BROGNIEZ-NORD,91137,18,0,male,child,49698,1,couple_with_child,,,21001B21-,Anderlecht,3,Secondaires
172,94612,21001A911,SCHEUT-EST,94612,18,0,male,child,51544,1,couple_with_child,,,21001A911,Anderlecht,3,Secondaires
173,94827,21001A911,SCHEUT-EST,94827,18,0,male,child,51614,1,couple_with_child,,,21001A911,Anderlecht,3,Secondaires
174,94556,21001A911,SCHEUT-EST,94556,18,0,male,child,51524,1,couple_with_child,,,21001A911,Anderlecht,3,Secondaires
175,94670,21001A911,SCHEUT-EST,94670,18,0,male,child,51565,4,single_with_child,,,21001A911,Anderlecht,3,Secondaires
176,94823,21001A911,SCHEUT-EST,94823,18,0,male,child,51613,1,couple_with_child,,,21001A911,Anderlecht,3,Secondaires
177,96935,21001A931,AGRAFE-NORBERT GILLE,96935,18,0,male,child,52643,1,couple_with_child,,,21001A931,Anderlecht,3,Secondaires
178,97146,21001A931,AGRAFE-NORBERT GILLE,97146,18,0,male,child,52706,1,couple_with_child,,,21001A931,Anderlecht,3,Secondaires
179,96898,21001A931,AGRAFE-NORBERT GILLE,96898,18,0,male,child,52632,1,couple_with_child,,,21001A931,Anderlecht,3,Secondaires
180,96842,21001A931,AGRAFE-NORBERT GILLE,96842,18,0,male,child,52616,1,couple_with_child,,,21001A931,Anderlecht,3,Secondaires
181,99050,21001A74-,SCHEUT-OUEST,99050,18,0,male,child,53763,1,couple_with_child,,,21001A74-,Anderlecht,3,Secondaires
182,99122,21001A74-,SCHEUT-OUEST,99122,18,0,male,child,53786,1,couple_with_child,,,21001A74-,Anderlecht,3,Secondaires
183,98900,21001A74-,SCHEUT-OUEST,98900,18,0,male,child,53721,1,couple_with_child,,,21001A74-,Anderlecht,3,Secondaires
184,98828,21001A74-,SCHEUT-OUEST,98828,18,0,male,child,53702,1,couple_with_child,,,21001A74-,Anderlecht,3,Secondaires
185,99274,21001A74-,SCHEUT-OUEST,99274,18,0,male,child,53830,1,couple_with_child,,,21001A74-,Anderlecht,3,Secondaires
186,99283,21001A74-,SCHEUT-OUEST,99283,18,0,male,child,53832,1,couple_with_child,,,21001A74-,Anderlecht,3,Secondaires
187,101825,21001A92-,JAKOB SMITS,101825,18,0,male,child,55245,1,couple_with_child,,,21001A92-,Anderlecht,3,Secondaires
188,102330,21001A92-,JAKOB SMITS,102330,18,0,male,child,55423,4,single_with_child,,,21001A92-,Anderlecht,3,Secondaires
189,102379,21001A92-,JAKOB SMITS,102379,18,0,male,child,55435,1,couple_with_child,,,21001A92-,Anderlecht,3,Secondaires
190,102025,21001A92-,JAKOB SMITS,102025,18,0,male,child,55318,1,couple_with_child,,,21001A92-,Anderlecht,3,Secondaires
191,101774,21001A92-,JAKOB SMITS,101774,18,0,male,child,55227,1,couple_with_child,,,21001A92-,Anderlecht,3,Secondaires
192,101775,21001A92-,JAKOB SMITS,101775,18,0,male,child,55227,1,couple_with_child,,,21001A92-,Anderlecht,3,Secondaires
193,101751,21001A92-,JAKOB SMITS,101751,18,0,male,child,55221,1,couple_with_child,,,21001A92-,Anderlecht,3,Secondaires
194,102548,21001A92-,JAKOB SMITS,102548,18,0,male,child,55497,1,couple_with_child,,,21001A92-,Anderlecht,3,Secondaires
195,105956,21001A00-,RESISTANCE,105956,18,0,male,child,57217,4,single_with_child,,,21001A00-,Anderlecht,3,Secondaires
196,105802,21001A00-,RESISTANCE,105802,18,0,male,child,57157,1,couple_with_child,,,21001A00-,Anderlecht,3,Secondaires
197,105974,21001A00-,RESISTANCE,105974,18,0,male,child,57222,1,couple_with_child,,,21001A00-,Anderlecht,3,Secondaires
198,105996,21001A00-,RESISTANCE,105996,18,0,male,child,57233,4,single_with_child,,,21001A00-,Anderlecht,3,Secondaires
199,106145,21001A00-,RESISTANCE,106145,18,0,male,child,57289,1,couple_with_child,,,21001A00-,Anderlecht,3,Secondaires
200,105799,21001A00-,RESISTANCE,105799,18,0,male,child,57156,1,couple_with_child,,,21001A00-,Anderlecht,3,Secondaires
201,109268,21001A95-,BUFFON,109268,18,0,male,child,58965,1,couple_with_child,,,21001A95-,Anderlecht,3,Secondaires
202,109219,21001A95-,BUFFON,109219,18,0,male,child,58946,1,couple_with_child,,,21001A95-,Anderlecht,3,Secondaires
203,109903,21001A95-,BUFFON,109903,18,0,male,child,59200,4,single_with_child,,,21001A95-,Anderlecht,3,Secondaires
204,109230,21001A95-,BUFFON,109230,18,0,male,child,58949,1,couple_with_child,,,21001A95-,Anderlecht,3,Secondaires
205,109500,21001A95-,BUFFON,109500,18,0,male,child,59048,1,couple_with_child,,,21001A95-,Anderlecht,3,Secondaires
206,108730,21001A95-,BUFFON,108730,18,0,male,child,58780,1,couple_with_child,,,21001A95-,Anderlecht,3,Secondaires
207,109240,21001A95-,BUFFON,109240,18,0,male,child,58951,1,couple_with_child,,,21001A95-,Anderlecht,3,Secondaires
